City,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed,Consumption_type,Car_Electricity_KW_SQFT,Day_of_week,Weekdays,HolidayName,School_Day
Power City,Scenario,3,23,24,1,-4.4,0.7543,0,992.5,-0.6,12.875,3.1,ELECTRIC_CAR,22597.669011,1,Sun,Easter,0
Power City,Scenario,3,24,1,0.9,-4.4,0.7543,0,992.5,-0.6,14.484,3.6,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,24,2,0.5,-4.4,0.8177,0,992.5,-1.7,16.093,3.1,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,24,3,1,-5,0.8108,0,993.1,-2.2,16,2.6,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,24,4,1,-5.6,0.8099,0,993.2,-2.8,14.484,3.6,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,24,5,1,-7.8,0.7424,0,993.5,-3.9,14.484,5.1,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,24,6,1,-8.9,0.7074,0,993.9,-4.4,14.484,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,7,1,-9.4,0.745,0,994.2,-5.6,16.093,4.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,8,0.5,-11.1,0.7082,0,994.8,-6.7,16.093,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,9,0.25,-11.1,0.736,0,995.7,-7.2,16,2.6,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,10,0.25,-11.7,0.7014,0,996.2,-7.2,16.093,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,11,0,-11.1,0.6763,0,996.5,-6.1,16.093,0,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,12,0,-11.7,0.5455,0,996.8,-3.9,16.093,2.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,13,0,-13.3,0.4792,0,996.8,-3.9,16.093,0,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,14,0,-16.7,0.3071,0,996.8,-1.7,16.093,0,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,15,0,-15.6,0.3221,0,996.4,-1.1,16,2.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,16,0,-14.4,0.3283,0,995.5,0,16.093,2.6,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,17,0,-16.7,0.2711,0,994.8,0,16.093,4.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,18,0,-16.7,0.2596,0,994.5,0.6,16.093,2.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,19,0,-15.6,0.2745,0,993.9,1.1,16.093,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,20,0,-11.7,0.3916,0,993.9,0.6,16.093,4.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,21,0.25,-10.6,0.4466,0,993.4,0,16,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,22,0.25,-10.6,0.4839,0,992.9,-1.1,16.093,3.6,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,24,23,0,-11.7,0.4806,0,992.5,-2.2,16.093,3.1,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,24,24,0,-12.2,0.4616,0,991.9,-2.2,16.093,3.6,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,25,1,0.25,-11.7,0.4806,0,990.9,-2.2,16.093,5.1,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,25,2,0,-10.6,0.5248,0,990.6,-2.2,16.093,4.6,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,25,3,0.25,-7.8,0.654,0,990.1,-2.2,16,5.1,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,25,4,0.9,-6.7,0.6862,0,989.6,-1.7,16.093,5.7,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,25,5,1,-6.1,0.6876,0,987.6,-1.1,16.093,6.2,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,25,6,1,-6.1,0.6345,0,986.3,0,16.093,6.2,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,7,1,-6.1,0.586,0,985.3,1.1,16.093,6.7,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,8,1,-6.7,0.5596,0,983.9,1.1,16.093,8.2,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,9,1,-6.7,0.5596,0,982.2,1.1,16,8.7,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,10,1,-6.7,0.5596,0,980,1.1,16.093,9.8,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,11,1,-5.6,0.5831,0,979.3,1.7,2.414,11.3,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,12,1,-3.3,0.6693,0,978.3,2.2,12.875,9.8,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,13,1,-3.9,0.6131,0,977.3,2.8,14.484,10.3,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,14,1,-2.8,0.6947,0,976.7,2.2,2.414,11.3,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,15,1,-1.1,0.7285,0,975.9,3.3,16,10.8,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,16,1,-2.2,0.5962,0,975.4,5,16.093,8.8,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,17,1,-1.1,0.6201,0,974.7,5.6,16.093,7.7,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,18,0.9,-1.1,0.5554,0,974.7,7.2,16.093,9.3,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,19,0.5,-0.6,0.5345,0,975,8.3,16.093,9.3,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,20,0.9,0,0.5777,0,975.4,7.8,16.093,6.2,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,21,0.5,0,0.6018,0,976.9,7.2,16,4.6,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,22,0.5,-0.6,0.6214,0,977.7,6.1,16.093,4.1,ELECTRIC_CAR,0,3,Tue,NULL,1
Power City,Scenario,3,25,23,0.9,-1.7,0.5934,0,978.3,5.6,16.093,4.6,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,25,24,1,-1.7,0.6186,0,979.7,5,16.093,4.6,ELECTRIC_CAR,22597.669011,3,Tue,NULL,1
Power City,Scenario,3,26,1,1,-1.7,0.6451,0,980.6,4.4,16.093,6.2,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,26,2,1,-1.7,0.6451,0,981.6,4.4,16.093,6.2,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,26,3,1,-0.6,0.7243,0,982.8,3.9,16,6.2,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,26,4,1,-0.6,0.7556,0,983.3,3.3,16.093,4.6,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,26,5,1,-2.2,0.696,0,984.3,2.8,16.093,4.1,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,26,6,0.9,-2.8,0.72,0,984.9,1.7,16.093,3.1,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,7,0.25,-3.9,0.6924,0,985.3,1.1,16.093,2.6,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,8,0,-3.9,0.8124,0,985.9,-1.1,16.093,1.5,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,9,0.25,-3.9,0.849,0,986.8,-1.7,16,0,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,10,0.25,-2.8,0.8139,0,987.3,0,16.093,0,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,11,0.25,-2.8,0.6947,0,987.3,2.2,16.093,0,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,12,0.9,-3.3,0.619,0,987.9,3.3,16.093,4.1,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,13,0.9,-2.8,0.6159,0,987.9,3.9,16.093,2.6,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,14,0.9,-2.8,0.547,0,987.6,5.6,16.093,5.1,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,15,0.75,-3.3,0.509,0,987.8,6.1,16,6.7,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,16,0.25,-4.4,0.4345,0,986.9,7.2,16.093,6.2,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,17,0.25,-5.6,0.3967,0,986.3,7.2,16.093,8.2,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,18,0.25,-5,0.4153,0,985.9,7.2,16.093,7.2,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,19,0.25,-5,0.4153,0,985.9,7.2,16.093,6.2,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,20,0.25,-6.1,0.4119,0,985.9,6.1,16.093,7.2,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,21,0.5,-6.7,0.4245,0,986.5,5,16,4.6,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,22,0.5,-6.1,0.4801,0,986.3,3.9,16.093,3.1,ELECTRIC_CAR,0,4,Wed,NULL,1
Power City,Scenario,3,26,23,0.5,-5.6,0.5627,0,986.6,2.2,16.093,2.1,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,26,24,0.5,-6.1,0.5416,0,986.6,2.2,16.093,2.1,ELECTRIC_CAR,22597.669011,4,Wed,NULL,1
Power City,Scenario,3,27,1,0.5,-6.1,0.5613,0,986.3,1.7,16.093,2.1,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,27,2,0,-6.1,0.586,0,985.3,1.1,16.093,3.1,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,27,3,0.5,-6.1,0.586,0,985.2,1.1,16,0,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,27,4,0.5,-6.1,0.5613,0,983.9,1.7,16.093,0,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,27,5,1,-5.6,0.5627,0,983.9,2.2,16.093,0,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,27,6,1,-5.6,0.5627,0,984.3,2.2,16.093,0,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,7,1,-4.4,0.5699,0,985.3,3.3,16.093,5.1,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,8,0.9,-0.6,0.817,0,984.6,2.2,12.875,2.1,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,9,1,0,0.8846,0,984.8,1.7,9,0,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,10,1,0,0.8535,0,985.6,2.2,6.437,2.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,11,1,0.6,0.8915,0.3,984.9,2.2,6.437,0,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,12,1,0,0.8535,0,984.6,2.2,6.437,2.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,13,1,-1.1,0.7877,0,984.9,2.2,11.265,3.1,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,14,1,-0.6,0.7829,0,983.6,2.8,11.265,3.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,15,1,-1.1,0.7547,0,983.5,2.8,11,3.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,16,1,-1.1,0.7547,0,983,2.8,4.828,3.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,17,1,0,0.8535,0.8,983,2.2,2.414,2.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,18,1,-0.6,0.9165,1.5,983,0.6,0.805,3.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,19,1,-0.6,0.9165,0.8,981.6,0.6,0.805,4.1,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,20,1,-1.1,0.9228,0.5,981.3,0,0.805,5.7,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,21,1,-1.7,0.9225,0.5,982.5,-0.6,1.6,4.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,22,1,-1.7,0.9225,1.5,983,-0.6,2.012,4.6,ELECTRIC_CAR,0,5,Thu,NULL,1
Power City,Scenario,3,27,23,1,-2.2,0.9222,0.5,982.6,-1.1,4.828,7.2,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,27,24,1,-3.9,0.881,0,983.6,-2.2,11.265,5.1,ELECTRIC_CAR,22597.669011,5,Thu,NULL,1
Power City,Scenario,3,28,1,1,-3.9,0.9211,0.3,983.3,-2.8,1.609,4.6,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,28,2,1,-3.9,0.9211,0,983.3,-2.8,4.828,5.1,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,28,3,1,-5,0.8799,0,983.3,-3.3,12.875,5.1,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,28,4,1,-5,0.8799,0,983.3,-3.3,14.484,3.1,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,28,5,1,-5.6,0.8099,0,983.6,-2.8,16.093,3.1,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,28,6,1,-6.7,0.7445,0,983.9,-2.8,14.484,2.6,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,7,1,-7.2,0.7435,0,985.3,-3.3,16.093,3.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,8,0.9,-7.8,0.7098,0,986.3,-3.3,16.093,2.6,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,9,0.5,-8.3,0.7414,0,987.5,-4.4,16,1.5,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,10,0,-8.3,0.7141,0,987.6,-3.9,16.093,2.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,11,0,-8.3,0.6577,0,988.6,-2.8,16.093,3.6,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,12,0,-8.3,0.629,0,989.2,-2.2,16.093,3.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,13,0,-7.8,0.6031,0,990.2,-1.1,16.093,3.6,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,14,0,-7.8,0.5814,0,990.6,-0.6,16.093,3.6,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,15,0.25,-7.2,0.5582,0,991.4,0.6,16,3.6,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,16,0.5,-8.3,0.4735,0,991.2,1.7,16.093,5.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,17,0.9,-7.8,0.4552,0,990.9,2.8,16.093,5.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,18,0.9,-7.2,0.426,0,990.9,4.4,16.093,3.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,19,0.9,-9.4,0.3877,0,991.5,3.3,16.093,3.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,20,0.5,-8.9,0.4177,0,992.2,2.8,16.093,3.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,21,0.25,-10,0.3998,0,993.1,2.2,16,2.1,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,22,0,-10,0.4143,0,993.5,1.7,16.093,0,ELECTRIC_CAR,0,6,Fri,NULL,1
Power City,Scenario,3,28,23,0,-7.2,0.6318,0,994.5,-1.1,16.093,0,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,28,24,0,-7.2,0.6851,0,995.5,-2.2,16.093,0,ELECTRIC_CAR,22597.669011,6,Fri,NULL,1
Power City,Scenario,3,29,1,0,-8.3,0.5801,0,996.5,-1.1,16.093,2.6,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,29,2,0,-8.3,0.629,0,997.2,-2.2,16.093,3.1,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,29,3,0,-8.9,0.6275,0,997.7,-2.8,16,2.1,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,29,4,0,-9.4,0.6263,0,997.8,-3.3,16.093,0,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,29,5,0,-9.4,0.6802,0,997.8,-4.4,16.093,2.1,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,29,6,0,-9.4,0.6802,0,997.8,-4.4,16.093,0,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,7,0,-9.4,0.7118,0,998.5,-5,16.093,0,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,8,0,-8.9,0.805,0,999.1,-6.1,16.093,0,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,9,0,-8.3,0.8437,0,1000,-6.1,16,0,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,10,0,-7.8,0.7098,0,1000.1,-3.3,16.093,2.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,11,0.25,-6.7,0.633,0,1000.5,-0.6,16.093,3.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,12,0.25,-7.2,0.5582,0,1001.1,0.6,16.093,2.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,13,0.5,-7.2,0.5158,0,1001.1,1.7,16.093,2.1,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,14,0.5,-7.8,0.4394,0,1000.5,3.3,16.093,2.1,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,15,0.5,-5.6,0.4816,0,1000.3,4.4,16,3.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,16,0.5,-6.1,0.4445,0,999.5,5,16.093,4.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,17,0.5,-6.1,0.4264,0,998.8,5.6,16.093,2.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,18,0.5,-5,0.4297,0,998.5,6.7,16.093,3.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,19,0.5,-6.1,0.3952,0,998.5,6.7,16.093,3.6,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,20,0.5,-6.1,0.4264,0,998.1,5.6,16.093,4.1,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,21,0.25,-6.7,0.4427,0,998,4.4,16,4.1,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,22,0.25,-5.6,0.5204,0,998.1,3.3,16.093,5.1,ELECTRIC_CAR,0,7,Sat,NULL,0
Power City,Scenario,3,29,23,0.25,-6.7,0.5172,0,998.5,2.2,16.093,5.1,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,29,24,0.5,-6.7,0.5596,0,998.5,1.1,16.093,5.7,ELECTRIC_CAR,22597.669011,7,Sat,NULL,0
Power City,Scenario,3,30,1,0.25,-5.6,0.6312,0,997.8,0.6,16.093,6.7,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,30,2,0.25,-5,0.7208,0,997.8,-0.6,16.093,7.2,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,30,3,0.25,-6.7,0.633,0,997.7,-0.6,16,5.1,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,30,4,0.25,-6.7,0.6566,0,997.2,-1.1,16.093,5.7,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,30,5,0.5,-6.7,0.6566,0,996.8,-1.1,16.093,5.1,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,30,6,0.25,-7.2,0.6318,0,996.5,-1.1,16.093,4.1,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,7,0.9,-7.8,0.5814,0,996.2,-0.6,16.093,4.6,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,8,0.9,-7.2,0.583,0,995.5,0,16.093,5.7,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,9,0.75,-6.7,0.5802,0,995.7,0.6,16,5.7,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,10,1,-6.1,0.586,0,995.2,1.1,16.093,5.1,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,11,1,-5,0.5643,0,994.5,2.8,16.093,7.7,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,12,1,-5.6,0.5391,0,993.9,2.8,16.093,8.2,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,13,1,-5,0.5041,0,993.5,4.4,16.093,7.2,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,14,1,-3.3,0.4719,0,993.2,7.2,16.093,6.7,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,15,1,-2.2,0.5122,0,992.4,7.2,16,6.2,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,16,1,-1.7,0.55,0,992.2,6.7,16.093,5.1,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,17,1,0.6,0.7317,0.8,991.5,5,16.093,5.7,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,18,1,0,0.7306,0,990.6,4.4,16.093,8.2,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,19,1,-0.6,0.6994,0,990.9,4.4,16.093,4.6,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,20,1,0.6,0.7631,0,990.2,4.4,16.093,4.1,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,21,1,1.1,0.7586,0,990.4,5,16,5.7,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,22,1,2.8,0.9252,0,989.6,3.9,3.219,4.6,ELECTRIC_CAR,0,1,Sun,NULL,0
Power City,Scenario,3,30,23,1,3.3,0.9255,0.5,989.2,4.4,3.219,4.6,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,30,24,1,4.4,0.9589,0,989.2,5,2.414,3.6,ELECTRIC_CAR,22597.669011,1,Sun,NULL,0
Power City,Scenario,3,31,1,1,5,0.9591,0.5,988.9,5.6,1.609,1.5,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,31,2,1,4.4,0.9198,0.8,988.6,5.6,2.012,0,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,31,3,1,5,0.9591,1.3,988.5,5.6,2,0,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,31,4,1,5.6,0.966,0.5,987.6,6.1,2.012,2.1,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,31,5,1,6.1,0.9595,0.5,986.6,6.7,2.012,0,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
Power City,Scenario,3,31,6,1,6.1,0.9272,0,986.3,7.2,3.219,1.5,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,7,1,7.2,0.9599,0,985.6,7.8,3.219,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,8,1,7.8,0.9666,0,985.6,8.3,4.828,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,9,1,7.8,0.9666,0,985.2,8.3,2.4,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,10,1,8.3,0.9602,0,984.3,8.9,1.207,4.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,11,1,8.3,0.9284,0,984.3,9.4,0.805,4.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,12,1,8.3,0.9602,NULL,984.9,8.9,2.816,6.7,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,13,1,5,0.9591,3,984.3,5.6,2.816,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,14,1,6.7,0.9275,0.3,983,7.8,2.816,2.6,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,15,1,11.1,0.9611,0,981.3,11.7,2.816,5.7,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,16,1,11.7,0.9303,0,980.3,12.8,6.437,6.2,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,17,1,11.7,0.9004,0,979,13.3,6.437,6.2,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,18,1,12.2,0.9305,NULL,978.7,13.3,2.816,3.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,19,1,12.2,0.9305,0.8,977.3,13.3,4.023,5.1,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,20,1,12.2,0.9305,0.8,976.7,13.3,4.828,6.2,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,21,1,12.2,0.9305,1.8,976.6,13.3,4.8,4.6,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,22,1,12.2,0.9305,1.8,975,13.3,8.047,6.2,ELECTRIC_CAR,0,2,Mon,NULL,1
Power City,Scenario,3,31,23,1,11.7,0.9004,0.3,974,13.3,16.093,6.2,ELECTRIC_CAR,22597.669011,2,Mon,NULL,1
