Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation,FOOD_SERVICE,GROCERY,HEALTH_CARE,K12_SCHOOLS,LODGING,OFFICE,RESIDENTIAL,STAND_ALONE_RETAIL
Consumption,1,13,18,0.8,-17.2,0.56,4,-10,16.1,6,Fri,Regular,1,3.372781921,10609.13542,2809.995909,4398.172315,4159.534619,1740.741459,31780.41158,93747.45775,2504.484519
Consumption,1,13,19,0.3,-16.1,0.64,4,-10.6,16.1,6,Fri,Regular,1,-6.289105331,10854.28271,2844.638775,3275.579187,4254.128516,1896.396167,27884.42821,103276.3412,2122.613194
Consumption,1,13,20,0.8,-16.7,0.61,4,-10.6,16.1,6,Fri,Regular,1,-16.70179595,10854.42591,2569.931374,3227.342233,4254.715238,1925.153717,28071.27819,100957.5746,2125.281812
Consumption,1,13,21,0.3,-16.7,0.64,4,-11.1,16.1,6,Fri,Regular,1,-27.55403731,8917.720884,2275.586155,2665.848685,4255.298322,2067.732486,27503.96642,100053.8321,1931.583543
Consumption,1,13,22,0.1,-16.7,0.73,4,-12.8,16.1,6,Fri,Regular,1,-38.54941595,8905.32453,1611.734342,2447.405527,1812.885811,1957.640904,28329.42726,86739.75497,805.7605557
Consumption,1,13,23,0,-17.8,0.73,4,-13.9,16.1,6,Fri,Regular,1,-49.31079381,8905.320853,945.0790006,2145.353521,1847.873226,1555.261754,7760.028616,69962.99971,505.8234668
Consumption,1,13,24,0,-17.2,0.8,4,-14.4,16.1,6,Fri,Regular,1,-59.15752838,9371.364563,1484.303604,2118.844922,1896.759519,1247.116035,8383.467874,55755.12984,518.0780576
Consumption,1,14,1,0,-17.8,0.76,4,-14.4,16.1,7,Sat,Regular,0,-66.53675702,5317.086556,1190.404194,2058.568881,1924.54684,1219.898293,8509.600487,46972.9553,504.0537189
Consumption,1,14,2,0,-17.8,0.8,4,-15,16.1,7,Sat,Regular,0,-68.50562908,3659.16395,1102.236887,2043.372732,1966.027758,1260.794042,9470.069695,45843.33653,507.0095517
Consumption,1,14,3,0,-18.3,0.8,4,-15.6,16.1,7,Sat,Regular,0,-63.77801324,3665.243794,1050.938195,2017.59579,1936.282025,1215.969487,11804.45801,45416.3355,526.2867604
Consumption,1,14,4,0,-17.8,0.91,4,-16.7,16.1,7,Sat,Regular,0,-55.0332002,3669.865916,1123.655994,1935.001647,1967.533874,1262.509926,12150.41372,45361.98914,546.7859194
Consumption,1,14,5,0,-18.9,0.87,4,-17.2,16.1,7,Sat,Regular,0,-44.66143108,3727.612396,1218.443145,1845.626909,1962.327861,1336.570072,13383.08962,50808.18629,550.1468659
Consumption,1,14,6,0,-20,0.83,4,-17.8,16.1,7,Sat,Regular,0,-33.73242716,5295.413158,1163.419393,1855.700396,2006.921954,1462.828942,13522.92686,62321.70849,565.9632104
Consumption,1,14,7,0,-19.4,0.83,4,-17.2,16.1,7,Sat,Regular,0,-22.75100837,10899.70482,1482.209881,2139.252935,1975.046256,1853.680248,45542.35303,75581.16784,1051.061343
Consumption,1,14,8,0.1,-19.4,0.79,4,-16.7,16.1,7,Sat,Regular,0,-12.04197249,10879.76393,1591.513723,2623.365748,2010.358092,2107.864243,38657.01092,82415.50854,1183.390337
Consumption,1,14,9,0.4,-19.4,0.69,4,-15,16.1,7,Sat,Regular,0,-1.899318853,7965.792235,2185.965921,2791.610891,1737.109995,2334.289604,35848.88033,65634.42729,1293.892958
Consumption,1,14,10,1,-20,0.58,4,-13.3,16.1,7,Sat,Regular,0,7.341279526,7969.812342,2389.024362,3295.375636,1707.450402,2057.415203,31880.60089,55484.5262,1809.687975
Consumption,1,14,11,1,-16.7,0.67,4,-11.7,16.1,7,Sat,Regular,0,15.25894153,9902.551443,2685.543437,3369.193947,1659.170244,1595.169947,29169.14371,47423.52027,2288.770636
Consumption,1,14,12,1,-18.3,0.56,4,-11.1,16.1,7,Sat,Regular,0,21.33646638,10350.21348,3057.975217,3409.754244,1712.093714,1515.008113,27735.5542,47292.47659,2280.165762
Consumption,1,14,13,1,-18.3,0.53,4,-10.6,24.1,7,Sat,Regular,0,25.01853783,9986.851491,2815.312185,3326.645267,1652.142673,1469.139483,26144.38393,46466.66134,2274.094305
Consumption,1,14,14,1,-18.9,0.49,4,-10,24.1,7,Sat,Regular,0,25.87196577,9907.637025,2773.58941,3343.121793,1680.218988,1446.855422,26023.01419,45235.50047,2276.526737
Consumption,1,14,15,0.8,-17.8,0.51,4,-9.4,24.1,7,Sat,Regular,0,23.78333944,7974.40805,2727.931522,3383.042144,1630.543604,1417.371033,23273.86601,44636.12131,2277.945315
Consumption,1,14,16,0.8,-17.8,0.51,4,-9.4,24.1,7,Sat,Regular,0,19.02124168,7969.839144,2687.034972,3080.439103,1653.138986,1393.778829,23319.51879,47881.9399,2278.436156
Consumption,1,14,17,0.9,-17.2,0.54,4,-9.4,24.1,7,Sat,Regular,0,12.09601544,7938.456687,2687.167592,3115.028947,1630.416214,1475.451142,24193.31632,66475.04423,2282.092481
Consumption,1,14,18,0.8,-17.2,0.56,4,-10,24.1,7,Sat,Regular,0,3.560540641,10608.57423,2809.33292,2968.490438,1860.056097,1729.035769,26538.13136,93355.70084,2502.645179
Consumption,1,14,19,0.6,-16.7,0.61,4,-10.6,24.1,7,Sat,Regular,0,-6.106530324,10853.82089,2679.415461,2795.908158,1931.380778,2014.164443,6260.61988,103330.3822,1927.911374
Consumption,1,14,20,0.3,-16.7,0.61,4,-10.6,24.1,7,Sat,Regular,0,-16.52366068,10909.16957,2131.388625,2749.189931,1985.192582,1982.634829,7556.302087,101052.0849,1540.297505
Consumption,1,14,21,1,-15.6,0.64,5,-10,24.1,7,Sat,Regular,0,-27.37850264,8969.306631,2007.9639,2323.027764,1973.864075,2057.624335,8300.701097,100013.8633,1541.016076
Consumption,1,14,22,1,-15.6,0.64,5,-10,24.1,7,Sat,Regular,0,-38.37356306,8945.160735,1497.966044,2334.95477,2001.092093,2012.652197,8423.785792,86438.06355,1151.711382
Consumption,1,14,23,1,-15,0.64,5,-9.4,24.1,7,Sat,Regular,0,-49.13043607,8905.326562,918.3980476,2328.998121,1967.608852,1621.142303,10015.38405,69345.90942,466.1340897
Consumption,1,14,24,1,-13.3,0.71,5,-8.9,16.1,7,Sat,Regular,0,-58.96799606,9371.358757,1453.887602,2354.896314,2021.019802,1218.475714,10702.5186,54832.16634,478.3400824
Consumption,1,15,1,1,-11.7,0.81,6,-8.9,4.8,1,Sun,Regular,0,-66.34156285,5317.396562,1164.803851,2251.323623,1967.628507,1120.851019,11531.56234,45856.92524,487.0319474
Consumption,1,15,2,1,-11.1,0.81,6,-8.3,3.2,1,Sun,Regular,0,-68.3400237,3662.597136,1095.683136,2266.706862,1996.760583,1135.5312,11483.91562,44496.97699,494.7593348
Consumption,1,15,3,1,-11.1,0.77,6,-7.8,6.4,1,Sun,Regular,0,-63.67125169,3670.370111,1067.411021,2305.313532,1967.52611,1054.59476,12111.52976,43771.05827,494.1260045
Consumption,1,15,4,1,-10.6,0.81,6,-7.8,4.8,1,Sun,Regular,0,-54.96686059,3675.873775,1114.639335,2317.523876,1996.479839,1064.650861,11943.69527,43425.77611,499.7580368
Consumption,1,15,5,1,-10,0.81,6,-7.2,4.8,1,Sun,Regular,0,-44.6137725,3734.618968,1171.1327,2367.294327,1974.347915,1098.787357,12470.17713,48538.99898,497.3598184
Consumption,1,15,6,1,-10,0.81,6,-7.2,11.3,1,Sun,Regular,0,-33.69018345,5297.579714,1140.883443,2385.561139,2002.653533,1187.660928,12195.56451,59680.81652,502.2095187
Consumption,1,15,7,1,-10,0.81,6,-7.2,16.1,1,Sun,Regular,0,-22.70584072,10900.62555,1485.759987,2672.437268,1972.709313,1571.46908,12943.15443,72689.0968,499.6039808
Consumption,1,15,8,1,-10.6,0.74,6,-6.7,16.1,1,Sun,Regular,0,-11.98775064,10882.38795,1595.419838,2731.090611,1995.506578,1837.551043,12703.69386,79396.94883,504.5350343
Consumption,1,15,9,0.3,-10.6,0.74,6,-6.7,24.1,1,Sun,Regular,0,-1.830792361,7967.659042,1858.123891,3007.339996,1702.083514,2085.596663,10004.23635,62660.23871,906.1274629
Consumption,1,15,10,0,-10,0.71,6,-5.6,24.1,1,Sun,Regular,0,7.428984181,7971.30722,1528.576872,3020.613796,1640.044001,1801.652013,7019.700496,52621.55807,816.8462653
Consumption,1,15,11,0,-10,0.66,6,-4.4,24.1,1,Sun,Regular,0,15.37012521,9905.620054,1944.806898,3127.631232,1583.504833,1324.303098,6569.750579,44663.67196,1384.022873
Consumption,1,15,12,0,-10,0.6,6,-3.3,24.1,1,Sun,Regular,0,21.47382651,10353.81773,2321.356466,3219.375868,1658.648794,1248.832571,6102.75412,44572.21536,1371.812506
Consumption,1,15,13,0,-9.4,0.58,6,-2.2,24.1,1,Sun,Regular,0,25.18144131,9991.781199,2408.075274,3296.386962,1582.352498,1225.777163,6437.788123,43760.04819,1753.455712
Consumption,1,15,14,0,-9.4,0.56,6,-1.7,24.1,1,Sun,Regular,0,26.05527074,9913.910865,2374.484074,3328.862153,1594.617626,1215.2852,5693.834101,42326.82949,1748.922288
Consumption,1,15,15,0,-8.9,0.54,6,-0.6,24.1,1,Sun,Regular,0,23.97862206,7978.71678,2328.891903,3396.962938,1550.849265,1203.170094,5413.967616,41664.37564,1748.098064
Consumption,1,15,16,0.2,-8.9,0.52,6,0,24.1,1,Sun,Regular,0,19.22008032,7973.213986,2288.217339,3462.679732,1539.492611,1183.4147,4467.918021,44813.61429,1749.526265
Consumption,1,15,17,0.6,-8.3,0.54,7,0,24.1,1,Sun,Regular,0,12.29254422,7942.641956,2288.508821,3384.711856,1536.360268,1249.31322,4656.237964,63348.25833,1759.976895
Consumption,1,15,18,0.6,-8.9,0.56,6,-1.1,24.1,1,Sun,Regular,0,3.751896395,10613.80243,2069.43967,3206.94262,1723.941488,1511.774208,7190.47491,90417.90998,1581.585759
Consumption,1,15,19,0.6,-8.3,0.58,7,-1.1,24.1,1,Sun,Regular,0,-5.920931434,10860.07974,2187.350216,3081.639256,1817.700433,1836.924021,9261.646292,100487.7208,1304.686982
Consumption,1,15,20,0.6,-8.3,0.58,7,-1.1,24.1,1,Sun,Regular,0,-16.34289343,10915.3691,1947.745583,3047.2505,1824.700342,1834.104935,9099.978634,98137.52714,466.1340897
Consumption,1,15,21,0.6,-9.4,0.54,6,-1.1,24.1,1,Sun,Regular,0,-27.20052713,8974.318292,1842.158972,2931.386663,1857.278991,1956.664615,9981.364965,97168.63177,466.1340897
Consumption,1,15,22,0.6,-10,0.49,6,-0.6,24.1,1,Sun,Regular,0,-38.19521879,8948.417052,1671.129079,2966.12865,1910.899103,1905.887166,9575.552863,83584.25635,466.1340897
Consumption,1,15,23,0.6,-9.4,0.5,6,0,24.1,1,Sun,Regular,0,-48.94720526,8907.899976,925.6585797,2974.149172,1886.742524,1437.519363,10388.08304,66438.68043,466.1340897
Consumption,1,15,24,0.7,-7.8,0.54,7,0.6,24.1,1,Sun,Regular,0,-58.77470442,9373.786748,1356.179746,3004.221837,1931.262123,973.7421204,9827.357101,51905.53824,466.1340897
Consumption,1,16,1,0.8,-7.8,0.56,7,0,24.1,2,Mon,Martin Luther King Day,0,-66.14097466,5318.33219,984.1077018,2939.242782,1900.356048,855.0489536,10682.68813,42937.59195,466.6151136
Consumption,1,16,2,0.8,-7.2,0.61,7,-0.6,24.1,2,Mon,Martin Luther King Day,0,-68.16698417,3668.601705,952.7424666,2890.639758,1915.916093,875.2568758,10214.47171,41697.10051,472.9370443
Consumption,1,16,3,0.8,-7.2,0.61,7,-0.6,24.1,2,Mon,Martin Luther King Day,0,-63.55655244,3678.44806,1054.246065,2868.060522,1895.760052,800.8173882,11132.57905,41107.50149,475.9024023
Consumption,1,16,4,0.8,-7.2,0.59,7,0,24.1,2,Mon,Martin Luther King Day,0,-54.8932118,3684.110403,1006.63593,2889.383806,1911.432929,809.9706665,10458.74115,40780.99074,476.0662751
Consumption,1,16,5,0.8,-6.7,0.61,7,0,24.1,2,Mon,Martin Luther King Day,0,-44.55937203,3742.980121,1137.481022,2932.740021,1907.342854,850.6682706,11302.40049,45985.53449,477.7872305
Consumption,1,16,6,0.8,-7.2,0.56,7,0.6,24.1,2,Mon,Martin Luther King Day,0,-33.64151077,5301.84529,1133.403679,2968.262706,1922.686943,942.6525581,10570.15615,57194.32859,477.9164042
Consumption,1,16,7,0.8,-6.7,0.61,7,0,24.1,2,Mon,Martin Luther King Day,0,-22.65435649,10903.37951,1490.964487,3241.54984,1907.488685,1345.458444,11449.11455,70277.08383,479.6992737
Consumption,1,16,8,0.7,-6.7,0.57,7,1.1,24.1,2,Mon,Martin Luther King Day,0,-11.92718333,10887.94396,1600.845946,3297.307832,1902.910888,1650.431248,10683.8851,77010.15386,479.8578006
Consumption,1,16,9,1,-6.7,0.57,7,1.1,24.1,2,Mon,Martin Luther King Day,0,-1.755793529,7975.078374,1863.690935,3588.059166,1630.454795,2012.43273,8705.418229,60378.30243,887.9187317
Consumption,1,16,10,1,-6.7,0.52,7,2.2,24.1,2,Mon,Martin Luther King Day,0,7.52334727,7981.132869,1537.275266,3616.496776,1573.368941,1713.56897,6294.574969,50660.85652,807.2072236
Consumption,1,16,11,1,-6.1,0.5,7,3.3,24.1,2,Mon,Martin Luther King Day,0,15.4881617,9918.795776,1957.22668,3735.12477,1573.524236,1211.391963,6205.913349,42887.34257,1378.521958
Consumption,1,16,12,1,-5,0.47,8,5.6,24.1,2,Mon,Martin Luther King Day,0,21.61816113,10367.44927,2334.459054,3881.052389,1564.035728,1160.832399,5009.255484,42783.12004,1367.195202
Consumption,1,16,13,0.7,-5,0.45,8,6.1,24.1,2,Mon,Martin Luther King Day,0,25.35125312,10018.87941,2428.681223,3979.936065,1540.802425,1158.582698,5102.308985,42077.87279,1748.589294
Consumption,1,16,14,0.6,-4.4,0.44,8,7.2,24.1,2,Mon,Martin Luther King Day,0,26.24512488,9943.96709,2400.347442,4020.595603,1542.404144,1152.900576,4600.632457,40735.96648,1748.098064
Consumption,1,16,15,0.6,-3.3,0.46,9,7.8,24.1,2,Mon,Martin Luther King Day,0,24.17979623,8011.449077,2357.15338,4069.363899,1543.187897,1143.844321,4587.207817,40163.84956,1748.098064
Consumption,1,16,16,0.3,-2.8,0.48,9,7.8,24.1,2,Mon,Martin Luther King Day,0,19.42397841,8006.746938,2318.472373,4079.999041,1542.971941,1132.730271,3951.241895,43422.52737,1748.098064
Consumption,1,16,17,1,-2.8,0.49,9,7.2,24.1,2,Mon,Martin Luther King Day,0,12.49329179,7975.167002,2324.268368,3958.071978,1539.730649,1201.78178,4407.280649,62091.72678,1754.560346
Consumption,1,16,18,1,-2.8,0.53,9,6.1,24.1,2,Mon,Martin Luther King Day,0,3.946738682,10642.80238,2102.699861,3753.38077,1727.022875,1476.268487,6282.61729,89128.18703,1577.6082
Consumption,1,16,19,1,-1.7,0.54,10,7.2,24.1,2,Mon,Martin Luther King Day,0,-5.732415382,10890.5703,2218.563663,3643.154719,1820.86796,1832.987021,7570.513705,99117.94153,1297.58408
Consumption,1,16,20,1,-1.7,0.54,10,7.2,24.1,2,Mon,Martin Luther King Day,0,-16.15959435,10948.9424,1990.472183,3631.661358,1828.054708,1856.862288,7375.176951,96658.98729,466.1340897
Consumption,1,16,21,1,1.1,0.66,11,7.2,16.1,2,Mon,Martin Luther King Day,0,-27.02020288,9008.630128,1894.505875,3449.754335,1827.592706,1996.7338,7766.457443,95593.57984,466.1340897
Consumption,1,16,22,1,0.6,0.65,11,6.7,16.1,2,Mon,Martin Luther King Day,0,-38.01446707,8983.084852,1738.526066,3409.561555,1823.778523,1947.628938,7545.997363,81960.05774,466.1340897
Consumption,1,16,23,1,1.7,0.74,12,6.1,16.1,2,Mon,Martin Luther King Day,0,-48.7611797,8940.753411,1014.173472,3316.382277,1818.521068,1446.308943,7980.167704,64777.88901,466.1340897
Consumption,1,16,24,1,1.7,0.74,12,6.1,16.1,2,Mon,Martin Luther King Day,0,-58.57773579,9393.391216,1434.570749,3281.589222,1841.735688,934.740568,7721.669646,50193.38624,466.1340897
Consumption,1,17,1,1,1.7,0.76,12,5.6,16.1,3,Tue,Regular,1,-65.93509968,5347.536577,1105.952497,3252.319652,1818.334472,771.3013409,8959.742399,41142.20274,489.4339564
Consumption,1,17,2,1,1.7,0.76,12,5.6,16.1,3,Tue,Regular,1,-67.98661568,3700.23979,1015.925279,3234.884027,1818.271626,735.3880644,8677.571977,39846.67787,489.4339564
Consumption,1,17,3,1,2.8,0.83,13,5.6,8,3,Tue,Regular,1,-63.43393513,3711.154136,1010.254505,3199.391655,1818.261678,694.0815019,9055.712822,39214.86224,489.4339564
Consumption,1,17,4,1,3.3,0.89,13,5,4.8,3,Tue,Regular,1,-54.81222461,3715.70253,1008.408634,3142.879995,1818.131618,694.6097314,8776.663316,38975.13433,489.4339564
Consumption,1,17,5,1,3.3,0.93,13,4.4,4,3,Tue,Regular,1,-44.49819175,3971.684732,1276.064422,3450.193291,1852.814753,729.830341,9222.114354,44292.03516,489.4339564
Consumption,1,17,6,1,3.3,0.96,13,3.9,4,3,Tue,Regular,1,-33.58637721,5525.830927,1274.891259,3411.024966,1847.026627,895.2343436,9396.873661,55650.9158,489.4339564
Consumption,1,17,7,1,3.3,0.96,13,3.9,4.8,3,Tue,Regular,1,-22.59653502,11016.45183,1925.836336,4291.557633,2131.327583,1561.415866,44303.4193,68805.8812,1024.185143
Consumption,1,17,8,1,2.8,0.96,12,3.3,2.4,3,Tue,Regular,1,-11.86026342,10909.91004,1978.762369,4765.043413,4230.233996,1994.607567,39455.48148,76157.40718,1327.420487
Consumption,1,17,9,1,2.8,0.96,12,3.3,2.4,3,Tue,Regular,1,-1.67432996,7994.065444,2612.324427,4854.011632,5478.185521,1556.333949,41053.04358,63604.0518,1640.891268
Consumption,1,17,10,1,2.8,0.93,13,3.9,2.4,3,Tue,Regular,1,7.624345912,7998.687082,2924.981917,5004.904462,5430.729638,1492.205413,36382.476,54320.58788,2269.80115
Consumption,1,17,11,1,3.3,0.96,13,3.9,2.4,3,Tue,Regular,1,15.61301298,9933.078191,2808.001002,5038.746141,5561.160218,1103.882774,34151.8019,46925.60687,2266.676196
Consumption,1,17,12,1,3.3,0.96,13,3.9,2.4,3,Tue,Regular,1,21.76941776,10373.46739,3171.783581,5038.854552,5585.297142,1102.625657,33083.73059,47288.01488,2264.08446
Consumption,1,17,13,1,3.3,0.96,13,3.9,2.4,3,Tue,Regular,1,25.52790684,10019.73744,2945.905808,4872.413597,5561.093004,1100.252581,33530.1126,46509.13242,2263.040768
Consumption,1,17,14,1,2.8,0.93,13,3.9,2.4,3,Tue,Regular,1,26.4414475,9943.009208,2912.583357,5019.107435,5430.453747,1103.521031,31326.12878,45805.76824,2262.258436
Consumption,1,17,15,1,2.8,0.93,13,3.9,4.8,3,Tue,Regular,1,24.38676725,8006.617672,2860.580098,5026.514462,5430.332423,1101.84416,29890.12135,45438.87308,2261.97404
Consumption,1,17,16,1,2.8,0.96,12,3.3,3.2,3,Tue,Regular,1,19.63283034,7998.577071,2817.192399,5003.519439,5365.087773,1094.981646,29439.80944,48861.18373,2262.069584
Consumption,1,17,17,1,2.8,0.96,12,3.3,3.2,3,Tue,Regular,1,12.69814712,7966.009162,2815.266394,5013.592638,5362.21749,1172.758207,29675.9381,67416.83004,2263.221844
Consumption,1,17,18,1,2.2,0.96,12,2.8,3.2,3,Tue,Regular,1,4.144956644,10636.6309,2931.560129,5049.315251,4131.280929,1532.663531,30714.8962,90409.00352,2479.721072
Consumption,1,17,19,1,1.7,0.96,12,2.2,3.2,3,Tue,Regular,1,-5.541088584,10880.27742,2943.021337,3984.216631,4227.666295,1726.554217,26732.65013,99910.62476,2096.060074
Consumption,1,17,20,1,1.7,0.96,12,2.2,3.2,3,Tue,Regular,1,-15.9738627,10879.11267,2675.193943,3940.907334,4229.000374,1788.123825,26722.6064,97512.23442,2098.17691
Consumption,1,17,21,1,1.7,0.96,12,2.2,3.2,3,Tue,Regular,1,-26.83762054,8941.512267,2370.172055,3400.084959,4229.097676,1985.439297,25685.07427,96455.10574,1903.684645
Consumption,1,17,22,1,1.7,0.96,12,2.2,6.4,3,Tue,Regular,1,-37.83138993,8927.023665,1693.121052,3243.024256,1816.014514,1871.151023,25807.03399,82820.1162,805.7605557
Consumption,1,17,23,1,1.1,0.96,11,1.7,6.4,3,Tue,Regular,1,-48.57243546,8925.211042,1048.28408,2972.159246,1817.377954,1324.893248,7760.028616,65680.99534,489.4339564
Consumption,1,17,24,1,1.1,0.96,11,1.7,6.4,3,Tue,Regular,1,-58.37717022,9384.639556,1463.991134,2958.306511,1842.885354,884.3592213,7260.226037,51192.1649,489.4339564
Consumption,1,18,1,1,1.1,0.96,11,1.7,4.8,4,Wed,Regular,1,-65.72404373,5330.600053,1093.738016,2903.861718,1818.15006,774.9653339,7260.226037,42211.27456,489.4339564
Consumption,1,18,2,1,1.1,1,11,1.1,3.2,4,Wed,Regular,1,-67.799027,3682.555247,1004.596853,2871.651522,1817.902073,743.8796823,7260.226037,40938.19396,489.4339564
Consumption,1,18,3,1,0.6,0.96,11,1.1,3.2,4,Wed,Regular,1,-63.30342696,3691.735051,993.3978609,2859.687445,1817.657241,712.7054804,7260.226037,40339.23892,489.4339564
Consumption,1,18,4,1,0,0.96,11,0.6,1.6,4,Wed,Regular,1,-54.72387623,3695.755062,982.9211473,2846.755484,1817.417991,721.6092161,7260.226037,40092.1653,489.7232122
Consumption,1,18,5,1,0,0.96,11,0.6,2,4,Wed,Regular,1,-44.43019899,3753.294097,1153.033018,3184.618725,1824.244649,769.0072251,7260.226037,45369.21609,491.0797792
Consumption,1,18,6,1,0,0.96,11,0.6,2.4,4,Wed,Regular,1,-33.52475546,5309.727212,1148.124752,3188.667312,1823.671515,933.9262956,7760.028616,56680.85009,493.1434484
Consumption,1,18,7,1,0,0.92,11,1.1,4.8,4,Wed,Regular,1,-22.53235992,10912.63972,1689.792878,4123.319827,2133.733195,1565.389087,33865.47859,69761.57805,1035.84742
Consumption,1,18,8,0.8,0.6,0.96,11,1.1,11.3,4,Wed,Regular,1,-11.78698784,10896.67201,1812.921532,4622.8404,4242.782538,1990.886775,31555.65162,77016.20177,1336.036247
Consumption,1,18,9,0.9,0,0.92,11,1.1,11.3,4,Wed,Regular,1,-1.586413129,7982.612265,2565.826707,4729.477286,5490.092501,1556.719902,34993.31631,64372.24651,1647.373086
Consumption,1,18,10,0.8,0,0.89,11,1.7,11.3,4,Wed,Regular,1,7.731953571,7987.125827,2869.844014,4896.994923,5440.966715,1492.758783,30420.6421,54933.6321,2272.473365
Consumption,1,18,11,0.8,0.6,0.89,11,2.2,11.3,4,Wed,Regular,1,15.74463767,9922.89174,2757.116962,4965.992927,5568.648577,1118.913619,28352.70163,47374.19546,2265.893864
Consumption,1,18,12,0.7,1.1,0.86,11,3.3,11.3,4,Wed,Regular,1,21.92754092,10369.45647,3129.49037,5029.051755,5588.925458,1124.531307,26991.96817,47367.40111,2255.90997
Consumption,1,18,13,0.7,1.1,0.82,11,3.9,11.3,4,Wed,Regular,1,25.71133338,10017.15609,2905.328225,4920.902224,5562.826481,1122.75853,27311.2946,46284.3928,2248.207562
Consumption,1,18,14,0.6,1.1,0.79,11,4.4,11.3,4,Wed,Regular,1,26.64415559,9941.69836,2876.158931,5106.675475,5442.394455,1123.33015,26061.75715,45353.94788,2242.883448
Consumption,1,18,15,0.3,1.1,0.79,11,4.4,11.3,4,Wed,Regular,1,24.59943847,8006.276801,2830.124029,5133.409972,5451.879323,1119.097331,24701.21469,44786.67438,2240.951479
Consumption,1,18,16,0.3,0.6,0.82,11,3.3,11.3,4,Wed,Regular,1,19.84652902,7996.626957,2787.296452,5104.755732,5388.693784,1107.396669,23902.37214,48147.91217,2241.201079
Consumption,1,18,17,0.6,-0.6,0.89,10,1.1,9.7,4,Wed,Regular,1,12.90699828,7958.522197,2775.264161,5027.655631,5367.860755,1178.669946,24691.16596,66927.36505,2250.387867
Consumption,1,18,18,0.6,-1.1,0.92,10,0,4,4,Wed,Regular,1,4.34643918,10624.11109,2878.438083,4944.865807,4148.455554,1535.074782,26465.49931,90217.84549,2476.392492
Consumption,1,18,19,0.6,-2.2,0.96,9,-1.7,4,4,Wed,Regular,1,-5.347057043,10867.99272,2889.801608,3790.280947,4250.094978,1727.03738,23109.31943,99941.43262,2096.537696
Consumption,1,18,20,1,-1.1,1,10,-1.1,0.1,4,Wed,Regular,1,-15.78579669,10922.60595,2689.063951,3719.834496,4257.296285,1788.135929,23316.38187,97623.07317,2099.754792
Consumption,1,18,21,1,-1.1,1,10,-1.1,0.1,4,Wed,Regular,1,-26.6528692,8981.505701,2388.130639,3178.114709,4257.139777,1984.604261,22368.43633,96623.60744,1905.386064
Consumption,1,18,22,1,-1.7,1,10,-1.7,0.1,4,Wed,Regular,1,-37.64606743,8955.229725,1701.301442,3002.278731,1819.964339,1869.681329,23067.63555,83139.45088,805.7605557
Consumption,1,18,23,1,-1.7,1,10,-1.7,0.1,4,Wed,Regular,1,-48.38104635,8914.417447,996.8897028,2728.113589,1816.461957,1327.71131,7760.028616,66127.90443,489.4339564
Consumption,1,18,24,1,-2.2,0.96,9,-1.7,0.1,4,Wed,Regular,1,-58.17308544,9378.121505,1420.662347,2737.967648,1842.430632,893.9311353,7260.226037,51707.95907,489.4339564
Consumption,1,19,1,1,-2.8,1,9,-2.8,0.1,5,Thu,Regular,1,-65.50791109,5320.541996,1042.924173,2651.849792,1817.363637,802.8257405,7260.226037,42857.28115,489.4339564
Consumption,1,19,2,1,-3.3,0.96,9,-2.8,0.1,5,Thu,Regular,1,-67.60433013,3672.136485,952.7791313,2631.683509,1817.250078,781.3424508,7260.226037,41638.56388,489.4339564
Consumption,1,19,3,1,-3.9,0.96,9,-3.3,0.1,5,Thu,Regular,1,-63.16506256,3681.637809,1040.21471,2619.127369,1817.056202,761.3164712,7260.226037,41089.29838,491.0238914
Consumption,1,19,4,1,-3.9,0.96,9,-3.3,0.1,5,Thu,Regular,1,-54.62815042,3686.586094,1085.738034,2606.05649,1816.873003,782.3517947,7260.226037,40876.47645,493.9173243
Consumption,1,19,5,1,-3.9,0.92,8,-2.8,0.2,5,Thu,Regular,1,-44.35536641,3744.881857,1164.912603,2977.371206,1823.740912,829.1064867,7260.226037,46121.28587,496.4120585
Consumption,1,19,6,1,-3.3,0.96,9,-2.8,0.6,5,Thu,Regular,1,-33.45662291,5302.710868,1111.114716,2990.094163,1856.278068,992.4064168,8474.656426,57404.87725,499.7791284
Consumption,1,19,7,0.4,-4.4,0.92,8,-3.3,6.4,5,Thu,Regular,1,-22.46181913,10905.05097,1661.632809,3889.443423,2154.741417,1582.976625,32708.26367,70588.44511,1041.867168
Consumption,1,19,8,0.8,-3.9,0.92,8,-2.8,6.4,5,Thu,Regular,1,-11.70735761,10887.46308,1771.583548,4392.37254,4259.585184,1995.164103,30903.86912,77898.3228,1342.634895
Consumption,1,19,9,1,-2.2,0.96,9,-1.7,4.8,5,Thu,Regular,1,-1.492058397,7974.030122,2521.400895,4524.261687,5457.891898,1579.690112,34396.75533,62939.15504,1599.551208
Consumption,1,19,10,1,-1.1,1,10,-1.1,3.2,5,Thu,Regular,1,7.846140075,7979.370752,2816.420874,4681.545004,5458.312892,1528.721968,31309.75522,55873.03437,2281.172325
Consumption,1,19,11,1,-0.6,0.96,10,0,2.4,5,Thu,Regular,1,15.88299105,9913.587217,2719.840445,4762.143235,5589.391342,1183.770112,29757.7769,48351.25933,2276.584957
