Year,Month,Day,Hour,Calc_Sector_KW,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation
Consumption,1,22,16,72173.6201962541,1,-6.7,0.69,7,-1.7,11.3,1,Sun,NULL,0,20.747602364
Consumption,1,22,17,90028.8374969029,1,-7.8,0.64,7,-1.7,11.3,1,Sun,NULL,0,13.780096806
Consumption,1,22,18,119057.967925524,1,-6.7,0.69,7,-1.7,11.3,1,Sun,NULL,0,5.1827909073
Consumption,1,22,19,132643.243439849,1,-6.7,0.69,7,-1.7,16.1,1,Sun,NULL,0,-4.545982932
Consumption,1,22,20,130285.75797119,1,-7.2,0.66,7,-1.7,16.1,1,Sun,NULL,0,-15.01211295
Consumption,1,22,21,126413.161215971,1,-7.8,0.66,7,-2.2,12.9,1,Sun,NULL,0,-25.89389862
Consumption,1,22,22,114789.876932359,1,-7.2,0.72,7,-2.8,9.7,1,Sun,NULL,0,-36.8838542
Consumption,1,22,23,95277.0809449211,1,-7.2,0.69,7,-2.2,11.3,1,Sun,NULL,0,-47.59043834
Consumption,1,22,24,82667.6954254188,1,-7.2,0.69,7,-2.2,11.3,1,Sun,NULL,0,-57.32302946
Consumption,1,23,1,68627.8487813044,1,-9.4,0.58,6,-2.2,11.3,2,Mon,NULL,1,-64.59464364
Consumption,1,23,2,66966.7823278889,1,-7.8,0.66,7,-2.2,11.3,2,Mon,NULL,1,-66.75679563
Consumption,1,23,3,65383.6438864959,1,-7.2,0.72,7,-2.8,9.7,2,Mon,NULL,1,-62.53398839
Consumption,1,23,4,66694.2926071128,1,-5.6,0.81,8,-2.8,6.4,2,Mon,NULL,1,-54.17138073
Consumption,1,23,5,71174.3059202716,1,-4.4,0.89,8,-2.8,11.3,2,Mon,NULL,1,-43.98728482
Consumption,1,23,6,85898.9678697257,1,-5,0.85,8,-2.8,11.3,2,Mon,NULL,1,-33.11870198
Consumption,1,23,7,143351.520618301,1,-5,0.85,8,-2.8,11.3,2,Mon,NULL,1,-22.11591311
Consumption,1,23,8,147886.169716656,1,-5.6,0.81,8,-2.8,11.3,2,Mon,NULL,1,-11.32545589
Consumption,1,23,9,131844.527820441,1,-4.4,0.89,8,-2.8,4.8,2,Mon,NULL,1,-1.050703902
Consumption,1,23,10,121415.348547146,1,-4.4,0.89,8,-2.8,2.4,2,Mon,NULL,1,8.3679445087
Consumption,1,23,11,112917.378900577,1,-6.7,0.72,7,-2.2,11.3,2,Mon,NULL,1,16.502682251
Consumption,1,23,12,111204.13774827,0.8,-7.2,0.72,7,-2.8,16.1,2,Mon,NULL,1,22.819008184
Consumption,1,23,13,111152.852394304,1,-8.3,0.69,7,-3.3,11.3,2,Mon,NULL,1,26.727464909
Consumption,1,23,14,108611.209330305,1,-10,0.63,6,-3.9,16.1,2,Mon,NULL,1,27.750422746
Consumption,1,23,15,104935.514049861,1,-11.1,0.6,6,-4.4,16.1,2,Mon,NULL,1,25.744790026
Consumption,1,23,16,107320.977933107,1,-10.6,0.6,6,-3.9,16.1,2,Mon,NULL,1,20.983882862
Consumption,1,23,17,126565.65672948,1,-10,0.63,6,-3.9,16.1,2,Mon,NULL,1,14.007223955
Consumption,1,23,18,149462.662706604,1,-8.9,0.69,6,-3.9,16.1,2,Mon,NULL,1,5.3989292177
Consumption,1,23,19,157043.735823581,1,-8.3,0.72,7,-3.9,16.1,2,Mon,NULL,1,-4.339995697
Consumption,1,23,20,154532.998998954,1,-7.2,0.75,7,-3.3,12.9,2,Mon,NULL,1,-14.81380664
Consumption,1,23,21,149587.063112545,1,-6.1,0.85,7,-3.9,3.2,2,Mon,NULL,1,-25.69958049
Consumption,1,23,22,131566.533513827,1,-5.6,0.88,8,-3.9,3.2,2,Mon,NULL,1,-36.68843445
Consumption,1,23,23,91467.3803373001,1,-5,0.88,8,-3.3,3.2,2,Mon,NULL,1,-47.38685288
Consumption,1,23,24,77039.3059433529,1,-5,0.85,8,-2.8,3.2,2,Mon,NULL,1,-57.10243565
Consumption,1,24,1,63460.7096539051,1,-4.4,0.89,8,-2.8,3.2,3,Tue,NULL,1,-64.35463569
Consumption,1,24,2,61033.6624249233,1,-3.9,0.89,8,-2.2,3.2,3,Tue,NULL,1,-66.52832827
Consumption,1,24,3,60862.1770060717,1,-3.3,0.89,9,-1.7,3.2,3,Tue,NULL,1,-62.35711289
Consumption,1,24,4,60827.5670612191,1,-2.8,0.89,9,-1.1,3.2,3,Tue,NULL,1,-54.03875748
Consumption,1,24,5,66720.6440470974,1,-7.8,0.56,7,0,4,3,Tue,NULL,1,-43.87803777
Consumption,1,24,6,80396.6529702668,1,-1.7,0.85,10,0.6,8,3,Tue,NULL,1,-33.01784661
Consumption,1,24,7,129097.976406277,1,-1.1,0.85,10,1.1,11.3,3,Tue,NULL,1,-22.01351876
Consumption,1,24,8,136432.03692345,1,-4.4,0.64,8,1.7,11.3,3,Tue,NULL,1,-11.21421321
Consumption,1,24,9,123081.67277003,1,-4.4,0.7,8,0.6,11.3,3,Tue,NULL,1,-0.92452629
Consumption,1,24,10,114102.16387727,1,-4.4,0.78,8,-1.1,11.3,3,Tue,NULL,1,8.5144463551
Consumption,1,24,11,106873.233537216,1,-5,0.82,8,-2.2,8,3,Tue,NULL,1,16.67389397
Consumption,1,24,12,106901.603939149,1,-5,0.82,8,-2.2,11.3,3,Tue,NULL,1,23.017002965
Consumption,1,24,13,103524.177546295,0.3,-5.6,0.72,8,-1.1,16.1,3,Tue,NULL,1,26.949938643
Consumption,1,24,14,101208.929058273,1,-6.1,0.69,7,-1.1,16.1,3,Tue,NULL,1,27.989582334
Consumption,1,24,15,97295.7933282472,0.7,-6.1,0.67,7,-0.6,16.1,3,Tue,NULL,1,25.989535139
Consumption,1,24,16,101476.970836055,1,-5.6,0.78,8,-2.2,1.6,3,Tue,NULL,1,21.224341668
Consumption,1,24,17,121444.19314304,1,-5.6,0.85,8,-3.3,6.4,3,Tue,NULL,1,14.237662389
Consumption,1,24,18,144830.629204713,1,-7.2,0.75,7,-3.3,9.7,3,Tue,NULL,1,5.6176666952
Consumption,1,24,19,152966.250567243,1,-8.9,0.69,6,-3.9,16.1,3,Tue,NULL,1,-4.131925091
Consumption,1,24,20,150380.452571333,1,-8.9,0.69,6,-3.9,16.1,3,Tue,NULL,1,-14.61372897
Consumption,1,24,21,145855.670550414,1,-9.4,0.66,6,-3.9,16.1,3,Tue,NULL,1,-25.50359202
Consumption,1,24,22,128394.036283511,0.9,-10,0.68,6,-5,16.1,3,Tue,NULL,1,-36.49120641
Consumption,1,24,23,91435.3933133103,1,-9.4,0.71,6,-5,16.1,3,Tue,NULL,1,-47.18101793
Consumption,1,24,24,77153.273356927,1,-10,0.71,6,-5.6,16.1,3,Tue,NULL,1,-56.87874213
Consumption,1,25,1,63819.4445027844,1,-9.4,0.78,6,-6.1,16.1,4,Wed,NULL,1,-64.11014275
Consumption,1,25,2,61476.8056524657,1,-10,0.78,6,-6.7,16.1,4,Wed,NULL,1,-66.29347472
Consumption,1,25,3,61549.1616584275,1,-9.4,0.78,6,-6.1,11.3,4,Wed,NULL,1,-62.17273663
Consumption,1,25,4,61786.3075394536,1,-8.3,0.85,7,-6.1,11.3,4,Wed,NULL,1,-53.89879979
Consumption,1,25,5,67261.8512662287,1,-7.8,0.85,7,-5.6,11.3,4,Wed,NULL,1,-43.76190465
Consumption,1,25,6,81329.6403984265,1,-7.8,0.85,7,-5.6,11.3,4,Wed,NULL,1,-32.91044779
Consumption,1,25,7,129823.655861139,1,-7.8,0.85,7,-5.6,11.3,4,Wed,NULL,1,-21.90478034
Consumption,1,25,8,137592.880967945,1,-7.8,0.85,7,-5.6,11.3,4,Wed,NULL,1,-11.09670949
Consumption,1,25,9,124736.419771085,1,-7.2,0.85,7,-5,8,4,Wed,NULL,1,-0.79208462
Consumption,1,25,10,114973.843212187,1,-6.1,0.88,7,-4.4,8,4,Wed,NULL,1,8.667270539
Consumption,1,25,11,106971.93950042,1,-5.6,0.85,8,-3.3,3.2,4,Wed,NULL,1,16.851497986
Consumption,1,25,12,107167.548387941,1,-5,0.85,8,-2.8,1.6,4,Wed,NULL,1,23.221395744
Consumption,1,25,13,105781.596582387,1,-4.4,0.82,8,-1.7,4,4,Wed,NULL,1,27.178633413
Consumption,1,25,14,102982.625349962,1,-4.4,0.78,8,-1.1,6.4,4,Wed,NULL,1,28.234488844
Consumption,1,25,15,99258.2455000489,1,-3.3,0.85,9,-1.1,1.6,4,Wed,NULL,1,26.239256905
Consumption,1,25,16,102365.334441013,1,-3.3,0.89,9,-1.7,1.6,4,Wed,NULL,1,21.468864
Consumption,1,25,17,121511.059118512,1,-2.8,0.92,9,-1.7,0.8,4,Wed,NULL,1,14.471296876
Consumption,1,25,18,144458.830087163,1,-2.8,0.96,9,-2.2,0.8,4,Wed,NULL,1,5.8388936575
Consumption,1,25,19,152801.270490226,1,-6.7,0.92,7,-5.6,1.2,4,Wed,NULL,1,-3.921871294
Consumption,1,25,20,151386.579353926,1,-9.4,0.88,6,-7.8,3.2,4,Wed,NULL,1,-14.41196858
Consumption,1,25,21,147450.48321463,1,-13.9,0.68,5,-8.9,2.4,4,Wed,NULL,1,-25.30600975
Consumption,1,25,22,130333.776060532,1,-12.2,0.84,5,-10,2.4,4,Wed,NULL,1,-36.29223542
Consumption,1,25,23,92345.4247353776,1,-12.2,0.88,5,-10.6,1.6,4,Wed,NULL,1,-46.97299152
Consumption,1,25,24,78210.5069236591,1,-12.8,0.84,5,-10.6,3.2,4,Wed,NULL,1,-56.65201136
Consumption,1,26,1,66187.8606256214,1,-13.3,0.84,5,-11.1,3.2,5,Thu,NULL,1,-63.86125764
Consumption,1,26,2,63902.5653019611,1,-13.3,0.84,5,-11.1,8,5,Thu,NULL,1,-66.05236092
Consumption,1,26,3,63493.0145339852,1,-13.3,0.88,5,-11.7,8,5,Thu,NULL,1,-61.98094155
Consumption,1,26,4,64010.8142253637,1,-13.9,0.84,5,-11.7,8,5,Thu,NULL,1,-53.75153832
Consumption,1,26,5,69783.1027990222,1,-13.3,0.88,5,-11.7,8,5,Thu,NULL,1,-43.63889791
Consumption,1,26,6,84813.5044501478,1,-12.2,0.88,5,-10.6,6.4,5,Thu,NULL,1,-32.79651774
Consumption,1,26,7,134650.209324409,1,-11.7,0.88,6,-10,8,5,Thu,NULL,1,-21.78971741
Consumption,1,26,8,140798.597306571,1,-9.4,0.92,6,-8.3,11.3,5,Thu,NULL,1,-10.97297502
Consumption,1,26,9,126947.416872064,1,-9.4,0.84,6,-7.2,4.8,5,Thu,NULL,1,-0.65342141
Consumption,1,26,10,115712.409749872,1,-11.1,0.77,6,-7.8,4.8,5,Thu,NULL,1,8.8263619554
Consumption,1,26,11,107558.605932279,1,-11.1,0.77,6,-7.8,4.8,5,Thu,NULL,1,17.035427244
Consumption,1,26,12,107851.982798981,1,-12.2,0.74,5,-8.3,9.7,5,Thu,NULL,1,23.432108759
Consumption,1,26,13,105405.817448575,1,-12.2,0.74,5,-8.3,11.3,5,Thu,NULL,1,27.413461414
Consumption,1,26,14,103050.729690638,1,-12.2,0.77,5,-8.9,11.3,5,Thu,NULL,1,28.485043752
Consumption,1,26,15,100191.344227371,1,-13.3,0.77,5,-10,6.4,5,Thu,NULL,1,26.493846294
Consumption,1,26,16,103126.562456815,1,-13.9,0.74,5,-10,11.3,5,Thu,NULL,1,21.717334376
Consumption,1,26,17,123738.573960034,1,-13.3,0.74,5,-9.4,4.8,5,Thu,NULL,1,14.708012144
Consumption,1,26,18,147636.744184711,0.8,-14.4,0.88,5,-12.8,11.3,5,Thu,NULL,1,6.0625010508
Consumption,1,26,19,157088.212788178,0.3,-18.9,0.91,4,-17.8,16.1,5,Thu,NULL,1,-3.709933275
Consumption,1,26,20,156074.904168125,0.1,-20,0.91,4,-18.9,16.1,5,Thu,NULL,1,-14.20861246
Consumption,1,26,21,152938.999042389,0.9,-23.3,0.87,3,-21.7,11.3,5,Thu,NULL,1,-25.10690823
Consumption,1,26,22,135226.556575208,1,-18.3,0.91,4,-17.2,8,5,Thu,NULL,1,-36.09158464
Consumption,1,26,23,93956.8446023175,1,-15.6,0.87,5,-13.9,11.3,5,Thu,NULL,1,-46.76282948
Consumption,1,26,24,80709.9989160582,1,-15,0.91,5,-13.9,16.1,5,Thu,NULL,1,-56.4223038
Consumption,1,27,1,68552.1305728152,1,-14.4,0.92,5,-13.3,16.1,6,Fri,NULL,1,-63.60807159
Consumption,1,27,2,65257.4760148952,1,-15,0.87,5,-13.3,16.1,6,Fri,NULL,1,-65.80511373
Consumption,1,27,3,67718.9325192355,0,-18.9,0.87,4,-17.2,16.1,6,Fri,NULL,1,-61.78181539
Consumption,1,27,4,69413.7895557074,0.8,-22.2,0.83,3,-20,16.1,6,Fri,NULL,1,-53.59701036
Consumption,1,27,5,77050.5665388044,1,-17.2,0.87,4,-15.6,16.1,6,Fri,NULL,1,-43.50903586
Consumption,1,27,6,88151.2988749246,1,-15,0.87,5,-13.3,16.1,6,Fri,NULL,1,-32.67607377
Consumption,1,27,7,139939.413414642,1,-15,0.87,5,-13.3,16.1,6,Fri,NULL,1,-21.66835413
Consumption,1,27,8,145112.167606104,1,-13.9,0.88,5,-12.2,3.2,6,Fri,NULL,1,-10.84304428
Consumption,1,27,9,129430.017817728,0.3,-13.9,0.88,5,-12.2,11.3,6,Fri,NULL,1,-0.508583004
Consumption,1,27,10,117492.961799649,0.5,-11.7,0.88,6,-10,11.3,6,Fri,NULL,1,8.9916620517
Consumption,1,27,11,107178.827428635,0.1,-12.2,0.77,5,-8.9,16.1,6,Fri,NULL,1,17.225611667
Consumption,1,27,12,107586.433128221,0.1,-13.3,0.65,5,-7.8,16.1,6,Fri,NULL,1,23.649061697
Consumption,1,27,13,108008.633292545,1,-12.8,0.68,5,-7.8,16.1,6,Fri,NULL,1,27.65433279
Consumption,1,27,14,105828.110192994,1,-13.3,0.65,5,-7.8,12.9,6,Fri,NULL,1,28.741146939
Consumption,1,27,15,102477.621696287,1,-13.3,0.65,5,-7.8,16.1,6,Fri,NULL,1,26.753193122
Consumption,1,27,16,105730.385995388,1,-12.8,0.68,5,-7.8,12.9,6,Fri,NULL,1,21.969636709
Consumption,1,27,17,125146.083179921,1,-12.8,0.71,5,-8.3,16.1,6,Fri,NULL,1,14.947692978
Consumption,1,27,18,148561.081019864,1,-13.9,0.68,5,-8.9,16.1,6,Fri,NULL,1,6.2883805494
Consumption,1,27,19,156645.628485155,1,-13.9,0.7,5,-9.4,16.1,6,Fri,NULL,1,-3.496208694
Consumption,1,27,20,154240.733364545,1,-14.4,0.7,5,-10,16.1,6,Fri,NULL,1,-14.00374582
Consumption,1,27,21,150086.038772033,1,-17.8,0.58,4,-11.1,16.1,6,Fri,NULL,1,-24.90635994
Consumption,1,27,22,132570.768799511,1,-16.7,0.61,4,-10.6,16.1,6,Fri,NULL,1,-35.88931502
Consumption,1,27,23,93122.681898636,1,-15,0.7,5,-10.6,11.3,6,Fri,NULL,1,-46.55058548
Consumption,1,27,24,79552.8804599118,1,-13.9,0.77,5,-10.6,11.3,6,Fri,NULL,1,-56.18967799
Consumption,1,28,1,65813.0242352674,1,-12.8,0.8,5,-10,6.4,7,Sat,NULL,0,-63.35067422
Consumption,1,28,2,63496.0032854177,1,-11.7,0.84,6,-9.4,6.4,7,Sat,NULL,0,-65.55186074
Consumption,1,28,3,62503.1707350276,1,-11.1,0.88,6,-9.4,4.8,7,Sat,NULL,0,-61.57545147
Consumption,1,28,4,62883.8621778252,1,-10.6,0.92,6,-9.4,4.8,7,Sat,NULL,0,-53.43525973
Consumption,1,28,5,67922.7504955448,1,-10.6,0.88,6,-8.9,4.8,7,Sat,NULL,0,-43.3723426
Consumption,1,28,6,81844.0807202492,1,-10.6,0.88,6,-8.9,4.8,7,Sat,NULL,0,-32.54913834
Consumption,1,28,7,133370.121470172,1,-10.6,0.88,6,-8.9,8,7,Sat,NULL,0,-21.54071926
Consumption,1,28,8,135055.879761084,1,-11.1,0.84,6,-8.9,9.7,7,Sat,NULL,0,-10.70695592
Consumption,1,28,9,111759.741899708,1,-11.1,0.81,6,-8.3,4.8,7,Sat,NULL,0,-0.357619542
Consumption,1,28,10,102919.068082221,1,-11.1,0.77,6,-7.8,11.3,7,Sat,NULL,0,9.1631088648
Consumption,1,28,11,92297.6931244889,0.1,-12.8,0.62,5,-6.7,16.1,7,Sat,NULL,0,17.421978195
Consumption,1,28,12,91130.5268850093,0.1,-12.8,0.51,5,-3.9,16.1,7,Sat,NULL,0,23.872171758
Consumption,1,28,13,88411.4070649276,0.1,-12.8,0.53,5,-4.4,16.1,7,Sat,NULL,0,27.901155707
Consumption,1,28,14,85849.3708058264,0.2,-12.8,0.53,5,-4.4,16.1,7,Sat,NULL,0,29.002696764
Consumption,1,28,15,79616.3919551713,0.3,-12.2,0.55,5,-4.4,16.1,7,Sat,NULL,0,27.017186132
Consumption,1,28,16,82226.6485404361,0.8,-12.8,0.55,5,-5,16.1,7,Sat,NULL,0,22.2256544
Consumption,1,28,17,101823.587871925,1,-11.7,0.68,6,-6.7,16.1,7,Sat,NULL,0,15.190224327
Consumption,1,28,18,132846.059270504,1,-12.8,0.8,5,-10,16.1,7,Sat,NULL,0,6.516424653
Consumption,1,28,19,129959.353066647,1,-11.7,0.74,6,-7.8,16.1,7,Sat,NULL,0,-3.280793826
Consumption,1,28,20,126803.065806754,1,-13.3,0.77,5,-10,16.1,7,Sat,NULL,0,-13.79745208
Consumption,1,28,21,124192.276557954,1,-12.2,0.71,5,-7.8,16.1,7,Sat,NULL,0,-24.70443527
Consumption,1,28,22,109990.530014553,1,-12.2,0.62,5,-6.1,16.1,7,Sat,NULL,0,-35.68548532
Consumption,1,28,23,91671.5557763986,1,-9.4,0.78,6,-6.1,16.1,7,Sat,NULL,0,-46.33631106
Consumption,1,28,24,77841.3374417752,1,-8.9,0.81,6,-6.1,16.1,7,Sat,NULL,0,-55.9541906
Consumption,1,29,1,64861.5433196338,1,-8.3,0.81,7,-5.6,16.1,1,Sun,NULL,0,-63.0891536
Consumption,1,29,2,61811.7764028782,0.9,-8.3,0.85,7,-6.1,16.1,1,Sun,NULL,0,-65.29273001
Consumption,1,29,3,61657.4184778532,1,-8.3,0.81,7,-5.6,16.1,1,Sun,NULL,0,-61.36194834
Consumption,1,29,4,61099.0357088176,1,-8.3,0.78,7,-5,16.1,1,Sun,NULL,0,-53.26633664
Consumption,1,29,5,67615.1737335267,1,-8.3,0.75,7,-4.4,16.1,1,Sun,NULL,0,-43.22884807
Consumption,1,29,6,80779.8588085282,0.4,-8.3,0.75,7,-4.4,16.1,1,Sun,NULL,0,-32.41573901
Consumption,1,29,7,100994.169867293,0.7,-7.8,0.78,7,-4.4,16.1,1,Sun,NULL,0,-21.40684613
Consumption,1,29,8,108541.891017685,0.9,-7.8,0.75,7,-3.9,16.1,1,Sun,NULL,0,-10.56475275
Consumption,1,29,9,84454.7927684331,0.9,-7.8,0.75,7,-3.9,16.1,1,Sun,NULL,0,-0.200584933
Consumption,1,29,10,75382.9312464386,1,-7.2,0.75,7,-3.3,16.1,1,Sun,NULL,0,9.3406370621
Consumption,1,29,11,69791.0869344308,1,-6.1,0.72,8,-1.7,16.1,1,Sun,NULL,0,17.624450842
Consumption,1,29,12,69541.4272148474,1,-5,0.72,8,-0.6,16.1,1,Sun,NULL,0,24.10135371
Consumption,1,29,13,68521.4344755708,1,-3.3,0.67,9,2.2,16.1,1,Sun,NULL,0,28.153836413
Consumption,1,29,14,66396.6994229511,1,-1.7,0.65,10,4.4,16.1,1,Sun,NULL,0,29.269590141
Consumption,1,29,15,63644.7953985009,1,-0.6,0.65,10,5.6,16.1,1,Sun,NULL,0,27.285713082
Consumption,1,29,16,66187.4235403717,1,0.6,0.65,11,6.7,16.1,1,Sun,NULL,0,22.485270436
Consumption,1,29,17,84626.0550619432,0.8,0.6,0.68,11,6.1,11.3,1,Sun,NULL,0,15.435491395
Consumption,1,29,18,110500.568294431,1,1.1,0.73,11,5.6,11.3,1,Sun,NULL,0,6.7465267803
Consumption,1,29,19,127979.605083907,0.8,1.7,0.76,12,5.6,11.3,1,Sun,NULL,0,-3.063783477
Consumption,1,29,20,124849.631072598,1,2.2,0.76,12,6.1,11.3,1,Sun,NULL,0,-13.58981279
Consumption,1,29,21,121549.725747705,1,2.2,0.74,12,6.7,11.3,1,Sun,NULL,0,-24.50120251
Consumption,1,29,22,107945.603483668,1,2.8,0.77,13,6.7,11.3,1,Sun,NULL,0,-35.48015207
Consumption,1,29,23,89216.5834307606,0.7,3.3,0.8,13,6.7,11.3,1,Sun,NULL,0,-46.12005565
Consumption,1,29,24,75373.9471386286,0.8,3.3,0.77,13,7.2,11.3,1,Sun,NULL,0,-55.71589649
Consumption,1,30,1,62483.2085631197,0.7,3.3,0.8,13,6.7,11.3,2,Mon,NULL,1,-62.82359632
Consumption,1,30,2,59744.4516216581,0.4,3.3,0.83,13,6.1,16.1,2,Mon,NULL,1,-65.02784996
Consumption,1,30,3,58786.1743133176,0.4,3.3,0.8,13,6.7,16.1,2,Mon,NULL,1,-61.14140956
Consumption,1,30,4,58755.2231308904,0.7,3.3,0.8,13,6.7,16.1,2,Mon,NULL,1,-53.09029765
Consumption,1,30,5,64139.0437831017,0.9,3.9,0.8,13,7.2,16.1,2,Mon,NULL,1,-43.07858796
Consumption,1,30,6,77816.7529829771,1,4.4,0.8,14,7.8,16.1,2,Mon,NULL,1,-32.27590845
Consumption,1,30,7,130353.847690152,0.9,4.4,0.8,14,7.8,16.1,2,Mon,NULL,1,-21.26677265
Consumption,1,30,8,137103.61197842,1,3.9,0.77,13,7.8,16.1,2,Mon,NULL,1,-10.41648171
Consumption,1,30,9,122289.576123448,1,4.4,0.77,14,8.3,16.1,2,Mon,NULL,1,-0.037536814
Consumption,1,30,10,111901.341441661,1,4.4,0.77,14,8.3,16.1,2,Mon,NULL,1,9.5241779847
Consumption,1,30,11,103799.629973086,1,5,0.77,14,8.9,16.1,2,Mon,NULL,1,17.832950741
Consumption,1,30,12,103815.611813408,1,5.6,0.74,15,10,16.1,2,Mon,NULL,1,24.336519946
Consumption,1,30,13,102337.008126343,1,5.6,0.74,15,10,16.1,2,Mon,NULL,1,28.41227931
Consumption,1,30,14,99041.1781756912,1,5.6,0.74,15,10,16.1,2,Mon,NULL,1,29.541722613
Consumption,1,30,15,95348.3697519486,1,6.1,0.8,15,9.4,12.9,2,Mon,NULL,1,27.558660826
Consumption,1,30,16,98364.6141118121,1,6.7,0.83,16,9.4,12.9,2,Mon,NULL,1,22.748367479
Consumption,1,30,17,117391.619170795,1,6.7,0.8,16,10,12.9,2,Mon,NULL,1,15.683379745
Consumption,1,30,18,137850.186410024,1,6.7,0.8,16,10,11.3,2,Mon,NULL,1,6.97858136
Consumption,1,30,19,148489.054351164,1,7.2,0.83,16,10,11.3,2,Mon,NULL,1,-2.84527091
Consumption,1,30,20,145779.444116203,1,7.2,0.83,16,10,11.3,2,Mon,NULL,1,-13.38090757
Consumption,1,30,21,141011.639198053,1,7.8,0.83,17,10.6,11.3,2,Mon,NULL,1,-24.29672779
Consumption,1,30,22,123015.748210961,1,7.8,0.83,17,10.6,11.3,2,Mon,NULL,1,-35.27336962
Consumption,1,30,23,89472.6403051197,1,7.8,0.83,17,10.6,11.3,2,Mon,NULL,1,-45.90186663
Consumption,1,30,24,74686.9516620483,1,7.2,0.8,16,10.6,11.3,2,Mon,NULL,1,-55.47484882
Consumption,1,31,1,61100.9555739307,1,7.2,0.77,16,11.1,11.3,3,Tue,NULL,1,-62.5540875
Consumption,1,31,2,57944.9928529518,1,7.2,0.77,16,11.1,11.3,3,Tue,NULL,1,-64.75734913
Consumption,1,31,3,57202.8915926973,1,6.1,0.72,15,11.1,11.3,3,Tue,NULL,1,-60.91394335
Consumption,1,31,4,56851.0026966241,1,6.1,0.72,15,11.1,11.3,3,Tue,NULL,1,-52.90720546
Consumption,1,31,5,62889.1189046255,1,6.7,0.77,16,10.6,9.7,3,Tue,NULL,1,-42.92160369
Consumption,1,31,6,76209.0355070999,1,6.1,0.77,15,10,9.7,3,Tue,NULL,1,-32.1296844
Consumption,1,31,7,113714.580898682,1,6.1,0.74,15,10.6,11.3,3,Tue,NULL,1,-21.12054128
Consumption,1,31,8,121993.124170495,1,6.7,0.83,16,9.4,9.7,3,Tue,NULL,1,-10.26219384
Consumption,1,31,9,113693.138413721,1,7.2,0.86,16,9.4,4.8,3,Tue,NULL,1,0.131463485
Consumption,1,31,10,105232.994983562,1,7.8,0.9,17,9.4,4.8,3,Tue,NULL,1,9.7136596951
Consumption,1,31,11,98508.0606809175,1,8.3,0.9,17,10,4.8,3,Tue,NULL,1,18.047396201
Consumption,1,31,12,99580.5370790601,1,8.3,0.9,17,10,4.8,3,Tue,NULL,1,24.577580546
Consumption,1,31,13,98707.3141634722,1,8.9,0.93,18,10,4.8,3,Tue,NULL,1,28.676387018
Consumption,1,31,14,96986.3664928215,1,8.9,0.9,18,10.6,8,3,Tue,NULL,1,29.818988426
Consumption,1,31,15,93842.6403200182,1,9.4,0.93,19,10.6,4.8,3,Tue,NULL,1,27.835915396
Consumption,1,31,16,97053.6136331018,1,9.4,0.93,19,10.6,1.6,3,Tue,NULL,1,23.014827959
Consumption,1,31,17,116257.04687904,1,9.4,0.93,19,10.6,4,3,Tue,NULL,1,15.933775389
Consumption,1,31,18,136071.57993517,1,9.4,0.96,19,10,3.2,3,Tue,NULL,1,7.2124839184
Consumption,1,31,19,145944.098606113,1,8.3,0.93,17,9.4,3.2,3,Tue,NULL,1,-2.625347776
Consumption,1,31,20,143561.415929599,1,4.4,0.93,14,5.6,3.2,3,Tue,NULL,1,-13.17081406
Consumption,1,31,21,138896.701493961,1,2.2,0.93,12,3.3,4.8,3,Tue,NULL,1,-24.09107508
Consumption,1,31,22,121943.188039232,1,-1.1,0.89,11,0.4,11.3,3,Tue,NULL,1,-35.06519014
Consumption,1,31,23,89800.1532087069,1,-4.5,0.89,11,-2.3,11.3,3,Tue,NULL,1,-45.68178939
Consumption,1,31,24,75519.2284652993,1,-7.9,0.85,11,-5.2,11.3,3,Tue,NULL,1,-55.23109909
Consumption,2,1,1,62185.6712234274,0.7,-11.4,0.87,4,-8,24.1,4,Wed,NULL,1,-62.28071086
Consumption,2,1,2,59642.2155742006,1,-14.8,0.63,4,-10.9,24.1,4,Wed,NULL,1,-64.48135609
Consumption,2,1,3,60193.800218945,1,-18.2,0.66,4,-13.7,24.1,4,Wed,NULL,1,-60.67966234
Consumption,2,1,4,61661.7114510954,1,-21.7,0.66,4,-16.7,24.1,4,Wed,NULL,1,-52.71712878
Consumption,2,1,5,69189.0977557455,1,-20.6,0.72,4,-16.7,24.1,4,Wed,NULL,1,-42.75794232
Consumption,2,1,6,83272.2292596329,1,-20.6,0.76,4,-17.2,24.1,4,Wed,NULL,1,-31.97710966
Consumption,2,1,7,132913.349828722,1,-20,0.76,4,-16.7,24.1,4,Wed,NULL,1,-20.96819897
Consumption,2,1,8,137339.344814489,1,-19.4,0.79,4,-16.7,24.1,4,Wed,NULL,1,-10.10194422
Consumption,2,1,9,127931.136366082,1,-21.1,0.66,4,-16.1,24.1,4,Wed,NULL,1,0.3063509889
Consumption,2,1,10,117625.355166736,1,-21.1,0.6,4,-15,24.1,4,Wed,NULL,1,9.9090070264
Consumption,2,1,11,107129.397390867,0.7,-21.1,0.57,4,-14.4,24.1,4,Wed,NULL,1,18.267702759
Consumption,2,1,12,106711.538037956,0.7,-20.6,0.58,4,-13.9,24.1,4,Wed,NULL,1,24.824443333
