Year,Month,Day,Hour,Electricity_KW_HR,Wind_Speed
2011,7,10,4,500,2.1
2011,7,10,5,160,1.8
2011,7,10,6,24,0.6
2011,7,10,7,0,1
2011,7,10,8,0,1.6
2011,7,10,9,0,1.1
2011,7,10,10,0,1.3
2011,7,10,11,0,1.3
2011,7,10,12,0,1.6
2011,7,10,13,4,1.3
2011,7,10,14,0,1.6
2011,7,10,15,0,2.9
2011,7,10,16,976,2.5
2011,7,10,17,436,4.2
2011,7,10,18,2916,4
2011,7,10,19,2932,3.7
2011,7,10,20,2088,3.6
2011,7,10,21,1672,2.2
2011,7,10,22,248,0.7
2011,7,10,23,0,0.8
2011,7,10,24,0,NULL
2011,7,11,1,28,1.8
2011,7,11,2,8,2.1
2011,7,11,3,152,3.7
2011,7,11,4,2176,4.1
2011,7,11,5,3128,4.1
2011,7,11,6,3232,3.5
2011,7,11,7,1704,2.6
2011,7,11,8,636,2.1
2011,7,11,9,108,1.8
2011,7,11,10,16,2
2011,7,11,11,56,1.4
2011,7,11,12,12,2
2011,7,11,13,316,2.8
2011,7,11,14,848,2.3
2011,7,11,15,400,2.4
2011,7,11,16,328,2.6
2011,7,11,17,548,2.4
2011,7,11,18,320,3
2011,7,11,19,1096,3.1
2011,7,11,20,1252,4
2011,7,11,21,2548,4.3
2011,7,11,22,3756,5.3
2011,7,11,23,6412,6.2
2011,7,11,24,10304,NULL
2011,7,12,1,10624,5.7
2011,7,12,2,8740,5.7
2011,7,12,3,7648,5.9
2011,7,12,4,9616,6.2
2011,7,12,5,10056,5.8
2011,7,12,6,8212,5.2
2011,7,12,7,6312,4.6
2011,7,12,8,4252,3.5
2011,7,12,9,1724,3.6
2011,7,12,10,1812,4
2011,7,12,11,2492,5.1
2011,7,12,12,5424,5.3
2011,7,12,13,5944,4.1
2011,7,12,14,2948,5.5
2011,7,12,15,8472,5.6
2011,7,12,16,7748,4.4
2011,7,12,17,3700,4.7
2011,7,12,18,4324,5
2011,7,12,19,5312,7.6
2011,7,12,20,17544,8.7
2011,7,12,21,25724,8
2011,7,12,22,21132,7.9
2011,7,12,23,20224,7.5
2011,7,12,24,16332,NULL
2011,7,13,1,19780,6.8
2011,7,13,2,12744,6.2
2011,7,13,3,9664,7.2
2011,7,13,4,14844,8
2011,7,13,5,21052,7.8
2011,7,13,6,18704,7.4
2011,7,13,7,16316,8
2011,7,13,8,20512,6.9
2011,7,13,9,12084,6.4
2011,7,13,10,10108,6.8
2011,7,13,11,12316,8.1
2011,7,13,12,20916,8.3
2011,7,13,13,22212,8.1
2011,7,13,14,21808,8.4
2011,7,13,15,24036,7.9
2011,7,13,16,18948,7.2
2011,7,13,17,15116,7.7
2011,7,13,18,17876,7.1
2011,7,13,19,13860,6.8
2011,7,13,20,12704,6.7
2011,7,13,21,11936,6.9
2011,7,13,22,12632,7.3
2011,7,13,23,15224,6.9
2011,7,13,24,12560,NULL
2011,7,14,1,12436,7.1
2011,7,14,2,13976,7.7
2011,7,14,3,18164,7.9
2011,7,14,4,19732,7.6
2011,7,14,5,17716,8.1
2011,7,14,6,20872,7.9
2011,7,14,7,19872,8.2
2011,7,14,8,22392,8.8
2011,7,14,9,27212,7.8
2011,7,14,10,4888,5.6
2011,7,14,11,0,6.4
2011,7,14,12,10332,9.5
2011,7,14,13,32432,9.9
2011,7,14,14,36220,9.6
2011,7,14,15,33812,8.7
2011,7,14,16,27080,7.3
2011,7,14,17,14860,7.4
2011,7,14,18,17024,8.1
2011,7,14,19,21424,8.1
2011,7,14,20,21492,7.9
2011,7,14,21,18448,6.8
2011,7,14,22,11712,5.8
2011,7,14,23,7860,6.7
2011,7,14,24,13312,NULL
2011,7,15,1,19924,8.1
2011,7,15,2,22056,7.9
2011,7,15,3,19668,7.4
2011,7,15,4,16596,6.7
2011,7,15,5,11900,6.9
2011,7,15,6,13716,6.1
2011,7,15,7,9624,5.1
2011,7,15,8,5632,4.2
2011,7,15,9,3240,3.1
2011,7,15,10,1016,3.5
2011,7,15,11,1640,3.5
2011,7,15,12,1552,3.6
2011,7,15,13,1776,3.3
2011,7,15,14,1240,4.2
2011,7,15,15,2880,3.2
2011,7,15,16,1272,4.5
2011,7,15,17,3736,1.7
2011,7,15,18,196,2.7
2011,7,15,19,820,4.5
2011,7,15,20,4012,5
2011,7,15,21,4772,5
2011,7,15,22,5644,5.3
2011,7,15,23,6944,3.6
2011,7,15,24,2284,NULL
2011,7,16,1,2248,2.4
2011,7,16,2,544,1.6
2011,7,16,3,4,2.6
2011,7,16,4,532,5.6
2011,7,16,5,7768,5.7
2011,7,16,6,8492,4.9
2011,7,16,7,5208,6
2011,7,16,8,8732,6.4
2011,7,16,9,10544,6.6
2011,7,16,10,11444,8.5
2011,7,16,11,24092,10.1
2011,7,16,12,36428,10.1
2011,7,16,13,35636,10.7
2011,7,16,14,39636,12.2
2011,7,16,15,47756,12
2011,7,16,16,44664,11.5
2011,7,16,17,44264,10.2
2011,7,16,18,37896,9.8
2011,7,16,19,34700,9.8
2011,7,16,20,34996,10.2
2011,7,16,21,38600,10.5
2011,7,16,22,40836,6.8
2011,7,16,23,15116,6.1
2011,7,16,24,9852,NULL
2011,7,17,1,16348,7.4
2011,7,17,2,15756,6.4
2011,7,17,3,9904,6.5
2011,7,17,4,10748,7
2011,7,17,5,13652,7.5
2011,7,17,6,17196,5.5
2011,7,17,7,6608,6.5
2011,7,17,8,10936,7
2011,7,17,9,13804,7.6
2011,7,17,10,17348,9.1
2011,7,17,11,28956,9.2
2011,7,17,12,28716,8.8
2011,7,17,13,26300,9.7
2011,7,17,14,33024,11.1
2011,7,17,15,44124,11.8
2011,7,17,16,44764,11.4
2011,7,17,17,44116,10.4
2011,7,17,18,37016,12.7
2011,7,17,19,49536,11.6
2011,7,17,20,38380,10.4
2011,7,17,21,37296,8.9
2011,7,17,22,27364,8.5
2011,7,17,23,23848,8.7
2011,7,17,24,26592,NULL
2011,7,18,1,24460,9.5
2011,7,18,2,33256,9.3
2011,7,18,3,30824,8.9
2011,7,18,4,28032,9.5
2011,7,18,5,33184,9.5
2011,7,18,6,32748,10.2
2011,7,18,7,39300,10.1
2011,7,18,8,38360,10.2
2011,7,18,9,38500,11.3
2011,7,18,10,44768,9.5
2011,7,18,11,13768,10.1
2011,7,18,12,37728,10.5
2011,7,18,13,40344,10
2011,7,18,14,34720,10.1
2011,7,18,15,37292,9.1
2011,7,18,16,27464,8.3
2011,7,18,17,22976,8.4
2011,7,18,18,22680,7.6
2011,7,18,19,17832,8.2
2011,7,18,20,22544,5.5
2011,7,18,21,7180,5.9
2011,7,18,22,9072,5.7
2011,7,18,23,8004,4.5
2011,7,18,24,4120,NULL
2011,7,19,1,2968,3.6
2011,7,19,2,1940,2.8
2011,7,19,3,912,2.4
2011,7,19,4,408,2.4
2011,7,19,5,420,3.1
2011,7,19,6,1348,1
2011,7,19,7,0,1.7
2011,7,19,8,196,3.6
2011,7,19,9,1820,2
2011,7,19,10,268,0.8
2011,7,19,11,0,1.6
2011,7,19,12,80,2.9
2011,7,19,13,868,3.2
2011,7,19,14,1136,3.5
2011,7,19,15,1752,2.7
2011,7,19,16,776,3.7
2011,7,19,17,2332,3.9
2011,7,19,18,2660,3.4
2011,7,19,19,1760,4.5
2011,7,19,20,4048,4
2011,7,19,21,2976,3.8
2011,7,19,22,2312,3.4
2011,7,19,23,1736,3.1
2011,7,19,24,1116,NULL
2011,7,20,1,3148,3.5
2011,7,20,2,1780,3.4
2011,7,20,3,1620,4.6
2011,7,20,4,4200,4.7
2011,7,20,5,4596,2.7
2011,7,20,6,696,3.3
2011,7,20,7,1768,3.2
2011,7,20,8,1272,3.5
2011,7,20,9,1804,4.1
2011,7,20,10,2632,4.1
2011,7,20,11,2796,4.2
2011,7,20,12,2820,3.9
2011,7,20,13,2232,3.5
2011,7,20,14,1788,5.6
2011,7,20,15,8436,3.7
2011,7,20,16,2296,3
2011,7,20,17,1104,2.8
2011,7,20,18,1560,0.6
2011,7,20,19,0,1.5
2011,7,20,20,0,1.7
2011,7,20,21,12,1.8
2011,7,20,22,32,2
2011,7,20,23,88,2.9
2011,7,20,24,912,NULL
2011,7,21,1,832,4.4
2011,7,21,2,3380,3.6
2011,7,21,3,1736,2.5
2011,7,21,4,432,2.1
2011,7,21,5,140,1.5
2011,7,21,6,0,1.8
2011,7,21,7,32,2
2011,7,21,8,40,1.3
2011,7,21,9,0,1.6
2011,7,21,10,24,2.2
2011,7,21,11,160,2.5
2011,7,21,12,352,3.5
2011,7,21,13,1888,2.9
2011,7,21,14,864,2.9
2011,7,21,15,784,3
2011,7,21,16,956,5.5
2011,7,21,17,6524,4.7
2011,7,21,18,5088,2.5
2011,7,21,19,484,3.5
2011,7,21,20,1780,3
2011,7,21,21,1100,4.4
2011,7,21,22,3588,5.2
2011,7,21,23,6440,4.2
2011,7,21,24,3296,NULL
2011,7,22,1,2672,4.4
2011,7,22,2,3848,3.8
2011,7,22,3,2460,3.6
2011,7,22,4,1984,3.5
2011,7,22,5,1692,4.2
2011,7,22,6,3344,3.5
2011,7,22,7,1820,2.7
2011,7,22,8,748,2.3
2011,7,22,9,384,2.2
2011,7,22,10,196,3.6
2011,7,22,11,2564,4.6
2011,7,22,12,4260,3.2
2011,7,22,13,1460,2.9
2011,7,22,14,808,3.6
2011,7,22,15,2244,5.2
2011,7,22,16,5800,4.8
2011,7,22,17,4228,3.9
2011,7,22,18,2740,5.3
2011,7,22,19,6416,5.6
2011,7,22,20,7612,5.8
2011,7,22,21,8416,5.5
2011,7,22,22,6896,5.2
2011,7,22,23,6072,4.4
2011,7,22,24,3720,NULL
2011,7,23,1,4696,5.2
2011,7,23,2,5292,6.4
2011,7,23,3,9040,6.1
2011,7,23,4,9488,6
2011,7,23,5,9184,4.3
2011,7,23,6,3436,3.7
2011,7,23,7,2364,4.4
2011,7,23,8,3112,NULL
2011,7,25,11,824,4.3
2011,7,25,12,3140,4.1
2011,7,25,13,2492,4.3
2011,7,25,14,3052,4.1
2011,7,25,15,2988,4
2011,7,25,16,2564,3.9
2011,7,25,17,2240,2.8
2011,7,25,18,652,2.8
2011,7,25,19,812,4.1
2011,7,25,20,4132,2.6
2011,7,25,21,716,1.7
2011,7,25,22,8,2.3
2011,7,25,23,516,4.4
2011,7,25,24,3828,NULL
2011,7,26,1,3032,3.2
2011,7,26,2,2308,4.1
2011,7,26,3,2924,4.3
2011,7,26,4,3504,4.4
2011,7,26,5,3840,3
2011,7,26,6,1252,3.3
2011,7,26,7,1456,3.7
2011,7,26,8,2144,2.6
2011,7,26,9,536,3.3
2011,7,26,10,1444,3
2011,7,26,11,1176,2.6
2011,7,26,12,520,3
2011,7,26,13,852,2.2
2011,7,26,14,176,2.9
2011,7,26,15,936,2.4
2011,7,26,16,312,2.9
2011,7,26,17,1128,2.9
2011,7,26,18,868,2.9
2011,7,26,19,828,3
2011,7,26,20,1060,3.1
2011,7,26,21,1232,2.9
2011,7,26,22,928,3.1
2011,7,26,23,1220,2.5
2011,7,26,24,544,NULL
2011,7,27,1,848,3.3
2011,7,27,2,1504,3.1
2011,7,27,3,1148,2.1
2011,7,27,4,236,3.1
2011,7,27,5,1272,2.6
2011,7,27,6,708,2.5
2011,7,27,7,568,2.3
2011,7,27,8,436,2.3
2011,7,27,9,264,2.2
2011,7,27,10,224,2.1
2011,7,27,11,124,2.1
2011,7,27,12,116,2
2011,7,27,13,56,2.5
2011,7,27,14,432,2.6
2011,7,27,15,460,2.3
2011,7,27,16,216,3.1
2011,7,27,17,1112,3
2011,7,27,18,1004,1.8
2011,7,27,19,32,1.1
2011,7,27,20,0,1.9
2011,7,27,21,20,2.1
2011,7,27,22,148,2.3
2011,7,27,23,308,2.1
2011,7,27,24,216,NULL
2011,7,28,1,848,2.3
2011,7,28,2,348,2.8
2011,7,28,3,880,2.5
2011,7,28,4,528,2.1
2011,7,28,5,172,2.4
2011,7,28,6,516,2.3
2011,7,28,7,304,2.3
2011,7,28,8,368,2.3
2011,7,28,9,324,2.1
2011,7,28,10,160,3
2011,7,28,11,1248,3.9
2011,7,28,12,2412,3.7
2011,7,28,13,2180,4.9
2011,7,28,14,4484,4.8
2011,7,28,15,4840,4.5
2011,7,28,16,3524,4.9
2011,7,28,17,4792,4.7
2011,7,28,18,3900,5.6
2011,7,28,19,6480,5.8
2011,7,28,20,7896,6.4
2011,7,28,21,10492,6.7
2011,7,28,22,11608,5.8
2011,7,28,23,8544,4.2
2011,7,28,24,2960,NULL
2011,7,29,1,2892,3.5
2011,7,29,2,1740,3.4
2011,7,29,3,1584,3.2
2011,7,29,4,1412,3.5
2011,7,29,5,1808,3.9
2011,7,29,6,2448,3.5
2011,7,29,7,1828,3.7
2011,7,29,8,2092,4.1
2011,7,29,9,2848,6.2
2011,7,29,10,10580,5.9
2011,7,29,11,7800,5.4
2011,7,29,12,6224,4.7
2011,7,29,13,4632,4.2
2011,7,29,14,3796,4.8
2011,7,29,15,4360,4.8
2011,7,29,16,4252,5.8
2011,7,29,17,7768,6.8
2011,7,29,18,12208,6.1
2011,7,29,19,9104,5.2
2011,7,29,20,5636,5.7
2011,7,29,21,7528,5.3
2011,7,29,22,6476,4.7
2011,7,29,23,4460,6.2
2011,7,29,24,10720,NULL
2011,7,30,1,5108,4.2
2011,7,30,2,3504,4.2
2011,7,30,3,3384,4.4
2011,7,30,4,3748,4.4
2011,7,30,5,3584,4.3
2011,7,30,6,3364,3.4
2011,7,30,7,1572,2.8
2011,7,30,8,848,3.2
2011,7,30,9,1248,3.7
2011,7,30,10,2096,4.1
2011,7,30,11,2772,4.8
2011,7,30,12,5072,4.1
2011,7,30,13,2788,3.8
2011,7,30,14,2316,4.8
2011,7,30,15,4568,4.8
2011,7,30,16,4520,4
2011,7,30,17,2472,3.8
2011,7,30,18,2208,3.6
2011,7,30,19,1656,2.6
2011,7,30,20,624,3.9
2011,7,30,21,2872,3.1
2011,7,30,22,1216,2.3
2011,7,30,23,312,3
2011,7,30,24,1248,NULL
2011,7,31,1,1236,2.8
2011,7,31,2,828,2
2011,7,31,3,116,1.5
2011,7,31,4,0,1.7
2011,7,31,5,24,1.9
2011,7,31,6,12,1.6
2011,7,31,7,0,1.8
2011,7,31,8,36,1.9
2011,7,31,9,40,1.7
2011,7,31,10,8,1.8
2011,7,31,11,24,1.5
2011,7,31,12,68,1.1
2011,7,31,13,0,1.8
2011,7,31,14,100,1.3
2011,7,31,15,0,1.3
2011,7,31,16,0,1.6
2011,7,31,17,0,1.9
2011,7,31,18,48,1.8
2011,7,31,19,40,2.1
2011,7,31,20,168,2.1
2011,7,31,21,112,2.4
2011,7,31,22,364,2.8
2011,7,31,23,900,4.3
2011,7,31,24,3952,NULL
2011,8,1,1,4656,5.1
2011,8,1,2,5276,4.7
2011,8,1,3,4928,5.5
2011,8,1,4,6564,5
2011,8,1,5,5352,5.3
2011,8,1,6,6848,5.7
2011,8,1,7,8424,5
2011,8,1,8,5508,3.5
2011,8,1,9,2020,2.5
2011,8,1,10,416,2.2
2011,8,1,11,104,2.2
2011,8,1,12,156,2.3
2011,8,1,13,240,2.4
2011,8,1,14,336,2.5
2011,8,1,15,364,2.3
2011,8,1,16,252,2.4
2011,8,1,17,420,2.1
2011,8,1,18,200,2.4
2011,8,1,19,232,2.4
2011,8,1,20,348,3.6
2011,8,1,21,2144,4.7
2011,8,1,22,4836,7
2011,8,1,23,13524,6.7
2011,8,1,24,11700,NULL
2011,8,2,1,7288,6.1
2011,8,2,2,7776,6.4
2011,8,2,3,9592,6.9
2011,8,2,4,11500,6.6
2011,8,2,5,10192,5.4
2011,8,2,6,6904,5.8
2011,8,2,7,8220,5
2011,8,2,8,5940,4.5
2011,8,2,9,4024,3
2011,8,2,10,1272,2.7
2011,8,2,11,680,2.6
2011,8,2,12,484,2.4
2011,8,2,13,296,2.3
2011,8,2,14,368,2.5
2011,8,2,15,404,2.5
2011,8,2,16,460,2.9
2011,8,2,17,684,2
2011,8,2,18,124,0.9
2011,8,2,19,4,2
2011,8,2,20,140,0.9
2011,8,2,21,0,4
2011,8,2,22,3224,5.4
2011,8,2,23,6804,4.6
2011,8,2,24,4508,NULL
2011,8,3,1,5640,4.4
2011,8,3,2,3956,3.5
2011,8,3,3,1892,3.6
2011,8,3,4,2056,2.9
2011,8,3,5,1060,2.2
2011,8,3,6,248,1
2011,8,3,7,0,1.2
2011,8,3,8,28,1.8
2011,8,3,9,132,4.9
2011,8,3,10,5628,3.5
2011,8,3,11,2832,1.5
2011,8,3,12,8,1.9
2011,8,3,13,28,2.1
2011,8,3,14,100,2.3
2011,8,3,15,248,3.2
2011,8,3,16,1324,3.5
2011,8,3,17,1744,2.9
2011,8,3,18,924,2.4
2011,8,3,19,356,2.2
2011,8,3,20,148,2.1
2011,8,3,21,184,2.6
2011,8,3,22,624,3.6
2011,8,3,23,2256,4
2011,8,3,24,2928,NULL
2011,8,4,1,4016,5.7
2011,8,4,2,7416,5.2
2011,8,4,3,5952,5.9
2011,8,4,4,8452,4.7
2011,8,4,5,4432,5.6
2011,8,4,6,6920,5.6
2011,8,4,7,7028,5.9
2011,8,4,8,8824,4.3
2011,8,4,9,3672,2.3
2011,8,4,10,284,2.2
2011,8,4,11,144,3
2011,8,4,12,916,4.9
2011,8,4,13,4764,6
2011,8,4,14,8424,7
2011,8,4,15,12920,7
2011,8,4,16,12920,7.9
2011,8,4,17,19976,8.8
2011,8,4,18,26176,6.4
2011,8,4,19,10152,5.8
2011,8,4,20,7656,6.7
2011,8,4,21,12176,7.2
2011,8,4,22,14668,7
2011,8,4,23,13964,6.6
2011,8,4,24,11688,NULL
2011,8,5,1,16304,6.5
2011,8,5,2,11684,6.4
2011,8,5,3,9828,6.5
2011,8,5,4,10504,6.3
2011,8,5,5,10040,5.1
2011,8,5,6,5664,4.4
2011,8,5,7,3484,3.4
2011,8,5,8,1444,2.7
2011,8,5,9,700,3.8
2011,8,5,10,2300,3.9
2011,8,5,11,2516,4.2
2011,8,5,12,3184,4.4
2011,8,5,13,3480,3.8
2011,8,5,14,2548,3
2011,8,5,15,800,2.1
2011,8,5,16,136,2
2011,8,5,17,20,1.7
2011,8,5,18,8,1.9
2011,8,5,19,48,1.7
2011,8,5,20,4,1.6
2011,8,5,21,60,2.2
2011,8,5,22,200,2.2
2011,8,5,23,280,2.7
2011,8,5,24,724,NULL
2011,8,6,1,2952,3.9
2011,8,6,2,2520,5.2
2011,8,6,3,5292,5.2
2011,8,6,4,5692,2.9
2011,8,6,5,1152,3.2
2011,8,6,6,1472,3
2011,8,6,7,1412,4.5
2011,8,6,8,4272,4.9
2011,8,6,9,5232,4.6
2011,8,6,10,3972,5.3
2011,8,6,11,5828,5.5
2011,8,6,12,6736,5.4
2011,8,6,13,6036,5.8
2011,8,6,14,8396,6.1
2011,8,6,15,9188,6.6
2011,8,6,16,11504,5.1
2011,8,6,17,5096,4.6
2011,8,6,18,4076,5.9
2011,8,6,19,9376,6.9
2011,8,6,20,13720,7.3
2011,8,6,21,15492,6.8
2011,8,6,22,12968,5.1
2011,8,6,23,5788,6.5
2011,8,6,24,12488,NULL
2011,8,7,1,8244,5.5
2011,8,7,2,6932,6.2
2011,8,7,3,9444,6.9
2011,8,7,4,12152,6.8
2011,8,7,5,12584,7.1
2011,8,7,6,13492,6.7
2011,8,7,7,11776,7.1
2011,8,7,8,14064,7.4
2011,8,7,9,15992,7.6
2011,8,7,10,16456,7.9
2011,8,7,11,19612,7.2
2011,8,7,12,15100,7.9
2011,8,7,13,18672,8.4
2011,8,7,14,24432,8.1
2011,8,7,15,21236,7.5
2011,8,7,16,16828,7.7
2011,8,7,17,16912,9
2011,8,7,18,27428,7.9
2011,8,7,19,19368,5.9
2011,8,7,20,8112,5.2
2011,8,7,21,5740,6.3
2011,8,7,22,10240,7.3
2011,8,7,23,15900,8.5
2011,8,7,24,24972,NULL
2011,8,8,1,21508,6.9
2011,8,8,2,14644,6.2
2011,8,8,3,9396,6.5
2011,8,8,4,11896,8.2
2011,8,8,5,23168,9.1
2011,8,8,6,31452,9.5
2011,8,8,7,34060,9.4
2011,8,8,8,32120,9.1
2011,8,8,9,29468,8.6
2011,8,8,10,26040,8.7
2011,8,8,11,26704,8.2
2011,8,8,12,22028,7.9
2011,8,8,13,19720,7.8
2011,8,8,14,18824,8.1
2011,8,8,15,20800,8.3
2011,8,8,16,22972,8.4
2011,8,8,17,22780,7.7
2011,8,8,18,20596,10.4
2011,8,8,19,40568,9.7
2011,8,8,20,35064,8.5
2011,8,8,21,23980,8.3
2011,8,8,22,22872,8.6
2011,8,8,23,24468,8.8
2011,8,8,24,26788,NULL
2011,8,9,1,26368,8.7
2011,8,9,2,25708,8.4
2011,8,9,3,23212,8.3
2011,8,9,4,23256,8
2011,8,9,5,21464,7.6
2011,8,9,6,17984,7.3
2011,8,9,7,15632,7
2011,8,9,8,14400,6.6
2011,8,9,9,11808,7
2011,8,9,10,13344,7.2
2011,8,9,11,15472,7.5
2011,8,9,12,16332,6
2011,8,9,13,8948,5.1
2011,8,9,14,3576,5.1
2011,8,9,15,0,7.3
2011,8,9,16,10880,8.4
2011,8,9,17,24340,8.3
2011,8,9,18,22440,7.8
2011,8,9,19,18176,6.9
2011,8,9,20,13536,5.9
2011,8,9,21,8104,4.8
2011,8,9,22,5164,4.4
2011,8,9,23,4564,2.8
2011,8,9,24,900,NULL
2011,8,10,1,1096,2.1
2011,8,10,2,152,2.8
2011,8,10,3,736,4.3
2011,8,10,4,3288,5
2011,8,10,5,4696,6.4
2011,8,10,6,9964,6.9
2011,8,10,7,13424,6.4
2011,8,10,8,10848,6.3
2011,8,10,9,11268,6.1
2011,8,10,10,9104,6.9
2011,8,10,11,12692,7.4
2011,8,10,12,15960,8.3
2011,8,10,13,20760,9
2011,8,10,14,27784,9.4
2011,8,10,15,31012,9.8
2011,8,10,16,35356,9.6
2011,8,10,17,32184,9.3
2011,8,10,18,30228,8.7
2011,8,10,19,25336,9
2011,8,10,20,27904,8.2
2011,8,10,21,21084,7.6
2011,8,10,22,16776,7
2011,8,10,23,15144,7.7
2011,8,10,24,18840,NULL
2011,8,11,1,22472,9
2011,8,11,2,34052,8.7
2011,8,11,3,27836,8.4
2011,8,11,4,24604,8.5
2011,8,11,5,25332,8.1
2011,8,11,6,21712,7.6
2011,8,11,7,17700,7.5
2011,8,11,8,16184,8.2
2011,8,11,9,22224,8.6
2011,8,11,10,25508,9.5
2011,8,11,11,33196,8.4
2011,8,11,12,17408,6.7
2011,8,11,13,0,7.7
2011,8,11,14,0,8.4
2011,8,11,15,0,8.7
2011,8,11,16,15620,10.3
2011,8,11,17,37168,9.6
2011,8,11,18,31692,8.4
2011,8,11,19,22300,7.8
2011,8,11,20,19160,7.2
2011,8,11,21,15600,7.7
2011,8,11,22,17388,7.2
2011,8,11,23,15740,7.1
2011,8,11,24,14296,NULL
2011,8,12,1,12712,6.4
2011,8,12,2,11136,7.1
2011,8,12,3,14572,6.8
2011,8,12,4,12480,5.7
2011,8,12,5,7564,6
2011,8,12,6,8796,5
2011,8,12,7,4992,5.6
2011,8,12,8,7036,5.8
2011,8,12,9,7448,5.6
2011,8,12,10,6788,5.9
2011,8,12,11,8316,5.2
2011,8,12,12,5352,5.8
2011,8,12,13,8140,6.2
2011,8,12,14,9688,6.2
2011,8,12,15,9420,6.2
2011,8,12,16,9224,6.7
2011,8,12,17,11708,6.7
2011,8,12,18,11652,5.5
2011,8,12,19,6572,3.5
2011,8,12,20,1936,2.4
2011,8,12,21,484,1.8
2011,8,12,22,60,3.5
2011,8,12,23,2116,5.5
2011,8,12,24,7380,NULL
2011,8,13,1,3976,3.6
2011,8,13,2,1912,4.2
2011,8,13,3,3160,4.2
2011,8,13,4,3400,3.7
2011,8,13,5,2020,3.5
2011,8,13,6,2012,4.7
2011,8,13,7,4592,4.6
2011,8,13,8,4192,4
2011,8,13,9,2964,4.1
2011,8,13,10,3020,5.3
2011,8,13,11,6080,5.7
2011,8,13,12,7452,7.1
2011,8,13,13,16328,7.8
2011,8,13,14,18112,6.6
2011,8,13,15,11384,7.4
2011,8,13,16,16580,7.1
2011,8,13,17,13824,6.9
2011,8,13,18,12888,7.2
2011,8,13,19,15840,6.7
2011,8,13,20,11568,6.1
2011,8,13,21,9376,6.4
2011,8,13,22,10448,6
2011,8,13,23,9000,6.2
2011,8,13,24,9732,NULL
2011,8,14,1,7100,6.2
2011,8,14,2,9548,6.6
2011,8,14,3,12556,3
2011,8,14,4,1256,2.4
2011,8,14,5,564,4.4
2011,8,14,6,3564,3.5
2011,8,14,7,2020,4
2011,8,14,8,3124,3.1
2011,8,14,9,1196,5.1
2011,8,14,10,5708,5.4
2011,8,14,11,6932,5.8
2011,8,14,12,7828,6
2011,8,14,13,8716,5.4
2011,8,14,14,6564,5.3
2011,8,14,15,6152,5.7
2011,8,14,16,6884,4.8
2011,8,14,17,4724,4.9
2011,8,14,18,5348,3.8
2011,8,14,19,2128,3.8
2011,8,14,20,2124,4.5
2011,8,14,21,3916,4.1
2011,8,14,22,2960,5.8
2011,8,14,23,9144,6.8
2011,8,14,24,12716,NULL
2011,8,15,1,9404,5.8
2011,8,15,2,7880,5.9
2011,8,15,3,8344,6.2
2011,8,15,4,9564,7
2011,8,15,5,13624,6.6
2011,8,15,6,12900,6.2
2011,8,15,7,9656,5.9
2011,8,15,8,8760,4.4
2011,8,15,9,4108,3.3
2011,8,15,10,1388,2.7
2011,8,15,11,668,2.7
2011,8,15,12,628,3.8
2011,8,15,13,1860,4
2011,8,15,14,2412,3.9
2011,8,15,15,2116,4.8
2011,8,15,16,5008,4.8
2011,8,15,17,4452,5
2011,8,15,18,5296,4.4
2011,8,15,19,3420,3.7
2011,8,15,20,2164,3.9
2011,8,15,21,2524,3.8
2011,8,15,22,2416,3.3
2011,8,15,23,1524,4
2011,8,15,24,2564,NULL
2011,8,16,1,4816,5.2
2011,8,16,2,5304,4.4
2011,8,16,3,3588,3.9
2011,8,16,4,2404,2.8
2011,8,16,5,928,1.7
2011,8,16,6,100,2.1
2011,8,16,7,148,2.8
2011,8,16,8,916,2.3
2011,8,16,9,384,1.9
2011,8,16,10,28,2.3
2011,8,16,11,248,3.4
2011,8,16,12,1444,3.1
2011,8,16,13,960,3.6
2011,8,16,14,1888,3.7
2011,8,16,15,1912,4.7
2011,8,16,16,3888,5
2011,8,16,17,4656,4.3
2011,8,16,18,3000,3.7
2011,8,16,19,2196,4.5
2011,8,16,20,3764,3.1
2011,8,16,21,1180,3.4
2011,8,16,22,1564,3.9
2011,8,16,23,2844,5.3
2011,8,16,24,6108,NULL
2011,8,17,1,6424,4.7
2011,8,17,2,4696,5.2
2011,8,17,3,5636,3.8
2011,8,17,4,2180,3.4
2011,8,17,5,1596,3.5
2011,8,17,6,1556,3
2011,8,17,7,1104,2.4
2011,8,17,8,396,1.8
2011,8,17,9,20,1
2011,8,17,10,0,0.9
2011,8,17,11,0,1.2
2011,8,17,12,0,1.1
2011,8,17,13,0,1.5
2011,8,17,14,0,1.1
2011,8,17,15,0,2.5
2011,8,17,16,520,2.9
2011,8,17,17,764,2.6
2011,8,17,18,480,1.9
2011,8,17,19,56,3
2011,8,17,20,1152,4.1
2011,8,17,21,3076,5.3
2011,8,17,22,6632,5.6
2011,8,17,23,6952,4.3
2011,8,17,24,3496,NULL
2011,8,18,1,8188,5.4
2011,8,18,2,6676,5.9
2011,8,18,3,8612,6
2011,8,18,4,8900,6.4
2011,8,18,5,11004,5.6
2011,8,18,6,7612,6.1
2011,8,18,7,9312,6.2
2011,8,18,8,9364,5.9
2011,8,18,9,8160,5.3
2011,8,18,10,6244,3.7
2011,8,18,11,2112,3.5
2011,8,18,12,1636,3.2
2011,8,18,13,1088,3.5
2011,8,18,14,1720,3.6
