Location,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed,_Solar_Elevation_,Electricity_KW_HR
Solar Array,2010,5,25,23,0,16.7,0.6414,0,995.2,23.9,16.093,0,-8.84301193341545,NULL
Solar Array,2010,5,25,24,0,16.7,0.6853,0,995.2,22.8,16.093,0,-16.2869327837637,NULL
Solar Array,2010,5,26,1,0,16.7,0.7601,0,994.9,21.1,16.093,0,-21.7855530521214,NULL
Solar Array,2010,5,26,2,0,16.7,0.7838,0,994.6,20.6,16.093,2.6,-24.8096202377412,NULL
Solar Array,2010,5,26,3,0,17.2,0.7845,0,993.9,21.1,16.093,3.1,-24.9960779566779,NULL
Solar Array,2010,5,26,4,0,17.2,0.8713,0,994.2,19.4,14.484,0,-22.3204710136197,NULL
Solar Array,2010,5,26,5,0,16.7,0.8708,0,994.6,18.9,12.875,0,-17.1101103114913,NULL
Solar Array,2010,5,26,6,0,16.7,0.8708,0,994.6,18.9,11.265,0,-9.88391524335465,NULL
Solar Array,2010,5,26,7,0.9,17.2,0.8988,0,994.6,18.9,8.047,0,-1.17268820232508,NULL
Solar Array,2010,5,26,8,0.25,17.2,0.8713,0,994.9,19.4,6.437,0,8.57203755122315,8092.5
Solar Array,2010,5,26,9,0,18.3,0.8407,0,994.6,21.1,9.656,0,18.9872009001363,22704.88
Solar Array,2010,5,26,10,0,17.8,0.7128,0,994.6,23.3,12.875,2.1,29.764686902812,61462.46
Solar Array,2010,5,26,11,0,18.3,0.6885,0,994.2,24.4,16.093,1.5,40.5905125139799,101400.76
Solar Array,2010,5,26,12,0,18.3,0.6008,0,993.9,26.7,16.093,0,51.0309135928756,119065.94
Solar Array,2010,5,26,13,0,17.8,0.5303,0,993.6,28.3,16.093,1.5,60.2635257808535,80250.92
Solar Array,2010,5,26,14,0.25,17.8,0.4977,0,993.2,29.4,16.093,0,66.4856763733742,119456.66
Solar Array,2010,5,26,15,0,16.7,0.4643,0,992.6,29.4,16.093,0,66.9427339076486,140177.6
Solar Array,2010,5,26,16,0,16.1,0.4172,0,991.9,30.6,16.093,0,61.3507806945283,147722.4
Solar Array,2010,5,26,17,0,15.6,0.4041,0,991.2,30.6,16.093,2.1,52.3954829607054,120689.56
Solar Array,2010,5,26,18,0,16.1,0.4055,0,990.3,31.1,16.093,0,42.0630235156249,81866.12
Solar Array,2010,5,26,19,0,16.7,0.4334,0,989.9,30.6,16.093,1.5,31.2672844404591,52094.64
Solar Array,2010,5,26,20,0,16.1,0.4172,0,989.6,30.6,16.093,2.1,20.474030918337,16486.78
Solar Array,2010,5,26,21,0,16.1,0.46,0,989.3,28.9,16.093,1.5,10.0054248275745,3751.98
Solar Array,2010,5,26,22,0.25,17.8,0.5822,0,989.6,26.7,16.093,5.7,0.166586825064059,NULL
Solar Array,2010,5,26,23,0,17.8,0.6438,0,990.3,25,16.093,2.6,-8.68919938539845,NULL
Solar Array,2010,5,26,24,0.25,17.8,0.6672,0,990.9,24.4,16.093,3.6,-16.1235348133438,NULL
Solar Array,2010,5,27,1,0,17.8,0.7128,0,990.6,23.3,16.093,2.6,-21.6148803427385,NULL
Solar Array,2010,5,27,2,0,17.8,0.7346,0,989.9,22.8,16.093,3.1,-24.6368795606794,NULL
Solar Array,2010,5,27,3,0,17.8,0.7854,0,989.9,21.7,16.093,2.1,-24.8284817859136,NULL
Solar Array,2010,5,27,4,1,17.8,0.7854,0,989.6,21.7,16.093,3.1,-22.1646871481581,NULL
Solar Array,2010,5,27,5,0,17.8,0.8147,0,989.6,21.1,14.484,4.1,-16.9699511480022,NULL
Solar Array,2010,5,27,6,0,17.2,0.809,0,989.9,20.6,12.875,4.6,-9.75996115352024,NULL
Solar Array,2010,5,27,7,0,17.2,0.8395,0,990.6,20,11.265,4.1,-1.06327479467711,NULL
Solar Array,2010,5,27,8,0,16.7,0.8441,0,990.9,19.4,11.265,3.6,8.66978103651446,8835.5
Solar Array,2010,5,27,9,0,15,0.7031,0,991.2,20.6,16.093,5.7,19.076844736436,24062.04
Solar Array,2010,5,27,10,0,14.4,0.6324,0,991.2,21.7,16.093,5.7,29.8505604998891,59339.84
Solar Array,2010,5,27,11,0,13.3,0.5154,0,991.2,23.9,16.093,2.1,40.6783219559839,98443.36
Solar Array,2010,5,27,12,0,13.3,0.4827,0,990.9,25,16.093,2.6,51.1290374741389,130214.02
Solar Array,2010,5,27,13,0,14.4,0.4857,0,990.6,26.1,16.093,2.6,60.3844428023989,151677.06
Solar Array,2010,5,27,14,0,14.4,0.4396,0,990.3,27.8,16.093,3.6,66.6400623036099,149619.62
Solar Array,2010,5,27,15,0,13.9,0.4134,0,989.9,28.3,16.093,4.1,67.1122099421086,160179.86
Solar Array,2010,5,27,16,0,13.3,0.384,0,989.3,28.9,16.093,3.6,61.5049642429707,151337.1
Solar Array,2010,5,27,17,0,14.4,0.4007,0,988.9,29.4,16.093,6.2,52.5327898434115,130961.42
Solar Array,2010,5,27,18,0,14.4,0.4007,0,988.3,29.4,16.093,3.1,42.1913738282541,99505.5
Solar Array,2010,5,27,19,0,13.9,0.388,0,987.9,29.4,16.093,5.1,31.3931852970641,56932.18
Solar Array,2010,5,27,20,0,13.3,0.3976,0,988.3,28.3,16.093,7.2,20.6020092070155,16774.56
Solar Array,2010,5,27,21,0,12.8,0.4508,0,988.9,25.6,16.093,6.2,10.1387163073645,6554.68
Solar Array,2010,5,27,22,0,12.8,0.4989,0,989.9,23.9,16.093,4.1,0.307515252084869,NULL
Solar Array,2010,5,27,23,0,12.2,0.5315,0,990.6,22.2,16.093,3.6,-8.53927141263456,NULL
Solar Array,2010,5,27,24,0,10.6,0.4929,0,990.9,21.7,16.093,3.6,-15.9646947098763,NULL
Solar Array,2010,5,28,1,0,10.6,0.5272,0,990.9,20.6,16.093,3.6,-21.4494727668617,NULL
Solar Array,2010,5,28,2,0,11.1,0.587,0,990.6,19.4,16.093,4.1,-24.4700126268584,NULL
Solar Array,2010,5,28,3,0,10.6,0.5858,0,990.6,18.9,16.093,4.1,-24.667133223899,NULL
Solar Array,2010,5,28,4,0,9.4,0.5612,0,990.3,18.3,16.093,3.6,-22.0152427603831,NULL
Solar Array,2010,5,28,5,0,9.4,0.6015,0,990.3,17.2,16.093,3.1,-16.8360079789847,NULL
Solar Array,2010,5,28,6,0.9,9.4,0.6015,0,990.3,17.2,16.093,3.1,-9.64199587460188,NULL
Solar Array,2010,5,28,7,0,9.4,0.6449,0,990.6,16.1,16.093,1.5,-0.959610662902023,NULL
Solar Array,2010,5,28,8,0,10,0.6714,0,991.2,16.1,16.093,2.6,8.76196992558094,7500
Solar Array,2010,5,28,9,0,9.4,0.5791,0,991.6,17.8,16.093,3.6,19.1610474150635,22249.84
Solar Array,2010,5,28,10,0,11.1,0.587,0,991.2,19.4,16.093,3.6,29.9309932164496,62103.58
Solar Array,2010,5,28,11,0,12.8,0.5912,0,991.6,21.1,16.093,3.6,40.7605383880337,104679.08
Solar Array,2010,5,28,12,0,15,0.5965,0,991.6,23.3,16.093,3.1,51.2212207888049,135384.1
Solar Array,2010,5,28,13,0,15.6,0.598,0,991.9,23.9,16.093,3.1,60.4989179665606,154695.76
Solar Array,2010,5,28,14,0,17.2,0.5982,0,991.9,25.6,16.093,5.7,66.7878477725421,164072.14
Solar Array,2010,5,28,15,0,17.2,0.5606,0,991.6,26.7,16.093,4.6,67.2760272697231,163477.94
Solar Array,2010,5,28,16,0,17.8,0.5822,0,991.6,26.7,16.093,6.7,61.6548388300855,152863.56
Solar Array,2010,5,28,17,0,17.8,0.5822,0,990.9,26.7,16.093,5.7,52.666754467384,131914.8
Solar Array,2010,5,28,18,0,17.8,0.5822,0,990.9,26.7,16.093,6.7,42.316889518301,99656.16
Solar Array,2010,5,28,19,0,16.7,0.5627,0,990.6,26.1,16.093,6.7,31.5164239739312,57069.98
Solar Array,2010,5,28,20,0,16.1,0.5781,0,990.6,25,16.093,6.2,20.7272584012839,18681.04
Solar Array,2010,5,28,21,0,16.1,0.6174,0,990.9,23.9,16.093,6.7,10.2690235006119,7628.06
Solar Array,2010,5,28,22,0,14.4,0.5915,0,991.2,22.8,16.093,4.1,0.445040956626968,NULL
Solar Array,2010,5,28,23,0.25,14.4,0.6324,0,991.2,21.7,16.093,2.1,-8.39330905312607,NULL
Solar Array,2010,5,28,24,0,14.4,0.656,0,991.6,21.1,16.093,1.5,-15.8104917934175,NULL
Solar Array,2010,5,29,1,0,13.9,0.6549,0,991.9,20.6,16.093,0,-21.2894031097667,NULL
Solar Array,2010,5,29,2,0,13.9,0.7276,0,991.2,18.9,16.093,0,-24.3090818587666,NULL
Solar Array,2010,5,29,3,0,13.9,0.7554,0,991.2,18.3,16.093,0,-24.5120829789917,NULL
Solar Array,2010,5,29,4,0,13.3,0.7786,0,991.2,17.2,16.093,1.5,-21.8721773091909,NULL
Solar Array,2010,5,29,5,0,13.9,0.8096,0,991.2,17.2,16.093,0,-16.7083095064491,NULL
Solar Array,2010,5,29,6,0,14.4,0.8967,0,991.2,16.1,16.093,3.1,-9.53003732928727,NULL
Solar Array,2010,5,29,7,0,13.9,0.8681,0,991.6,16.1,16.093,1.5,-0.861702871416952,NULL
Solar Array,2010,5,29,8,0,13.9,0.8681,0,992.2,16.1,16.093,3.1,8.84860778104323,7445.72
Solar Array,2010,5,29,9,0,14.4,0.7516,0,991.9,18.9,16.093,2.1,19.2398224568012,21386.06
Solar Array,2010,5,29,10,0,13.9,0.6796,0,992.2,20,16.093,3.1,30.0060071970945,44729.3
Solar Array,2010,5,29,11,0,14.4,0.6324,0,992.6,21.7,16.093,2.1,40.8371897062437,92537.06
Solar Array,2010,5,29,12,0,12.8,0.4989,0,992.6,23.9,16.093,2.1,51.3074899531757,135808.06
Solar Array,2010,5,29,13,0,14.4,0.5372,0,992.2,24.4,16.093,3.6,60.6069574243028,156379.54
Solar Array,2010,5,29,14,0,13.9,0.5019,0,992.2,25,16.093,4.1,66.9289903037397,165703.76
Solar Array,2010,5,29,15,0,13.9,0.4702,0,992.2,26.1,16.093,4.6,67.4341218653962,166173.98
Solar Array,2010,5,29,16,0,15,0.5048,0,991.6,26.1,16.093,4.6,61.8003561233787,153640.32
Solar Array,2010,5,29,17,0,13.9,0.4408,0,991.6,27.2,16.093,4.1,52.7973319940017,131762.98
Solar Array,2010,5,29,18,0,13.9,0.4408,0,991.6,27.2,16.093,4.6,42.4395199130573,100360.54
Solar Array,2010,5,29,19,0,13.3,0.4365,0,991.2,26.7,16.093,4.6,31.636941644306,57023.84
Solar Array,2010,5,29,20,0,14.4,0.5002,0,990.9,25.6,16.093,5.1,20.8497116893049,16348.62
Solar Array,2010,5,29,21,0,14.4,0.5372,0,990.6,24.4,16.093,2.6,10.3962727580434,5703.7
Solar Array,2010,5,29,22,0,15,0.6148,0,990.3,22.8,16.093,2.6,0.579085397880149,NULL
Solar Array,2010,5,29,23,0,14.4,0.656,0,990.6,21.1,16.093,2.6,-8.2513927681849,NULL
Solar Array,2010,5,29,24,0,14.4,0.6765,0,990.6,20.6,16.093,1.5,-15.6610043135647,NULL
Solar Array,2010,5,30,1,0,13.3,0.6784,0,990.6,19.4,16.093,2.1,-21.1347426788309,NULL
Solar Array,2010,5,30,2,0,12.8,0.6773,0,990.9,18.9,16.093,2.1,-24.1541478874354,NULL
Solar Array,2010,5,30,3,0,12.8,0.7536,0,990.9,17.2,16.093,2.6,-24.3633796846547,NULL
Solar Array,2010,5,30,4,0,12.2,0.7245,0,990.6,17.2,16.093,2.6,-21.7355278796599,NULL
Solar Array,2010,5,30,5,0,11.7,0.675,0,990.6,17.8,16.093,1.5,-16.5868817800027,NULL
Solar Array,2010,5,30,6,0,12.2,0.7769,0,990.9,16.1,16.093,0,-9.42410058121044,NULL
Solar Array,2010,5,30,7,0,11.7,0.7236,0,991.2,16.7,16.093,0,-0.769555502217571,NULL
Solar Array,2010,5,30,8,0,12.2,0.7478,0,991.6,16.7,16.093,0,8.92970120951171,7265.42
Solar Array,2010,5,30,9,0,13.3,0.6998,0,991.9,18.9,16.093,2.6,19.313186462716,21370.66
Solar Array,2010,5,30,10,0,13.9,0.6351,0,991.6,21.1,16.093,2.6,30.075627728011,61400.38
Solar Array,2010,5,30,11,0,14.4,0.5536,0,991.2,23.9,16.093,3.6,40.9083071154046,102359.18
Solar Array,2010,5,30,12,0,15,0.5048,0,990.9,26.1,16.093,4.1,51.3878750946268,131966.14
Solar Array,2010,5,30,13,0,15,0.4569,0,990.3,27.8,16.093,4.6,60.7085716460213,150792.04
Solar Array,2010,5,30,14,0,15,0.4165,0,989.9,29.4,16.093,4.6,67.0634509710716,160208.06
Solar Array,2010,5,30,15,0,15,0.3888,0,989.3,30.6,16.093,3.1,67.5864301132574,108788.68
Solar Array,2010,5,30,16,0,15,0.3779,0,988.6,31.1,16.093,4.1,61.9414665292568,111135.88
Solar Array,2010,5,30,17,0.25,15,0.3888,0,988.3,30.6,16.093,4.6,52.9244759013333,99576.28
Solar Array,2010,5,30,18,0.25,15,0.3779,0,987.9,31.1,16.093,4.6,42.5592127637063,85859.46
Solar Array,2010,5,30,19,0,15.6,0.4182,0,987.3,30,16.093,3.1,31.7546782200202,50552.36
Solar Array,2010,5,30,20,0,15.6,0.4182,0,986.9,30,16.093,3.6,20.9693014070477,12823.34
Solar Array,2010,5,30,21,0.5,16.7,0.4778,0,987.3,28.9,16.093,2.6,10.5203900466591,7952.62
Solar Array,2010,5,30,22,0.9,17.2,0.5106,0,987.3,28.3,16.093,1.5,0.709570160847676,NULL
Solar Array,2010,5,30,23,0,16.7,0.5275,0,987.6,27.2,16.093,2.1,-8.11360237064292,NULL
Solar Array,2010,5,30,24,0,16.7,0.6225,0,987.6,24.4,16.093,2.1,-15.516309384517,NULL
Solar Array,2010,5,31,1,0,17.2,0.662,0,987.6,23.9,16.093,2.6,-20.9855612481828,NULL
Solar Array,2010,5,31,2,0,16.7,0.6649,0,987.9,23.3,16.093,2.6,-24.0052695066174,NULL
Solar Array,2010,5,31,3,0,16.1,0.6841,0,987.6,22.2,16.093,3.1,-24.2210698630962,NULL
Solar Array,2010,5,31,4,0,15.6,0.7086,0,987.3,21.1,16.093,2.1,-21.6053291576227,NULL
Solar Array,2010,5,31,5,0,14.4,0.6765,0,986.9,20.6,16.093,3.1,-16.4717481839197,NULL
Solar Array,2010,5,31,6,0,13.9,0.6549,0,986.9,20.6,16.093,3.6,-9.32419783571532,NULL
Solar Array,2010,5,31,7,0,13.9,0.6351,0,986.9,21.1,16.093,3.1,-0.683169670709503,NULL
Solar Array,2010,5,31,8,0.25,15.6,0.7307,0,986.9,20.6,11.265,2.1,9.00525982896747,7079.66
Solar Array,2010,5,31,9,0.25,15,0.6573,0,987.3,21.7,16.093,3.1,19.3811590627269,18055.16
Solar Array,2010,5,31,10,0.25,18.3,0.7861,0.3,988.3,22.2,9.656,8.2,30.1398831645277,22743.42
Solar Array,2010,5,31,11,1,16.7,0.7838,5.6,987.3,20.6,8.047,1.5,40.973925034451,26424.34
Solar Array,2010,5,31,12,0.25,18.3,0.8407,0.3,987.6,21.1,14.484,3.1,51.4624099432909,45713.66
Solar Array,2010,5,31,13,0,19.4,0.8119,0,987.3,22.8,9.656,2.1,60.8037753542973,81441.18
Solar Array,2010,5,31,14,0,20,0.7384,0,986.9,25,11.265,3.6,67.1911944884269,96052.62
Solar Array,2010,5,31,15,0.25,18.9,0.6238,0,985.9,26.7,14.484,3.6,67.7328888824924,58983.9
Solar Array,2010,5,31,16,0,18.3,0.6008,0,985.3,26.7,16.093,4.1,62.078119188695,91472.68
Solar Array,2010,5,31,17,0,17.8,0.6032,0,985.9,26.1,16.093,5.7,53.0481379884066,35355.8
Solar Array,2010,5,31,18,0.9,19.4,0.7877,0.5,985.9,23.3,9.656,6.2,42.6759142737806,5668.64
Solar Array,2010,5,31,19,1,19.4,0.9004,2.8,986.6,21.1,3.219,5.7,31.8695723996725,4165.4482086
Solar Array,2010,5,31,20,0.25,18.3,0.8669,2.3,986.3,20.6,16.093,2.6,21.0859591005386,8268.68
Solar Array,2010,5,31,21,0.25,18.9,0.934,0.3,986.3,20,12.875,3.6,10.6413010207834,3489.12
Solar Array,2010,5,31,22,0.25,18.9,0.934,0,986.6,20,11.265,1.5,0.836417030764082,NULL
Solar Array,2010,5,31,23,0.5,18.9,0.934,0,986.6,20,12.875,1.5,-7.98001695278262,NULL
Solar Array,2010,5,31,24,1,18.9,0.934,0,986.9,20,11.265,0,-15.3764829203783,NULL
Solar Array,2010,6,1,1,1,18.9,0.934,0,986.6,20,11.265,0,-20.8419270039428,NULL
Solar Array,2010,6,1,2,0.9,18.9,0.9694,0,986.6,19.4,9.656,2.1,-23.8625036278436,NULL
Solar Array,2010,6,1,3,1,18.3,0.9337,0,986.6,19.4,8.047,3.1,-24.085197890072,NULL
Solar Array,2010,6,1,4,1,17.8,0.9334,0,986.6,18.9,9.656,4.1,-21.4816134057003,NULL
Solar Array,2010,6,1,5,1,17.2,0.9629,0,987.3,17.8,4.023,2.6,-16.3629294260401,NULL
Solar Array,2010,6,1,6,1,17.2,0.9629,0,987.6,17.8,6.437,3.1,-9.23033844289721,NULL
Solar Array,2010,6,1,7,0.25,16.7,0.9688,0,987.9,17.2,4.023,2.1,-0.602543544300772,NULL
Solar Array,2010,6,1,8,1,17,1,0,NULL,17,0.201,2.6,9.07529623289601,9400.68
Solar Array,2010,6,1,9,1,16.7,0.9688,0,989.3,17.2,2.012,2.6,19.4437628604122,18219
Solar Array,2010,6,1,10,0.25,16.1,0.8702,0,989.6,18.3,14.484,1.5,30.1988048542303,37975.78
Solar Array,2010,6,1,11,0,15,0.7296,0,989.6,20,16.093,0,41.0340809962755,90684.02
Solar Array,2010,6,1,12,0,13.9,0.6122,0,989.9,21.7,16.093,0,51.5311317153793,139262.88
Solar Array,2010,6,1,13,0,13.9,0.5939,0,989.6,22.2,16.093,2.6,60.8925874432834,157338.36
Solar Array,2010,6,1,14,0,14.4,0.5739,0,989.3,23.3,16.093,0,67.3121892908437,165853.26
Solar Array,2010,6,1,15,0,13.9,0.5201,0,988.9,24.4,16.093,3.6,67.8734356107614,165323.12
Solar Array,2010,6,1,16,0,14.4,0.5184,0,988.3,25,16.093,2.6,62.2102619806734,154763.34
Solar Array,2010,6,1,17,0,13.3,0.4658,0,987.6,25.6,16.093,3.6,53.1682683856104,133950.02
Solar Array,2010,6,1,18,0,10.6,0.3654,0,987.3,26.7,16.093,4.1,42.7895691323463,101640.44
Solar Array,2010,6,1,19,0,11.1,0.3777,0,986.6,26.7,16.093,4.1,31.9815617203916,59954.06
Solar Array,2010,6,1,20,0,10.6,0.3654,0,986.3,26.7,16.093,4.1,21.1996155907097,17805.92
Solar Array,2010,6,1,21,0,10.6,0.3785,0,985.9,26.1,16.093,3.6,10.7589310948113,6106.4
Solar Array,2010,6,1,22,0,11.7,0.4504,0,985.6,24.4,16.093,2.6,0.959548068378069,NULL
Solar Array,2010,6,1,23,0,12.2,0.4973,0,985.3,23.3,16.093,3.6,-7.85071481410604,NULL
Solar Array,2010,6,1,24,0,12.8,0.5699,0,985.9,21.7,16.093,1.5,-15.2415995708156,NULL
Solar Array,2010,6,2,1,0,12.2,0.5861,0,985.6,20.6,16.093,2.1,-20.7039064901593,NULL
Solar Array,2010,6,2,2,0,12.8,0.6566,0,984.6,19.4,16.093,2.6,-23.7259052364474,NULL
Solar Array,2010,6,2,3,0,12.2,0.6312,0,984.6,19.4,16.093,2.1,-23.9558059609301,NULL
Solar Array,2010,6,2,4,0,12.2,0.6512,0,983.9,18.9,16.093,3.6,-21.3644104408569,NULL
Solar Array,2010,6,2,5,0,12.2,0.6761,0,983.3,18.3,16.093,3.6,-16.2604435285298,NULL
Solar Array,2010,6,2,6,0,12.8,0.7032,0,983.3,18.3,16.093,3.6,-9.142528902922,NULL
Solar Array,2010,6,2,7,0,13.3,0.6998,0,982.9,18.9,16.093,3.1,-0.527672363719404,NULL
Solar Array,2010,6,2,8,1,16.1,0.8702,1.3,982.9,18.3,8.047,6.2,9.13982595125789,NULL
Solar Array,2010,6,2,9,0.9,16.7,0.9041,0,982.6,18.3,16.093,3.1,19.5010233742001,5238.1
Solar Array,2010,6,2,10,0.9,16.7,0.9041,0.5,982,18.3,9.656,4.1,30.2524270558722,7898
Solar Array,2010,6,2,11,0.9,17.2,0.9331,0.5,982.6,18.3,8.047,3.1,41.0888155422422,6205.48
Solar Array,2010,6,2,12,1,17.2,0.9331,3,982.3,18.3,6.437,2.6,51.5940809886132,17989.42
Solar Array,2010,6,2,13,0.9,17.8,0.9691,1,981,18.3,4.828,5.1,60.975030884972,28429.5
Solar Array,2010,6,2,14,0.9,17.8,0.9048,0.8,981,19.4,8.047,4.1,67.4264076061041,34985.06
Solar Array,2010,6,2,15,1,17.8,0.9048,0.5,981.3,19.4,14.484,3.6,68.0080083951203,47689.28
Solar Array,2010,6,2,16,1,18.3,0.8459,0,981,21,16.093,2.1,62.3378415337189,79403.44
Solar Array,2010,6,2,17,0.9,17.8,0.7618,0.3,981.3,22.2,16.093,1.5,53.2848155713859,72855.52
Solar Array,2010,6,2,18,0.9,17.2,0.7562,0,981.6,21.7,16.093,3.1,42.9001205519333,14959.36
Solar Array,2010,6,2,19,0.9,17.8,0.7618,0,981.3,22.2,16.093,3.1,32.0905826131331,43858.12
Solar Array,2010,6,2,20,0.5,17.8,0.8147,0,981.3,21.1,16.093,3.6,21.3102010407532,27511.5
Solar Array,2010,6,2,21,0,17.2,0.7845,0,981.3,21.1,16.093,3.1,10.8732055175311,7631.52
Solar Array,2010,6,2,22,0,17.2,0.8713,0,982,19.4,16.093,2.1,1.07888568597774,NULL
Solar Array,2010,6,2,23,1,17.8,0.9048,0.5,982.6,19.4,11.265,1.5,-7.7257733890583,NULL
Solar Array,2010,6,2,24,1,17.8,0.9691,2,982.6,18.3,8.047,2.6,-15.1117326571764,NULL
Solar Array,2010,6,3,1,1,17.8,0.9691,0,982.6,18.3,11.265,2.1,-20.5715645555361,NULL
Solar Array,2010,6,3,2,1,17.2,0.9331,0,982.6,18.3,11.265,2.6,-23.5955273486479,NULL
Solar Array,2010,6,3,3,1,17.2,0.9331,0.5,982.6,18.3,9.656,2.1,-23.83293405797,NULL
Solar Array,2010,6,3,4,0.9,17.2,0.9331,0.3,982.3,18.3,8.047,2.1,-21.2537476135329,NULL
Solar Array,2010,6,3,5,1,15.6,0.9033,0,982.3,17.2,12.875,3.1,-16.1643058205356,NULL
Solar Array,2010,6,3,6,1,15.6,0.9033,0,982.3,17.2,16.093,0,-9.0607728736273,NULL
Solar Array,2010,6,3,7,1,15.6,0.9686,3.3,982.6,16.1,4.023,2.1,-0.458548467019071,NULL
Solar Array,2010,6,3,8,1,15,0.932,0,982.6,16.1,14.484,4.6,9.1988674083844,NULL
Solar Array,2010,6,3,9,1,13.9,0.9314,3.3,983.3,15,16.093,4.1,19.5529689751007,7493.26
Solar Array,2010,6,3,10,1,14.4,0.9258,0,983.9,15.6,16.093,4.1,30.3007868543226,17760.3
Solar Array,2010,6,3,11,1,14.4,0.9258,0,983.9,15.6,16.093,4.1,41.1381721117652,26516.42
Solar Array,2010,6,3,12,1,15.6,0.9033,0,984.3,17.2,16.093,4.1,51.651301570279,34354.66
Solar Array,2010,6,3,13,1,15,0.8971,0,984.6,16.7,16.093,4.1,61.0511326227013,33738.9
Solar Array,2010,6,3,14,1,15,0.8369,0,984.9,17.8,16.093,3.1,67.5338255159055,48284.88
Solar Array,2010,6,3,15,1,15,0.7812,0,984.6,18.9,16.093,3.6,68.136546090288,74773.26
Solar Array,2010,6,3,16,1,15,0.7573,0,984.6,19.4,16.093,3.1,62.4608032458771,110567.7
Solar Array,2010,6,3,17,1,15,0.7296,0,984.3,20,16.093,3.1,53.3977263953447,65707.5
Solar Array,2010,6,3,18,0.5,16.1,0.7544,0,984.6,20.6,16.093,2.1,43.0075103112264,83326.02
Solar Array,2010,6,3,19,0.9,15.6,0.7307,0,984.6,20.6,16.093,2.6,32.1965704614518,46908.22
Solar Array,2010,6,3,20,1,15.6,0.7583,0,984.6,20,16.093,3.6,21.417645025885,17553.7
Solar Array,2010,6,3,21,0,15.6,0.787,0,984.6,19.4,16.093,3.1,10.9840494479114,6648.62
Solar Array,2010,6,3,22,0,15.6,0.8697,0,984.6,17.8,16.093,2.6,1.19435272403717,NULL
Solar Array,2010,6,3,23,0,15,0.8971,0,985.3,16.7,16.093,2.6,-7.60526917482693,NULL
Solar Array,2010,6,3,24,0,14.4,0.9258,0,985.9,15.6,16.093,2.1,-14.9869541091758,NULL
Solar Array,2010,6,4,1,0,14.4,0.9258,0,986.3,15.6,16.093,0,-20.444964301052,NULL
Solar Array,2010,6,4,2,0,13.9,0.9314,0,986.6,15,11.265,1.5,-23.4714209697777,NULL
Solar Array,2010,6,4,3,0,14.4,0.9621,0,986.3,15,11.265,2.1,-23.7166199191922,NULL
Solar Array,2010,6,4,4,0,13.9,0.9682,0,986.3,14.4,8.047,2.1,-21.1496497884096,NULL
Solar Array,2010,6,4,5,0.9,13.3,0.9617,0,986.3,13.9,2.012,1.5,-16.0745289327657,NULL
Solar Array,2010,6,4,6,0.5,13.9,0.9682,0,986.3,14.4,6.437,2.1,-8.98507118040264,NULL
Solar Array,2010,6,4,7,1,13.9,0.9682,0,986.3,14.4,6.437,2.1,-0.395161316229121,NULL
Solar Array,2010,6,4,8,0.5,14.4,0.9621,0,986.6,15,6.437,3.1,9.25244187789342,15773.6
Solar Array,2010,6,4,9,0,15,0.932,0,986.6,16.1,8.047,0,19.5996308211374,28571.42
Solar Array,2010,6,4,10,1,15.6,0.9323,0,986.6,16.7,9.656,1.5,30.3439240718055,43397.88
Solar Array,2010,6,4,11,1,16.1,0.898,0,986.3,17.8,8.047,1.5,41.1821969273397,66470.36
Solar Array,2010,6,4,12,0.9,17.2,0.8932,0,985.6,19,9.656,3.6,51.7028403584613,50385.56
Solar Array,2010,6,4,13,0.25,17.2,0.7845,0,985.3,21.1,9.656,6.2,61.1209234523498,92419.1
Solar Array,2010,6,4,14,0.9,16.7,0.7601,0,984.3,21.1,11.265,3.6,67.6344230057794,30862.92
Solar Array,2010,6,4,15,0.9,17.2,0.7845,0.3,983.9,21.1,11.265,1.5,68.2589884140275,47430.62
Solar Array,2010,6,4,16,1,16.1,0.6841,0,982.9,22.2,16.093,2.6,62.5790913134111,33397.84
Solar Array,2010,6,4,17,1,15.6,0.6831,0,982.6,21.7,16.093,0,53.5069461079519,28978.4
Solar Array,2010,6,4,18,0.9,17.2,0.7562,0,981.6,21.7,14.484,1.5,43.1116788025294,11067.62
Solar Array,2010,6,4,19,0.9,16.7,0.7838,0.5,981,20.6,14.484,0,32.2994596636959,15199.1
Solar Array,2010,6,4,20,0.5,17.8,0.8401,0.8,980.6,20.6,14.484,2.1,21.5218766054223,21948.44
Solar Array,2010,6,4,21,0.9,18.3,0.8407,0,980.3,21.1,12.875,1.5,11.0913880322331,8885.08
Solar Array,2010,6,4,22,0.9,18.9,0.9001,0,980,20.6,9.656,2.1,1.3058725283596,NULL
Solar Array,2010,6,4,23,0.9,18.3,0.8996,0.3,980,20,9.656,1.5,-7.48927765932891,NULL
Solar Array,2010,6,4,24,0.25,18.3,0.9337,0.3,980.6,19.4,6.437,2.6,-14.8673344022595,NULL
Solar Array,2010,6,5,1,1,18,1,0,980.6,18,0.402,0,-20.3241670285677,NULL
Solar Array,2010,6,5,2,1,17,0.9389,0,NULL,18,0.402,0,-23.353635053745,NULL
Solar Array,2010,6,5,3,0,17.8,0.9334,0,980.3,18.9,2.012,0,-23.6068990085119,NULL
