Location,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitation,Pressure,Temperature,Visibility,Wind_Speed
Solar Array,2011,7,3,9,0,16.1,0.6174,0,991.9,23.9,16.093,2.6
Solar Array,2011,7,3,10,0,15.6,0.5599,0,991.9,25,16.093,1.5
Solar Array,2011,7,3,11,0,15,0.5199,0,992.2,25.6,16.093,0
Solar Array,2011,7,3,12,0,15,0.4873,0,992.2,26.7,16.093,2.6
Solar Array,2011,7,3,13,0,14.4,0.4553,0,991.9,27.2,16.093,2.1
Solar Array,2011,7,3,14,0,15.6,0.4613,0,991.2,28.3,16.093,5.1
Solar Array,2011,7,3,15,0.25,15.6,0.4455,0,990.9,28.9,16.093,4.6
Solar Array,2011,7,3,16,0.25,16.1,0.46,0,990.3,28.9,16.093,3.1
Solar Array,2011,7,3,17,,15,0.4165,0,989.9,29.4,16.093,4.1
Solar Array,2011,7,3,18,0.25,13.9,0.4134,0,989.6,28.3,16.093,4.6
Solar Array,2011,7,3,19,,13.3,0.4093,0,988.6,27.8,16.093,5.1
Solar Array,2011,7,3,20,,14.4,0.4688,0,988.9,26.7,16.093,2.6
Solar Array,2011,7,3,21,0,15,0.5199,0,989.3,25.6,16.093,0
Solar Array,2011,7,3,22,,15.6,0.6199,0,989.6,23.3,16.093,2.1
Solar Array,2011,7,3,23,,16.7,0.7327,0,989.9,21.7,16.093,2.1
Solar Array,2011,7,4,0,,16.1,0.7544,0,989.9,20.6,16.093,3.1
Solar Array,2011,7,4,1,,17.2,0.8713,0,989.9,19.4,16.093,1.5
Solar Array,2011,7,4,2,,15.6,0.787,0,990.3,19.4,16.093,3.6
Solar Array,2011,7,4,3,,11.1,0.587,0,989.9,19.4,16.093,3.1
Solar Array,2011,7,4,4,,13.9,0.8096,0,990.3,17.2,16.093,3.1
Solar Array,2011,7,4,5,,13.9,0.8356,0,990.6,16.7,16.093,2.6
Solar Array,2011,7,4,6,,12.8,0.8081,0,990.6,16.1,16.093,1.5
Solar Array,2011,7,4,7,,13.9,0.8096,0,990.9,17.2,16.093,0
Solar Array,2011,7,4,8,,13.9,0.6796,0,991.2,20,16.093,0
Solar Array,2011,7,4,9,,13.3,0.5712,0,991.6,22.2,16.093,1.5
Solar Array,2011,7,4,10,,11.1,0.446,0,991.9,23.9,16.093,2.1
Solar Array,2011,7,4,11,,12.2,0.4491,0,991.9,25,16.093,0
Solar Array,2011,7,4,12,,13.3,0.4658,0,991.9,25.6,16.093,2.1
Solar Array,2011,7,4,13,,13.9,0.4539,0,991.6,26.7,16.093,0
Solar Array,2011,7,4,14,0.5,13.3,0.4239,0,991.2,27.2,16.093,0
Solar Array,2011,7,4,15,0.25,12.2,0.3809,0,991.2,27.8,16.093,0
Solar Array,2011,7,4,16,0.25,13.3,0.3976,0,990.9,28.3,16.093,2.1
Solar Array,2011,7,4,17,0.25,13.9,0.4134,0,990.3,28.3,16.093,1.5
Solar Array,2011,7,4,18,,12.2,0.37,0,989.9,28.3,16.093,0
Solar Array,2011,7,4,19,,13.9,0.4256,0,989.6,27.8,16.093,3.1
Solar Array,2011,7,4,20,,13.9,0.4408,0,989.6,27.2,16.093,2.6
Solar Array,2011,7,4,21,,13.9,0.4702,0,989.6,26.1,16.093,1.5
Solar Array,2011,7,4,22,,13.9,0.5019,0,989.6,25,16.093,2.1
Solar Array,2011,7,4,23,0,14.4,0.5739,0,989.9,23.3,16.093,2.6
Solar Array,2011,7,5,0,0,15,0.6376,0,990.3,22.2,16.093,2.1
Solar Array,2011,7,5,1,0,16.1,0.8125,0,990.9,19.4,16.093,3.6
Solar Array,2011,7,5,2,0,15.6,0.787,0,990.6,19.4,16.093,2.6
Solar Array,2011,7,5,3,0,15.6,0.8119,0,990.9,18.9,16.093,2.1
Solar Array,2011,7,5,4,0,15.6,0.8429,0,990.9,18.3,16.093,2.6
Solar Array,2011,7,5,5,0,16.1,0.8702,0,990.9,18.3,16.093,3.1
Solar Array,2011,7,5,6,0,15.6,0.8697,0,990.9,17.8,16.093,2.6
Solar Array,2011,7,5,7,0,16.1,0.8702,0,990.9,18.3,16.093,3.6
Solar Array,2011,7,5,8,0,16.1,0.7829,0,991.2,20,16.093,2.6
Solar Array,2011,7,5,9,0,16.1,0.64,0,990.9,23.3,16.093,5.1
Solar Array,2011,7,5,10,0,16.7,0.5627,0,991.2,26.1,16.093,6.2
Solar Array,2011,7,5,11,0,16.1,0.5077,0,990.9,27.2,16.093,7.2
Solar Array,2011,7,5,12,0,16.7,0.4947,0,990.9,28.3,16.093,5.7
Solar Array,2011,7,5,13,0,18.3,0.5135,0,990.3,29.4,16.093,5.7
Solar Array,2011,7,5,14,0,18.3,0.4794,0,989.9,30.6,16.093,5.7
Solar Array,2011,7,5,15,0,17.8,0.4808,0,989.9,30,16.093,5.7
Solar Array,2011,7,5,16,0.5,18.3,0.466,0,989.6,31.1,16.093,5.7
Solar Array,2011,7,5,17,0.25,18.3,0.4794,0,989.6,30.6,16.093,7.2
Solar Array,2011,7,5,18,0,18.3,0.4794,0,989.3,30.6,16.093,6.2
Solar Array,2011,7,5,19,0,17.2,0.463,0,988.6,30,16.093,6.2
Solar Array,2011,7,5,20,0,17.2,0.4932,0,988.6,28.9,16.093,6.2
Solar Array,2011,7,5,21,0,16.1,0.5077,0,988.6,27.2,16.093,4.1
Solar Array,2011,7,5,22,0,17.2,0.5982,0,988.6,25.6,16.093,3.1
Solar Array,2011,7,5,23,0,17.2,0.6425,0,988.9,24.4,16.093,3.1
Solar Array,2011,7,6,0,0,17.8,0.6875,0,988.6,23.9,16.093,3.1
Solar Array,2011,7,6,1,0,17.8,0.6672,0,988.9,24.4,16.093,3.6
Solar Array,2011,7,6,2,0.9,17.2,0.6425,0,989.3,24.4,16.093,3.6
Solar Array,2011,7,6,3,0.9,18.3,0.7094,0,989.3,23.9,16.093,3.1
Solar Array,2011,7,6,4,0,18.9,0.8162,0,989.3,22.2,16.093,0
Solar Array,2011,7,6,5,0,18.9,0.8162,0,988.6,22.2,16.093,2.6
Solar Array,2011,7,6,6,0.9,18.9,0.8414,0,988.9,21.7,16.093,2.1
Solar Array,2011,7,6,7,1,18.9,0.8414,0,988.9,21.7,16.093,0
Solar Array,2011,7,6,8,0,18.3,0.7861,0,989.6,22.2,16.093,4.1
Solar Array,2011,7,6,9,0.5,19.4,0.7877,0,989.9,23.3,16.093,4.1
Solar Array,2011,7,6,10,0,19.4,0.7598,0,990.3,23.9,16.093,3.6
Solar Array,2011,7,6,11,0,19.4,0.7115,0,990.3,25,16.093,3.6
Solar Array,2011,7,6,12,0,19.4,0.6435,0,990.3,26.7,16.093,5.1
Solar Array,2011,7,6,13,0.25,17.2,0.5106,0,990.3,28.3,16.093,3.6
Solar Array,2011,7,6,14,0.5,15,0.4165,0,990.3,29.4,16.093,4.1
Solar Array,2011,7,6,15,0,14.4,0.4007,0,990.3,29.4,16.093,3.6
Solar Array,2011,7,6,16,0,13.3,0.3731,0,990.3,29.4,16.093,5.7
Solar Array,2011,7,6,17,0.5,13.9,0.4134,0,990.3,28.3,16.093,4.1
Solar Array,2011,7,6,18,0,12.2,0.37,0,990.3,28.3,16.093,7.2
Solar Array,2011,7,6,19,0,12.8,0.3962,0,989.9,27.8,16.093,4.6
Solar Array,2011,7,6,20,0,12.2,0.4062,0,990.3,26.7,16.093,5.1
Solar Array,2011,7,6,21,0,18.9,0.7636,0,990.6,23.3,16.093,3.6
Solar Array,2011,7,6,22,0,18.3,0.8104,0,991.2,21.7,16.093,2.6
Solar Array,2011,7,6,23,0,18.3,0.8996,0,991.9,20,16.093,2.1
Solar Array,2011,7,7,0,0,17.8,0.9048,0,991.9,19.4,16.093,2.6
Solar Array,2011,7,7,1,0,17.8,0.9334,0,992.2,18.9,16.093,0
Solar Array,2011,7,7,2,0,17.2,0.9331,0,992.2,18.3,16.093,0
Solar Array,2011,7,7,3,0,16.7,0.9329,0,992.6,17.8,16.093,0
Solar Array,2011,7,7,4,0,15.6,0.9033,0,992.6,17.2,16.093,2.1
Solar Array,2011,7,7,5,0,14.4,0.8967,0,992.9,16.1,16.093,2.1
Solar Array,2011,7,7,6,0,13.9,0.8681,0,992.9,16.1,16.093,2.1
Solar Array,2011,7,7,7,0,13.3,0.8036,0,993.2,16.7,16.093,2.6
Solar Array,2011,7,7,8,0,13.9,0.7554,0,993.6,18.3,16.093,1.5
Solar Array,2011,7,7,9,0,13.9,0.6796,0,993.2,20,16.093,2.6
Solar Array,2011,7,7,10,0,12.8,0.5699,0,993.2,21.7,16.093,3.1
Solar Array,2011,7,7,11,0,12.2,0.5315,0,993.2,22.2,16.093,2.1
Solar Array,2011,7,7,12,0,13.3,0.5508,0,993.2,22.8,16.093,0
Solar Array,2011,7,7,13,0,13.3,0.5508,0,993.2,22.8,16.093,0
Solar Array,2011,7,7,14,0,15,0.5584,0,992.9,24.4,16.093,0
Solar Array,2011,7,7,15,0,14.4,0.5184,0,991.9,25,16.093,0
Solar Array,2011,7,7,16,0,13.9,0.5019,0,991.6,25,16.093,0
Solar Array,2011,7,7,17,0,14.4,0.4857,0,990.9,26.1,16.093,0
Solar Array,2011,7,7,18,0,13.3,0.4658,0,990.3,25.6,16.093,1.5
Solar Array,2011,7,7,19,0,14.4,0.5002,0,989.9,25.6,16.093,3.1
Solar Array,2011,7,7,20,0,13.9,0.5019,0,989.3,25,16.093,0
Solar Array,2011,7,7,21,0,15.6,0.6626,0,989.3,22.2,16.093,1.5
Solar Array,2011,7,7,22,0,15,0.6376,0,989.3,22.2,16.093,0
Solar Array,2011,7,7,23,0,15.6,0.7086,0,989.6,21.1,16.093,0
Solar Array,2011,7,8,0,0,16.1,0.8125,0,989.6,19.4,16.093,0
Solar Array,2011,7,8,1,0,14.4,0.702,0,989.3,20,16.093,0
Solar Array,2011,7,8,2,0,13.9,0.7554,0,988.6,18.3,16.093,0
Solar Array,2011,7,8,3,0,13.3,0.7786,0,988.3,17.2,16.093,0
Solar Array,2011,7,8,4,0,13.9,0.8356,0,988.6,16.7,16.093,0
Solar Array,2011,7,8,5,0,13.9,0.8963,0,988.6,15.6,16.093,0
Solar Array,2011,7,8,6,0,13.9,0.8681,0,988.6,16.1,16.093,0
Solar Array,2011,7,8,7,0,13.9,0.9314,0,988.3,15,16.093,0
Solar Array,2011,7,8,8,0,15.6,0.8119,0,988.3,18.9,16.093,0
Solar Array,2011,7,8,9,0,16.1,0.7053,0,988.3,21.7,16.093,2.1
Solar Array,2011,7,8,10,0,16.1,0.6174,0,988.3,23.9,16.093,2.6
Solar Array,2011,7,8,11,0,15.6,0.5403,0,987.9,25.6,16.093,2.1
Solar Array,2011,7,8,12,0,15,0.4873,0,987.9,26.7,16.093,0
Solar Array,2011,7,8,13,0,15,0.4873,0,987.9,26.7,16.093,1.5
Solar Array,2011,7,8,14,0.5,14.4,0.427,0,987.6,28.3,16.093,0
Solar Array,2011,7,8,15,0,15.6,0.4455,0,986.9,28.9,16.093,3.1
Solar Array,2011,7,8,16,0.5,16.1,0.46,0,986.9,28.9,16.093,2.1
Solar Array,2011,7,8,17,0,15.6,0.4455,0,986.6,28.9,16.093,2.6
Solar Array,2011,7,8,18,0,15.6,0.4328,0,986.6,29.4,16.093,1.5
Solar Array,2011,7,8,19,0.25,15.6,0.4455,0,986.6,28.9,16.093,3.1
Solar Array,2011,7,8,20,0,16.1,0.4903,0,986.9,27.8,16.093,3.1
Solar Array,2011,7,8,21,0,16.1,0.5579,0,987.3,25.6,16.093,2.6
Solar Array,2011,7,8,22,0,15.6,0.5403,0,987.3,25.6,16.093,1.5
Solar Array,2011,7,8,23,0.5,16.7,0.6649,0,987.9,23.3,16.093,3.6
Solar Array,2011,7,9,0,0,17.8,0.8147,0,988.3,21.1,16.093,2.6
Solar Array,2011,7,9,1,0,18.3,0.8669,0,988.6,20.6,16.093,3.1
Solar Array,2011,7,9,2,0,18.3,0.8996,0,988.9,20,16.093,2.6
Solar Array,2011,7,9,3,0,17.8,0.9334,0,989.3,18.9,16.093,2.1
Solar Array,2011,7,9,4,0,16.7,0.9041,0,989.9,18.3,16.093,2.6
Solar Array,2011,7,9,5,0,16.1,0.898,0,990.6,17.8,16.093,2.1
Solar Array,2011,7,9,6,0,15.6,0.9323,0,991.2,16.7,16.093,0
Solar Array,2011,7,9,7,0,16.1,0.898,0,991.2,17.8,16.093,1.5
Solar Array,2011,7,9,8,0,16.7,0.8133,0,991.6,20,16.093,2.1
Solar Array,2011,7,9,9,0,17.8,0.7346,0,991.6,22.8,16.093,2.1
Solar Array,2011,7,9,10,0,17.8,0.6875,0,991.9,23.9,16.093,0
Solar Array,2011,7,9,11,0,16.7,0.5796,0,991.9,25.6,16.093,0
Solar Array,2011,7,9,12,0,16.1,0.5228,0,991.9,26.7,16.093,1.5
Solar Array,2011,7,9,13,0,15,0.4438,0,991.6,28.3,16.093,1.5
Solar Array,2011,7,9,14,0,16.1,0.46,0,991.2,28.9,16.093,2.6
Solar Array,2011,7,9,15,0,16.1,0.4469,0,990.9,29.4,16.093,2.6
Solar Array,2011,7,9,16,0.5,16.7,0.4643,0,990.9,29.4,16.093,2.6
Solar Array,2011,7,9,17,0.25,16.1,0.4318,0,990.6,30,16.093,0
Solar Array,2011,7,9,18,0.25,16.1,0.4469,0,990.6,29.4,16.093,2.1
Solar Array,2011,7,9,19,0,16.7,0.4643,0,990.3,29.4,16.093,2.1
Solar Array,2011,7,9,20,0,16.7,0.4947,0,989.9,28.3,16.093,3.6
Solar Array,2011,7,9,21,0,15,0.4732,0,989.9,27.2,16.093,4.6
Solar Array,2011,7,9,22,0,14.4,0.5002,0,990.3,25.6,16.093,3.1
Solar Array,2011,7,9,23,0,15.6,0.5803,0,990.3,24.4,16.093,2.6
Solar Array,2011,7,10,0,0,13.9,0.4843,0,990.3,25.6,16.093,3.6
Solar Array,2011,7,10,1,0,14.4,0.5184,0,990.3,25,16.093,3.6
Solar Array,2011,7,10,2,0,16.1,0.5992,0,989.9,24.4,16.093,3.1
Solar Array,2011,7,10,3,0,16.1,0.6174,0,989.9,23.9,16.093,3.1
Solar Array,2011,7,10,4,0,16.7,0.6649,0,989.9,23.3,16.093,3.1
Solar Array,2011,7,10,5,0,17.2,0.6863,0,989.9,23.3,16.093,2.6
Solar Array,2011,7,10,6,0.5,16.7,0.6853,0,989.9,22.8,16.093,2.1
Solar Array,2011,7,10,7,0.9,17.2,0.7074,0,989.9,22.8,16.093,2.6
Solar Array,2011,7,10,8,0,17.8,0.7346,0,990.6,22.8,16.093,2.6
Solar Array,2011,7,10,9,0,18.9,0.7365,0,990.6,23.9,16.093,2.1
Solar Array,2011,7,10,10,0,19.4,0.6666,0,990.3,26.1,16.093,3.6
Solar Array,2011,7,10,11,0.25,21.1,0.6701,0,990.3,27.8,16.093,4.6
Solar Array,2011,7,10,12,0.25,21.7,0.6522,0,990.6,28.9,16.093,4.6
Solar Array,2011,7,10,13,0.9,21.7,0.6122,0,989.9,30,14.484,4.6
Solar Array,2011,7,10,14,0.25,21.1,0.5543,0,989.6,31.1,12.875,6.7
Solar Array,2011,7,10,15,0.25,20,0.518,0,989.3,31.1,16.093,6.7
Solar Array,2011,7,10,16,0.25,19.4,0.4689,0,989.3,32.2,16.093,5.7
Solar Array,2011,7,10,17,0.25,19.4,0.4991,0,988.9,31.1,16.093,5.7
Solar Array,2011,7,10,18,0.25,20.6,0.5375,0,988.6,31.1,12.875,4.1
Solar Array,2011,7,10,19,0,21.1,0.5703,0,988.3,30.6,11.265,4.6
Solar Array,2011,7,10,20,0,21.7,0.6122,0,988.3,30,11.265,3.1
Solar Array,2011,7,10,21,0,21.7,0.6952,0,988.6,27.8,9.656,2.6
Solar Array,2011,7,10,22,0,21.7,0.7199,0,988.6,27.2,11.265,1.5
Solar Array,2011,7,10,23,0,21.7,0.768,0,988.6,26.1,9.656,0
Solar Array,2011,7,11,0,0,21.1,0.7403,0,988.3,26.1,9.656,0
Solar Array,2011,7,11,1,0,21.1,0.819,0,988.3,24.4,8.047,1.5
Solar Array,2011,7,11,2,0,21.1,0.8438,0,987.9,23.9,8.047,1.5
Solar Array,2011,7,11,3,0,20.6,0.8484,0,987.9,23.3,8.047,0
Solar Array,2011,7,11,4,0,21.7,0.9075,0,987.6,23.3,6.437,1.5
Solar Array,2011,7,11,5,0,21.1,0.9017,0,986.9,22.8,6.437,2.1
Solar Array,2011,7,11,6,0,20,0.8426,0,986.9,22.8,8.047,2.6
Solar Array,2011,7,11,7,0,20,0.8426,0,987.3,22.8,6.437,3.1
Solar Array,2011,7,11,8,0,20.6,0.8183,0,986.6,23.9,6.437,2.6
Solar Array,2011,7,11,9,0.5,20.6,0.7663,0,986.9,25,8.047,2.1
Solar Array,2011,7,11,10,1,21.1,0.8438,0.8,985.3,23.9,6.437,3.6
Solar Array,2011,7,11,11,0.5,20.6,0.9348,1.3,983.9,21.7,14.484,6.2
Solar Array,2011,7,11,12,0,21.1,0.8748,0,984.6,23.3,16.093,6.7
Solar Array,2011,7,11,13,0.5,21.7,0.8496,0,983.9,24.4,16.093,5.7
Solar Array,2011,7,11,14,0.5,21.1,0.7902,0,983.3,25,16.093,5.7
Solar Array,2011,7,11,15,0,21.7,0.7413,0,982,26.7,16.093,3.6
Solar Array,2011,7,11,16,0.25,22.2,0.7166,0,982.9,27.8,16.093,5.1
Solar Array,2011,7,11,17,0.25,22.2,0.6961,0,983.3,28.3,16.093,4.6
Solar Array,2011,7,11,18,0.5,22.8,0.6973,0,983.3,28.9,16.093,5.7
Solar Array,2011,7,11,19,0,22.2,0.6724,0,983.3,28.9,16.093,6.2
Solar Array,2011,7,11,20,0.5,22.2,0.6961,0,983.6,28.3,16.093,5.7
Solar Array,2011,7,11,21,0.9,21.7,0.7413,0,984.3,26.7,16.093,6.7
Solar Array,2011,7,11,22,0,21.1,0.7902,0,984.9,25,16.093,5.1
Solar Array,2011,7,11,23,0,21.7,0.8754,0,985.6,23.9,16.093,4.1
Solar Array,2011,7,12,0,0,21.7,0.9354,0,985.9,22.8,16.093,2.6
Solar Array,2011,7,12,1,0,21.7,0.9354,0,985.9,22.8,16.093,3.1
Solar Array,2011,7,12,2,0,21.7,0.97,0,985.6,22.2,14.484,3.1
Solar Array,2011,7,12,3,0,21.1,0.9351,0,985.6,22.2,12.875,3.6
Solar Array,2011,7,12,4,0,20.6,0.9698,0,985.9,21.1,11.265,2.1
Solar Array,2011,7,12,5,0,20.6,0.9698,0,985.9,21.1,8.047,1.5
Solar Array,2011,7,12,6,0,20,1,0,986.6,20,4.828,2.6
Solar Array,2011,7,12,7,0.25,20.6,1,0,987.3,20.6,4.828,2.1
Solar Array,2011,7,12,8,0,21.7,0.97,0,987.6,22.2,11.265,2.1
Solar Array,2011,7,12,9,0,20.6,0.7663,0,987.6,25,16.093,1.5
Solar Array,2011,7,12,10,0,18.9,0.6238,0,987.9,26.7,16.093,0
Solar Array,2011,7,12,11,0,17.8,0.546,0,988.3,27.8,16.093,1.5
Solar Array,2011,7,12,12,0,17.2,0.4932,0,988.6,28.9,16.093,4.1
Solar Array,2011,7,12,13,0.5,17.8,0.4977,0,988.3,29.4,16.093,6.2
Solar Array,2011,7,12,14,0.25,17.8,0.4808,0,988.3,30,16.093,7.2
Solar Array,2011,7,12,15,0.25,17.8,0.4977,0,988.3,29.4,16.093,7.7
Solar Array,2011,7,12,16,0,16.7,0.4778,0,988.6,28.9,16.093,7.2
Solar Array,2011,7,12,17,0,16.1,0.4903,0,988.6,27.8,16.093,7.2
Solar Array,2011,7,12,18,0,16.1,0.5228,0,988.3,26.7,16.093,6.7
Solar Array,2011,7,12,19,0,16.1,0.5579,0,987.9,25.6,16.093,6.2
Solar Array,2011,7,12,20,0,15,0.5754,0,988.9,23.9,16.093,4.1
Solar Array,2011,7,12,21,0,13.9,0.5727,0,989.9,22.8,16.093,5.1
Solar Array,2011,7,12,22,1,12.2,0.5315,0,991.2,22.2,16.093,6.2
Solar Array,2011,7,12,23,0,13.3,0.6299,0,991.2,20.6,16.093,4.6
Solar Array,2011,7,13,0,0,13.9,0.7054,0,990.9,19.4,16.093,4.6
Solar Array,2011,7,13,1,0,13.9,0.7554,0,990.9,18.3,16.093,4.6
Solar Array,2011,7,13,2,0,13.9,0.8096,0,991.2,17.2,16.093,4.6
Solar Array,2011,7,13,3,0,13.3,0.8349,0,991.2,16.1,16.093,4.1
Solar Array,2011,7,13,4,0,13.3,0.862,0,991.6,15.6,16.093,3.6
Solar Array,2011,7,13,5,0,12.8,0.867,0,991.9,15,16.093,3.6
Solar Array,2011,7,13,6,0,12.2,0.8664,0,992.2,14.4,16.093,4.1
Solar Array,2011,7,13,7,0,12.8,0.9012,0,992.9,14.4,16.093,4.6
Solar Array,2011,7,13,8,0,13.3,0.8349,0,992.9,16.1,16.093,5.7
Solar Array,2011,7,13,9,0.5,13.9,0.8096,0,993.6,17.2,16.093,3.6
Solar Array,2011,7,13,10,1,14.4,0.7516,0,993.9,18.9,16.093,4.1
Solar Array,2011,7,13,11,0.9,15.6,0.7086,0,993.9,21.1,16.093,3.1
Solar Array,2011,7,13,12,0.5,15,0.6376,0,994.2,22.2,16.093,4.6
Solar Array,2011,7,13,13,0,15,0.6148,0,994.6,22.8,16.093,0
Solar Array,2011,7,13,14,0.9,15,0.5965,0,994.2,23.3,16.093,2.6
Solar Array,2011,7,13,15,0.25,15.6,0.5803,0,994.6,24.4,16.093,2.6
Solar Array,2011,7,13,16,0,15.6,0.5803,0,994.6,24.4,16.093,4.1
Solar Array,2011,7,13,17,0,15,0.5584,0,994.6,24.4,16.093,5.7
Solar Array,2011,7,13,18,0,13.3,0.5154,0,994.6,23.9,16.093,5.1
Solar Array,2011,7,13,19,0,12.2,0.4973,0,994.2,23.3,16.093,6.2
Solar Array,2011,7,13,20,0,11.1,0.4942,0,994.2,22.2,16.093,5.1
Solar Array,2011,7,13,21,0,11.1,0.5451,0,994.6,20.6,16.093,3.1
Solar Array,2011,7,13,22,0,10.6,0.5858,0,995.2,18.9,16.093,3.1
Solar Array,2011,7,13,23,0.25,10.6,0.6276,0,995.6,17.8,16.093,2.6
Solar Array,2011,7,14,0,0,10,0.6262,0,995.6,17.2,16.093,2.6
Solar Array,2011,7,14,1,0,10,0.6262,0,996.2,17.2,16.093,0
Solar Array,2011,7,14,2,0,11.1,0.7459,0,996.6,15.6,16.093,0
Solar Array,2011,7,14,3,0,10.6,0.7498,0,996.2,15,16.093,0
Solar Array,2011,7,14,4,0,11.1,0.8653,0,996.2,13.3,16.093,2.6
Solar Array,2011,7,14,5,0,11.7,0.9004,0,996.2,13.3,16.093,1.5
Solar Array,2011,7,14,6,0,11.7,0.8659,0,996.9,13.9,16.093,1.5
Solar Array,2011,7,14,7,0,12.2,0.8664,0,996.9,14.4,16.093,1.5
Solar Array,2011,7,14,8,0,13.3,0.8349,0,996.9,16.1,16.093,0
Solar Array,2011,7,14,9,0,15,0.7812,0,996.6,18.9,16.093,1.5
Solar Array,2011,7,14,10,0,14.4,0.6324,0,996.6,21.7,16.093,5.1
Solar Array,2011,7,14,11,0,12.8,0.5172,0,996.6,23.3,16.093,3.1
Solar Array,2011,7,14,12,0,11.1,0.446,0,996.2,23.9,16.093,2.6
Solar Array,2011,7,14,13,0,11.7,0.4346,0,995.6,25,16.093,0
Solar Array,2011,7,14,14,0.25,11.7,0.4346,0,995.6,25,16.093,0
Solar Array,2011,7,14,15,0.25,11.7,0.4194,0,995.2,25.6,16.093,2.6
Solar Array,2011,7,14,16,0.9,14.4,0.5184,0,994.9,25,16.093,1.5
Solar Array,2011,7,14,17,0.5,13.9,0.5359,0,994.2,23.9,16.093,4.1
Solar Array,2011,7,14,18,0,14.4,0.5536,0,994.2,23.9,16.093,5.1
Solar Array,2011,7,14,19,0,14.4,0.5536,0,993.9,23.9,16.093,4.1
Solar Array,2011,7,14,20,0,13.3,0.5508,0,993.2,22.8,16.093,3.6
Solar Array,2011,7,14,21,0,15,0.6573,0,992.9,21.7,16.093,2.1
Solar Array,2011,7,14,22,0,15.6,0.7307,0,993.2,20.6,16.093,3.1
Solar Array,2011,7,14,23,0,13.3,0.6536,0,993.6,20,16.093,3.1
Solar Array,2011,7,15,0,0,13.9,0.7054,0,993.6,19.4,16.093,2.1
Solar Array,2011,7,15,1,0,13.9,0.7054,0,993.9,19.4,16.093,2.1
Solar Array,2011,7,15,2,0,13.9,0.7276,0,993.9,18.9,16.093,2.1
Solar Array,2011,7,15,3,0.9,14.4,0.7803,0,994.2,18.3,16.093,2.1
Solar Array,2011,7,15,4,0,14.4,0.7803,0,994.2,18.3,16.093,0
Solar Array,2011,7,15,5,0.25,14.4,0.7803,0,993.9,18.3,16.093,0
Solar Array,2011,7,15,6,0,15,0.8369,0,993.9,17.8,16.093,0
Solar Array,2011,7,15,7,0,15,0.8111,0,994.6,18.3,16.093,0
Solar Array,2011,7,15,8,0,15.6,0.787,0,994.6,19.4,16.093,0
Solar Array,2011,7,15,9,0,15.6,0.7086,0,994.6,21.1,16.093,0
Solar Array,2011,7,15,10,0,16.1,0.6841,0,994.9,22.2,16.093,1.5
Solar Array,2011,7,15,11,0,15.6,0.5803,0,994.6,24.4,16.093,3.6
Solar Array,2011,7,15,12,0,14.4,0.5002,0,994.2,25.6,16.093,3.6
Solar Array,2011,7,15,13,0,14.4,0.4553,0,993.6,27.2,16.093,2.6
Solar Array,2011,7,15,14,0,15.6,0.4749,0,993.6,27.8,16.093,4.1
Solar Array,2011,7,15,15,0.25,16.1,0.4903,0,993.6,27.8,16.093,3.1
Solar Array,2011,7,15,16,0.25,16.7,0.5093,0,993.6,27.8,16.093,2.6
Solar Array,2011,7,15,17,0.25,16.7,0.4947,0,993.2,28.3,16.093,4.1
Solar Array,2011,7,15,18,0,16.1,0.4903,0,992.9,27.8,16.093,4.1
Solar Array,2011,7,15,19,0,16.1,0.5228,0,992.6,26.7,16.093,4.6
Solar Array,2011,7,15,20,0,15.6,0.5403,0,992.2,25.6,16.093,4.6
Solar Array,2011,7,15,21,0,16.7,0.6649,0,992.2,23.3,16.093,3.1
Solar Array,2011,7,15,22,0,17.2,0.7845,0,992.6,21.1,16.093,2.6
Solar Array,2011,7,15,23,0,18.3,0.8407,0,992.6,21.1,16.093,3.1
Solar Array,2011,7,16,0,0,14.4,0.656,0,992.6,21.1,16.093,4.1
Solar Array,2011,7,16,1,0,13.3,0.6998,0,992.9,18.9,16.093,3.6
Solar Array,2011,7,16,2,0,13.3,0.6784,0,993.2,19.4,16.093,0
Solar Array,2011,7,16,3,0,14.4,0.8052,0,993.6,17.8,16.093,1.5
Solar Array,2011,7,16,4,0,13.9,0.8096,0,993.9,17.2,16.093,0
Solar Array,2011,7,16,5,0,13.9,0.8096,0,993.9,17.2,16.093,1.5
Solar Array,2011,7,16,6,0,13.3,0.7786,0,993.9,17.2,16.093,0
Solar Array,2011,7,16,7,0,14.4,0.8362,0,993.9,17.2,16.093,0
Solar Array,2011,7,16,8,0,15,0.7573,0,994.2,19.4,16.093,0
Solar Array,2011,7,16,9,0,16.1,0.6841,0,994.6,22.2,16.093,0
Solar Array,2011,7,16,10,0,16.7,0.6006,0,994.2,25,16.093,2.1
Solar Array,2011,7,16,11,0,17.2,0.5606,0,994.2,26.7,16.093,2.1
Solar Array,2011,7,16,12,0,16.7,0.5275,0,994.2,27.2,16.093,0
Solar Array,2011,7,16,13,0,15.6,0.4455,0,994.2,28.9,16.093,2.1
Solar Array,2011,7,16,14,0,14.4,0.3871,0,993.9,30,16.093,3.1
Solar Array,2011,7,16,15,0,12.2,0.315,0,993.9,31.1,16.093,0
Solar Array,2011,7,16,16,0,12.8,0.3371,0,993.9,30.6,16.093,1.5
