Year,Month,Day,Hour,Calc_Sector_KW,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation
Consumption,2,2,15,101972.7312,1,-19.4,0.6,4,-13.3,11.3,5,Thu,NULL,1,28.40288551
Consumption,2,2,16,103261.8462,1,-18.9,0.61,4,-12.8,12.9,5,Thu,NULL,1,23.5573683
Consumption,2,2,17,123195.5774,0.8,-17.8,0.7,4,-13.3,12.9,5,Thu,NULL,1,16.4416354
Consumption,2,2,18,144572.3881,0.2,-20,0.66,4,-15,12.9,5,Thu,NULL,1,7.685421065
Consumption,2,2,19,157206.8383,0,-18.9,0.73,4,-15,12.9,5,Thu,NULL,1,-2.181627927
Consumption,2,2,20,156003.0815,0,-23.3,0.65,3,-18.3,12.9,5,Thu,NULL,1,-12.74736272
Consumption,2,2,21,153873.3061,0,-28.9,0.61,3,-23.3,12.9,5,Thu,NULL,1,-23.67648072
Consumption,2,2,22,137253.3137,0.4,-26.1,0.68,3,-21.7,12.9,5,Thu,NULL,1,-34.6448379
Consumption,2,2,23,96982.88629,0.1,-27.2,0.74,3,-23.9,16.1,5,Thu,NULL,1,-45.23614199
Consumption,2,2,24,87240.54352,0.2,-26.1,0.74,3,-22.8,16.1,5,Thu,NULL,1,-54.73569168
Consumption,2,3,1,76495.11911,0,-26.1,0.78,3,-23.3,16.1,6,Fri,NULL,1,-61.72268252
Consumption,2,3,2,75761.23658,0,-28.3,0.78,3,-25.6,16.1,6,Fri,NULL,1,-63.91340692
Consumption,2,3,3,77491.43895,0,-28.9,0.74,3,-25.6,11.3,6,Fri,NULL,1,-60.19112649
Consumption,2,3,4,76304.63797,0,-23.3,0.82,3,-21.1,11.3,6,Fri,NULL,1,-52.31632589
Consumption,2,3,5,81879.72361,0,-21.7,0.83,4,-19.4,11.3,6,Fri,NULL,1,-42.41080436
Consumption,2,3,6,95079.01877,0,-21.7,0.83,4,-19.4,11.3,6,Fri,NULL,1,-31.65310411
Consumption,2,3,7,148048.1641,0.1,-20.6,0.83,4,-18.3,11.3,6,Fri,NULL,1,-20.64539163
Consumption,2,3,8,149822.8333,0.3,-21.1,0.83,4,-18.9,11.3,6,Fri,NULL,1,-9.763800145
Consumption,2,3,9,136281.1419,0.6,-20.6,0.76,4,-17.2,11.3,6,Fri,NULL,1,0.673509781
Consumption,2,3,10,122442.9458,0.6,-18.3,0.8,4,-15.6,11.3,6,Fri,NULL,1,10.31698206
Consumption,2,3,11,110952.6734,0,-17.2,0.73,4,-13.3,11.3,6,Fri,NULL,1,18.72554779
Consumption,2,3,12,110283.694,0,-20,0.48,4,-11.1,16.1,6,Fri,NULL,1,25.33519585
Consumption,2,3,13,108091.5044,0,-19.4,0.48,4,-10.6,16.1,6,Fri,NULL,1,29.50169987
Consumption,2,3,14,104957.5405,0.1,-17.2,0.51,4,-8.9,16.1,6,Fri,NULL,1,30.68051045
Consumption,2,3,15,100379.0622,0,-12.8,0.71,5,-8.3,16.1,6,Fri,NULL,1,28.69236974
Consumption,2,3,16,101642.479,0.2,-15,0.57,5,-7.8,16.1,6,Fri,NULL,1,23.83321265
Consumption,2,3,17,120134.8939,0,-15,0.62,5,-8.9,16.1,6,Fri,NULL,1,16.69887485
Consumption,2,3,18,141465.5932,0,-15,0.67,5,-10,16.1,6,Fri,NULL,1,7.92425293
Consumption,2,3,19,154671.8544,0,-14.4,0.73,5,-10.6,16.1,6,Fri,NULL,1,-1.958005858
Consumption,2,3,20,152874.0407,0,-16.1,0.7,5,-11.7,16.1,6,Fri,NULL,1,-12.53414998
Consumption,2,3,21,148988.7389,0,-15.6,0.77,5,-12.2,16.1,6,Fri,NULL,1,-23.46765607
Consumption,2,3,22,132152.7535,0,-18.3,0.66,4,-13.3,16.1,6,Fri,NULL,1,-34.43275871
Consumption,2,3,23,93258.78028,0.5,-20,0.6,4,-13.9,16.1,6,Fri,NULL,1,-45.01065304
Consumption,2,3,24,80606.59011,0.2,-20,0.63,4,-14.4,16.1,6,Fri,NULL,1,-54.4841295
Consumption,2,4,1,67376.97024,0,-20,0.63,4,-14.4,12.9,7,Sat,NULL,0,-61.43819188
Consumption,2,4,2,66018.0467,0,-20,0.69,4,-15.6,12.9,7,Sat,NULL,0,-63.62170684
Consumption,2,4,3,67568.41445,0,-20.6,0.69,4,-16.1,12.9,7,Sat,NULL,0,-59.9371162
Consumption,2,4,4,67970.28348,0,-21.1,0.69,4,-16.7,12.9,7,Sat,NULL,0,-52.10576563
Consumption,2,4,5,75237.36031,0,-22.2,0.75,3,-18.9,11.3,7,Sat,NULL,0,-42.22744943
Consumption,2,4,6,89711.3781,0.2,-23.3,0.79,3,-20.6,11.3,7,Sat,NULL,0,-31.48178357
Consumption,2,4,7,143033.9923,0.2,-25,0.71,3,-21.1,11.3,7,Sat,NULL,0,-20.47504263
Consumption,2,4,8,141533.8006,0,-25.6,0.75,3,-22.2,11.3,7,Sat,NULL,0,-9.586035735
Consumption,2,4,9,120119.7914,0.3,-26.7,0.67,3,-22.2,11.3,7,Sat,NULL,0,0.865633355
Consumption,2,4,10,109361.6599,0.8,-22.8,0.65,3,-17.8,11.3,7,Sat,NULL,0,10.52944378
Consumption,2,4,11,99774.84501,1,-17.2,0.67,4,-12.2,11.3,7,Sat,NULL,0,18.962904
Consumption,2,4,12,97483.99566,1,-19.4,0.48,4,-10.6,11.3,7,Sat,NULL,0,25.59889051
Consumption,2,4,13,94304.98824,1,-18.3,0.51,4,-10,11.3,7,Sat,NULL,0,29.78745971
Consumption,2,4,14,90230.89143,1,-16.7,0.59,4,-10,12.9,7,Sat,NULL,0,30.9772287
Consumption,2,4,15,83393.62866,0.4,-15,0.62,5,-8.9,16.1,7,Sat,NULL,0,28.98569828
Consumption,2,4,16,85615.25229,1,-13.3,0.68,5,-8.3,16.1,7,Sat,NULL,0,24.11194955
Consumption,2,4,17,106247.9119,1,-14.4,0.65,5,-8.9,16.1,7,Sat,NULL,0,16.95817194
Consumption,2,4,18,133197.0669,0.8,-17.2,0.64,4,-11.7,16.1,7,Sat,NULL,0,8.16452748
Consumption,2,4,19,131187.7865,0.8,-17.2,0.73,4,-13.3,16.1,7,Sat,NULL,0,-1.7333224
Consumption,2,4,20,129385.5817,0.8,-19.4,0.72,4,-15.6,16.1,7,Sat,NULL,0,-12.32003906
Consumption,2,4,21,127026.6283,1,-16.1,0.8,5,-13.3,16.1,7,Sat,NULL,0,-23.25788748
Consumption,2,4,22,114400.7564,0.6,-17.8,0.76,4,-14.4,16.1,7,Sat,NULL,0,-34.2194697
Consumption,2,4,23,98134.0227,1,-17.8,0.83,4,-15.6,16.1,7,Sat,NULL,0,-44.78343839
Consumption,2,4,24,83717.95833,1,-15,0.8,5,-12.2,16.1,7,Sat,NULL,0,-54.23005643
Consumption,2,5,1,71149.56129,1,-15,0.8,5,-12.2,11.3,1,Sun,NULL,0,-61.15015573
Consumption,2,5,2,67500.1706,1,-15.6,0.73,5,-11.7,11.3,1,Sun,NULL,0,-63.32502645
Consumption,2,5,3,68237.0221,1,-13.9,0.84,5,-11.7,2.4,1,Sun,NULL,0,-59.67677958
Consumption,2,5,4,67089.94803,1,-12.8,0.88,5,-11.1,2.4,1,Sun,NULL,0,-51.88855238
Consumption,2,5,5,73831.78452,1,-11.7,0.92,6,-10.6,2.4,1,Sun,NULL,0,-42.03766049
Consumption,2,5,6,85941.03652,1,-11.7,0.92,6,-10.6,2.4,1,Sun,NULL,0,-31.30433275
Consumption,2,5,7,107178.9693,1,-11.7,0.92,6,-10.6,2.4,1,Sun,NULL,0,-20.29881463
Consumption,2,5,8,110208.8785,1,-11.7,0.92,6,-10.6,2.4,1,Sun,NULL,0,-9.402569551
Consumption,2,5,9,90844.80799,1,-12.2,0.88,5,-10.6,2.4,1,Sun,NULL,0,1.063348822
Consumption,2,5,10,81437.72407,1,-11.7,0.88,6,-10,2.4,1,Sun,NULL,0,10.74743926
Consumption,2,5,11,77209.40544,1,-11.1,0.88,6,-9.4,2.4,1,Sun,NULL,0,19.20575689
Consumption,2,5,12,76260.35367,1,-10.6,0.88,6,-8.9,2.4,1,Sun,NULL,0,25.86799731
Consumption,2,5,13,75462.76964,1,-9.4,0.88,6,-7.8,2.4,1,Sun,NULL,0,30.07837305
Consumption,2,5,14,72273.79094,1,-8.9,0.84,6,-6.7,4,1,Sun,NULL,0,31.27853459
Consumption,2,5,15,70123.60195,1,-9.4,0.81,6,-6.7,4,1,Sun,NULL,0,29.28275426
Consumption,2,5,16,72888.38701,1,-10.6,0.77,6,-7.2,4.8,1,Sun,NULL,0,24.39346157
Consumption,2,5,17,93189.42618,1,-10,0.84,6,-7.8,4.8,1,Sun,NULL,0,17.21941622
Consumption,2,5,18,115796.629,1,-10.6,0.88,6,-8.9,6.4,1,Sun,NULL,0,8.406146911
Consumption,2,5,19,137491.43,1,-10.6,0.88,6,-8.9,6.4,1,Sun,NULL,0,-1.507660214
Consumption,2,5,20,133831.2344,1,-10.6,0.88,6,-8.9,6.4,1,Sun,NULL,0,-12.10509723
Consumption,2,5,21,131648.926,1,-10.6,0.88,6,-8.9,6.4,1,Sun,NULL,0,-23.04722797
Consumption,2,5,22,117595.0817,1,-10.6,0.88,6,-8.9,2.4,1,Sun,NULL,0,-34.00501244
Consumption,2,5,23,100160.6638,1,-10,0.88,6,-8.3,2.4,1,Sun,NULL,0,-44.55453422
Consumption,2,5,24,86193.58675,0.9,-10.6,0.92,6,-9.4,6.4,1,Sun,NULL,0,-53.97351699
Consumption,2,6,1,75179.90542,0.6,-13.9,0.88,5,-12.2,4,2,Mon,NULL,1,-60.85865182
Consumption,2,6,2,73317.12603,1,-16.7,0.96,4,-16.1,2,2,Mon,NULL,1,-63.02349265
Consumption,2,6,3,73362.39502,1,-13.9,0.84,5,-11.7,2,2,Mon,NULL,1,-59.41024683
Consumption,2,6,4,71479.84796,1,-11.1,0.92,6,-10,2,2,Mon,NULL,1,-51.6647822
Consumption,2,6,5,77895.71661,1,-11.1,0.92,6,-10,2,2,Mon,NULL,1,-41.8415115
Consumption,2,6,6,90584.0962,1,-10.6,0.92,6,-9.4,4,2,Mon,NULL,1,-31.12081871
Consumption,2,6,7,150189.927,1,-10.6,0.92,6,-9.4,4,2,Mon,NULL,1,-20.11677632
Consumption,2,6,8,151617.4762,1,-10.6,0.92,6,-9.4,4,2,Mon,NULL,1,-9.213476188
Consumption,2,6,9,137220.3057,1,-10.6,0.92,6,-9.4,4,2,Mon,NULL,1,1.266573802
Consumption,2,6,10,125889.8439,1,-10,0.92,6,-8.9,4,2,Mon,NULL,1,10.97087806
Consumption,2,6,11,116548.649,1,-9.4,0.92,6,-8.3,3.2,2,Mon,NULL,1,19.45400903
Consumption,2,6,12,114444.1811,0.8,-8.3,0.85,7,-6.1,8,2,Mon,NULL,1,26.14241374
Consumption,2,6,13,112872.7242,1,-8.9,0.84,6,-6.7,9.7,2,Mon,NULL,1,30.37433322
Consumption,2,6,14,109674.4112,1,-8.9,0.84,6,-6.7,9.7,2,Mon,NULL,1,31.58431612
Consumption,2,6,15,104515.3038,0.9,-8.9,0.84,6,-6.7,11.3,2,Mon,NULL,1,29.58342042
Consumption,2,6,16,107909.4107,1,-8.9,0.84,6,-6.7,11.3,2,Mon,NULL,1,24.67763153
Consumption,2,6,17,126984.4554,1,-8.9,0.84,6,-6.7,11.3,2,Mon,NULL,1,17.48249825
Consumption,2,6,18,144496.8673,1,-11.1,0.88,6,-9.4,11.3,2,Mon,NULL,1,8.649014969
Consumption,2,6,19,158731.4936,1,-10.6,0.84,6,-8.3,9.7,2,Mon,NULL,1,-1.281100017
Consumption,2,6,20,157027.7328,1,-13.3,0.88,5,-11.7,11.3,2,Mon,NULL,1,-11.88938958
Consumption,2,6,21,152930.3495,1,-13.9,0.88,5,-12.2,8,2,Mon,NULL,1,-22.83572839
Consumption,2,6,22,134489.6211,1,-9.4,0.88,6,-7.8,2.4,2,Mon,NULL,1,-33.7894265
Consumption,2,6,23,92316.55482,0.7,-9.4,0.88,6,-7.8,4,2,Mon,NULL,1,-44.32397511
Consumption,2,6,24,78868.00642,1,-10.6,0.88,6,-8.9,4.8,2,Mon,NULL,1,-53.71455455
Consumption,2,7,1,66442.84463,1,-10.6,0.92,6,-9.4,4,3,Tue,NULL,1,-60.56375695
Consumption,2,7,2,64392.12289,1,-12.2,0.88,5,-10.6,4,3,Tue,NULL,1,-62.71723175
Consumption,2,7,3,64840.846,1,-12.2,0.88,5,-10.6,3.2,3,Tue,NULL,1,-59.13765085
Consumption,2,7,4,66949.5181,0.6,-13.9,0.88,5,-12.2,4.8,3,Tue,NULL,1,-51.43455599
Consumption,2,7,5,73627.11301,1,-14.4,0.88,5,-12.8,4.8,3,Tue,NULL,1,-41.63908141
Consumption,2,7,6,88333.8637,1,-13.9,0.88,5,-12.2,2.4,3,Tue,NULL,1,-30.93131312
Consumption,2,7,7,141029.4607,1,-13.9,0.88,5,-12.2,2.4,3,Tue,NULL,1,-19.92900056
Consumption,2,7,8,143050.4182,1,-13.3,0.88,5,-11.7,1.6,3,Tue,NULL,1,-9.018833942
Consumption,2,7,9,131413.6178,1,-12.8,0.88,5,-11.1,2.4,3,Tue,NULL,1,1.475222626
Consumption,2,7,10,120955.2194,1,-11.1,0.88,6,-9.4,3.2,3,Tue,NULL,1,11.19966684
Consumption,2,7,11,112210.0978,1,-11.1,0.92,6,-10,4.8,3,Tue,NULL,1,19.70756056
Consumption,2,7,12,111893.6304,1,-11.1,0.92,6,-10,4.8,3,Tue,NULL,1,26.42203539
Consumption,2,7,13,109939.7092,1,-10,0.88,6,-8.3,6.4,3,Tue,NULL,1,30.67523222
Consumption,2,7,14,106109.03,1,-10.6,0.84,6,-8.3,8,3,Tue,NULL,1,31.89446044
Consumption,2,7,15,100320.054,0.3,-10.6,0.84,6,-8.3,11.3,3,Tue,NULL,1,29.88757921
Consumption,2,7,16,102050.1073,0.2,-10.6,0.84,6,-8.3,16.1,3,Tue,NULL,1,24.96434259
Consumption,2,7,17,121948.3344,0.2,-12.2,0.74,5,-8.3,16.1,3,Tue,NULL,1,17.74730959
Consumption,2,7,18,140837.9526,0.3,-14.4,0.77,5,-11.1,16.1,3,Tue,NULL,1,8.893037001
Consumption,2,7,19,156183.4229,0.1,-18.3,0.58,4,-11.7,16.1,3,Tue,NULL,1,-1.053720537
Consumption,2,7,20,154501.3839,0,-20.6,0.55,4,-13.3,16.1,3,Tue,NULL,1,-11.67297904
Consumption,2,7,21,150943.0597,0,-20.6,0.6,4,-14.4,16.1,3,Tue,NULL,1,-22.62343744
Consumption,2,7,22,134573.7439,0,-23.9,0.59,3,-17.8,16.1,3,Tue,NULL,1,-33.5727495
Consumption,2,7,23,94653.38305,0,-24.4,0.59,3,-18.3,24.1,3,Tue,NULL,1,-44.09179404
Consumption,2,7,24,83200.08544,0,-26.1,0.64,3,-21.1,24.1,3,Tue,NULL,1,-53.45321146
Consumption,2,8,1,75305.54999,0,-30,0.6,3,-24.4,24.1,4,Wed,NULL,1,-60.26554698
Consumption,2,8,2,74011.8656,0,-31.7,0.57,3,-25.6,24.1,4,Wed,NULL,1,-62.40636945
Consumption,2,8,3,77419.69302,0,-31.1,0.63,3,-26.1,24.1,4,Wed,NULL,1,-58.85912694
Consumption,2,8,4,76857.17171,0,-30,0.7,3,-26.1,24.1,4,Wed,NULL,1,-51.19797928
Consumption,2,8,5,86367.4661,0,-30,0.74,3,-26.7,24.1,4,Wed,NULL,1,-41.43045405
Consumption,2,8,6,99002.7202,0,-31.1,0.7,3,-27.2,24.1,4,Wed,NULL,1,-30.73589215
Consumption,2,8,7,152748.4826,0.5,-28.3,0.7,3,-24.4,24.1,4,Wed,NULL,1,-19.73556424
Consumption,2,8,8,153214.8964,0.4,-25,0.71,3,-21.1,6.4,4,Wed,NULL,1,-8.818724735
Consumption,2,8,9,138386.035,0.3,-25.6,0.62,3,-20,6.4,4,Wed,NULL,1,1.689206412
Consumption,2,8,10,125230.6554,0.6,-19.4,0.76,4,-16.1,6.4,4,Wed,NULL,1,11.43370949
Consumption,2,8,11,112693.7431,0.1,-17.8,0.7,4,-13.3,12.9,4,Wed,NULL,1,19.96630929
Consumption,2,8,12,111307.0476,0,-15,0.77,5,-11.7,16.1,4,Wed,NULL,1,26.70675602
Consumption,2,8,13,109006.4175,0,-15.6,0.67,5,-10.6,16.1,4,Wed,NULL,1,30.98096079
Consumption,2,8,14,105583.2695,0,-15.6,0.62,5,-9.4,16.1,4,Wed,NULL,1,32.20885399
Consumption,2,8,15,100788.8159,0,-17.2,0.51,4,-8.9,16.1,4,Wed,NULL,1,30.19511288
Consumption,2,8,16,102054.4932,0,-17.2,0.51,4,-8.9,16.1,4,Wed,NULL,1,25.25347835
Consumption,2,8,17,120327.4683,0,-15,0.62,5,-8.9,16.1,4,Wed,NULL,1,18.01374289
Consumption,2,8,18,138228.8678,0,-16.1,0.59,5,-9.4,16.1,4,Wed,NULL,1,9.138120016
Consumption,2,8,19,155033.1762,0.1,-18.9,0.63,4,-13.3,16.1,4,Wed,NULL,1,-0.825598483
Consumption,2,8,20,153960.5022,0.1,-20,0.6,4,-13.9,16.1,4,Wed,NULL,1,-11.45592635
Consumption,2,8,21,149852.2888,0,-18.3,0.64,4,-12.8,16.1,4,Wed,NULL,1,-22.41040165
Consumption,2,8,22,132792.066,0,-18.9,0.66,4,-13.9,16.1,4,Wed,NULL,1,-33.35501711
Consumption,2,8,23,93787.41993,0,-21.1,0.72,4,-17.2,16.1,4,Wed,NULL,1,-43.85802251
Consumption,2,8,24,81931.32301,0,-22.2,0.69,3,-17.8,16.1,4,Wed,NULL,1,-53.18952912
Consumption,2,9,1,70922.03165,0,-25,0.65,3,-20,16.1,5,Thu,NULL,1,-59.96409698
Consumption,2,9,2,71007.09445,0,-24.4,0.68,3,-20,16.1,5,Thu,NULL,1,-62.09103075
Consumption,2,9,3,70837.65069,0,-24.4,0.71,3,-20.6,16.1,5,Thu,NULL,1,-58.57481259
Consumption,2,9,4,73625.05003,0,-25,0.75,3,-21.7,16.1,5,Thu,NULL,1,-50.955162
Consumption,2,9,5,79584.00835,0,-27.8,0.64,3,-22.8,16.1,5,Thu,NULL,1,-41.21571797
Consumption,2,9,6,97196.09816,0,-29.4,0.7,3,-25.6,16.1,5,Thu,NULL,1,-30.53463639
Consumption,2,9,7,149683.6992,0,-30,0.66,3,-25.6,16.1,5,Thu,NULL,1,-19.53654824
Consumption,2,9,8,149095.5695,0,-27.2,0.71,3,-23.3,16.1,5,Thu,NULL,1,-8.613234032
Consumption,2,9,9,136388.9184,0,-26.1,0.71,3,-22.2,16.1,5,Thu,NULL,1,1.908433142
Consumption,2,9,10,120672.6227,0,-20,0.69,4,-15.6,16.1,5,Thu,NULL,1,11.67290715
Consumption,2,9,11,109624.5297,0,-17.8,0.67,4,-12.8,16.1,5,Thu,NULL,1,20.23015077
Consumption,2,9,12,109156.6811,0,-15.6,0.62,5,-9.4,16.1,5,Thu,NULL,1,26.99646765
Consumption,2,9,13,106736.8401,0,-12.8,0.68,5,-7.8,16.1,5,Thu,NULL,1,31.2914085
Consumption,2,9,14,103524.5112,0.2,-12.2,0.68,5,-7.2,16.1,5,Thu,NULL,1,32.52738254
Consumption,2,9,15,98999.25384,0.3,-12.2,0.65,5,-6.7,16.1,5,Thu,NULL,1,30.50590351
Consumption,2,9,16,100629.2843,0.5,-12.8,0.62,5,-6.7,16.1,5,Thu,NULL,1,25.54492288
Consumption,2,9,17,118928.397,0.4,-13.9,0.59,5,-7.2,16.1,5,Thu,NULL,1,18.28169201
Consumption,2,9,18,136838.6633,0.3,-13.3,0.62,5,-7.2,16.1,5,Thu,NULL,1,9.384172737
Consumption,2,9,19,153055.4987,0.6,-23.3,0.41,3,-12.8,16.1,5,Thu,NULL,1,-0.596808515
Consumption,2,9,20,151731.6599,0.9,-18.9,0.58,4,-12.2,16.1,5,Thu,NULL,1,-11.2382901
Consumption,2,9,21,147178.5804,1,-16.1,0.64,4,-10.6,16.1,5,Thu,NULL,1,-22.19666547
Consumption,2,9,22,130256.2497,0.5,-18.3,0.64,4,-12.8,16.1,5,Thu,NULL,1,-33.13626317
Consumption,2,9,23,92899.24944,0.7,-20.6,0.66,4,-15.6,16.1,5,Thu,NULL,1,-43.62269064
Consumption,2,9,24,80205.83058,0.5,-21.1,0.72,4,-17.2,16.1,5,Thu,NULL,1,-52.92354806
Consumption,2,10,1,68556.54488,0.7,-22.2,0.69,3,-17.8,16.1,6,Fri,NULL,1,-59.65948127
Consumption,2,10,2,66205.37231,0.8,-22.2,0.6,3,-16.1,16.1,6,Fri,NULL,1,-61.77133993
Consumption,2,10,3,65536.23115,1,-16.1,0.7,4,-11.7,16.1,6,Fri,NULL,1,-58.28484721
Consumption,2,10,4,63941.87783,1,-16.1,0.64,4,-10.6,16.1,6,Fri,NULL,1,-50.70621828
Consumption,2,10,5,70576.02319,1,-15,0.59,5,-8.3,16.1,6,Fri,NULL,1,-40.99496629
Consumption,2,10,6,83323.04201,1,-15.6,0.56,5,-8.3,16.1,6,Fri,NULL,1,-30.32763068
Consumption,2,10,7,134902.6503,1,-15,0.57,5,-7.8,16.1,6,Fri,NULL,1,-19.33203728
Consumption,2,10,8,135319.1779,1,-15.6,0.54,5,-7.8,16.1,6,Fri,NULL,1,-8.402450753
Consumption,2,10,9,127804.531,1,-15,0.57,5,-7.8,16.1,6,Fri,NULL,1,2.132807743
Consumption,2,10,10,117946.5538,1,-13.9,0.57,5,-6.7,16.1,6,Fri,NULL,1,11.91715834
Consumption,2,10,11,109851.6759,1,-17.8,0.4,4,-6.1,16.1,6,Fri,NULL,1,20.49897833
Consumption,2,10,12,109555.168,1,-16.1,0.46,5,-6.1,16.1,6,Fri,NULL,1,27.29106062
Consumption,2,10,13,108205.8104,1,-11.1,0.68,6,-6.1,3.2,6,Fri,NULL,1,31.60646376
Consumption,2,10,14,105255.4184,1,-8.3,0.85,7,-6.1,3.2,6,Fri,NULL,1,32.84993125
Consumption,2,10,15,101621.7106,1,-8.3,0.85,7,-6.1,4.8,6,Fri,NULL,1,30.81983311
Consumption,2,10,16,104478.135,1,-8.3,0.85,7,-6.1,4,6,Fri,NULL,1,25.83856083
Consumption,2,10,17,123729.4065,1,-8.3,0.88,7,-6.7,4,6,Fri,NULL,1,18.55105199
Consumption,2,10,18,140951.8569,1,-8.3,0.88,7,-6.7,2.4,6,Fri,NULL,1,9.631105647
Consumption,2,10,19,154783.7677,1,-8.3,0.88,7,-6.7,1.6,6,Fri,NULL,1,-0.36742322
Consumption,2,10,20,152100.2499,1,-8.3,0.85,7,-6.1,4.8,6,Fri,NULL,1,-11.02012667
Consumption,2,10,21,147453.2783,1,-7.8,0.88,7,-6.1,6.4,6,Fri,NULL,1,-21.98227123
Consumption,2,10,22,129747.7176,1,-7.2,0.92,7,-6.1,4.8,6,Fri,NULL,1,-32.9165197
Consumption,2,10,23,92018.79229,1,-7.2,0.92,7,-6.1,4.8,6,Fri,NULL,1,-43.3858272
Consumption,2,10,24,77686.45287,1,-7.2,0.92,7,-6.1,8,6,Fri,NULL,1,-52.65530807
Consumption,2,11,1,63291.51413,1,-8.3,0.85,7,-6.1,4,7,Sat,NULL,0,-59.35177349
Consumption,2,11,2,61790.95679,1,-8.3,0.85,7,-6.1,4,7,Sat,NULL,0,-61.44742055
Consumption,2,11,3,61003.37483,1,-7.2,0.92,7,-6.1,1,7,Sat,NULL,0,-57.98937192
Consumption,2,11,4,61221.47624,1,-6.7,0.92,7,-5.6,1,7,Sat,NULL,0,-50.45126615
Consumption,2,11,5,66388.6521,1,-6.7,0.92,7,-5.6,1.2,7,Sat,NULL,0,-40.76829652
Consumption,2,11,6,79838.12636,1,-6.1,0.92,7,-5,1.2,7,Sat,NULL,0,-30.11496404
Consumption,2,11,7,129011.1639,1,-6.1,0.92,7,-5,1.2,7,Sat,NULL,0,-19.12211986
Consumption,2,11,8,125545.2914,1,-6.1,0.92,7,-5,2.4,7,Sat,NULL,0,-8.18646718
Consumption,2,11,9,107933.3567,1,-6.1,0.88,7,-4.4,1.6,7,Sat,NULL,0,2.362232167
Consumption,2,11,10,100283.9175,1,-5.6,0.88,8,-3.9,1.6,7,Sat,NULL,0,12.16635899
Consumption,2,11,11,92541.28982,1,-4.4,0.89,8,-2.8,0.8,7,Sat,NULL,0,20.77268317
Consumption,2,11,12,91746.06052,1,-3.3,0.89,9,-1.7,0.8,7,Sat,NULL,0,27.59042364
Consumption,2,11,13,88975.28076,1,-2.8,0.89,9,-1.1,0.8,7,Sat,NULL,0,31.92601397
Consumption,2,11,14,85878.86271,1,-0.6,0.92,10,0.6,0.8,7,Sat,NULL,0,33.17638474
Consumption,2,11,15,80439.15337,1,-0.6,0.92,10,0.6,1.2,7,Sat,NULL,0,31.13678369
Consumption,2,11,16,84264.06349,1,-0.6,0.92,10,0.6,1.2,7,Sat,NULL,0,26.13427745
Consumption,2,11,17,103395.6998,1,-0.6,0.92,10,0.6,1.2,7,Sat,NULL,0,18.82171921
Consumption,2,11,18,125908.6884,1,0.6,0.96,11,1.1,1.2,7,Sat,NULL,0,9.878831033
Consumption,2,11,19,129110.4256,1,0.6,0.96,11,1.1,1.2,7,Sat,NULL,0,-0.137513093
Consumption,2,11,20,125845.5573,1,0,0.96,11,0.6,1.6,7,Sat,NULL,0,-10.80149031
Consumption,2,11,21,122425.0458,1,0,0.96,11,0.6,1.6,7,Sat,NULL,0,-21.76725925
Consumption,2,11,22,107856.5716,1,-0.6,0.96,10,0,1.6,7,Sat,NULL,0,-32.69581697
Consumption,2,11,23,89031.15676,1,-0.6,0.96,10,0,1.6,7,Sat,NULL,0,-43.14745973
Consumption,2,11,24,75041.75836,1,-0.6,0.96,10,0,1.6,7,Sat,NULL,0,-52.38484827
Consumption,2,12,1,61403.58832,1,0,0.96,11,0.6,1.6,1,Sun,NULL,0,-59.0410467
Consumption,2,12,2,58347.46083,1,0,0.96,11,0.6,1.2,1,Sun,NULL,0,-61.11939541
Consumption,2,12,3,58494.60395,1,-0.6,0.96,10,0,3.2,1,Sun,NULL,0,-57.68852935
Consumption,2,12,4,59028.84297,1,-0.6,0.96,10,0,4.8,1,Sun,NULL,0,-50.19042738
Consumption,2,12,5,64220.35868,1,-0.6,0.96,10,0,3.2,1,Sun,NULL,0,-40.53581041
Consumption,2,12,6,77521.97409,1,-0.6,0.96,10,0,3.2,1,Sun,NULL,0,-29.8967295
Consumption,2,12,7,96994.3447,1,-0.6,0.96,10,0,4.8,1,Sun,NULL,0,-18.90688814
Consumption,2,12,8,98778.3692,1,-1.1,0.96,10,-0.6,2.4,1,Sun,NULL,0,-7.965378865
Consumption,2,12,9,80870.97942,1,-1.1,0.96,10,-0.6,2.4,1,Sun,NULL,0,2.596605487
Consumption,2,12,10,73414.59355,1,-2.2,0.96,9,-1.7,1.2,1,Sun,NULL,0,12.42040253
Consumption,2,12,11,67978.99745,1,-3.3,0.92,9,-2.2,2.4,1,Sun,NULL,0,21.05115442
Consumption,2,12,12,69189.29025,1,-3.3,0.92,9,-2.2,2.4,1,Sun,NULL,0,27.89444384
Consumption,2,12,13,68308.76574,1,-3.3,0.92,9,-2.2,2.4,1,Sun,NULL,0,32.24994547
Consumption,2,12,14,67356.68774,1,-4.4,0.89,8,-2.8,4,1,Sun,NULL,0,33.50662715
Consumption,2,12,15,64817.05114,1,-4.4,0.89,8,-2.8,4,1,Sun,NULL,0,31.45663727
Consumption,2,12,16,68599.27191,1,-5,0.88,8,-3.3,3.2,1,Sun,NULL,0,26.43195872
Consumption,2,12,17,87101.68238,1,-4.4,0.96,8,-3.9,1.6,1,Sun,NULL,0,19.09359137
