Location,Day,Month,Year,Hour,Wind_Speed,Electricity_KW_HR
Wind Farm,02,6,2011,12,7.6,20624
Wind Farm,02,6,2011,13,7.3,17592
Wind Farm,02,6,2011,14,7.8,22464
Wind Farm,02,6,2011,15,8.2,24764
Wind Farm,02,6,2011,16,8.0,23700
Wind Farm,02,6,2011,17,8.3,25352
Wind Farm,02,6,2011,18,8.1,23776
Wind Farm,02,6,2011,19,8.5,26996
Wind Farm,02,6,2011,20,8.3,26376
Wind Farm,02,6,2011,21,7.6,20832
Wind Farm,02,6,2011,22,7.2,18576
Wind Farm,02,6,2011,23,8.0,26388
Wind Farm,02,6,2011,24,8.3,28500
Wind Farm,03,6,2011,1,7.4,20960
Wind Farm,03,6,2011,2,6.7,14856
Wind Farm,03,6,2011,3,7.0,17168
Wind Farm,03,6,2011,4,6.8,16184
Wind Farm,03,6,2011,5,7.5,21940
Wind Farm,03,6,2011,6,7.5,21732
Wind Farm,03,6,2011,7,6.4,12480
Wind Farm,03,6,2011,8,7.2,18840
Wind Farm,03,6,2011,9,6.6,13348
Wind Farm,03,6,2011,10,6.8,14500
Wind Farm,03,6,2011,11,7.4,19180
Wind Farm,03,6,2011,12,7.4,19492
Wind Farm,03,6,2011,13,8.3,25616
Wind Farm,03,6,2011,14,8.3,25296
Wind Farm,03,6,2011,15,8.7,28056
Wind Farm,03,6,2011,16,9.3,33976
Wind Farm,03,6,2011,17,9.3,33332
Wind Farm,03,6,2011,18,9.1,32180
Wind Farm,03,6,2011,19,9.2,32880
Wind Farm,03,6,2011,20,7.8,21728
Wind Farm,03,6,2011,21,7.4,19188
Wind Farm,03,6,2011,22,6.9,15380
Wind Farm,03,6,2011,23,6.7,15140
Wind Farm,03,6,2011,24,7.1,17232
Wind Farm,04,6,2011,1,6.8,15760
Wind Farm,04,6,2011,2,6.5,13936
Wind Farm,04,6,2011,3,6.3,12824
Wind Farm,04,6,2011,4,5.8,9496
Wind Farm,04,6,2011,5,5.7,9152
Wind Farm,04,6,2011,6,6.4,13424
Wind Farm,04,6,2011,7,6.0,10544
Wind Farm,04,6,2011,8,4.9,5484
Wind Farm,04,6,2011,9,5.2,6836
Wind Farm,04,6,2011,10,5.1,5896
Wind Farm,04,6,2011,11,4.8,4596
Wind Farm,04,6,2011,12,5.1,5460
Wind Farm,04,6,2011,13,5.8,8552
Wind Farm,04,6,2011,14,6.3,11788
Wind Farm,04,6,2011,15,7.6,20044
Wind Farm,04,6,2011,16,8.0,21896
Wind Farm,04,6,2011,17,8.0,21988
Wind Farm,04,6,2011,18,8.3,25028
Wind Farm,04,6,2011,19,7.6,19932
Wind Farm,04,6,2011,20,7.5,18600
Wind Farm,04,6,2011,21,7.1,16060
Wind Farm,04,6,2011,22,6.0,9868
Wind Farm,04,6,2011,23,6.4,12384
Wind Farm,04,6,2011,24,5.7,8940
Wind Farm,05,6,2011,1,5.8,9512
Wind Farm,05,6,2011,2,5.9,8660
Wind Farm,05,6,2011,3,5.7,10344
Wind Farm,05,6,2011,4,7.2,19828
Wind Farm,05,6,2011,5,5.4,8116
Wind Farm,05,6,2011,6,5.0,5972
Wind Farm,05,6,2011,7,4.4,4032
Wind Farm,05,6,2011,8,4.3,3664
Wind Farm,05,6,2011,9,4.0,2964
Wind Farm,05,6,2011,10,4.1,2888
Wind Farm,05,6,2011,11,4.1,2996
Wind Farm,05,6,2011,12,3.6,1680
Wind Farm,05,6,2011,13,3.1,1128
Wind Farm,05,6,2011,14,2.2,0
Wind Farm,05,6,2011,15,1.0,0
Wind Farm,05,6,2011,16,1.6,44
Wind Farm,05,6,2011,17,2.9,800
Wind Farm,05,6,2011,18,2.8,1160
Wind Farm,05,6,2011,19,2.7,420
Wind Farm,05,6,2011,20,2.3,348
Wind Farm,05,6,2011,21,2.5,424
Wind Farm,05,6,2011,22,1.8,12
Wind Farm,05,6,2011,23,1.6,24
Wind Farm,05,6,2011,24,1.6,20
Wind Farm,06,6,2011,1,1.5,156
Wind Farm,06,6,2011,2,4.9,7056
Wind Farm,06,6,2011,3,6.8,15660
Wind Farm,06,6,2011,4,6.4,12844
Wind Farm,06,6,2011,5,4.7,5392
Wind Farm,06,6,2011,6,6.2,11580
Wind Farm,06,6,2011,7,5.0,6212
Wind Farm,06,6,2011,8,4.6,4860
Wind Farm,06,6,2011,9,3.9,2668
Wind Farm,06,6,2011,10,5.0,5804
Wind Farm,06,6,2011,11,5.0,5140
Wind Farm,06,6,2011,12,5.4,6600
Wind Farm,06,6,2011,13,5.4,7044
Wind Farm,06,6,2011,14,7.2,16652
Wind Farm,06,6,2011,15,7.1,16508
Wind Farm,06,6,2011,16,7.7,20456
Wind Farm,06,6,2011,17,7.8,23504
Wind Farm,06,6,2011,18,6.6,15064
Wind Farm,06,6,2011,19,7.1,17392
Wind Farm,06,6,2011,20,5.6,8772
Wind Farm,06,6,2011,21,5.3,6768
Wind Farm,06,6,2011,22,5.0,5388
Wind Farm,06,6,2011,23,5.2,6748
Wind Farm,06,6,2011,24,4.8,5324
Wind Farm,07,6,2011,1,4.3,4124
Wind Farm,07,6,2011,2,3.4,1636
Wind Farm,07,6,2011,3,3.8,2416
Wind Farm,07,6,2011,4,2.6,732
Wind Farm,07,6,2011,5,2.8,680
Wind Farm,07,6,2011,6,2.1,184
Wind Farm,07,6,2011,7,1.5,0
Wind Farm,07,6,2011,8,1.2,0
Wind Farm,07,6,2011,9,2.0,60
Wind Farm,07,6,2011,10,2.7,712
Wind Farm,07,6,2011,11,2.3,456
Wind Farm,07,6,2011,12,1.4,24
Wind Farm,07,6,2011,13,2.1,108
Wind Farm,07,6,2011,14,2.1,176
Wind Farm,07,6,2011,15,2.2,152
Wind Farm,07,6,2011,16,2.2,152
Wind Farm,07,6,2011,17,1.5,4
Wind Farm,07,6,2011,18,1.5,0
Wind Farm,07,6,2011,19,2.3,264
Wind Farm,07,6,2011,20,4.6,4668
Wind Farm,07,6,2011,21,4.9,5560
Wind Farm,07,6,2011,22,5.6,8356
Wind Farm,07,6,2011,23,7.3,18856
Wind Farm,07,6,2011,24,7.2,17284
Wind Farm,08,6,2011,1,3.6,2692
Wind Farm,08,6,2011,2,2.2,304
Wind Farm,08,6,2011,3,3.0,1056
Wind Farm,08,6,2011,4,4.5,4528
Wind Farm,08,6,2011,5,4.4,4168
Wind Farm,08,6,2011,6,4.9,5872
Wind Farm,08,6,2011,7,5.9,9928
Wind Farm,08,6,2011,8,4.8,5520
Wind Farm,08,6,2011,9,4.3,3560
Wind Farm,08,6,2011,10,5.2,7424
Wind Farm,08,6,2011,11,5.8,9132
Wind Farm,08,6,2011,12,5.9,8604
Wind Farm,08,6,2011,13,6.0,10180
Wind Farm,08,6,2011,14,6.6,13180
Wind Farm,08,6,2011,15,6.5,12960
Wind Farm,08,6,2011,16,6.7,13328
Wind Farm,08,6,2011,17,6.6,12984
Wind Farm,08,6,2011,18,6.4,11308
Wind Farm,08,6,2011,19,6.3,11460
Wind Farm,08,6,2011,20,5.5,7584
Wind Farm,08,6,2011,21,5.3,6740
Wind Farm,08,6,2011,22,5.3,7252
Wind Farm,08,6,2011,23,5.1,6332
Wind Farm,08,6,2011,24,5.8,8924
Wind Farm,09,6,2011,1,6.1,11176
Wind Farm,09,6,2011,2,5.5,9444
Wind Farm,09,6,2011,3,5.9,9484
Wind Farm,09,6,2011,4,5.8,9692
Wind Farm,09,6,2011,5,6.4,12492
Wind Farm,09,6,2011,6,6.1,11092
Wind Farm,09,6,2011,7,5.7,9044
Wind Farm,09,6,2011,8,4.8,5596
Wind Farm,09,6,2011,9,4.3,3176
Wind Farm,09,6,2011,10,4.9,4816
Wind Farm,09,6,2011,11,4.7,4480
Wind Farm,09,6,2011,12,6.0,9368
Wind Farm,09,6,2011,13,6.3,10940
Wind Farm,09,6,2011,14,5.9,8224
Wind Farm,09,6,2011,15,6.3,11412
Wind Farm,09,6,2011,16,6.9,12720
Wind Farm,09,6,2011,17,5.6,7896
Wind Farm,09,6,2011,18,5.4,6608
Wind Farm,09,6,2011,19,5.1,5736
Wind Farm,09,6,2011,20,4.1,2736
Wind Farm,09,6,2011,21,3.2,1084
Wind Farm,09,6,2011,22,3.8,3464
Wind Farm,09,6,2011,23,4.1,3164
Wind Farm,09,6,2011,24,2.5,584
Wind Farm,10,6,2011,1,2.4,404
Wind Farm,10,6,2011,2,2.4,428
Wind Farm,10,6,2011,3,2.5,592
Wind Farm,10,6,2011,4,2.4,480
Wind Farm,10,6,2011,5,3.6,1884
Wind Farm,10,6,2011,6,3.4,1616
Wind Farm,10,6,2011,7,3.0,996
Wind Farm,10,6,2011,8,2.3,264
Wind Farm,10,6,2011,9,3.3,1480
Wind Farm,10,6,2011,10,2.7,704
Wind Farm,10,6,2011,11,3.2,1056
Wind Farm,10,6,2011,12,2.9,760
Wind Farm,10,6,2011,13,3.3,1460
Wind Farm,10,6,2011,14,2.3,436
Wind Farm,10,6,2011,15,5.2,8184
Wind Farm,10,6,2011,16,6.9,16848
Wind Farm,10,6,2011,17,4.4,3700
Wind Farm,10,6,2011,18,4.5,8272
Wind Farm,10,6,2011,19,6.4,15916
Wind Farm,10,6,2011,20,4.7,4808
Wind Farm,10,6,2011,21,3.2,1368
Wind Farm,10,6,2011,22,3.7,2228
Wind Farm,10,6,2011,23,3.8,2448
Wind Farm,10,6,2011,24,4.3,3800
Wind Farm,11,6,2011,1,4.6,4288
Wind Farm,11,6,2011,2,5.1,6372
Wind Farm,11,6,2011,3,5.1,7044
Wind Farm,11,6,2011,4,6.2,12752
Wind Farm,11,6,2011,5,5.1,7152
Wind Farm,11,6,2011,6,4.2,3428
Wind Farm,11,6,2011,7,4.5,5156
Wind Farm,11,6,2011,8,4.8,6352
Wind Farm,11,6,2011,9,4.0,3092
Wind Farm,11,6,2011,10,2.7,636
Wind Farm,11,6,2011,11,5.6,8848
Wind Farm,11,6,2011,12,6.7,12880
Wind Farm,11,6,2011,13,6.1,10124
Wind Farm,11,6,2011,14,7.3,18156
Wind Farm,11,6,2011,15,7.4,18660
Wind Farm,11,6,2011,16,6.9,14180
Wind Farm,11,6,2011,17,7.1,17328
Wind Farm,11,6,2011,18,5.7,8136
Wind Farm,11,6,2011,19,5.8,9128
Wind Farm,11,6,2011,20,5.3,6688
Wind Farm,11,6,2011,21,3.9,2520
Wind Farm,11,6,2011,22,3.6,1780
Wind Farm,11,6,2011,23,3.7,2432
Wind Farm,11,6,2011,24,3.9,2752
Wind Farm,12,6,2011,1,3.2,1536
Wind Farm,12,6,2011,2,2.5,552
Wind Farm,12,6,2011,3,3.2,1348
Wind Farm,12,6,2011,4,4.0,3176
Wind Farm,12,6,2011,5,3.0,1256
Wind Farm,12,6,2011,6,2.1,180
Wind Farm,12,6,2011,7,3.2,1192
Wind Farm,12,6,2011,8,3.0,844
Wind Farm,12,6,2011,9,2.5,520
Wind Farm,12,6,2011,10,3.3,1276
Wind Farm,12,6,2011,11,3.6,1904
Wind Farm,12,6,2011,12,3.6,1992
Wind Farm,12,6,2011,13,3.5,1732
Wind Farm,12,6,2011,14,4.3,3376
Wind Farm,12,6,2011,15,4.9,4804
Wind Farm,12,6,2011,16,4.8,4868
Wind Farm,12,6,2011,17,4.9,4204
Wind Farm,12,6,2011,18,4.9,4908
Wind Farm,12,6,2011,19,5.2,6340
Wind Farm,12,6,2011,20,4.9,5048
Wind Farm,12,6,2011,21,4.8,4960
Wind Farm,12,6,2011,22,5.0,5856
Wind Farm,12,6,2011,23,5.4,7720
Wind Farm,12,6,2011,24,5.9,10216
Wind Farm,13,6,2011,1,6.5,13560
Wind Farm,13,6,2011,2,7.3,18704
Wind Farm,13,6,2011,3,7.2,17752
Wind Farm,13,6,2011,4,6.9,15784
Wind Farm,13,6,2011,5,6.2,12072
Wind Farm,13,6,2011,6,6.3,12136
Wind Farm,13,6,2011,7,5.9,9416
Wind Farm,13,6,2011,8,6.3,11464
Wind Farm,13,6,2011,9,6.8,14984
Wind Farm,13,6,2011,10,7.3,17948
Wind Farm,13,6,2011,11,8.5,28132
Wind Farm,13,6,2011,12,7.3,17592
Wind Farm,13,6,2011,13,7.3,17664
Wind Farm,13,6,2011,14,6.0,9764
Wind Farm,13,6,2011,15,5.8,9156
Wind Farm,13,6,2011,16,5.2,6372
Wind Farm,13,6,2011,17,5.3,6684
Wind Farm,13,6,2011,18,5.2,6236
Wind Farm,13,6,2011,19,6.8,16672
Wind Farm,13,6,2011,20,4.4,3832
Wind Farm,13,6,2011,21,4.3,3440
Wind Farm,13,6,2011,22,5.3,7764
Wind Farm,13,6,2011,23,6.3,11736
Wind Farm,13,6,2011,24,6.6,13428
Wind Farm,14,6,2011,1,5.3,7056
Wind Farm,14,6,2011,2,5.2,6880
Wind Farm,14,6,2011,3,5.6,8304
Wind Farm,14,6,2011,4,5.4,7692
Wind Farm,14,6,2011,5,4.2,3188
Wind Farm,14,6,2011,6,4.5,4288
Wind Farm,14,6,2011,7,4.0,2868
Wind Farm,14,6,2011,8,2.6,520
Wind Farm,14,6,2011,9,2.8,896
Wind Farm,14,6,2011,10,2.1,88
Wind Farm,14,6,2011,11,2.4,280
Wind Farm,14,6,2011,12,2.2,188
Wind Farm,14,6,2011,13,2.2,212
Wind Farm,14,6,2011,14,2.4,368
Wind Farm,14,6,2011,15,2.6,464
Wind Farm,14,6,2011,16,2.9,748
Wind Farm,14,6,2011,17,3.6,1460
Wind Farm,14,6,2011,18,3.4,1412
Wind Farm,14,6,2011,19,2.8,708
Wind Farm,14,6,2011,20,3.0,1020
Wind Farm,14,6,2011,21,2.8,744
Wind Farm,14,6,2011,22,2.0,228
Wind Farm,14,6,2011,23,0.9,0
Wind Farm,14,6,2011,24,1.2,0
Wind Farm,15,6,2011,1,1.9,96
Wind Farm,15,6,2011,2,2.5,500
Wind Farm,15,6,2011,3,3.3,1528
Wind Farm,15,6,2011,4,3.9,2492
Wind Farm,15,6,2011,5,4.3,3912
Wind Farm,15,6,2011,6,4.5,4480
Wind Farm,15,6,2011,7,4.5,4540
Wind Farm,15,6,2011,8,4.4,4260
Wind Farm,15,6,2011,9,4.0,2828
Wind Farm,15,6,2011,10,4.8,4632
Wind Farm,15,6,2011,11,5.2,5932
Wind Farm,15,6,2011,12,5.3,6408
Wind Farm,15,6,2011,13,6.2,11256
Wind Farm,15,6,2011,14,6.9,14188
Wind Farm,15,6,2011,15,6.7,12532
Wind Farm,15,6,2011,16,7.0,15028
Wind Farm,15,6,2011,17,6.8,13420
Wind Farm,15,6,2011,18,7.0,14816
Wind Farm,15,6,2011,19,6.6,13684
Wind Farm,15,6,2011,20,5.9,8948
Wind Farm,15,6,2011,21,5.1,5480
Wind Farm,15,6,2011,22,4.5,3884
Wind Farm,15,6,2011,23,4.2,3296
Wind Farm,15,6,2011,24,2.8,872
Wind Farm,16,6,2011,1,2.8,740
Wind Farm,16,6,2011,2,4.1,3552
Wind Farm,16,6,2011,3,5.9,9740
Wind Farm,16,6,2011,4,6.0,10140
Wind Farm,16,6,2011,5,5.6,8388
Wind Farm,16,6,2011,6,6.7,14740
Wind Farm,16,6,2011,7,6.5,13096
Wind Farm,16,6,2011,8,6.2,10968
Wind Farm,16,6,2011,9,6.1,10492
Wind Farm,16,6,2011,10,8.0,24420
Wind Farm,16,6,2011,11,7.6,21320
Wind Farm,16,6,2011,12,4.6,4808
Wind Farm,16,6,2011,13,5.3,6504
Wind Farm,16,6,2011,14,5.4,7784
Wind Farm,16,6,2011,15,5.0,5004
Wind Farm,16,6,2011,16,6.7,16260
Wind Farm,16,6,2011,17,7.9,22340
Wind Farm,16,6,2011,18,9.3,34236
Wind Farm,16,6,2011,19,10.3,40348
Wind Farm,16,6,2011,20,10.7,42712
Wind Farm,16,6,2011,21,9.1,32568
Wind Farm,16,6,2011,22,7.4,19208
Wind Farm,16,6,2011,23,7.0,16532
Wind Farm,16,6,2011,24,6.1,10852
Wind Farm,17,6,2011,1,6.2,11548
Wind Farm,17,6,2011,2,6.2,11640
Wind Farm,17,6,2011,3,6.4,12504
Wind Farm,17,6,2011,4,6.1,10896
Wind Farm,17,6,2011,5,5.8,9856
Wind Farm,17,6,2011,6,6.2,11676
Wind Farm,17,6,2011,7,5.2,6692
Wind Farm,17,6,2011,8,3.6,2260
Wind Farm,17,6,2011,9,3.0,868
Wind Farm,17,6,2011,10,3.2,504
Wind Farm,17,6,2011,11,3.0,272
Wind Farm,17,6,2011,12,4.7,3820
Wind Farm,17,6,2011,13,5.8,7088
Wind Farm,17,6,2011,14,7.3,15064
Wind Farm,17,6,2011,15,7.9,19116
Wind Farm,17,6,2011,16,4.7,4968
Wind Farm,17,6,2011,17,3.3,1304
Wind Farm,17,6,2011,18,2.4,448
Wind Farm,17,6,2011,19,3.4,2020
Wind Farm,17,6,2011,20,6.1,8836
Wind Farm,17,6,2011,21,7.5,16952
Wind Farm,17,6,2011,22,7.7,19356
Wind Farm,17,6,2011,23,8.6,26760
Wind Farm,17,6,2011,24,8.5,25216
Wind Farm,18,6,2011,1,9.5,33452
Wind Farm,18,6,2011,2,11.3,43800
Wind Farm,18,6,2011,3,11.1,41912
Wind Farm,18,6,2011,4,11.1,44348
Wind Farm,18,6,2011,5,11.2,44780
Wind Farm,18,6,2011,6,11.0,41488
Wind Farm,18,6,2011,7,10.5,39436
Wind Farm,18,6,2011,8,10.5,39380
Wind Farm,18,6,2011,9,10.6,40620
Wind Farm,18,6,2011,10,10.5,39756
Wind Farm,18,6,2011,11,11.3,44004
Wind Farm,18,6,2011,12,10.8,41992
Wind Farm,18,6,2011,13,10.0,33848
Wind Farm,18,6,2011,14,9.8,33640
Wind Farm,18,6,2011,15,10.3,36596
Wind Farm,18,6,2011,16,9.2,29636
Wind Farm,18,6,2011,17,9.1,29172
Wind Farm,18,6,2011,18,9.8,32880
Wind Farm,18,6,2011,19,9.6,31804
Wind Farm,18,6,2011,20,9.5,31812
Wind Farm,18,6,2011,21,8.7,26436
Wind Farm,18,6,2011,22,9.1,29476
Wind Farm,18,6,2011,23,9.3,32764
Wind Farm,18,6,2011,24,9.0,30800
Wind Farm,19,6,2011,1,9.8,36836
Wind Farm,19,6,2011,2,10.6,41536
Wind Farm,19,6,2011,3,9.7,35068
Wind Farm,19,6,2011,4,10.0,35916
Wind Farm,19,6,2011,5,10.2,39288
Wind Farm,19,6,2011,6,9.8,34840
Wind Farm,19,6,2011,7,9.2,29740
Wind Farm,19,6,2011,8,9.4,32568
Wind Farm,19,6,2011,9,9.5,33852
Wind Farm,19,6,2011,10,8.9,27528
Wind Farm,19,6,2011,11,8.5,24540
Wind Farm,19,6,2011,12,8.2,21792
Wind Farm,19,6,2011,13,9.2,30336
Wind Farm,19,6,2011,14,10.0,36240
Wind Farm,19,6,2011,15,9.3,29916
Wind Farm,19,6,2011,16,11.4,45868
Wind Farm,19,6,2011,17,11.4,43792
Wind Farm,19,6,2011,18,11.4,43420
Wind Farm,19,6,2011,19,10.9,38444
Wind Farm,19,6,2011,20,10.0,35788
Wind Farm,19,6,2011,21,9.0,27944
Wind Farm,19,6,2011,22,7.3,15760
Wind Farm,19,6,2011,23,7.0,13500
Wind Farm,19,6,2011,24,6.4,10552
Wind Farm,20,6,2011,1,5.7,7412
Wind Farm,20,6,2011,2,6.0,9116
Wind Farm,20,6,2011,3,6.7,11976
Wind Farm,20,6,2011,4,5.9,7720
Wind Farm,20,6,2011,5,5.6,7068
Wind Farm,20,6,2011,6,5.5,7472
Wind Farm,20,6,2011,7,5.9,8180
Wind Farm,20,6,2011,8,5.2,5676
Wind Farm,20,6,2011,9,5.4,6396
Wind Farm,20,6,2011,10,5.5,6948
Wind Farm,20,6,2011,11,5.4,6184
Wind Farm,20,6,2011,12,5.4,6928
Wind Farm,20,6,2011,13,4.9,5112
Wind Farm,20,6,2011,14,5.2,5912
Wind Farm,20,6,2011,15,5.2,6076
Wind Farm,20,6,2011,16,6.9,13476
Wind Farm,20,6,2011,17,5.8,7956
Wind Farm,20,6,2011,18,6.2,9328
Wind Farm,20,6,2011,19,6.6,11604
Wind Farm,20,6,2011,20,5.0,4920
Wind Farm,20,6,2011,21,7.2,15252
Wind Farm,20,6,2011,22,6.3,10020
Wind Farm,20,6,2011,23,5.6,6936
Wind Farm,20,6,2011,24,5.3,6068
Wind Farm,21,6,2011,1,5.1,5560
Wind Farm,21,6,2011,2,5.0,5268
Wind Farm,21,6,2011,3,3.9,2604
Wind Farm,21,6,2011,4,3.8,2296
Wind Farm,21,6,2011,5,4.4,4080
Wind Farm,21,6,2011,6,6.7,14900
Wind Farm,21,6,2011,7,7.9,19560
Wind Farm,21,6,2011,8,7.1,14088
Wind Farm,21,6,2011,9,7.0,12940
Wind Farm,21,6,2011,10,6.9,12680
Wind Farm,21,6,2011,11,7.4,15836
Wind Farm,21,6,2011,12,5.5,6972
Wind Farm,21,6,2011,13,6.3,10708
Wind Farm,21,6,2011,14,7.0,12988
Wind Farm,21,6,2011,15,6.7,11520
Wind Farm,21,6,2011,16,6.7,11344
Wind Farm,21,6,2011,17,8.3,21728
Wind Farm,21,6,2011,18,6.9,14464
Wind Farm,21,6,2011,19,5.5,6496
Wind Farm,21,6,2011,20,3.4,1724
Wind Farm,21,6,2011,21,2.9,836
Wind Farm,21,6,2011,22,2.4,392
Wind Farm,21,6,2011,23,1.9,232
Wind Farm,21,6,2011,24,3.0,1044
Wind Farm,22,6,2011,1,1.7,32
Wind Farm,22,6,2011,2,1.1,0
Wind Farm,22,6,2011,3,1.1,0
Wind Farm,22,6,2011,4,0.7,0
Wind Farm,22,6,2011,5,2.4,620
Wind Farm,22,6,2011,6,2.8,1004
Wind Farm,22,6,2011,7,1.2,0
Wind Farm,22,6,2011,8,1.6,0
Wind Farm,22,6,2011,9,2.6,636
Wind Farm,22,6,2011,10,3.8,2140
Wind Farm,22,6,2011,11,5.9,7872
Wind Farm,22,6,2011,12,5.0,4944
Wind Farm,22,6,2011,13,3.7,2004
Wind Farm,22,6,2011,14,5.7,8036
Wind Farm,22,6,2011,15,6.8,12388
Wind Farm,22,6,2011,16,8.0,20876
Wind Farm,22,6,2011,17,8.3,23104
Wind Farm,22,6,2011,18,8.1,21000
Wind Farm,22,6,2011,19,8.3,22448
Wind Farm,22,6,2011,20,7.9,18800
Wind Farm,22,6,2011,21,5.6,6780
Wind Farm,22,6,2011,22,6.1,8812
Wind Farm,22,6,2011,23,6.1,9240
Wind Farm,22,6,2011,24,5.6,7260
Wind Farm,23,6,2011,1,5.7,8400
Wind Farm,23,6,2011,2,7.5,17040
Wind Farm,23,6,2011,3,6.1,9416
Wind Farm,23,6,2011,4,7.7,17860
Wind Farm,23,6,2011,5,7.3,15260
Wind Farm,23,6,2011,6,6.3,10260
Wind Farm,23,6,2011,7,6.9,13364
Wind Farm,23,6,2011,8,7.0,13216
Wind Farm,23,6,2011,9,7.2,14636
Wind Farm,23,6,2011,10,7.9,18624
Wind Farm,23,6,2011,11,7.9,18300
Wind Farm,23,6,2011,12,7.8,17160
Wind Farm,23,6,2011,13,8.1,20408
Wind Farm,23,6,2011,14,8.4,23336
Wind Farm,23,6,2011,15,7.8,19188
Wind Farm,23,6,2011,16,9.7,33252
Wind Farm,23,6,2011,17,8.7,25956
Wind Farm,23,6,2011,18,9.2,29388
Wind Farm,23,6,2011,19,8.8,26472
Wind Farm,23,6,2011,20,8.5,25516
Wind Farm,23,6,2011,21,8.5,24036
Wind Farm,23,6,2011,22,8.1,21464
Wind Farm,23,6,2011,23,7.7,17656
Wind Farm,23,6,2011,24,6.7,12524
Wind Farm,24,6,2011,1,6.9,13140
Wind Farm,24,6,2011,2,7.6,16472
Wind Farm,24,6,2011,3,6.9,13512
Wind Farm,24,6,2011,4,6.1,9344
Wind Farm,24,6,2011,5,5.5,6692
Wind Farm,24,6,2011,6,5.5,6452
Wind Farm,24,6,2011,7,5.8,7656
Wind Farm,24,6,2011,8,4.9,4724
Wind Farm,24,6,2011,9,4.8,4464
Wind Farm,24,6,2011,10,3.9,2380
Wind Farm,24,6,2011,11,4.1,2428
Wind Farm,24,6,2011,12,4.7,4368
Wind Farm,24,6,2011,13,6.4,9776
Wind Farm,24,6,2011,14,6.4,11816
Wind Farm,24,6,2011,15,5.3,7420
Wind Farm,24,6,2011,16,6.0,9216
Wind Farm,24,6,2011,17,6.7,11740
Wind Farm,24,6,2011,18,6.0,8440
Wind Farm,24,6,2011,19,4.9,4652
Wind Farm,24,6,2011,20,4.6,4196
Wind Farm,24,6,2011,21,4.2,3104
Wind Farm,24,6,2011,22,5.1,5300
Wind Farm,24,6,2011,23,5.4,6152
Wind Farm,24,6,2011,24,5.3,5668
Wind Farm,25,6,2011,1,4.0,3012
Wind Farm,25,6,2011,2,4.3,3276
Wind Farm,25,6,2011,3,5.0,5340
Wind Farm,25,6,2011,4,4.9,4884
Wind Farm,25,6,2011,5,5.0,5176
Wind Farm,25,6,2011,6,4.8,4724
Wind Farm,25,6,2011,7,3.7,1872
Wind Farm,25,6,2011,8,3.4,1536
Wind Farm,25,6,2011,9,3.7,2136
Wind Farm,25,6,2011,10,5.4,7132
Wind Farm,25,6,2011,11,7.1,15092
Wind Farm,25,6,2011,12,8.7,25992
Wind Farm,25,6,2011,13,8.1,21308
Wind Farm,25,6,2011,14,8.4,24288
Wind Farm,25,6,2011,15,9.2,31096
Wind Farm,25,6,2011,16,10.2,38132
Wind Farm,25,6,2011,17,9.1,30080
Wind Farm,25,6,2011,18,8.4,22348
Wind Farm,25,6,2011,19,7.8,18452
Wind Farm,25,6,2011,20,7.3,15796
Wind Farm,25,6,2011,21,7.9,19448
Wind Farm,25,6,2011,22,7.9,20000
Wind Farm,25,6,2011,23,7.4,16308
Wind Farm,25,6,2011,24,7.3,15428
Wind Farm,26,6,2011,1,5.7,7508
Wind Farm,26,6,2011,2,5.2,5724
Wind Farm,26,6,2011,3,3.6,2024
Wind Farm,26,6,2011,4,4.2,3316
Wind Farm,26,6,2011,5,3.4,1760
Wind Farm,26,6,2011,6,2.4,484
Wind Farm,26,6,2011,7,2.4,424
Wind Farm,26,6,2011,8,3.3,1416
Wind Farm,26,6,2011,9,2.4,336
Wind Farm,26,6,2011,10,2.4,288
Wind Farm,26,6,2011,11,2.7,608
Wind Farm,26,6,2011,12,1.7,60
Wind Farm,26,6,2011,13,1.3,0
Wind Farm,26,6,2011,14,1.4,0
Wind Farm,26,6,2011,15,1.1,0
Wind Farm,26,6,2011,16,2.1,92
Wind Farm,26,6,2011,17,2.5,436
Wind Farm,26,6,2011,18,3.2,1180
Wind Farm,26,6,2011,19,4.5,3876
Wind Farm,26,6,2011,20,5.5,6656
Wind Farm,26,6,2011,21,5.5,6672
Wind Farm,26,6,2011,22,5.5,6784
Wind Farm,26,6,2011,23,5.7,7732
Wind Farm,26,6,2011,24,5.7,8108
Wind Farm,27,6,2011,1,7.7,18152
Wind Farm,27,6,2011,2,6.2,9760
Wind Farm,27,6,2011,3,6.2,10868
Wind Farm,27,6,2011,4,7.6,16964
Wind Farm,27,6,2011,5,7.4,17052
Wind Farm,27,6,2011,6,8.2,23372
Wind Farm,27,6,2011,7,7.4,18312
Wind Farm,27,6,2011,8,7.1,15828
Wind Farm,27,6,2011,9,4.8,4964
Wind Farm,27,6,2011,10,3.7,2288
Wind Farm,27,6,2011,11,2.8,728
Wind Farm,27,6,2011,12,3.2,1252
Wind Farm,27,6,2011,13,4.3,2892
Wind Farm,27,6,2011,14,4.1,2540
Wind Farm,27,6,2011,15,4.0,2304
Wind Farm,27,6,2011,16,4.1,2472
Wind Farm,27,6,2011,17,3.9,2664
Wind Farm,27,6,2011,18,4.5,3416
Wind Farm,27,6,2011,19,4.2,2760
Wind Farm,27,6,2011,20,3.4,1468
Wind Farm,27,6,2011,21,2.8,1084
Wind Farm,27,6,2011,22,3.8,2484
