"","Location","Year","Month","Day","Hour","Cloud_Cover_Fraction","Dew_Point","Humidity_Fraction","Precipitation","Pressure","Temperature","Visibility","Wind_Speed","Solar_Elevation","Electricity_KW_HR"
"9573","Solar Array",2011,2,3,21,0,-14.4,0.5899,0,997.9,-7.8,16.093,8.2,-23.6350532588003,0
"9574","Solar Array",2011,2,3,22,0,-15,0.5837,0,997.6,-8.3,14.484,9.3,-34.4303428237539,0
"9575","Solar Array",2011,2,3,23,0,-16.7,0.5308,0,996.9,-8.9,14.484,8.2,-44.8001089163923,0
"9576","Solar Array",2011,2,3,24,0.9,-16.7,0.5521,0,996.6,-9.4,11.265,10.3,-54.0084753557842,0
"9577","Solar Array",2011,2,4,1,0.9,-16.7,0.6072,0,995.2,-10.6,9.656,11.3,-60.6539901521291,0
"9578","Solar Array",2011,2,4,2,0,-17.2,0.5821,0,994.6,-10.6,16.093,11.3,-62.6320662143265,0
"9579","Solar Array",2011,2,4,3,0,-17.2,0.6058,0,995.2,-11.1,16.093,8.2,-58.9993352497945,0
"9580","Solar Array",2011,2,4,4,0,-16.7,0.6319,0,995.2,-11.1,16.093,7.2,-51.3551776756005,0
"9581","Solar Array",2011,2,4,5,0,-16.1,0.6972,0,994.9,-11.7,16.093,6.2,-41.6713940318579,0
"9582","Solar Array",2011,2,4,6,0,-16.7,0.6903,0,994.6,-12.2,16.093,3.6,-31.1003762138158,0
"9583","Solar Array",2011,2,4,7,1,-15.6,0.6928,0,994.6,-11.1,16.093,5.1,-20.253208258146,0
"9584","Solar Array",2011,2,4,8,1,-15,0.6997,0,994.2,-10.6,16.093,5.1,-9.51735746961317,0
"9585","Solar Array",2011,2,4,9,1,-14.4,0.7352,0,994.2,-10.6,16.093,5.1,0.780383131466721,0
"9586","Solar Array",2011,2,4,10,1,-13.9,0.7304,0,993.2,-10,16.093,5.7,10.2849181855703,15159.46
"9587","Solar Array",2011,2,4,11,1,-14.4,0.701,0,993.9,-10,16.093,5.7,18.5536983983713,24644.52
"9588","Solar Array",2011,2,4,12,1,-12.8,0.7326,0,993.9,-8.9,16.093,6.2,25.0279523992997,66150.66
"9589","Solar Array",2011,2,4,13,1,-11.1,0.736,0,993.2,-7.2,16.093,7.2,29.0782568108105,110241.14
"9590","Solar Array",2011,2,4,14,0.5,-11.1,0.7082,0,992.2,-6.7,16.093,8.2,30.1813604181891,192561.44
"9591","Solar Array",2011,2,4,15,0,-11.1,0.6763,0,991.2,-6.1,16.093,6.7,28.1725772903245,180599.6
"9592","Solar Array",2011,2,4,16,0,-11.1,0.5943,0,989.9,-4.4,16.093,8.2,23.3448235872059,154284.72
"9593","Solar Array",2011,2,4,17,0,-11.1,0.5724,0,988.6,-3.9,16.093,8.8,16.2791593449786,106417.34
"9594","Solar Array",2011,2,4,18,0,-11.7,0.5025,0,988.3,-2.8,16.093,8.8,7.59649404903899,38627.5
"9595","Solar Array",2011,2,4,19,0,-12.2,0.501,0,987.9,-3.3,16.093,7.2,-2.17788988064916,0
"9596","Solar Array",2011,2,4,20,0,-12.8,0.4772,0,987.3,-3.3,16.093,5.1,-12.6309954852538,0
"9597","Solar Array",2011,2,4,21,0,-12.8,0.5183,0,986.3,-4.4,16.093,7.2,-23.4214238514687,0
"9598","Solar Array",2011,2,4,22,0,-13.3,0.5207,0,985.9,-5,16.093,5.1,-34.2126603913919,0
"9599","Solar Array",2011,2,4,23,0,-13.9,0.5189,0,985.3,-5.6,16.093,6.7,-44.5680781500362,0
"9600","Solar Array",2011,2,4,24,0,-14.4,0.4981,0,984.6,-5.6,16.093,8.8,-53.7498244275092,0
"9601","Solar Array",2011,2,5,1,0,-15,0.5156,0,984.3,-6.7,16.093,8.2,-60.3632116820662,0
"9602","Solar Array",2011,2,5,2,0,-15,0.5156,0,984.3,-6.7,16.093,8.2,-62.3341307154262,0
"9603","Solar Array",2011,2,5,3,0,-15,0.5359,0,983.9,-7.2,16.093,7.2,-58.7355925427113,0
"9604","Solar Array",2011,2,5,4,0,-15,0.5359,0,983.6,-7.2,16.093,6.7,-51.1325362039608,0
"9605","Solar Array",2011,2,5,5,0,-14.4,0.5899,0,983.3,-7.8,16.093,3.6,-41.4755765352485,0
"9606","Solar Array",2011,2,5,6,0,-13.9,0.6146,0,983.3,-7.8,16.093,3.6,-30.9169339636373,0
"9607","Solar Array",2011,2,5,7,0,-14.4,0.6428,0,982.9,-8.9,16.093,3.6,-20.0712106938454,0
"9608","Solar Array",2011,2,5,8,0,-15,0.6362,0,981.6,-9.4,16.093,2.1,-9.32839153255314,0
"9609","Solar Array",2011,2,5,9,0,-16.1,0.6088,0,981.6,-10,16.093,3.6,0.983282803474367,0
"9610","Solar Array",2011,2,5,10,0,-15,0.6362,0,981,-9.4,16.093,3.6,10.5076733821053,65191.14
"9611","Solar Array",2011,2,5,11,0,-14.4,0.6428,0,980.3,-8.9,16.093,2.6,18.8006815818694,49750.74
"9612","Solar Array",2011,2,5,12,0.9,-13.3,0.6455,0,979.6,-7.8,16.093,3.6,25.3002961771094,62840.16
"9613","Solar Array",2011,2,5,13,0,-11.7,0.6749,0,978.6,-6.7,16.093,1.5,29.3713757232944,59934.08
"9614","Solar Array",2011,2,5,14,0,-10.6,0.6774,0,977.6,-5.6,16.093,0,30.4840831843447,54688.98
"9615","Solar Array",2011,2,5,15,0.9,-10,0.6487,0,977.3,-4.4,16.093,3.1,28.4708349819016,40740.54
"9616","Solar Array",2011,2,5,16,1,-8.3,0.7141,0,976.6,-3.9,16.093,2.6,23.627822666986,45904.26
"9617","Solar Array",2011,2,5,17,1,-7.8,0.7424,0,976.6,-3.9,16.093,3.6,16.5423811941317,18698.34
"9618","Solar Array",2011,2,5,18,0.9,-8.3,0.7414,0,977.3,-4.4,16.093,3.6,7.84059385985461,9766.84
"9619","Solar Array",2011,2,5,19,1,-8.3,0.7141,0,978.3,-3.9,14.484,4.1,-1.94927417009455,0
"9620","Solar Array",2011,2,5,20,1,-7.8,0.7424,0,979,-3.9,14.484,3.6,-12.4126283178506,0
"9621","Solar Array",2011,2,5,21,1,-7.8,0.7098,0,979.6,-3.3,12.875,3.6,-23.2068323894146,0
"9622","Solar Array",2011,2,5,22,1,-7.2,0.7435,0,980.3,-3.3,12.875,3.6,-33.9937337883686,0
"9623","Solar Array",2011,2,5,23,1,-6.7,0.7728,0,981,-3.3,12.875,3.6,-44.3342838983799,0
"9624","Solar Array",2011,2,5,24,1,-5,0.8108,0,981.6,-2.2,12.875,4.1,-53.4886481518361,0
"9625","Solar Array",2011,2,6,1,1,-4.4,0.8484,0,982.3,-2.2,14.484,5.1,-60.068930212541,0
"9626","Solar Array",2011,2,6,2,1,-5,0.8108,0,982.9,-2.2,16.093,4.1,-62.0313610488887,0
"9627","Solar Array",2011,2,6,3,1,-5,0.8108,0,983.9,-2.2,16.093,4.1,-58.4657492388374,0
"9628","Solar Array",2011,2,6,4,1,-5.6,0.7746,0,984.6,-2.2,14.484,4.6,-50.9034195748403,0
"9629","Solar Array",2011,2,6,5,1,-5.6,0.8099,0,984.9,-2.8,12.875,3.1,-41.2734451389166,0
"9630","Solar Array",2011,2,6,6,1,-5.6,0.8099,0,984.9,-2.8,11.265,4.1,-30.72745242848,0
"9631","Solar Array",2011,2,6,7,1,-5.6,0.8407,0,985.6,-3.3,11.265,3.6,-19.8834162973154,0
"9632","Solar Array",2011,2,6,8,1,-5.6,0.8407,0,985.9,-3.3,11.265,4.1,-9.13380836276885,0
"9633","Solar Array",2011,2,6,9,1,-6.1,0.8092,0,986.3,-3.3,11.265,4.1,1.19168121542542,0
"9634","Solar Array",2011,2,6,10,1,-6.1,0.8092,0,987.3,-3.3,9.656,5.1,10.7358566665994,9314.86
"9635","Solar Array",2011,2,6,11,1,-6.1,0.7796,0,987.9,-2.8,9.656,5.7,19.0530402719242,16538.44
"9636","Solar Array",2011,2,6,12,1,-5.6,0.8099,0,988.3,-2.8,9.656,5.7,25.577913363184,38763.4
"9637","Solar Array",2011,2,6,13,1,-4.4,0.8177,0,988.3,-1.7,11.265,3.6,29.6694936576769,50561.02
"9638","Solar Array",2011,2,6,14,1,-3.9,0.8124,0,987.9,-1.1,11.265,3.1,30.7912345600949,52970.2
"9639","Solar Array",2011,2,6,15,1,-3.3,0.8497,0,987.3,-1.1,2.816,2.6,28.7726750619982,35420.6
"9640","Solar Array",2011,2,6,16,1,-3.3,0.8497,0,987.3,-1.1,8.047,2.1,23.9134798979923,22459.26
"9641","Solar Array",2011,2,6,17,1,-2.8,0.882,0,987.6,-1.1,2.414,2.1,16.8074655352488,11951.5
"9642","Solar Array",2011,2,6,18,1,-2.8,0.9218,0,988.3,-1.7,2.816,2.1,8.08598447294422,3790.18
"9643","Solar Array",2011,2,6,19,1,-2,1,0.3,988.9,-2,0.805,1.5,-1.71970622315004,0
"9644","Solar Array",2011,2,6,20,1,-1.7,1,0.3,988.9,-1.7,1.207,0,-12.1934321279156,0
"9645","Solar Array",2011,2,6,21,1,-2,1,0.5,989.3,-2,1.207,1.5,-22.9913306957812,0
"9646","Solar Array",2011,2,6,22,1,-2.2,0.9637,0.3,988.9,-1.7,1.207,0,-33.7736043420004,0
"9647","Solar Array",2011,2,6,23,1,-2.2,0.9637,0,988.6,-1.7,1.609,0,-44.0987635514886,0
"9648","Solar Array",2011,2,6,24,1,-2.2,0.9637,0,988.6,-1.7,2.816,1.5,-53.2249938106692,0
"9649","Solar Array",2011,2,7,1,1,-2.2,0.9637,0,988.6,-1.7,2.816,2.1,-59.77122592519,0
"9650","Solar Array",2011,2,7,2,1,-2.2,0.9637,0,988.3,-1.7,3.219,1.5,-61.7238833517081,0
"9651","Solar Array",2011,2,7,3,1,-2.8,0.9564,0,988.3,-2.2,4.023,2.1,-58.1899379536914,0
"9652","Solar Array",2011,2,7,4,1,-2.2,0.9637,0,988.6,-1.7,6.437,2.1,-50.6679316076968,0
"9653","Solar Array",2011,2,7,5,1,-2.8,0.9218,0,987.9,-1.7,6.437,2.6,-41.0650826796928,0
"9654","Solar Array",2011,2,7,6,1,-3.3,0.9214,0,988.3,-2.2,16.093,3.1,-30.5320069149915,0
"9655","Solar Array",2011,2,7,7,1,-3.3,0.9214,0,988.3,-2.2,16.093,2.6,-19.6899010347925,0
"9656","Solar Array",2011,2,7,8,1,-3.9,0.9211,0,988.6,-2.8,8.047,4.1,-8.9336888486168,0
"9657","Solar Array",2011,2,7,9,1,-5,0.8799,0,989.3,-3.3,8.047,4.6,1.40549061492545,0
"9658","Solar Array",2011,2,7,10,1,-6.1,0.8788,0,989.6,-4.4,8.047,5.7,10.9693731155575,14032.07
"9659","Solar Array",2011,2,7,11,1,-6.7,0.8393,0.3,989.6,-4.4,4.828,4.6,19.3106734514123,6019.78
"9660","Solar Array",2011,2,7,12,1,-6.1,0.8464,0,989.6,-3.9,4.828,4.6,25.8606986781677,9535.52
"9661","Solar Array",2011,2,7,13,1,-6.1,0.8092,0,989.9,-3.3,16.093,2.6,29.9725019396732,14655.68
"9662","Solar Array",2011,2,7,14,1,-7.2,0.7163,0,989.3,-2.8,16.093,3.6,31.1027013875988,50081.74
"9663","Solar Array",2011,2,7,15,0.9,-8.9,0.6275,0,988.3,-2.8,16.093,3.6,29.0779802446849,101342.78
"9664","Solar Array",2011,2,7,16,1,-8.9,0.6002,0,987.6,-2.2,16.093,2.1,24.2016791259444,49941.02
"9665","Solar Array",2011,2,7,17,1,-8.9,0.6275,0,987.6,-2.8,16.093,3.1,17.0743046262164,17967.46
"9666","Solar Array",2011,2,7,18,1,-10,0.5754,0,987.9,-2.8,16.093,3.1,8.33257166319493,10615.92
"9667","Solar Array",2011,2,7,19,1,-10,0.6248,0,988.9,-3.9,16.093,4.6,-1.48926473403392,0
"9668","Solar Array",2011,2,7,20,1,-9.4,0.7118,0,989.6,-5,16.093,3.6,-11.9734702757036,0
"9669","Solar Array",2011,2,7,21,1,-10,0.7105,0,989.6,-5.6,16.093,5.7,-22.7749684760624,0
"9670","Solar Array",2011,2,7,22,1,-10.6,0.7038,0,989.9,-6.1,16.093,6.2,-33.5523114611891,0
"9671","Solar Array",2011,2,7,23,1,-12.2,0.6737,0,989.9,-7.2,16.093,5.7,-43.8615529750253,0
"9672","Solar Array",2011,2,7,24,1,-11.7,0.764,0,990.3,-8.3,16.093,5.7,-52.9589076465382,0
"9673","Solar Array",2011,2,8,1,1,-13.9,0.6966,0,990.6,-9.4,16.093,6.7,-59.4701780866725,0
"9674","Solar Array",2011,2,8,2,1,-12.2,0.8387,0,991.6,-10,6.437,3.6,-61.4118232031231,0
"9675","Solar Array",2011,2,8,3,1,-15.6,0.6928,0,992.2,-11.1,16.093,5.7,-57.908293561816,0
"9676","Solar Array",2011,2,8,4,0,-17.2,0.6618,0,992.6,-12.2,16.093,4.1,-50.4261804868189,0
"9677","Solar Array",2011,2,8,5,0.5,-17.8,0.7223,0,992.6,-13.9,16.093,3.1,-40.8505766796322,0
"9678","Solar Array",2011,2,8,6,0,-17.8,0.7526,0,993.2,-14.4,16.093,3.6,-30.3306771113486,0
"9679","Solar Array",2011,2,8,7,0,-18.9,0.7889,0,994.2,-16.1,16.093,3.6,-19.4907448369699,0
"9680","Solar Array",2011,2,8,8,0,-19.4,0.8289,0,994.6,-17.2,16.093,3.1,-8.72811742892542,0
"9681","Solar Array",2011,2,8,9,0,-18.3,0.8305,0,995.2,-16.1,16.093,2.6,1.62462010207369,6931.8628478
"9682","Solar Array",2011,2,8,10,0,-18.3,0.7965,0,996.6,-15.6,16.093,3.6,11.2081250701813,64738.32
"9683","Solar Array",2011,2,8,11,0,-18.3,0.6922,0,997.2,-13.9,16.093,3.1,19.5734778205868,127223.04
"9684","Solar Array",2011,2,8,12,0.25,-17.8,0.6603,0,997.9,-12.8,16.093,3.6,26.1485450778818,177096.5
"9685","Solar Array",2011,2,8,13,1,-17.2,0.5821,0,998.6,-10.6,16.093,4.1,30.2802906839008,181163.4
"9686","Solar Array",2011,2,8,14,0.25,-16.1,0.6385,0,997.9,-10.6,16.093,5.7,31.4183698134576,199761.52
"9687","Solar Array",2011,2,8,15,0,-14.4,0.6685,0,997.6,-9.4,16.093,6.7,29.3866330676242,146841.76
"9688","Solar Array",2011,2,8,16,1,-13.9,0.6966,0,997.2,-9.4,11.265,5.1,24.4923046462884,136506.46
"9689","Solar Array",2011,2,8,17,0.25,-15,0.6117,0,997.2,-8.9,16.093,7.2,17.3427918342775,119714.7
"9690","Solar Array",2011,2,8,18,0,-15.6,0.6053,0,996.9,-9.4,16.093,7.2,8.58026285426611,48422.5
"9691","Solar Array",2011,2,8,19,0,-16.7,0.6072,0,997.2,-10.6,16.093,8.8,-1.25802640441732,0
"9692","Solar Array",2011,2,8,20,0,-17.2,0.6357,0,997.6,-11.7,16.093,6.2,-11.7528039843761,0
"9693","Solar Array",2011,2,8,21,0,-16.7,0.663,0,996.9,-11.7,16.093,6.7,-22.5577933397764,0
"9694","Solar Array",2011,2,8,22,0,-16.7,0.7246,0,996.9,-12.8,16.093,6.2,-33.3298926862015,0
"9695","Solar Array",2011,2,8,23,0,-16.7,0.7547,0,996.6,-13.3,16.093,6.7,-43.6226865858271,0
"9696","Solar Array",2011,2,8,24,0,-16.1,0.7936,0,996.2,-13.3,16.093,6.2,-52.6904349513796,0
"9697","Solar Array",2011,2,9,1,0,-16.1,0.762,0,995.6,-12.8,16.093,6.7,-59.1658651189019,0
"9698","Solar Array",2011,2,9,2,0,-14.4,0.8028,0,995.2,-11.7,11.265,8.8,-61.0953055769745,0
"9699","Solar Array",2011,2,9,3,0,-13.3,0.8373,0,994.9,-11.1,16.093,8.2,-57.6209529620496,0
"9700","Solar Array",2011,2,9,4,0,-13.3,0.8373,0,994.2,-11.1,16.093,8.8,-50.1782785399861,0
"9701","Solar Array",2011,2,9,5,0,-12.8,0.8379,0,993.6,-10.6,16.093,7.7,-40.6300191924088,0
"9702","Solar Array",2011,2,9,6,0,-13.3,0.8373,0,992.9,-11.1,16.093,7.2,-30.1235469735892,0
"9703","Solar Array",2011,2,9,7,0,-13.3,0.8373,0,992.9,-11.1,16.093,6.7,-19.2860315043247,0
"9704","Solar Array",2011,2,9,8,0,-13.9,0.8365,0,992.6,-11.7,16.093,6.7,-8.51718200779047,0
"9705","Solar Array",2011,2,9,9,0,-13.9,0.8365,0,992.9,-11.7,16.093,5.7,1.84897570860915,10444.1
"9706","Solar Array",2011,2,9,10,0,-13.9,0.8365,0,992.6,-11.7,16.093,5.7,11.4520122101289,54011.44
"9707","Solar Array",2011,2,9,11,0,-13.9,0.766,0,992.6,-10.6,16.093,6.2,19.8413478657197,104878.38
"9708","Solar Array",2011,2,9,12,0,-13.3,0.7316,0,992.9,-9.4,16.093,8.8,26.4413438186389,163205.02
"9709","Solar Array",2011,2,9,13,0,-13.3,0.7034,0,993.2,-8.9,16.093,9.3,30.5927488587378,192210.44
"9710","Solar Array",2011,2,9,14,0,-14.4,0.6428,0,992.9,-8.9,12.875,9.8,31.7381253543803,144955.06
"9711","Solar Array",2011,2,9,15,0.25,-14.4,0.6428,0,992.2,-8.9,16.093,7.7,29.6985159599984,167511.78
"9712","Solar Array",2011,2,9,16,0,-15.6,0.582,0,991.9,-8.9,16.093,8.8,24.7852412744305,144353.36
"9713","Solar Array",2011,2,9,17,0,-16.1,0.5582,0,991.9,-8.9,16.093,7.2,17.6128217011928,96945.74
"9714","Solar Array",2011,2,9,18,0,-16.7,0.5521,0,991.9,-9.4,16.093,7.2,8.82896716827528,48032.14
"9715","Solar Array",2011,2,9,19,0,-17.8,0.5533,0,992.2,-10.6,16.093,6.7,-1.02606591646689,0
"9716","Solar Array",2011,2,9,20,0,-18.3,0.579,0,992.9,-11.7,16.093,4.6,-11.5314923391766,0
"9717","Solar Array",2011,2,9,21,0,-19.4,0.6299,0,993.2,-13.9,16.093,3.6,-22.3398508270104,0
"9718","Solar Array",2011,2,9,22,0,-20,0.6548,0,993.9,-15,16.093,3.1,-33.1063837426497,0
"9719","Solar Array",2011,2,9,23,0.9,-20.6,0.6533,0,994.2,-15.6,2.816,3.1,-43.3821974303532,0
"9720","Solar Array",2011,2,9,24,1,-19.4,0.7249,0,994.6,-15.6,16.093,3.1,-52.4196201562516,0
"9721","Solar Array",2011,2,10,1,0.5,-19.4,0.6897,0,994.2,-15,16.093,4.1,-58.8583646701613,0
"9722","Solar Array",2011,2,10,2,0,-19.4,0.7557,0,994.2,-16.1,16.093,3.1,-60.7744548032506,0
"9723","Solar Array",2011,2,10,3,0,-19.4,0.7557,0,993.6,-16.1,16.093,4.1,-57.328054852593,0
"9724","Solar Array",2011,2,10,4,0,-20.6,0.8202,0,993.9,-18.3,16.093,3.6,-49.9243420150319,0
"9725","Solar Array",2011,2,10,5,0,-20.6,0.8634,0,993.6,-18.9,16.093,3.6,-40.4035066432724,0
"9726","Solar Array",2011,2,10,6,0,-20,0.8281,0,993.6,-17.8,16.093,4.1,-29.9107046055316,0
"9727","Solar Array",2011,2,10,7,0,-21.1,0.9087,0,993.9,-20,16.093,3.6,-19.075848607047,0
"9728","Solar Array",2011,2,10,8,0,-20,0.8281,0,993.6,-17.8,16.093,3.1,-8.30097386509114,0
"9729","Solar Array",2011,2,10,9,0,-20,0.8641,0,993.9,-18.3,16.093,4.1,2.07846048026268,11047.761597
"9730","Solar Array",2011,2,10,10,0.25,-18.9,0.9104,0,994.2,-17.8,14.484,4.6,11.7009316294491,63877.12
"9731","Solar Array",2011,2,10,11,0,-17.2,0.9117,0,993.6,-16.1,16.093,5.1,20.1141759289162,103964.82
"9732","Solar Array",2011,2,10,12,1,-15.6,0.8274,0,993.6,-13.3,16.093,5.7,26.7389845227949,175320.32
"9733","Solar Array",2011,2,10,13,0,-15.6,0.7269,0,993.2,-11.7,16.093,5.7,30.9097643506446,181955.54
"9734","Solar Array",2011,2,10,14,1,-15,0.6997,0,992.6,-10.6,16.093,8.2,32.0618529616696,191703.2
"9735","Solar Array",2011,2,10,15,0.25,-14.4,0.701,0,992.2,-10,16.093,8.8,30.0135113086935,189150.44
"9736","Solar Array",2011,2,10,16,0,-15,0.5837,0,991.2,-8.3,16.093,6.2,25.0803744135665,167936.94
"9737","Solar Array",2011,2,10,17,0,-15,0.5614,0,990.9,-7.8,16.093,5.7,17.8842900050749,121739.08
"9738","Solar Array",2011,2,10,18,0,-16.1,0.5123,0,990.3,-7.8,16.093,6.7,9.07859547123999,47316.82
"9739","Solar Array",2011,2,10,19,0,-16.7,0.5308,0,990.3,-8.9,16.093,6.2,-0.7934559107251,0
"9740","Solar Array",2011,2,10,20,0,-17.2,0.5821,0,990.3,-10.6,16.093,2.6,-11.3095922916036,0
"9741","Solar Array",2011,2,10,21,0,-17.2,0.5821,0,990.3,-10.6,16.093,3.1,-22.1211844397051,0
"9742","Solar Array",2011,2,10,22,0,-19.4,0.5269,0,990.3,-11.7,16.093,5.1,-32.8818185994818,0
"9743","Solar Array",2011,2,10,23,0,-21.1,0.4968,0,989.9,-12.8,16.093,6.2,-43.1401172657614,0
"9744","Solar Array",2011,2,10,24,1,-20,0.5209,0,989.9,-12.2,16.093,4.6,-52.1465069216939,0
"9745","Solar Array",2011,2,11,1,1,-18.9,0.55,0,989.6,-11.7,16.093,5.7,-58.5477536866971,0
"9746","Solar Array",2011,2,11,2,1,-18.3,0.579,0,989.6,-11.7,16.093,5.7,-60.4493945380514,0
"9747","Solar Array",2011,2,11,3,1,-17.2,0.6357,0,989.6,-11.7,16.093,4.1,-57.029739516294,0
"9748","Solar Array",2011,2,11,4,1,-16.7,0.6903,0,989.9,-12.2,16.093,2.6,-49.6644908554495,0
"9749","Solar Array",2011,2,11,5,1,-16.1,0.7259,0,989.9,-12.2,12.875,2.1,-40.1711396634153,0
"9750","Solar Array",2011,2,11,6,1,-16.1,0.7936,0,989.9,-13.3,11.265,2.6,-29.6922421328362,0
"9751","Solar Array",2011,2,11,7,0,-16.1,0.8335,0,990.3,-13.9,16.093,2.6,-18.8602873799641,0
"9752","Solar Array",2011,2,11,8,0,-16.1,0.9126,0,990.6,-15,11.265,2.6,-8.07958756302003,0
"9753","Solar Array",2011,2,11,9,0,-16.1,0.8685,0,990.9,-14.4,8.047,1.5,2.31297456210461,0
"9754","Solar Array",2011,2,11,10,0,-15,0.9134,0,990.9,-13.9,9.656,2.6,11.954777914539,58793.54
"9755","Solar Array",2011,2,11,11,0,-13.9,0.8708,0,990.9,-12.2,12.875,2.6,20.3918522789834,124329.62
"9756","Solar Array",2011,2,11,12,0,-12.2,0.8387,0,990.6,-10,14.484,1.5,27.0413552444549,160406.38
"9757","Solar Array",2011,2,11,13,0,-11.7,0.764,0,990.3,-8.3,16.093,3.1,31.2312240278969,144124.86
"9758","Solar Array",2011,2,11,14,0.9,-10.6,0.7659,0,989.6,-7.2,8.047,4.6,32.3894370844947,105062.56
"9759","Solar Array",2011,2,11,15,0.9,-10.6,0.7038,0,988.6,-6.1,12.875,6.2,30.3315015227236,104430.68
"9760","Solar Array",2011,2,11,16,0.5,-10.6,0.6774,0,987.3,-5.6,16.093,9.8,25.3775901200921,125836.74
"9761","Solar Array",2011,2,11,17,1,-10.6,0.6472,0,986.6,-5,16.093,8.2,18.1570938188777,26276.36
"9762","Solar Array",2011,2,11,18,1,-10.6,0.6472,0,986.3,-5,16.093,5.7,9.32906041427928,9197.26
"9763","Solar Array",2011,2,11,19,1,-10,0.6788,0,985.9,-5,16.093,6.2,-0.560266968777924,0
"9764","Solar Array",2011,2,11,20,1,-8.9,0.7403,0,985.6,-5,16.093,5.7,-11.0871586684876,0
"9765","Solar Array",2011,2,11,21,1,-8.9,0.7403,0,984.9,-5,16.093,5.7,-21.9018356775335,0
"9766","Solar Array",2011,2,11,22,1,-8.9,0.7403,0,983.9,-5,14.484,6.2,-32.6562295307818,0
"9767","Solar Array",2011,2,11,23,1,-8.3,0.7759,0,983.3,-5,16.093,7.2,-42.896476643358,0
"9768","Solar Array",2011,2,11,24,1,-7.8,0.7709,0,982.9,-4.4,12.875,10.3,-51.8711382284421,0
"9769","Solar Array",2011,2,12,1,1,-7.2,0.845,0,982.6,-5,11.265,7.2,-58.2341084844217,0
"9770","Solar Array",2011,2,12,2,1,-6.7,0.8782,0,982.3,-5,8.047,7.7,-60.120247741234,0
"9771","Solar Array",2011,2,12,3,1,-6.1,0.8788,0,982,-4.4,2.012,8.2,-56.7261486164612,0
"9772","Solar Array",2011,2,12,4,1,-5.6,0.913,0,981.6,-4.4,9.656,6.7,-49.3988484761173,0
"9773","Solar Array",2011,2,12,5,1,-5,0.8799,0,982,-3.3,9.656,7.2,-39.9330229195954,0
"9774","Solar Array",2011,2,12,6,1,-7.2,0.6851,0,983.3,-2.2,16.093,7.2,-29.4682555717917,0
"9775","Solar Array",2011,2,12,7,1,-8.9,0.6275,0,984.9,-2.8,16.093,9.3,-18.6394426128674,0
"9776","Solar Array",2011,2,12,8,0,-11.1,0.5724,0,986.3,-3.9,16.093,7.7,-7.85312084891915,0
"9777","Solar Array",2011,2,12,9,0,-11.7,0.5927,0,987.9,-5,16.093,5.7,2.5524152866621,11719.674788
"9778","Solar Array",2011,2,12,10,0,-11.1,0.6219,0,989.3,-5,16.093,4.6,12.2134432239567,80887.02
"9779","Solar Array",2011,2,12,11,0,-10,0.6487,0,990.3,-4.4,16.093,4.1,20.6742651832343,138253.82
"9780","Solar Array",2011,2,12,12,0.9,-11.1,0.5472,0,990.9,-3.3,16.093,7.7,27.3483425352423,179033.5
"9781","Solar Array",2011,2,12,13,0.25,-11.1,0.5272,0,991.9,-2.8,16.093,8.2,31.5570138036656,199087.68
"9782","Solar Array",2011,2,12,14,0,-12.2,0.4616,0,991.6,-2.2,16.093,8.2,32.7207617319171,200297.8
"9783","Solar Array",2011,2,12,15,0,-11.7,0.4806,0,991.9,-2.2,16.093,6.7,30.6523690958787,167966.54
"9784","Solar Array",2011,2,12,16,0,-11.1,0.5043,0,991.6,-2.2,16.093,6.7,25.6767751665876,123543.72
"9785","Solar Array",2011,2,12,17,0,-11.7,0.4806,0,991.9,-2.2,16.093,5.7,18.4311315655388,67906.38
"9786","Solar Array",2011,2,12,18,0,-11.7,0.4631,0,992.2,-1.7,16.093,5.1,9.58027647059491,38117.76
"9787","Solar Array",2011,2,12,19,0.9,-11.7,0.4806,0,992.2,-2.2,16.093,4.1,-0.326567600649881,0
"9788","Solar Array",2011,2,12,20,1,-11.7,0.5025,0,992.2,-2.8,16.093,3.6,-10.864244185859,0
"9789","Solar Array",2011,2,12,21,1,-10.6,0.5248,0,991.9,-2.2,16.093,4.6,-21.6818440782043,0
"9790","Solar Array",2011,2,12,22,1,-7.2,0.6851,0,990.6,-2.2,16.093,3.6,-32.4296471811591,0
"9791","Solar Array",2011,2,12,23,1,-3,1,0,989.9,-3,1.609,3.6,-42.6513049941462,0
"9792","Solar Array",2011,2,12,24,1,-3.3,0.9634,0,988.9,-2.8,9.656,3.6,-51.5935564682136,0
"9793","Solar Array",2011,2,13,1,1,-3.3,0.9214,0,987.6,-2.2,6.437,3.6,-57.9175048203742,0
"9794","Solar Array",2011,2,13,2,1,-2.2,0.9637,0,986.6,-1.7,8.047,2.6,-59.7871366610082,0
"9795","Solar Array",2011,2,13,3,1,-2.2,0.9222,0,985.6,-1.1,8.047,2.6,-56.4174250034013,0
"9796","Solar Array",2011,2,13,4,1,-2.2,0.889,0,984.6,-0.6,11.265,3.1,-49.127541540151,0
"9797","Solar Array",2011,2,13,5,0.25,-3.3,0.9214,0,983.9,-2.2,9.656,2.1,-39.689264939852,0
"9798","Solar Array",2011,2,13,6,0,-3.9,0.881,0,982.6,-2.2,11.265,4.1,-29.2388446934067,0
"9799","Solar Array",2011,2,13,7,0,-3.9,0.881,0,982.3,-2.2,11.265,3.1,-18.4134125366614,0
