City,Year,Month,Day,Hour,Solar_Elevation
Power City,Consumption,3,14,16,36.061035515
Power City,Consumption,3,14,17,27.636344342
Power City,Consumption,3,14,18,17.801323006
Power City,Consumption,3,14,19,7.181812043
Power City,Consumption,3,14,20,-3.778921268
Power City,Consumption,3,14,21,-14.71602518
Power City,Consumption,3,14,22,-25.24615185
Power City,Consumption,3,14,23,-34.85997648
Power City,Consumption,3,14,24,-42.79046471
Power City,Consumption,3,15,1,-47.93517788
Power City,Consumption,3,15,2,-49.15339515
Power City,Consumption,3,15,3,-46.10182667
Power City,Consumption,3,15,4,-39.57959938
Power City,Consumption,3,15,5,-30.78818367
Power City,Consumption,3,15,6,-20.68615345
Power City,Consumption,3,15,7,-9.90986437
Power City,Consumption,3,15,8,1.1029052147
Power City,Consumption,3,15,9,11.991113298
Power City,Consumption,3,15,10,22.370733024
Power City,Consumption,3,15,11,31.735047235
Power City,Consumption,3,15,12,39.348977456
Power City,Consumption,3,15,13,44.218350076
Power City,Consumption,3,15,14,45.376902856
Power City,Consumption,3,15,15,42.541271151
Power City,Consumption,3,15,16,36.36806128
Power City,Consumption,3,15,17,27.902690089
Power City,Consumption,3,15,18,18.038689941
Power City,Consumption,3,15,19,7.4025318021
Power City,Consumption,3,15,20,-3.563079473
Power City,Consumption,3,15,21,-14.49333881
Power City,Consumption,3,15,22,-25.00403672
Power City,Consumption,3,15,23,-34.5846557
Power City,Consumption,3,15,24,-42.46934714
Power City,Consumption,3,16,1,-47.56569704
Power City,Consumption,3,16,2,-48.75449022
Power City,Consumption,3,16,3,-45.70534979
Power City,Consumption,3,16,4,-39.20524495
Power City,Consumption,3,16,5,-30.43813803
Power City,Consumption,3,16,6,-20.3541669
Power City,Consumption,3,16,7,-9.587579692
Power City,Consumption,3,16,8,1.4239049249
Power City,Consumption,3,16,9,12.319030748
Power City,Consumption,3,16,10,22.713508948
Power City,Consumption,3,16,11,32.099389902
Power City,Consumption,3,16,12,39.736822044
Power City,Consumption,3,16,13,44.619853072
Power City,Consumption,3,16,14,45.767123652
Power City,Consumption,3,16,15,42.894059207
Power City,Consumption,3,16,16,36.673971839
Power City,Consumption,3,16,17,28.167821659
Power City,Consumption,3,16,18,18.275006703
Power City,Consumption,3,16,19,7.6225044646
Power City,Consumption,3,16,20,-3.347615009
Power City,Consumption,3,16,21,-14.27063488
Power City,Consumption,3,16,22,-24.76152728
Power City,Consumption,3,16,23,-34.30866303
Power City,Consumption,3,16,24,-42.14751597
Power City,Consumption,3,17,1,-47.19575041
Power City,Consumption,3,17,2,-48.35530364
Power City,Consumption,3,17,3,-45.30835029
Power City,Consumption,3,17,4,-38.83000133
Power City,Consumption,3,17,5,-30.08702843
Power City,Consumption,3,17,6,-20.02114369
Power City,Consumption,3,17,7,-9.264404768
Power City,Consumption,3,17,8,1.7455977975
Power City,Consumption,3,17,9,12.647442888
Power City,Consumption,3,17,10,23.056625565
Power City,Consumption,3,17,11,32.464012057
Power City,Consumption,3,17,12,40.124986931
Power City,Consumption,3,17,13,45.021658256
Power City,Consumption,3,17,14,46.15726294
Power City,Consumption,3,17,15,43.246111805
Power City,Consumption,3,17,16,36.978700236
Power City,Consumption,3,17,17,28.431696331
Power City,Consumption,3,17,18,18.510249089
Power City,Consumption,3,17,19,7.841717118
Power City,Consumption,3,17,20,-3.132536269
Power City,Consumption,3,17,21,-14.04792383
Power City,Consumption,3,17,22,-24.51864317
Power City,Consumption,3,17,23,-34.03203542
Power City,Consumption,3,17,24,-41.82503192
Power City,Consumption,3,18,1,-46.8254223
Power City,Consumption,3,18,2,-47.9559419
Power City,Consumption,3,18,3,-44.91095882
Power City,Consumption,3,18,4,-38.45401399
Power City,Consumption,3,18,5,-29.73500329
Power City,Consumption,3,18,6,-19.68723014
Power City,Consumption,3,18,7,-8.940483268
Power City,Consumption,3,18,8,2.0678417384
Power City,Consumption,3,18,9,12.976208004
Power City,Consumption,3,18,10,23.399941178
Power City,Consumption,3,18,11,32.828773916
Power City,Consumption,3,18,12,40.51333994
Power City,Consumption,3,18,13,45.423647571
Power City,Consumption,3,18,14,46.547216502
Power City,Consumption,3,18,15,43.597340257
Power City,Consumption,3,18,16,37.282181241
Power City,Consumption,3,18,17,28.694273079
Power City,Consumption,3,18,18,18.744394206
Power City,Consumption,3,18,19,8.0601576157
Power City,Consumption,3,18,20,-2.917851466
Power City,Consumption,3,18,21,-13.82521649
Power City,Consumption,3,18,22,-24.27540501
Power City,Consumption,3,18,23,-33.7548111
Power City,Consumption,3,18,24,-41.5019569
Power City,Consumption,3,19,1,-46.45479763
Power City,Consumption,3,19,2,-47.55651133
Power City,Consumption,3,19,3,-44.51330519
Power City,Consumption,3,19,4,-38.07742749
Power City,Consumption,3,19,5,-29.38221043
Power City,Consumption,3,19,6,-19.35257214
Power City,Consumption,3,19,7,-8.615958519
Power City,Consumption,3,19,8,2.39049498
Power City,Consumption,3,19,9,13.3051847
Power City,Consumption,3,19,10,23.743314358
Power City,Consumption,3,19,11,33.193535856
Power City,Consumption,3,19,12,40.901749025
Power City,Consumption,3,19,13,45.825703347
Power City,Consumption,3,19,14,46.936880943
Power City,Consumption,3,19,15,43.947657222
Power City,Consumption,3,19,16,37.584351362
Power City,Consumption,3,19,17,28.95551255
Power City,Consumption,3,19,18,18.977420423
Power City,Consumption,3,19,19,8.2778145223
Power City,Consumption,3,19,20,-2.703568696
Power City,Consumption,3,19,21,-13.60252417
Power City,Consumption,3,19,22,-24.03183437
Power City,Consumption,3,19,23,-33.4770296
Power City,Consumption,3,19,24,-41.17835405
Power City,Consumption,3,20,1,-46.083962
Power City,Consumption,3,20,2,-47.15711811
Power City,Consumption,3,20,3,-44.11551837
Power City,Consumption,3,20,4,-37.70038549
Power City,Consumption,3,20,5,-29.02879695
Power City,Consumption,3,20,6,-19.01731506
Power City,Consumption,3,20,7,-8.290973438
Power City,Consumption,3,20,8,2.7134161456
Power City,Consumption,3,20,9,13.634231957
Power City,Consumption,3,20,10,24.08660399
Power City,Consumption,3,20,11,33.558158454
Power City,Consumption,3,20,12,41.290082291
Power City,Consumption,3,20,13,46.227708313
Power City,Consumption,3,20,14,47.326153712
Power City,Consumption,3,20,15,44.296976719
Power City,Consumption,3,20,16,37.885148844
Power City,Consumption,3,20,17,29.215377039
Power City,Consumption,3,20,18,19.209307331
Power City,Consumption,3,20,19,8.494677059
Power City,Consumption,3,20,20,-2.489695991
Power City,Consumption,3,20,21,-13.37985869
Power City,Consumption,3,20,22,-23.78795385
Power City,Consumption,3,20,23,-33.19873179
Power City,Consumption,3,20,24,-40.85428767
Power City,Consumption,3,21,1,-45.7130016
Power City,Consumption,3,21,2,-46.75786827
Power City,Consumption,3,21,3,-43.71772651
Power City,Consumption,3,21,4,-37.32303069
Power City,Consumption,3,21,5,-28.67490922
Power City,Consumption,3,21,6,-18.68160376
Power City,Consumption,3,21,7,-7.965670476
Power City,Consumption,3,21,8,3.0364643105
Power City,Consumption,3,21,9,13.963209193
Power City,Consumption,3,21,10,24.42966933
Power City,Consumption,3,21,11,33.922502519
Power City,Consumption,3,21,12,41.678208011
Power City,Consumption,3,21,13,46.629545604
Power City,Consumption,3,21,14,47.714933108
Power City,Consumption,3,21,15,44.645214146
Power City,Consumption,3,21,16,38.184513668
Power City,Consumption,3,21,17,29.473830467
Power City,Consumption,3,21,18,19.440035696
Power City,Consumption,3,21,19,8.710735049
Power City,Consumption,3,21,20,-2.276241377
Power City,Consumption,3,21,21,-13.15723244
Power City,Consumption,3,21,22,-23.54378712
Power City,Consumption,3,21,23,-32.91995984
Power City,Consumption,3,21,24,-40.52982327
Power City,Consumption,3,22,1,-45.34200325
Power City,Consumption,3,22,2,-46.3588677
Power City,Consumption,3,22,3,-43.32005693
Power City,Consumption,3,22,4,-36.94550483
Power City,Consumption,3,22,5,-28.32069284
Power City,Consumption,3,22,6,-18.34558247
Power City,Consumption,3,22,7,-7.640191551
Power City,Consumption,3,22,8,3.3594990626
Power City,Consumption,3,22,9,14.291976322
Power City,Consumption,3,22,10,24.772370054
Power City,Consumption,3,22,11,34.286429139
Power City,Consumption,3,22,12,42.065994641
Power City,Consumption,3,22,13,47.031098764
Power City,Consumption,3,22,14,48.103118291
Power City,Consumption,3,22,15,44.992286292
Power City,Consumption,3,22,16,38.482387558
Power City,Consumption,3,22,17,29.730838355
Power City,Consumption,3,22,18,19.669587416
Power City,Consumption,3,22,19,8.9259788638
Power City,Consumption,3,22,20,-2.063212928
Power City,Consumption,3,22,21,-12.9346584
Power City,Consumption,3,22,22,-23.2993589
Power City,Consumption,3,22,23,-32.64075728
Power City,Consumption,3,22,24,-40.20502754
Power City,Consumption,3,23,1,-44.97105435
Power City,Consumption,3,23,2,-45.96022213
Power City,Consumption,3,23,3,-42.92263615
Power City,Consumption,3,23,4,-36.56794865
Power City,Consumption,3,23,5,-27.96629259
Power City,Consumption,3,23,6,-18.00939475
Power City,Consumption,3,23,7,-7.314677992
Power City,Consumption,3,23,8,3.68238056
Power City,Consumption,3,23,9,14.620393807
Power City,Consumption,3,23,10,25.114566309
Power City,Consumption,3,23,11,34.64979971
Power City,Consumption,3,23,12,42.453310839
Power City,Consumption,3,23,13,47.432251753
Power City,Consumption,3,23,14,48.490609291
Power City,Consumption,3,23,15,45.338111354
Power City,Consumption,3,23,16,38.778713978
Power City,Consumption,3,23,17,29.986367795
Power City,Consumption,3,23,18,19.897945473
Power City,Consumption,3,23,19,9.1403993695
Power City,Consumption,3,23,20,-1.850618815
Power City,Consumption,3,23,21,-12.71215025
Power City,Consumption,3,23,22,-23.05469507
Power City,Consumption,3,23,23,-32.36116899
Power City,Consumption,3,23,24,-39.8799683
Power City,Consumption,3,24,1,-44.60024289
Power City,Consumption,3,24,2,-45.56203717
Power City,Consumption,3,24,3,-42.52558988
Power City,Consumption,3,24,4,-36.19050192
Power City,Consumption,3,24,5,-27.61185239
Power City,Consumption,3,24,6,-17.67318348
Power City,Consumption,3,24,7,-6.989270488
Power City,Consumption,3,24,8,4.0049695887
Power City,Consumption,3,24,9,14.948322716
Power City,Consumption,3,24,10,25.456118765
Power City,Consumption,3,24,11,35.012475977
Power City,Consumption,3,24,12,42.84002548
Power City,Consumption,3,24,13,47.832888945
Power City,Consumption,3,24,14,48.87730702
Power City,Consumption,3,24,15,45.682608951
Power City,Consumption,3,24,16,39.073438124
Power City,Consumption,3,24,17,30.240387422
Power City,Consumption,3,24,18,20.125093888
Power City,Consumption,3,24,19,9.3539878736
Power City,Consumption,3,24,20,-1.638467364
Power City,Consumption,3,24,21,-12.48972232
Power City,Consumption,3,24,22,-22.80982263
Power City,Consumption,3,24,23,-32.08124117
Power City,Consumption,3,24,24,-39.55471454
Power City,Consumption,3,25,1,-44.22965744
Power City,Consumption,3,25,2,-45.16441827
Power City,Consumption,3,25,3,-42.12904303
Power City,Consumption,3,25,4,-35.81330339
Power City,Consumption,3,25,5,-27.25751526
Power City,Consumption,3,25,6,-17.33709074
Power City,Consumption,3,25,7,-6.664109025
Power City,Consumption,3,25,8,4.3271276174
Power City,Consumption,3,25,9,15.275624781
Power City,Consumption,3,25,10,25.79688866
Power City,Consumption,3,25,11,35.374320075
Power City,Consumption,3,25,12,43.226007673
Power City,Consumption,3,25,13,48.232895136
Power City,Consumption,3,25,14,49.263113272
Power City,Consumption,3,25,15,46.025700135
Power City,Consumption,3,25,16,39.366506931
Power City,Consumption,3,25,17,30.492867387
Power City,Consumption,3,25,18,20.351017675
Power City,Consumption,3,25,19,9.566736072
Power City,Consumption,3,25,20,-1.426767104
Power City,Consumption,3,25,21,-12.26738971
Power City,Consumption,3,25,22,-22.56476974
Power City,Consumption,3,25,23,-31.8010214
Power City,Consumption,3,25,24,-39.22933635
Power City,Consumption,3,26,1,-43.8593871
Power City,Consumption,3,26,2,-44.76747076
Power City,Consumption,3,26,3,-41.73311971
Power City,Consumption,3,26,4,-35.43649078
Power City,Consumption,3,26,5,-26.90342329
Power City,Consumption,3,26,6,-17.00125785
Power City,Consumption,3,26,7,-6.339332844
Power City,Consumption,3,26,8,4.6487168521
Power City,Consumption,3,26,9,15.602162446
Power City,Consumption,3,26,10,26.136737859
Power City,Consumption,3,26,11,35.735194557
Power City,Consumption,3,26,12,43.611126772
Power City,Consumption,3,26,13,48.632155538
Power City,Consumption,3,26,14,49.647930736
Power City,Consumption,3,26,15,46.367307405
Power City,Consumption,3,26,16,39.657869058
Power City,Consumption,3,26,17,30.743779322
Power City,Consumption,3,26,18,20.57570279
Power City,Consumption,3,26,19,9.7786359964
Power City,Consumption,3,26,20,-1.215526813
Power City,Consumption,3,26,21,-12.04516829
Power City,Consumption,3,26,22,-22.31956575
Power City,Consumption,3,26,23,-31.5205586
Power City,Consumption,3,26,24,-38.90390496
Power City,Consumption,3,27,1,-43.48952152
Power City,Consumption,3,27,2,-44.37129982
Power City,Consumption,3,27,3,-41.33794325
Power City,Consumption,3,27,4,-35.0602008
Power City,Consumption,3,27,5,-26.54971762
Power City,Consumption,3,27,6,-16.66582525
Power City,Consumption,3,27,7,-6.015080381
Power City,Consumption,3,27,8,4.9696002899
Power City,Consumption,3,27,9,15.927798926
Power City,Consumption,3,27,10,26.475528894
Power City,Consumption,3,27,11,36.094962444
Power City,Consumption,3,27,12,43.995252398
Power City,Consumption,3,27,13,49.030555788
Power City,Consumption,3,27,14,50.031663001
Power City,Consumption,3,27,15,46.707354718
Power City,Consumption,3,27,16,39.947474886
Power City,Consumption,3,27,17,30.993096309
Power City,Consumption,3,27,18,20.799136088
Power City,Consumption,3,27,19,9.9896799623
Power City,Consumption,3,27,20,-1.004755571
Power City,Consumption,3,27,21,-11.82307476
Power City,Consumption,3,27,22,-22.07424124
Power City,Consumption,3,27,23,-31.23990302
Power City,Consumption,3,27,24,-38.57849265
Power City,Consumption,3,28,1,-43.12015087
Power City,Consumption,3,28,2,-43.97601047
Power City,Consumption,3,28,3,-40.94363621
Power City,Consumption,3,28,4,-34.68456909
Power City,Consumption,3,28,5,-26.1965384
Power City,Consumption,3,28,6,-16.33093247
Power City,Consumption,3,28,7,-5.691489223
Power City,Consumption,3,28,8,5.2896417712
Power City,Consumption,3,28,9,16.252398257
Power City,Consumption,3,28,10,26.813125022
Power City,Consumption,3,28,11,36.453487257
Power City,Consumption,3,28,12,44.37825445
Power City,Consumption,3,28,13,49.427981937
Power City,Consumption,3,28,14,50.41421456
Power City,Consumption,3,28,15,47.0457675
Power City,Consumption,3,28,16,40.23527651
Power City,Consumption,3,28,17,31.240792845
Power City,Consumption,3,28,18,21.021305268
Power City,Consumption,3,28,19,10.199860516
Power City,Consumption,3,28,20,-0.794462807
Power City,Consumption,3,28,21,-11.60112666
Power City,Consumption,3,28,22,-21.828828
Power City,Consumption,3,28,23,-30.95910629
Power City,Consumption,3,28,24,-38.2531728
Power City,Consumption,3,29,1,-42.75136582
Power City,Consumption,3,29,2,-43.5817076
Power City,Consumption,3,29,3,-40.55032036
Power City,Consumption,3,29,4,-34.30973028
Power City,Consumption,3,29,5,-25.84402476
Power City,Consumption,3,29,6,-15.99671814
Power City,Consumption,3,29,7,-5.368696056
Power City,Consumption,3,29,8,5.6087060322
Power City,Consumption,3,29,9,16.57582535
Power City,Consumption,3,29,10,27.149390277
Power City,Consumption,3,29,11,36.810633058
Power City,Consumption,3,29,12,44.760003123
Power City,Consumption,3,29,13,49.824320457
Power City,Consumption,3,29,14,50.795490811
Power City,Consumption,3,29,15,47.382472653
Power City,Consumption,3,29,16,40.521227724
Power City,Consumption,3,29,17,31.486844806
Power City,Consumption,3,29,18,21.24219883
Power City,Consumption,3,29,19,10.409170385
Power City,Consumption,3,29,20,-0.584658343
Power City,Consumption,3,29,21,-11.37934242
Power City,Consumption,3,29,22,-21.58335906
Power City,Consumption,3,29,23,-30.67822133
Power City,Consumption,3,29,24,-37.92801981
Power City,Consumption,3,30,1,-42.38325749
Power City,Consumption,3,30,2,-43.18849596
Power City,Consumption,3,30,3,-40.15811671
Power City,Consumption,3,30,4,-33.9358179
Power City,Consumption,3,30,5,-25.49231476
Power City,Consumption,3,30,6,-15.66331989
Power City,Consumption,3,30,7,-5.046836622
Power City,Consumption,3,30,8,5.9266587559
Power City,Consumption,3,30,9,16.897946047
Power City,Consumption,3,30,10,27.484189514
Power City,Consumption,3,30,11,37.166264495
Power City,Consumption,3,30,12,45.140368928
Power City,Consumption,3,30,13,50.219458234
Power City,Consumption,3,30,14,51.175398067
Power City,Consumption,3,30,15,47.717398564
Power City,Consumption,3,30,16,40.805284014
Power City,Consumption,3,30,17,31.731229411
Power City,Consumption,3,30,18,21.461806019
Power City,Consumption,3,30,19,10.617602423
Power City,Consumption,3,30,20,-0.375352439
Power City,Consumption,3,30,21,-11.15774139
Power City,Consumption,3,30,22,-21.33786871
Power City,Consumption,3,30,23,-30.39730242
Power City,Consumption,3,30,24,-37.60310912
Power City,Consumption,3,31,1,-42.0159175
Power City,Consumption,3,31,2,-42.79648012
Power City,Consumption,3,31,3,-39.76714548
Power City,Consumption,3,31,4,-33.56296445
Power City,Consumption,3,31,5,-25.14154543
Power City,Consumption,3,31,6,-15.33087433
Power City,Consumption,3,31,7,-4.726045665
Power City,Consumption,3,31,8,6.2433666242
Power City,Consumption,3,31,9,17.218627172
Power City,Consumption,3,31,10,27.81738847
Power City,Consumption,3,31,11,37.520246839
Power City,Consumption,3,31,12,45.519222704
Power City,Consumption,3,31,13,50.613282568
Power City,Consumption,3,31,14,51.553843554
Power City,Consumption,3,31,15,48.050475114
Power City,Consumption,3,31,16,41.087402539
Power City,Consumption,3,31,17,31.973925181
Power City,Consumption,3,31,18,21.680116777
Power City,Consumption,3,31,19,10.825149561
Power City,Consumption,3,31,20,-0.166555839
Power City,Consumption,3,31,21,-10.93634388
Power City,Consumption,3,31,22,-21.09239251
Power City,Consumption,3,31,23,-30.11640515
Power City,Consumption,3,31,24,-37.27851715
Power City,Consumption,4,1,1,-41.64943789
Power City,Consumption,4,1,2,-42.40576449
Power City,Consumption,4,1,3,-39.37752617
Power City,Consumption,4,1,4,-33.19130134
Power City,Consumption,4,1,5,-24.79185266
Power City,Consumption,4,1,6,-14.99951704
Power City,Consumption,4,1,7,-4.406456891
Power City,Consumption,4,1,8,6.5586973685
Power City,Consumption,4,1,9,17.537736586
Power City,Consumption,4,1,10,28.148853815
Power City,Consumption,4,1,11,37.872446035
Power City,Consumption,4,1,12,45.896435643
Power City,Consumption,4,1,13,51.00568117
Power City,Consumption,4,1,14,51.930735415
Power City,Consumption,4,1,15,48.38163368
Power City,Consumption,4,1,16,41.367542119
Power City,Consumption,4,1,17,32.214911899
Power City,Consumption,4,1,18,21.897121691
Power City,Consumption,4,1,19,11.031804756
Power City,Consumption,4,1,20,0.0417201851
Power City,Consumption,4,1,21,-10.71517117
Power City,Consumption,4,1,22,-20.8469673
Power City,Consumption,4,1,23,-29.8355864
Power City,Consumption,4,1,24,-36.95432131
Power City,Consumption,4,2,1,-41.28391112
Power City,Consumption,4,2,2,-42.01645332
Power City,Consumption,4,2,3,-38.98937747
Power City,Consumption,4,2,4,-32.82095889
Power City,Consumption,4,2,5,-24.44337125
Power City,Consumption,4,2,6,-14.66938247
Power City,Consumption,4,2,7,-4.088202918
Power City,Consumption,4,2,8,6.8725198215
Power City,Consumption,4,2,9,17.855143244
Power City,Consumption,4,2,10,28.478453208
Power City,Consumption,4,2,11,38.222728744
Power City,Consumption,4,2,12,46.271879308
Power City,Consumption,4,2,13,51.396542159
Power City,Consumption,4,2,14,52.30598271
Power City,Consumption,4,2,15,48.71080714
Power City,Consumption,4,2,16,41.645663212
Power City,Consumption,4,2,17,32.454170564
Power City,Consumption,4,2,18,22.112811941
Power City,Consumption,4,2,19,11.237560937
Power City,Consumption,4,2,20,0.2494637923
Power City,Consumption,4,2,21,-10.49424555
Power City,Consumption,4,2,22,-20.60163119
Power City,Consumption,4,2,23,-29.55490435
Power City,Consumption,4,2,24,-36.63059993
Power City,Consumption,4,3,1,-40.91943006
Power City,Consumption,4,3,2,-41.62865067
Power City,Consumption,4,3,3,-38.60281734
Power City,Consumption,4,3,4,-32.45206634
Power City,Consumption,4,3,5,-24.09623482
Power City,Consumption,4,3,6,-14.34060397
Power City,Consumption,4,3,7,-3.771415231
Power City,Consumption,4,3,8,7.1847039682
Power City,Consumption,4,3,9,18.170717247
Power City,Consumption,4,3,10,28.80605535
Power City,Consumption,4,3,11,38.570962391
Power City,Consumption,4,3,12,46.645425655
Power City,Consumption,4,3,13,51.785754055
Power City,Consumption,4,3,14,52.679495417
Power City,Consumption,4,3,15,49.037929878
Power City,Consumption,4,3,16,41.921727894
Power City,Consumption,4,3,17,32.691683354
Power City,Consumption,4,3,18,22.327179242
Power City,Consumption,4,3,19,11.442410958
Power City,Consumption,4,3,20,0.4566625307
Power City,Consumption,4,3,21,-10.27359035
Power City,Consumption,4,3,22,-20.35642361
Power City,Consumption,4,3,23,-29.27441848
Power City,Consumption,4,3,24,-36.30743228
Power City,Consumption,4,4,1,-40.55608794
Power City,Consumption,4,4,3,-41.24246044
Power City,Consumption,4,4,4,-38.21796295
Power City,Consumption,4,4,5,-32.08475183
Power City,Consumption,4,4,6,-23.75057583
Power City,Consumption,4,4,7,-14.0133137
Power City,Consumption,4,4,8,-3.456224136
Power City,Consumption,4,4,9,7.495120998
Power City,Consumption,4,4,10,18.484329899
Power City,Consumption,4,4,11,29.131530048
Power City,Consumption,4,4,12,38.91701522
Power City,Consumption,4,4,13,47.016947057
Power City,Consumption,4,4,14,52.173205783
Power City,Consumption,4,4,15,53.051184429
Power City,Consumption,4,4,16,49.362937783
Power City,Consumption,4,4,17,42.195699839
Power City,Consumption,4,4,18,32.92743357
Power City,Consumption,4,4,19,22.540215797
Power City,Consumption,4,4,20,11.646347544
Power City,Consumption,4,4,21,0.6633032957
Power City,Consumption,4,4,22,-10.05322997
Power City,Consumption,4,4,23,-20.11138527
Power City,Consumption,4,4,24,-28.99418951
Power City,Consumption,4,5,1,-35.98489854
Power City,Consumption,4,5,2,-40.19397836
Power City,Consumption,4,5,3,-40.8579863
Power City,Consumption,4,5,4,-37.83493072
Power City,Consumption,4,5,5,-31.71914239
Power City,Consumption,4,5,6,-23.40652555
Power City,Consumption,4,5,7,-13.68764261
Power City,Consumption,4,5,8,-3.142758714
Power City,Consumption,4,5,9,7.8036433569
Power City,Consumption,4,5,10,18.795853767
Power City,Consumption,4,5,11,29.454748268
Power City,Consumption,4,5,12,39.260756339
Power City,Consumption,4,5,13,47.386316331
Power City,Consumption,4,5,14,52.558786664
Power City,Consumption,4,5,15,53.420961557
Power City,Consumption,4,5,16,49.685768248
Power City,Consumption,4,5,17,42.467544289
Power City,Consumption,4,5,18,33.161405595
Power City,Consumption,4,5,19,22.751914236
Power City,Consumption,4,5,20,11.849363241
Power City,Consumption,4,5,21,0.8693722903
Power City,Consumption,4,5,22,-9.833189884
Power City,Consumption,4,5,23,-19.86655819
Power City,Consumption,4,5,24,-28.7142794
Power City,Consumption,4,6,1,-35.66307972
Power City,Consumption,4,6,2,-39.83319523
Power City,Consumption,4,6,3,-40.47533173
Power City,Consumption,4,6,4,-37.45383631
Power City,Consumption,4,6,5,-31.35536392
Power City,Consumption,4,6,6,-23.064214
Power City,Consumption,4,6,7,-13.36372043
Power City,Consumption,4,6,8,-2.831146776
Power City,Consumption,4,6,9,8.1101448003
Power City,Consumption,4,6,10,19.105162735
Power City,Consumption,4,6,11,29.775582205
Power City,Consumption,4,6,12,39.602055782
Power City,Consumption,4,6,13,47.753406764
Power City,Consumption,4,6,14,52.942386413
Power City,Consumption,4,6,15,53.788739525
Power City,Consumption,4,6,16,50.006360168
Power City,Consumption,4,6,17,42.737228025
Power City,Consumption,4,6,18,33.39358484
Power City,Consumption,4,6,19,22.962267562
Power City,Consumption,4,6,20,12.051450364
Power City,Consumption,4,6,21,1.0748549856
Power City,Consumption,4,6,22,-9.613496674
Power City,Consumption,4,6,23,-19.62198569
Power City,Consumption,4,6,24,-28.43475136
Power City,Consumption,4,7,1,-35.34205768
Power City,Consumption,4,7,2,-39.47383279
Power City,Consumption,4,7,3,-40.09459998
Power City,Consumption,4,7,4,-37.07479459
Power City,Consumption,4,7,5,-30.9935412
Power City,Consumption,4,7,6,-22.72376997
Power City,Consumption,4,7,7,-13.04167559
Power City,Consumption,4,7,8,-2.521514814
Power City,Consumption,4,7,9,8.4145004465
Power City,Consumption,4,7,10,19.412132068
Power City,Consumption,4,7,11,30.093905336
Power City,Consumption,4,7,12,39.940784565
Power City,Consumption,4,7,13,48.118092147
Power City,Consumption,4,7,14,53.32389514
Power City,Consumption,4,7,15,54.154431964
Power City,Consumption,4,7,16,50.324653937
Power City,Consumption,4,7,17,43.004719343
Power City,Consumption,4,7,18,33.623957694
Power City,Consumption,4,7,19,23.171269096
Power City,Consumption,4,7,20,12.252600948
Power City,Consumption,4,7,21,1.2797360816
Power City,Consumption,4,7,22,-9.394178059
Power City,Consumption,4,7,23,-19.37771242
Power City,Consumption,4,7,24,-28.1556698
Power City,Consumption,4,8,1,-35.02191511
Power City,Consumption,4,8,2,-39.11598555
Power City,Consumption,4,8,3,-39.71589407
Power City,Consumption,4,8,4,-36.69791966
Power City,Consumption,4,8,5,-30.63379787
Power City,Consumption,4,8,6,-22.38532097
Power City,Consumption,4,8,7,-12.72163518
Power City,Consumption,4,8,8,-2.213987953
Power City,Consumption,4,8,9,8.7165868307
Power City,Consumption,4,8,10,19.716638468
Power City,Consumption,4,8,11,30.409592493
Power City,Consumption,4,8,12,40.276814746
Power City,Consumption,4,8,13,48.480246804
Power City,Consumption,4,8,14,53.703203341
Power City,Consumption,4,8,15,54.517953415
Power City,Consumption,4,8,16,50.640591436
Power City,Consumption,4,8,17,43.269988009
Power City,Consumption,4,8,18,33.852511469
Power City,Consumption,4,8,19,23.378912417
Power City,Consumption,4,8,20,12.452806697
Power City,Consumption,4,8,21,1.4839994698
Power City,Consumption,4,8,22,-9.175262908
Power City,Consumption,4,8,23,-19.13378431
Power City,Consumption,4,8,24,-27.87710033
Power City,Consumption,4,9,1,-34.70273546
Power City,Consumption,4,9,2,-38.75974829
Power City,Consumption,4,9,3,-39.33931677
Power City,Consumption,4,9,4,-36.32332482
Power City,Consumption,4,9,5,-30.2762564
Power City,Consumption,4,9,6,-22.0489932
Power City,Consumption,4,9,7,-12.40372496
Power City,Consumption,4,9,8,-1.908689908
Power City,Consumption,4,9,9,9.0162819604
Power City,Consumption,4,9,10,20.018560141
Power City,Consumption,4,9,11,30.722519927
Power City,Consumption,4,9,12,40.610019488
Power City,Consumption,4,9,13,48.839745631
Power City,Consumption,4,9,14,54.080201903
Power City,Consumption,4,9,15,54.879219316
Power City,Consumption,4,9,16,50.954116033
Power City,Consumption,4,9,17,43.533005235
Power City,Consumption,4,9,18,34.079234341
Power City,Consumption,4,9,19,23.585191302
Power City,Consumption,4,9,20,12.65205893
Power City,Consumption,4,9,21,1.6876281955
Power City,Consumption,4,9,22,-8.956781262
Power City,Consumption,4,9,23,-18.89024861
Power City,Consumption,4,9,24,-27.59910971
Power City,Consumption,4,10,1,-34.38460294
Power City,Consumption,4,10,2,-38.40521601
Power City,Consumption,4,10,3,-38.96497058
Power City,Consumption,4,10,4,-35.95112259
Power City,Consumption,4,10,5,-29.9210381
Power City,Consumption,4,10,6,-21.71491153
Power City,Consumption,4,10,7,-12.08806929
Power City,Consumption,4,10,8,-1.60574293
Power City,Consumption,4,10,9,9.313465371
Power City,Consumption,4,10,10,20.317776854
Power City,Consumption,4,10,11,31.032565379
Power City,Consumption,4,10,12,40.940273126
Power City,Consumption,4,10,13,49.196464133
Power City,Consumption,4,10,14,54.454782098
Power City,Consumption,4,10,15,55.238145999
Power City,Consumption,4,10,16,51.265172565
