City,Year,Month,Day,Hour,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility
Power City,Consumption,3,17,1,0.4,-3.9,0.82,9,-1.1,16.1
Power City,Consumption,3,17,2,0.5,-3.9,0.85,8,-1.7,16.1
Power City,Consumption,3,17,3,0.5,-4.4,0.85,8,-2.2,16.1
Power City,Consumption,3,17,4,0,-5,0.85,8,-2.8,16.1
Power City,Consumption,3,17,5,0.3,-5,0.85,8,-2.8,16.1
Power City,Consumption,3,17,6,0.3,-5,0.85,8,-2.8,16.1
Power City,Consumption,3,17,7,0.4,-6.1,0.85,7,-3.9,16.1
Power City,Consumption,3,17,8,0.7,-5.6,0.85,8,-3.3,16.1
Power City,Consumption,3,17,9,1,-3.9,0.89,9,-2.2,4
Power City,Consumption,3,17,10,1,-4.4,0.82,8,-1.7,16.1
Power City,Consumption,3,17,11,1,-4.4,0.85,8,-2.2,4.8
Power City,Consumption,3,17,12,1,-6.1,0.75,8,-2.2,16.1
Power City,Consumption,3,17,13,0.8,-6.7,0.69,7,-1.7,16.1
Power City,Consumption,3,17,14,0.3,-7.2,0.64,7,-1.1,24.1
Power City,Consumption,3,17,15,0.2,-9.4,0.52,6,-0.6,24.1
Power City,Consumption,3,17,16,0,-10,0.49,6,-0.6,24.1
Power City,Consumption,3,17,17,0,-11.1,0.45,6,-0.6,24.1
Power City,Consumption,3,17,18,0,-12.8,0.41,5,-1.1,24.1
Power City,Consumption,3,17,19,0,-14.4,0.38,5,-1.7,24.1
Power City,Consumption,3,17,20,0,-13.9,0.44,5,-3.3,24.1
Power City,Consumption,3,17,21,0,-12.2,0.53,5,-3.9,24.1
Power City,Consumption,3,17,22,0,-12.2,0.55,5,-4.4,24.1
Power City,Consumption,3,17,23,0,-12.2,0.6,5,-5.6,24.1
Power City,Consumption,3,17,24,0,-12.2,0.62,5,-6.1,24.1
Power City,Consumption,3,18,1,0,-12.2,0.68,5,-7.2,24.1
Power City,Consumption,3,18,2,0,-12.2,0.71,5,-7.8,24.1
Power City,Consumption,3,18,3,0,-12.2,0.71,5,-7.8,24.1
Power City,Consumption,3,18,4,0,-12.2,0.74,5,-8.3,24.1
Power City,Consumption,3,18,5,0,-12.2,0.77,5,-8.9,24.1
Power City,Consumption,3,18,6,0,-13.3,0.77,5,-10,24.1
Power City,Consumption,3,18,7,0,-12.2,0.81,5,-9.4,24.1
Power City,Consumption,3,18,8,0,-11.1,0.77,6,-7.8,24.1
Power City,Consumption,3,18,9,0,-9.4,0.78,6,-6.1,24.1
Power City,Consumption,3,18,10,0,-10,0.63,6,-3.9,24.1
Power City,Consumption,3,18,11,0,-12.2,0.47,5,-2.2,24.1
Power City,Consumption,3,18,12,0,-13.9,0.36,5,-0.6,24.1
Power City,Consumption,3,18,13,0,-12.8,0.37,5,0.6,24.1
Power City,Consumption,3,18,14,0,-12.2,0.34,5,2.2,24.1
Power City,Consumption,3,18,15,0,-10,0.39,6,2.8,24.1
Power City,Consumption,3,18,16,0,-9.4,0.41,6,2.8,24.1
Power City,Consumption,3,18,17,0,-9.4,0.39,6,3.3,24.1
Power City,Consumption,3,18,18,0,-10,0.37,6,3.3,24.1
Power City,Consumption,3,18,19,0,-9.4,0.44,6,1.7,24.1
Power City,Consumption,3,18,20,0,-8.3,0.52,7,0.6,24.1
Power City,Consumption,3,18,21,0,-8.9,0.52,6,0,24.1
Power City,Consumption,3,18,22,0,-8.9,0.52,6,0,24.1
Power City,Consumption,3,18,23,0,-8.3,0.56,7,-0.6,24.1
Power City,Consumption,3,18,24,0,-7.8,0.59,7,-0.6,24.1
Power City,Consumption,3,19,1,0,-7.8,0.61,7,-1.1,24.1
Power City,Consumption,3,19,2,0,-7.2,0.64,7,-1.1,24.1
Power City,Consumption,3,19,3,0,-7.2,0.64,7,-1.1,24.1
Power City,Consumption,3,19,4,0,-7.2,0.64,7,-1.1,24.1
Power City,Consumption,3,19,5,0.6,-6.7,0.61,7,0,24.1
Power City,Consumption,3,19,6,0.3,-6.7,0.64,7,-0.6,24.1
Power City,Consumption,3,19,7,1,-5.6,0.64,8,0.6,16.1
Power City,Consumption,3,19,8,1,-4.4,0.64,8,1.7,16.1
Power City,Consumption,3,19,9,1,-2.2,0.65,9,3.9,16.1
Power City,Consumption,3,19,10,0.8,-0.6,0.7,10,4.4,16.1
Power City,Consumption,3,19,11,1,0.6,0.71,11,5.6,16.1
Power City,Consumption,3,19,12,1,1.7,0.71,12,6.7,16.1
Power City,Consumption,3,19,13,0.5,3.3,0.69,13,8.9,16.1
Power City,Consumption,3,19,14,0.4,4.4,0.66,14,10.6,16.1
Power City,Consumption,3,19,15,0,6.1,0.62,15,13.3,16.1
Power City,Consumption,3,19,16,0,6.1,0.6,15,13.9,16.1
Power City,Consumption,3,19,17,0,5,0.55,14,13.9,16.1
Power City,Consumption,3,19,18,0.1,2.8,0.53,13,12.2,16.1
Power City,Consumption,3,19,19,0,2.2,0.66,12,8.3,16.1
Power City,Consumption,3,19,20,0,1.1,0.71,11,6.1,16.1
Power City,Consumption,3,19,21,0,0,0.76,11,3.9,16.1
Power City,Consumption,3,19,22,0,-1.1,0.76,10,2.8,16.1
Power City,Consumption,3,19,23,0,-1.7,0.89,10,0,16.1
Power City,Consumption,3,19,24,0,-2.2,0.89,9,-0.6,16.1
Power City,Consumption,3,20,1,0,-2.2,0.89,9,-0.6,12.9
Power City,Consumption,3,20,2,0,-2.8,0.89,9,-1.1,12.9
Power City,Consumption,3,20,3,0,-1.7,0.89,10,0,12.9
Power City,Consumption,3,20,4,0,-2.8,0.89,9,-1.1,12.9
Power City,Consumption,3,20,5,0,-3.9,0.89,9,-2.2,12.9
Power City,Consumption,3,20,6,0,-3.9,0.89,9,-2.2,12.9
Power City,Consumption,3,20,7,0,-3.3,0.89,9,-1.7,11.3
Power City,Consumption,3,20,8,0,-1.7,0.89,10,0,12.9
Power City,Consumption,3,20,9,0.1,-0.6,0.85,10,1.7,12.9
Power City,Consumption,3,20,10,0.1,-1.1,0.73,10,3.3,12.9
Power City,Consumption,3,20,11,0,-3.9,0.53,9,5,12.9
Power City,Consumption,3,20,12,0,-5,0.47,8,5.6,16.1
Power City,Consumption,3,20,13,0,-5,0.47,8,5.6,16.1
Power City,Consumption,3,20,14,0,-5,0.45,8,6.1,16.1
Power City,Consumption,3,20,15,0,-5.6,0.43,8,6.1,16.1
Power City,Consumption,3,20,16,0,-7.2,0.38,7,6.1,16.1
Power City,Consumption,3,20,17,0,-9.4,0.33,6,5.6,16.1
Power City,Consumption,3,20,18,0,-11.1,0.3,6,5,16.1
Power City,Consumption,3,20,19,0,-11.7,0.38,6,1.1,16.1
Power City,Consumption,3,20,20,0,-10,0.49,6,-0.6,16.1
Power City,Consumption,3,20,21,0,-9.4,0.54,6,-1.1,24.1
Power City,Consumption,3,20,22,0,-9.4,0.58,6,-2.2,32.2
Power City,Consumption,3,20,23,0,-8.9,0.72,7,-4.4,32.2
Power City,Consumption,3,20,24,0,-9.4,0.71,6,-5,32.2
Power City,Consumption,3,21,1,0,-8.9,0.72,7,-4.4,32.2
Power City,Consumption,3,21,2,0,-8.9,0.75,7,-5,32.2
Power City,Consumption,3,21,3,0,-8.9,0.78,6,-5.6,32.2
Power City,Consumption,3,21,4,0,-8.9,0.84,6,-6.7,32.2
Power City,Consumption,3,21,5,0,-8.9,0.84,6,-6.7,24.1
Power City,Consumption,3,21,6,0,-8.9,0.84,6,-6.7,16.1
Power City,Consumption,3,21,7,0,-8.9,0.88,6,-7.2,16.1
Power City,Consumption,3,21,8,0,-6.7,0.85,7,-4.4,24.1
Power City,Consumption,3,21,9,0,-5,0.82,8,-2.2,24.1
Power City,Consumption,3,21,10,0,-6.7,0.61,7,0,24.1
Power City,Consumption,3,21,11,0,-6.7,0.57,7,1.1,24.1
Power City,Consumption,3,21,12,0,-7.8,0.46,7,2.8,24.1
Power City,Consumption,3,21,13,0,-8.3,0.39,7,4.4,24.1
Power City,Consumption,3,21,14,0,-8.3,0.36,7,5.6,24.1
Power City,Consumption,3,21,15,0,-8.3,0.35,7,6.1,24.1
Power City,Consumption,3,21,16,0,-8.3,0.34,7,6.7,24.1
Power City,Consumption,3,21,17,0,-9.4,0.31,6,6.7,24.1
Power City,Consumption,3,21,18,0.2,-8.9,0.35,7,5.6,24.1
Power City,Consumption,3,21,19,0.6,-8.9,0.39,6,3.9,24.1
Power City,Consumption,3,21,20,0.5,-8.9,0.48,6,1.1,24.1
Power City,Consumption,3,21,21,0.3,-8.9,0.54,6,-0.6,24.1
Power City,Consumption,3,21,22,0.5,-9.4,0.56,6,-1.7,24.1
Power City,Consumption,3,21,23,0.2,-10,0.58,6,-2.8,32.2
Power City,Consumption,3,21,24,0,-10,0.58,6,-2.8,32.2
Power City,Consumption,3,22,1,0,-7.2,0.75,7,-3.3,24.1
Power City,Consumption,3,22,2,0,-7.2,0.78,7,-3.9,24.1
Power City,Consumption,3,22,3,0.3,-6.7,0.85,7,-4.4,24.1
Power City,Consumption,3,22,4,0.4,-6.7,0.88,7,-5,16.1
Power City,Consumption,3,22,5,0.2,-7.2,0.88,7,-5.6,16.1
Power City,Consumption,3,22,6,0.2,-7.2,0.88,7,-5.6,16.1
Power City,Consumption,3,22,7,0.3,-7.2,0.92,7,-6.1,16.1
Power City,Consumption,3,22,8,0.7,-5,0.92,8,-3.9,16.1
Power City,Consumption,3,22,9,0.7,-5,0.72,8,-0.6,16.1
Power City,Consumption,3,22,10,0.8,-5,0.53,8,3.9,16.1
Power City,Consumption,3,22,11,0.7,-5.6,0.42,8,6.7,16.1
Power City,Consumption,3,22,12,0.7,-4.4,0.41,8,8.3,16.1
Power City,Consumption,3,22,13,0.8,-4.4,0.38,8,9.4,16.1
Power City,Consumption,3,22,14,0.8,-5,0.34,8,10.6,16.1
Power City,Consumption,3,22,15,0.9,-6.7,0.31,7,10,16.1
Power City,Consumption,3,22,16,1,-6.1,0.31,8,10.6,16.1
Power City,Consumption,3,22,17,1,-7.8,0.27,7,10.6,16.1
Power City,Consumption,3,22,18,1,-8.3,0.27,7,10,16.1
Power City,Consumption,3,22,19,1,-7.2,0.33,7,8.3,16.1
Power City,Consumption,3,22,20,1,-7.2,0.35,7,7.2,24.1
Power City,Consumption,3,22,21,1,-5,0.47,8,5.6,24.1
Power City,Consumption,3,22,22,1,-4.4,0.49,8,5.6,24.1
Power City,Consumption,3,22,23,1,-3.9,0.55,8,4.4,24.1
Power City,Consumption,3,22,24,1,-3.3,0.6,9,3.9,24.1
Power City,Consumption,3,23,1,1,-1.1,0.76,10,2.8,16.1
Power City,Consumption,3,23,2,1,-1.1,0.82,10,1.7,16.1
Power City,Consumption,3,23,3,1,-0.6,0.85,10,1.7,16.1
Power City,Consumption,3,23,4,1,-0.6,0.85,10,1.7,16.1
Power City,Consumption,3,23,5,1,-0.6,0.85,10,1.7,11.3
Power City,Consumption,3,23,6,1,-0.6,0.85,10,1.7,11.3
Power City,Consumption,3,23,7,1,0,0.92,11,1.1,8
Power City,Consumption,3,23,8,1,0,0.92,11,1.1,4.8
Power City,Consumption,3,23,9,1,0,0.92,11,1.1,4.8
Power City,Consumption,3,23,10,1,0.6,0.92,11,1.7,3.2
Power City,Consumption,3,23,11,1,1.1,0.93,11,2.2,3.2
Power City,Consumption,3,23,12,1,2.8,0.96,12,3.3,3.2
Power City,Consumption,3,23,13,1,2.8,0.93,13,3.9,6.4
Power City,Consumption,3,23,14,1,2.8,0.96,12,3.3,4.8
Power City,Consumption,3,23,15,1,2.8,0.96,12,3.3,4.8
Power City,Consumption,3,23,16,1,2.2,0.96,12,2.8,4.8
Power City,Consumption,3,23,17,1,1.7,0.93,12,2.8,4.8
Power City,Consumption,3,23,18,1,1.7,0.93,12,2.8,4.8
Power City,Consumption,3,23,19,1,1.7,0.93,12,2.8,4.8
Power City,Consumption,3,23,20,1,2.2,0.96,12,2.8,4.8
Power City,Consumption,3,23,21,1,2.2,0.96,12,2.8,8
Power City,Consumption,3,23,22,1,1.7,0.96,12,2.2,8
Power City,Consumption,3,23,23,1,1.7,0.96,12,2.2,8
Power City,Consumption,3,23,24,1,1.7,0.96,12,2.2,6.4
Power City,Consumption,3,24,1,1,1.7,0.96,12,2.2,2.4
Power City,Consumption,3,24,2,1,1.7,0.96,12,2.2,3.2
Power City,Consumption,3,24,3,1,1.7,0.96,12,2.2,3.2
Power City,Consumption,3,24,4,1,2.2,1,12,2.2,4
Power City,Consumption,3,24,5,1,2.2,1,12,2.2,4.8
Power City,Consumption,3,24,6,1,2.8,1,12,2.8,6.4
Power City,Consumption,3,24,7,1,2.2,1,12,2.2,4
Power City,Consumption,3,24,8,1,2.2,1,12,2.2,3.2
Power City,Consumption,3,24,9,1,2.2,1,12,2.2,3.2
Power City,Consumption,3,24,10,1,1.7,0.96,12,2.2,3.2
Power City,Consumption,3,24,11,1,2.2,1,12,2.2,2.4
Power City,Consumption,3,24,12,1,2.2,1,12,2.2,2.4
Power City,Consumption,3,24,13,1,1.7,0.96,12,2.2,4.8
Power City,Consumption,3,24,14,1,1.7,0.96,12,2.2,4.8
Power City,Consumption,3,24,15,1,1.7,0.96,12,2.2,4.8
Power City,Consumption,3,24,16,1,1.1,0.96,11,1.7,4.8
Power City,Consumption,3,24,17,1,0,0.89,11,1.7,11.3
Power City,Consumption,3,24,18,1,-0.6,0.89,10,1.1,11.3
Power City,Consumption,3,24,19,1,-0.6,0.89,10,1.1,11.3
Power City,Consumption,3,24,20,1,-1.1,0.89,10,0.6,11.3
Power City,Consumption,3,24,21,1,-0.6,0.89,10,1.1,11.3
Power City,Consumption,3,24,22,1,-1.1,0.89,10,0.6,11.3
Power City,Consumption,3,24,23,1,-1.1,0.89,10,0.6,11.3
Power City,Consumption,3,24,24,1,-1.7,0.89,10,0,16.1
Power City,Consumption,3,25,1,1,-1.7,0.89,10,0,24.1
Power City,Consumption,3,25,2,1,-2.2,0.85,9,0,24.1
Power City,Consumption,3,25,3,0.6,-3.3,0.85,9,-1.1,24.1
Power City,Consumption,3,25,4,0,-3.9,0.85,9,-1.7,24.1
Power City,Consumption,3,25,5,0,-3.9,0.89,9,-2.2,24.1
Power City,Consumption,3,25,6,0,-4.4,0.92,8,-3.3,24.1
Power City,Consumption,3,25,7,0,-4.4,0.92,8,-3.3,24.1
Power City,Consumption,3,25,8,0,-3.3,0.92,9,-2.2,24.1
Power City,Consumption,3,25,9,0,-3.3,0.82,9,-0.6,24.1
Power City,Consumption,3,25,10,0,-3.3,0.7,9,1.7,24.1
Power City,Consumption,3,25,11,0,-3.3,0.67,9,2.2,24.1
Power City,Consumption,3,25,12,0,-2.8,0.6,9,4.4,24.1
Power City,Consumption,3,25,13,0,-3.9,0.51,9,5.6,24.1
Power City,Consumption,3,25,14,0,-5,0.45,8,6.1,24.1
Power City,Consumption,3,25,15,0,-6.7,0.4,7,6.1,24.1
Power City,Consumption,3,25,16,0,-6.7,0.38,7,6.7,24.1
Power City,Consumption,3,25,17,0,-7.8,0.33,7,7.8,24.1
Power City,Consumption,3,25,18,0,-7.8,0.34,7,7.2,24.1
Power City,Consumption,3,25,19,0.1,-6.7,0.45,7,4.4,24.1
Power City,Consumption,3,25,20,0.1,-6.1,0.61,8,0.6,24.1
Power City,Consumption,3,25,21,0.1,-5,0.67,8,0.6,32.2
Power City,Consumption,3,25,22,0.2,-5,0.72,8,-0.6,32.2
Power City,Consumption,3,25,23,0.2,-3.9,0.79,9,-0.6,32.2
Power City,Consumption,3,25,24,0.3,-3.9,0.82,9,-1.1,32.2
Power City,Consumption,3,26,1,0,-3.9,0.85,9,-1.7,16.1
Power City,Consumption,3,26,2,0,-4.4,0.85,8,-2.2,16.1
Power City,Consumption,3,26,3,0,-5,0.78,8,-1.7,16.1
Power City,Consumption,3,26,4,0,-5,0.78,8,-1.7,16.1
Power City,Consumption,3,26,5,0.2,-5.6,0.78,8,-2.2,16.1
Power City,Consumption,3,26,6,0.1,-5.6,0.75,8,-1.7,16.1
Power City,Consumption,3,26,7,0,-5.6,0.75,8,-1.7,16.1
Power City,Consumption,3,26,8,0,-4.4,0.7,8,0.6,16.1
Power City,Consumption,3,26,9,0,-3.3,0.65,9,2.8,16.1
Power City,Consumption,3,26,10,0,-1.7,0.56,10,6.7,16.1
Power City,Consumption,3,26,11,0,1.7,0.59,12,9.4,16.1
Power City,Consumption,3,26,12,0,2.8,0.57,13,11.1,16.1
Power City,Consumption,3,26,13,0,3.3,0.53,13,12.8,11.3
Power City,Consumption,3,26,14,0,3.3,0.49,13,13.9,11.3
Power City,Consumption,3,26,15,0.4,2.8,0.46,13,14.4,11.3
Power City,Consumption,3,26,16,0.8,2.8,0.44,13,15,11.3
Power City,Consumption,3,26,17,1,2.2,0.47,12,13.3,11.3
Power City,Consumption,3,26,18,0.8,1.7,0.45,12,13.3,11.3
Power City,Consumption,3,26,19,0.8,2.2,0.49,12,12.8,11.3
Power City,Consumption,3,26,20,0.6,2.2,0.55,12,11.1,11.3
Power City,Consumption,3,26,21,0.5,2.8,0.59,13,10.6,11.3
Power City,Consumption,3,26,22,0.5,3.3,0.64,13,10,11.3
Power City,Consumption,3,26,23,0.7,3.3,0.61,13,10.6,11.3
Power City,Consumption,3,26,24,1,3.3,0.64,13,10,16.1
Power City,Consumption,3,27,1,1,3.3,0.61,13,10.6,16.1
Power City,Consumption,3,27,2,1,3.3,0.61,13,10.6,16.1
Power City,Consumption,3,27,3,1,3.3,0.61,13,10.6,16.1
Power City,Consumption,3,27,4,1,3.3,0.57,13,11.7,16.1
Power City,Consumption,3,27,5,1,3.3,0.57,13,11.7,16.1
Power City,Consumption,3,27,6,1,3.3,0.59,13,11.1,16.1
Power City,Consumption,3,27,7,1,3.9,0.61,13,11.1,16.1
Power City,Consumption,3,27,8,1,5,0.64,14,11.7,16.1
Power City,Consumption,3,27,9,1,5,0.57,14,13.3,16.1
Power City,Consumption,3,27,10,1,5,0.55,14,13.9,16.1
Power City,Consumption,3,27,11,1,7.2,0.69,16,12.8,11.3
Power City,Consumption,3,27,12,1,8.3,0.86,17,10.6,4
Power City,Consumption,3,27,13,1,8.9,0.9,18,10.6,4
Power City,Consumption,3,27,14,1,9.4,0.86,18,11.7,6.4
Power City,Consumption,3,27,15,1,10,0.9,19,11.7,3.2
Power City,Consumption,3,27,16,1,11.7,0.9,21,13.3,11.3
Power City,Consumption,3,27,17,1,12.8,0.87,23,15,11.3
Power City,Consumption,3,27,18,1,12.8,0.87,23,15,11.3
Power City,Consumption,3,27,19,1,11.1,0.84,21,13.9,16.1
Power City,Consumption,3,27,20,0.8,8.3,0.86,17,10.6,16.1
Power City,Consumption,3,27,21,0.8,7.2,0.86,16,9.4,16.1
Power City,Consumption,3,27,22,0.8,8.3,0.86,17,10.6,16.1
Power City,Consumption,3,27,23,1,6.7,0.86,16,8.9,16.1
Power City,Consumption,3,27,24,1,6.7,0.89,16,8.3,16.1
Power City,Consumption,3,28,1,1,7.8,0.93,17,8.9,11.3
Power City,Consumption,3,28,2,1,8.9,0.96,18,9.4,9.7
Power City,Consumption,3,28,3,1,11.1,1,20,11.1,4.8
Power City,Consumption,3,28,4,1,12.8,1,22,12.8,3.2
Power City,Consumption,3,28,5,1,11.1,1,20,11.1,2
Power City,Consumption,3,28,6,1,10,1,19,10,4.8
Power City,Consumption,3,28,7,1,10,1,19,10,4
Power City,Consumption,3,28,8,1,12.2,1,22,12.2,4.8
Power City,Consumption,3,28,9,1,12.2,0.93,22,13.3,11.3
Power City,Consumption,3,28,10,1,12.2,0.9,22,13.9,11.3
Power City,Consumption,3,28,11,1,6.7,0.93,16,7.8,8
Power City,Consumption,3,28,12,1,4.4,0.86,14,6.7,9.7
Power City,Consumption,3,28,13,1,4.4,0.89,14,6.1,9.7
Power City,Consumption,3,28,14,1,2.8,0.86,12,5,11.3
Power City,Consumption,3,28,15,1,2.8,0.86,12,5,11.3
Power City,Consumption,3,28,16,1,2.8,0.83,12,5.6,11.3
Power City,Consumption,3,28,17,1,4.4,0.93,14,5.6,8
Power City,Consumption,3,28,18,1,4.4,0.93,14,5.6,4.8
Power City,Consumption,3,28,19,1,4.4,0.93,14,5.6,6.4
Power City,Consumption,3,28,20,1,4.4,0.89,14,6.1,11.3
Power City,Consumption,3,28,21,1,4.4,0.86,14,6.7,6.4
Power City,Consumption,3,28,22,1,4.4,0.89,14,6.1,11.3
Power City,Consumption,3,28,23,1,4.4,0.89,14,6.1,4.8
Power City,Consumption,3,28,24,1,5,0.89,14,6.7,4
Power City,Consumption,3,29,1,1,7.8,1,17,7.8,2.4
Power City,Consumption,3,29,2,1,7.8,1,17,7.8,2.4
Power City,Consumption,3,29,3,1,8.3,0.96,17,8.9,2.4
Power City,Consumption,3,29,4,1,8.9,0.96,18,9.4,2.4
Power City,Consumption,3,29,5,1,7.2,0.96,16,7.8,4
Power City,Consumption,3,29,6,1,6.1,0.93,15,7.2,6.4
Power City,Consumption,3,29,7,1,6.1,0.96,15,6.7,8
Power City,Consumption,3,29,8,1,4.4,0.96,14,5,8
Power City,Consumption,3,29,9,1,3.9,0.93,13,5,11.3
Power City,Consumption,3,29,10,1,3.9,0.89,13,5.6,11.3
Power City,Consumption,3,29,11,1,5,0.86,14,7.2,11.3
Power City,Consumption,3,29,12,0.4,5.6,0.83,15,8.3,11.3
Power City,Consumption,3,29,13,0.6,6.1,0.74,15,10.6,11.3
Power City,Consumption,3,29,14,0.6,6.1,0.69,15,11.7,11.3
Power City,Consumption,3,29,15,0.9,5,0.62,14,12.2,16.1
Power City,Consumption,3,29,16,1,5,0.6,14,12.8,16.1
Power City,Consumption,3,29,17,1,5,0.66,14,11.1,16.1
Power City,Consumption,3,29,18,1,5,0.69,14,10.6,16.1
Power City,Consumption,3,29,19,1,5,0.71,14,10,16.1
Power City,Consumption,3,29,20,1,4.4,0.8,14,7.8,16.1
Power City,Consumption,3,29,21,1,3.3,0.86,13,5.6,16.1
Power City,Consumption,3,29,22,1,1.7,0.86,12,3.9,16.1
Power City,Consumption,3,29,23,1,1.1,0.86,11,3.3,16.1
Power City,Consumption,3,29,24,1,0,0.82,11,2.8,16.1
Power City,Consumption,3,30,1,1,1.7,0.96,12,2.2,11.3
Power City,Consumption,3,30,2,1,0.6,0.96,11,1.1,11.3
Power City,Consumption,3,30,3,1,0,0.96,11,0.6,11.3
Power City,Consumption,3,30,4,1,-0.6,0.92,10,0.6,11.3
Power City,Consumption,3,30,5,1,-0.6,0.92,10,0.6,11.3
Power City,Consumption,3,30,6,1,-0.6,0.96,10,0,11.3
Power City,Consumption,3,30,7,1,-1.1,0.92,10,0,11.3
Power City,Consumption,3,30,8,1,-1.1,0.96,10,-0.6,11.3
Power City,Consumption,3,30,9,1,-3.3,0.82,9,-0.6,11.3
Power City,Consumption,3,30,10,1,-3.3,0.79,9,0,11.3
Power City,Consumption,3,30,11,1,-3.3,0.76,9,0.6,16.1
Power City,Consumption,3,30,12,1,-3.3,0.73,9,1.1,24.1
Power City,Consumption,3,30,13,1,-3.3,0.73,9,1.1,24.1
Power City,Consumption,3,30,14,1,-3.3,0.73,9,1.1,24.1
Power City,Consumption,3,30,15,1,-3.3,0.7,9,1.7,24.1
Power City,Consumption,3,30,16,1,-2.8,0.76,9,1.1,24.1
Power City,Consumption,3,30,17,1,-2.8,0.79,9,0.6,24.1
Power City,Consumption,3,30,18,1,-2.8,0.82,9,0,24.1
Power City,Consumption,3,30,19,1,-2.8,0.79,9,0.6,24.1
Power City,Consumption,3,30,20,1,-2.8,0.82,9,0,24.1
Power City,Consumption,3,30,21,1,-2.8,0.85,9,-0.6,24.1
Power City,Consumption,3,30,22,1,-2.8,0.85,9,-0.6,24.1
Power City,Consumption,3,30,23,1,-2.8,0.89,9,-1.1,24.1
Power City,Consumption,3,30,24,1,-2.8,0.85,9,-0.6,24.1
Power City,Consumption,3,31,1,1,-1.1,0.89,10,0.6,16.1
Power City,Consumption,3,31,2,1,-1.1,0.89,10,0.6,16.1
Power City,Consumption,3,31,3,1,-1.1,0.89,10,0.6,16.1
Power City,Consumption,3,31,4,1,-1.1,0.89,10,0.6,9.7
Power City,Consumption,3,31,5,1,-1.7,0.85,10,0.6,9.7
Power City,Consumption,3,31,6,1,-1.7,0.92,10,-0.6,11.3
Power City,Consumption,3,31,7,1,-1.1,0.92,10,0,11.3
Power City,Consumption,3,31,8,1,0,1,11,0,11.3
Power City,Consumption,3,31,9,1,-1.1,0.92,10,0,11.3
Power City,Consumption,3,31,10,1,-0.6,0.92,10,0.6,4.8
Power City,Consumption,3,31,11,1,0,0.92,10,1.1,3.2
Power City,Consumption,3,31,12,1,0,0.89,10,1.7,3.2
Power City,Consumption,3,31,13,1,1.1,0.93,11,2.2,3.2
Power City,Consumption,3,31,14,1,2.8,0.93,12,3.9,2.4
Power City,Consumption,3,31,15,1,4.4,0.89,14,6.1,11.3
Power City,Consumption,3,31,16,0.8,7.2,0.86,16,9.4,11.3
Power City,Consumption,3,31,17,1,6.1,0.89,15,7.8,2.4
Power City,Consumption,3,31,18,1,2.2,0.86,12,4.4,11.3
Power City,Consumption,3,31,19,1,1.7,0.86,12,3.9,16.1
Power City,Consumption,3,31,20,1,0.6,0.86,11,2.8,16.1
Power City,Consumption,3,31,21,1,0,0.92,10,1.1,2.4
Power City,Consumption,3,31,22,1,-0.5,0.89,10,1.5,16.1
Power City,Consumption,3,31,23,1,-1.2,0.85,10,1.9,16.1
Power City,Consumption,3,31,24,1,-1.8,0.85,9,2.3,12.9
Power City,Consumption,4,1,1,0,-2.4,0.52,11,2.7,16
Power City,Consumption,4,1,2,0.2,-3,0.55,11,3.1,16
Power City,Consumption,4,1,3,0.1,-3.7,0.57,11,3.5,16
Power City,Consumption,4,1,4,0.7,-4.4,0.52,11,3.9,16
Power City,Consumption,4,1,5,0,-4.4,0.57,12,2.8,16
Power City,Consumption,4,1,6,0,-3.9,0.62,12,2.2,16
Power City,Consumption,4,1,7,0,-3.9,0.62,12,2.2,16
Power City,Consumption,4,1,8,0.2,-2.8,0.58,12,4.4,16
Power City,Consumption,4,1,9,0.1,-2.2,0.54,12,6.1,19.2
Power City,Consumption,4,1,10,0.2,-1.1,0.51,12,8.3,16
Power City,Consumption,4,1,11,0.1,0,0.48,12,10.6,16
Power City,Consumption,4,1,12,0.1,0,0.43,12,12.2,16
Power City,Consumption,4,1,13,0,-0.6,0.35,12,14.4,19.2
Power City,Consumption,4,1,14,0.5,-0.6,0.35,12,14.4,16
Power City,Consumption,4,1,15,0,-0.6,0.34,12,15,16
Power City,Consumption,4,1,16,0.2,-1.1,0.3,12,16.1,16
Power City,Consumption,4,1,17,0,-0.6,0.33,12,15.6,16
Power City,Consumption,4,1,18,0,-0.6,0.33,12,15.6,14.4
Power City,Consumption,4,1,19,0,-1.1,0.38,11,12.8,16
Power City,Consumption,4,1,20,0,-0.6,0.55,11,7.8,16
Power City,Consumption,4,1,21,0,0,0.65,11,6.1,16
Power City,Consumption,4,1,22,0,-0.6,0.78,11,2.8,16
Power City,Consumption,4,1,23,0,-0.6,0.84,11,1.7,16
Power City,Consumption,4,1,24,0,-1.1,0.84,11,1.1,16
Power City,Consumption,4,2,1,0,-1.7,0.87,11,0,16
Power City,Consumption,4,2,2,0,-1.7,0.91,11,-0.6,11.2
Power City,Consumption,4,2,3,0,-2.2,0.91,11,-1.1,11.2
Power City,Consumption,4,2,4,0,-0.6,0.81,11,2.2,11.2
Power City,Consumption,4,2,5,0,-1.1,0.81,11,1.7,11.2
Power City,Consumption,4,2,6,0,0.6,0.76,11,4.4,11.2
Power City,Consumption,4,2,7,1,2.8,0.76,11,6.7,11.2
Power City,Consumption,4,2,8,1,4.4,0.71,11,9.4,11.2
