Location,Date_time,Hour,Wind_Speed
Wind Farm,14AUG11:11:00:00,11,5.8
Wind Farm,14AUG11:12:00:00,12,6.0
Wind Farm,14AUG11:13:00:00,13,5.4
Wind Farm,14AUG11:14:00:00,14,5.3
Wind Farm,14AUG11:15:00:00,15,5.7
Wind Farm,14AUG11:16:00:00,16,4.8
Wind Farm,14AUG11:17:00:00,17,4.9
Wind Farm,14AUG11:18:00:00,18,3.8
Wind Farm,14AUG11:19:00:00,19,3.8
Wind Farm,14AUG11:20:00:00,20,4.5
Wind Farm,14AUG11:21:00:00,21,4.1
Wind Farm,14AUG11:22:00:00,22,5.8
Wind Farm,14AUG11:23:00:00,23,6.8
Wind Farm,15AUG11:00:00:00,0,6.2
Wind Farm,15AUG11:01:00:00,1,5.8
Wind Farm,15AUG11:02:00:00,2,5.9
Wind Farm,15AUG11:03:00:00,3,6.2
Wind Farm,15AUG11:04:00:00,4,7.0
Wind Farm,15AUG11:05:00:00,5,6.6
Wind Farm,15AUG11:06:00:00,6,6.2
Wind Farm,15AUG11:07:00:00,7,5.9
Wind Farm,15AUG11:08:00:00,8,4.4
Wind Farm,15AUG11:09:00:00,9,3.3
Wind Farm,15AUG11:10:00:00,10,2.7
Wind Farm,15AUG11:11:00:00,11,2.7
Wind Farm,15AUG11:12:00:00,12,3.8
Wind Farm,15AUG11:13:00:00,13,4.0
Wind Farm,15AUG11:14:00:00,14,3.9
Wind Farm,15AUG11:15:00:00,15,4.8
Wind Farm,15AUG11:16:00:00,16,4.8
Wind Farm,15AUG11:17:00:00,17,5.0
Wind Farm,15AUG11:18:00:00,18,4.4
Wind Farm,15AUG11:19:00:00,19,3.7
Wind Farm,15AUG11:20:00:00,20,3.9
Wind Farm,15AUG11:21:00:00,21,3.8
Wind Farm,15AUG11:22:00:00,22,3.3
Wind Farm,15AUG11:23:00:00,23,4.0
Wind Farm,16AUG11:00:00:00,0,4.8
Wind Farm,16AUG11:01:00:00,1,5.2
Wind Farm,16AUG11:02:00:00,2,4.4
Wind Farm,16AUG11:03:00:00,3,3.9
Wind Farm,16AUG11:04:00:00,4,2.8
Wind Farm,16AUG11:05:00:00,5,1.7
Wind Farm,16AUG11:06:00:00,6,2.1
Wind Farm,16AUG11:07:00:00,7,2.8
Wind Farm,16AUG11:08:00:00,8,2.3
Wind Farm,16AUG11:09:00:00,9,1.9
Wind Farm,16AUG11:10:00:00,10,2.3
Wind Farm,16AUG11:11:00:00,11,3.4
Wind Farm,16AUG11:12:00:00,12,3.1
Wind Farm,16AUG11:13:00:00,13,3.6
Wind Farm,16AUG11:14:00:00,14,3.7
Wind Farm,16AUG11:15:00:00,15,4.7
Wind Farm,16AUG11:16:00:00,16,5.0
Wind Farm,16AUG11:17:00:00,17,4.3
Wind Farm,16AUG11:18:00:00,18,3.7
Wind Farm,16AUG11:19:00:00,19,4.5
Wind Farm,16AUG11:20:00:00,20,3.1
Wind Farm,16AUG11:21:00:00,21,3.4
Wind Farm,16AUG11:22:00:00,22,3.9
Wind Farm,16AUG11:23:00:00,23,5.3
Wind Farm,17AUG11:00:00:00,0,5.3
Wind Farm,17AUG11:01:00:00,1,4.7
Wind Farm,17AUG11:02:00:00,2,5.2
Wind Farm,17AUG11:03:00:00,3,3.8
Wind Farm,17AUG11:04:00:00,4,3.4
Wind Farm,17AUG11:05:00:00,5,3.5
Wind Farm,17AUG11:06:00:00,6,3.0
Wind Farm,17AUG11:07:00:00,7,2.4
Wind Farm,17AUG11:08:00:00,8,1.8
Wind Farm,17AUG11:09:00:00,9,1.0
Wind Farm,17AUG11:10:00:00,10,0.9
Wind Farm,17AUG11:11:00:00,11,1.2
Wind Farm,17AUG11:12:00:00,12,1.1
Wind Farm,17AUG11:13:00:00,13,1.5
Wind Farm,17AUG11:14:00:00,14,1.1
Wind Farm,17AUG11:15:00:00,15,2.5
Wind Farm,17AUG11:16:00:00,16,2.9
Wind Farm,17AUG11:17:00:00,17,2.6
Wind Farm,17AUG11:18:00:00,18,1.9
Wind Farm,17AUG11:19:00:00,19,3.0
Wind Farm,17AUG11:20:00:00,20,4.1
Wind Farm,17AUG11:21:00:00,21,5.3
Wind Farm,17AUG11:22:00:00,22,5.6
Wind Farm,17AUG11:23:00:00,23,4.3
Wind Farm,18AUG11:00:00:00,0,6.0
Wind Farm,18AUG11:01:00:00,1,5.4
Wind Farm,18AUG11:02:00:00,2,5.9
Wind Farm,18AUG11:03:00:00,3,6.0
Wind Farm,18AUG11:04:00:00,4,6.4
Wind Farm,18AUG11:05:00:00,5,5.6
Wind Farm,18AUG11:06:00:00,6,6.1
Wind Farm,18AUG11:07:00:00,7,6.2
Wind Farm,18AUG11:08:00:00,8,5.9
Wind Farm,18AUG11:09:00:00,9,5.3
Wind Farm,18AUG11:10:00:00,10,3.7
Wind Farm,18AUG11:11:00:00,11,3.5
Wind Farm,18AUG11:12:00:00,12,3.2
Wind Farm,18AUG11:13:00:00,13,3.5
Wind Farm,18AUG11:14:00:00,14,3.6
Wind Farm,18AUG11:15:00:00,15,4.4
Wind Farm,18AUG11:16:00:00,16,5.6
Wind Farm,18AUG11:17:00:00,17,5.5
Wind Farm,18AUG11:18:00:00,18,2.4
Wind Farm,18AUG11:19:00:00,19,1.9
Wind Farm,18AUG11:20:00:00,20,1.8
Wind Farm,18AUG11:21:00:00,21,1.7
Wind Farm,18AUG11:22:00:00,22,2.6
Wind Farm,18AUG11:23:00:00,23,2.2
Wind Farm,19AUG11:00:00:00,0,5.8
Wind Farm,19AUG11:01:00:00,1,5.4
Wind Farm,19AUG11:02:00:00,2,5.4
Wind Farm,19AUG11:03:00:00,3,5.4
Wind Farm,19AUG11:04:00:00,4,4.7
Wind Farm,19AUG11:05:00:00,5,6.8
Wind Farm,19AUG11:06:00:00,6,5.3
Wind Farm,19AUG11:07:00:00,7,5.1
Wind Farm,19AUG11:08:00:00,8,5.0
Wind Farm,19AUG11:09:00:00,9,4.5
Wind Farm,19AUG11:10:00:00,10,2.9
Wind Farm,19AUG11:11:00:00,11,3.4
Wind Farm,19AUG11:12:00:00,12,3.7
Wind Farm,19AUG11:13:00:00,13,3.4
Wind Farm,19AUG11:14:00:00,14,3.0
Wind Farm,19AUG11:15:00:00,15,3.2
Wind Farm,19AUG11:16:00:00,16,3.6
Wind Farm,19AUG11:17:00:00,17,3.3
Wind Farm,19AUG11:18:00:00,18,2.7
Wind Farm,19AUG11:19:00:00,19,2.3
Wind Farm,19AUG11:20:00:00,20,2.1
Wind Farm,19AUG11:21:00:00,21,0.5
Wind Farm,19AUG11:22:00:00,22,0.4
Wind Farm,19AUG11:23:00:00,23,1.4
Wind Farm,20AUG11:00:00:00,0,2.2
Wind Farm,20AUG11:01:00:00,1,3.0
Wind Farm,20AUG11:02:00:00,2,4.2
Wind Farm,20AUG11:03:00:00,3,3.1
Wind Farm,20AUG11:04:00:00,4,3.0
Wind Farm,20AUG11:05:00:00,5,3.0
Wind Farm,20AUG11:06:00:00,6,2.6
Wind Farm,20AUG11:07:00:00,7,2.4
Wind Farm,20AUG11:08:00:00,8,1.5
Wind Farm,20AUG11:09:00:00,9,1.3
Wind Farm,20AUG11:10:00:00,10,2.7
Wind Farm,20AUG11:11:00:00,11,3.8
Wind Farm,20AUG11:12:00:00,12,3.6
Wind Farm,20AUG11:13:00:00,13,3.7
Wind Farm,20AUG11:14:00:00,14,3.5
Wind Farm,20AUG11:15:00:00,15,3.3
Wind Farm,20AUG11:16:00:00,16,3.3
Wind Farm,20AUG11:17:00:00,17,4.0
Wind Farm,20AUG11:18:00:00,18,2.8
Wind Farm,20AUG11:19:00:00,19,2.6
Wind Farm,20AUG11:20:00:00,20,2.8
Wind Farm,20AUG11:21:00:00,21,3.4
Wind Farm,20AUG11:22:00:00,22,3.8
Wind Farm,20AUG11:23:00:00,23,4.3
Wind Farm,21AUG11:00:00:00,0,5.6
Wind Farm,21AUG11:01:00:00,1,7.1
Wind Farm,21AUG11:02:00:00,2,8.6
Wind Farm,21AUG11:03:00:00,3,7.0
Wind Farm,21AUG11:04:00:00,4,5.9
Wind Farm,21AUG11:05:00:00,5,6.6
Wind Farm,21AUG11:06:00:00,6,8.2
Wind Farm,21AUG11:07:00:00,7,9.3
Wind Farm,21AUG11:08:00:00,8,9.4
Wind Farm,21AUG11:09:00:00,9,8.9
Wind Farm,21AUG11:10:00:00,10,8.0
Wind Farm,21AUG11:11:00:00,11,6.1
Wind Farm,21AUG11:12:00:00,12,7.3
Wind Farm,21AUG11:13:00:00,13,8.6
Wind Farm,21AUG11:14:00:00,14,8.2
Wind Farm,21AUG11:15:00:00,15,6.4
Wind Farm,21AUG11:16:00:00,16,6.6
Wind Farm,21AUG11:17:00:00,17,5.3
Wind Farm,21AUG11:18:00:00,18,5.6
Wind Farm,21AUG11:19:00:00,19,5.8
Wind Farm,21AUG11:20:00:00,20,4.1
Wind Farm,21AUG11:21:00:00,21,5.5
Wind Farm,21AUG11:22:00:00,22,5.3
Wind Farm,21AUG11:23:00:00,23,5.2
Wind Farm,22AUG11:00:00:00,0,5.6
Wind Farm,22AUG11:01:00:00,1,5.7
Wind Farm,22AUG11:02:00:00,2,3.6
Wind Farm,22AUG11:03:00:00,3,3.4
Wind Farm,22AUG11:04:00:00,4,2.7
Wind Farm,22AUG11:05:00:00,5,2.6
Wind Farm,22AUG11:06:00:00,6,2.5
Wind Farm,22AUG11:07:00:00,7,2.9
Wind Farm,22AUG11:08:00:00,8,2.6
Wind Farm,22AUG11:09:00:00,9,1.5
Wind Farm,22AUG11:10:00:00,10,2.1
Wind Farm,22AUG11:11:00:00,11,1.9
Wind Farm,22AUG11:12:00:00,12,2.7
Wind Farm,22AUG11:13:00:00,13,2.9
Wind Farm,22AUG11:14:00:00,14,2.6
Wind Farm,22AUG11:15:00:00,15,3.3
Wind Farm,22AUG11:16:00:00,16,4.8
Wind Farm,22AUG11:17:00:00,17,5.6
Wind Farm,22AUG11:18:00:00,18,6.8
Wind Farm,22AUG11:19:00:00,19,7.6
Wind Farm,22AUG11:20:00:00,20,7.3
Wind Farm,22AUG11:21:00:00,21,5.4
Wind Farm,22AUG11:22:00:00,22,5.7
Wind Farm,22AUG11:23:00:00,23,4.3
Wind Farm,23AUG11:00:00:00,0,8.7
Wind Farm,23AUG11:01:00:00,1,14.2
Wind Farm,23AUG11:02:00:00,2,9.7
Wind Farm,23AUG11:03:00:00,3,3.7
Wind Farm,23AUG11:04:00:00,4,9.8
Wind Farm,23AUG11:05:00:00,5,7.6
Wind Farm,23AUG11:06:00:00,6,6.8
Wind Farm,23AUG11:07:00:00,7,6.8
Wind Farm,23AUG11:08:00:00,8,6.6
Wind Farm,23AUG11:09:00:00,9,7.6
Wind Farm,23AUG11:10:00:00,10,8.2
Wind Farm,23AUG11:11:00:00,11,6.8
Wind Farm,23AUG11:12:00:00,12,3.9
Wind Farm,23AUG11:13:00:00,13,5.4
Wind Farm,23AUG11:14:00:00,14,5.5
Wind Farm,23AUG11:15:00:00,15,6.8
Wind Farm,23AUG11:16:00:00,16,7.5
Wind Farm,23AUG11:17:00:00,17,7.0
Wind Farm,23AUG11:18:00:00,18,6.5
Wind Farm,23AUG11:19:00:00,19,6.1
Wind Farm,23AUG11:20:00:00,20,3.7
Wind Farm,23AUG11:21:00:00,21,5.0
Wind Farm,23AUG11:22:00:00,22,5.6
Wind Farm,23AUG11:23:00:00,23,3.5
Wind Farm,24AUG11:00:00:00,0,4.8
Wind Farm,24AUG11:01:00:00,1,5.4
Wind Farm,24AUG11:02:00:00,2,6.0
Wind Farm,24AUG11:03:00:00,3,5.8
Wind Farm,24AUG11:04:00:00,4,5.3
Wind Farm,24AUG11:05:00:00,5,5.5
Wind Farm,24AUG11:06:00:00,6,5.9
Wind Farm,24AUG11:07:00:00,7,7.1
Wind Farm,24AUG11:08:00:00,8,7.4
Wind Farm,24AUG11:09:00:00,9,7.3
Wind Farm,24AUG11:10:00:00,10,6.8
Wind Farm,24AUG11:11:00:00,11,7.1
Wind Farm,24AUG11:12:00:00,12,7.2
Wind Farm,24AUG11:13:00:00,13,7.9
Wind Farm,24AUG11:14:00:00,14,7.8
Wind Farm,24AUG11:15:00:00,15,7.4
Wind Farm,24AUG11:16:00:00,16,7.3
Wind Farm,24AUG11:17:00:00,17,7.2
Wind Farm,24AUG11:18:00:00,18,7.6
Wind Farm,24AUG11:19:00:00,19,5.4
Wind Farm,24AUG11:20:00:00,20,4.9
Wind Farm,24AUG11:21:00:00,21,4.2
Wind Farm,24AUG11:22:00:00,22,3.4
Wind Farm,24AUG11:23:00:00,23,2.7
Wind Farm,25AUG11:00:00:00,0,1.9
Wind Farm,25AUG11:01:00:00,1,2.7
Wind Farm,25AUG11:02:00:00,2,4.8
Wind Farm,25AUG11:03:00:00,3,5.6
Wind Farm,25AUG11:04:00:00,4,6.8
Wind Farm,25AUG11:05:00:00,5,6.3
Wind Farm,25AUG11:06:00:00,6,7.3
Wind Farm,25AUG11:07:00:00,7,6.1
Wind Farm,25AUG11:08:00:00,8,5.9
Wind Farm,25AUG11:09:00:00,9,5.9
Wind Farm,25AUG11:10:00:00,10,5.9
Wind Farm,25AUG11:11:00:00,11,6.2
Wind Farm,25AUG11:12:00:00,12,7.2
Wind Farm,25AUG11:13:00:00,13,6.2
Wind Farm,25AUG11:14:00:00,14,5.6
Wind Farm,25AUG11:15:00:00,15,5.6
Wind Farm,25AUG11:16:00:00,16,4.7
Wind Farm,25AUG11:17:00:00,17,3.7
Wind Farm,25AUG11:18:00:00,18,3.2
Wind Farm,25AUG11:19:00:00,19,2.8
Wind Farm,25AUG11:20:00:00,20,1.9
Wind Farm,25AUG11:21:00:00,21,2.5
Wind Farm,25AUG11:22:00:00,22,2.0
Wind Farm,25AUG11:23:00:00,23,4.1
Wind Farm,26AUG11:00:00:00,0,5.9
Wind Farm,26AUG11:01:00:00,1,5.3
Wind Farm,26AUG11:02:00:00,2,7.1
Wind Farm,26AUG11:03:00:00,3,7.7
Wind Farm,26AUG11:04:00:00,4,7.5
Wind Farm,26AUG11:05:00:00,5,9.1
Wind Farm,26AUG11:06:00:00,6,9.5
Wind Farm,26AUG11:07:00:00,7,8.4
Wind Farm,26AUG11:08:00:00,8,3.6
Wind Farm,26AUG11:09:00:00,9,4.5
Wind Farm,26AUG11:10:00:00,10,3.8
Wind Farm,26AUG11:11:00:00,11,8.0
Wind Farm,26AUG11:12:00:00,12,8.9
Wind Farm,26AUG11:13:00:00,13,9.1
Wind Farm,26AUG11:14:00:00,14,9.9
Wind Farm,26AUG11:15:00:00,15,8.9
Wind Farm,26AUG11:16:00:00,16,8.3
Wind Farm,26AUG11:17:00:00,17,8.1
Wind Farm,26AUG11:18:00:00,18,7.9
Wind Farm,26AUG11:19:00:00,19,7.0
Wind Farm,26AUG11:20:00:00,20,6.0
Wind Farm,26AUG11:21:00:00,21,5.6
Wind Farm,26AUG11:22:00:00,22,6.5
Wind Farm,26AUG11:23:00:00,23,6.3
Wind Farm,27AUG11:00:00:00,0,6.9
Wind Farm,27AUG11:01:00:00,1,7.1
Wind Farm,27AUG11:02:00:00,2,6.7
Wind Farm,27AUG11:03:00:00,3,5.4
Wind Farm,27AUG11:04:00:00,4,4.7
Wind Farm,27AUG11:05:00:00,5,4.6
Wind Farm,27AUG11:06:00:00,6,5.7
Wind Farm,27AUG11:07:00:00,7,5.7
Wind Farm,27AUG11:08:00:00,8,5.7
Wind Farm,27AUG11:09:00:00,9,6.3
Wind Farm,27AUG11:10:00:00,10,7.1
Wind Farm,27AUG11:11:00:00,11,7.6
Wind Farm,27AUG11:12:00:00,12,7.5
Wind Farm,27AUG11:13:00:00,13,7.2
Wind Farm,27AUG11:14:00:00,14,7.2
Wind Farm,27AUG11:15:00:00,15,4.2
Wind Farm,27AUG11:16:00:00,16,5.1
Wind Farm,27AUG11:17:00:00,17,7.3
Wind Farm,27AUG11:18:00:00,18,7.5
Wind Farm,27AUG11:19:00:00,19,8.3
Wind Farm,27AUG11:20:00:00,20,7.7
Wind Farm,27AUG11:21:00:00,21,6.9
Wind Farm,27AUG11:22:00:00,22,6.9
Wind Farm,27AUG11:23:00:00,23,6.5
Wind Farm,28AUG11:00:00:00,0,6.9
Wind Farm,28AUG11:01:00:00,1,7.2
Wind Farm,28AUG11:02:00:00,2,7.0
Wind Farm,28AUG11:03:00:00,3,7.1
Wind Farm,28AUG11:04:00:00,4,6.7
Wind Farm,28AUG11:05:00:00,5,7.0
Wind Farm,28AUG11:06:00:00,6,7.3
Wind Farm,28AUG11:07:00:00,7,7.6
Wind Farm,28AUG11:08:00:00,8,6.8
Wind Farm,28AUG11:09:00:00,9,6.4
Wind Farm,28AUG11:10:00:00,10,6.6
Wind Farm,28AUG11:11:00:00,11,7.5
Wind Farm,28AUG11:12:00:00,12,7.4
Wind Farm,28AUG11:13:00:00,13,7.4
Wind Farm,28AUG11:14:00:00,14,8.8
Wind Farm,28AUG11:15:00:00,15,8.9
Wind Farm,28AUG11:16:00:00,16,8.1
Wind Farm,28AUG11:17:00:00,17,9.1
Wind Farm,28AUG11:18:00:00,18,7.7
Wind Farm,28AUG11:19:00:00,19,8.0
Wind Farm,28AUG11:20:00:00,20,6.4
Wind Farm,28AUG11:21:00:00,21,6.2
Wind Farm,28AUG11:22:00:00,22,6.5
Wind Farm,28AUG11:23:00:00,23,6.9
Wind Farm,29AUG11:00:00:00,0,7.3
Wind Farm,29AUG11:01:00:00,1,7.7
Wind Farm,29AUG11:02:00:00,2,7.6
Wind Farm,29AUG11:03:00:00,3,7.4
Wind Farm,29AUG11:04:00:00,4,7.6
Wind Farm,29AUG11:05:00:00,5,7.5
Wind Farm,29AUG11:06:00:00,6,7.3
Wind Farm,29AUG11:07:00:00,7,6.6
Wind Farm,29AUG11:08:00:00,8,6.0
Wind Farm,29AUG11:09:00:00,9,5.9
Wind Farm,29AUG11:10:00:00,10,6.8
Wind Farm,29AUG11:11:00:00,11,6.8
Wind Farm,29AUG11:12:00:00,12,7.3
Wind Farm,29AUG11:13:00:00,13,7.9
Wind Farm,29AUG11:14:00:00,14,8.0
Wind Farm,29AUG11:15:00:00,15,6.5
Wind Farm,29AUG11:16:00:00,16,5.6
Wind Farm,29AUG11:17:00:00,17,6.1
Wind Farm,29AUG11:18:00:00,18,5.0
Wind Farm,29AUG11:19:00:00,19,4.4
Wind Farm,29AUG11:20:00:00,20,3.4
Wind Farm,29AUG11:21:00:00,21,2.5
Wind Farm,29AUG11:22:00:00,22,2.3
Wind Farm,29AUG11:23:00:00,23,3.3
Wind Farm,30AUG11:00:00:00,0,3.7
Wind Farm,30AUG11:01:00:00,1,4.2
Wind Farm,30AUG11:02:00:00,2,4.7
Wind Farm,30AUG11:03:00:00,3,4.8
Wind Farm,30AUG11:04:00:00,4,4.0
Wind Farm,30AUG11:05:00:00,5,4.2
Wind Farm,30AUG11:06:00:00,6,5.0
Wind Farm,30AUG11:07:00:00,7,4.9
Wind Farm,30AUG11:08:00:00,8,4.4
Wind Farm,30AUG11:09:00:00,9,4.3
Wind Farm,30AUG11:10:00:00,10,2.8
Wind Farm,30AUG11:11:00:00,11,3.1
Wind Farm,30AUG11:12:00:00,12,4.0
Wind Farm,30AUG11:13:00:00,13,4.0
Wind Farm,30AUG11:14:00:00,14,3.7
Wind Farm,30AUG11:15:00:00,15,2.8
Wind Farm,30AUG11:16:00:00,16,3.3
Wind Farm,30AUG11:17:00:00,17,3.3
Wind Farm,30AUG11:18:00:00,18,2.8
Wind Farm,30AUG11:19:00:00,19,2.7
Wind Farm,30AUG11:20:00:00,20,2.1
Wind Farm,30AUG11:21:00:00,21,1.8
Wind Farm,30AUG11:22:00:00,22,1.4
Wind Farm,30AUG11:23:00:00,23,1.8
Wind Farm,31AUG11:00:00:00,0,1.6
Wind Farm,31AUG11:01:00:00,1,0.7
Wind Farm,31AUG11:02:00:00,2,1.5
Wind Farm,31AUG11:03:00:00,3,1.5
Wind Farm,31AUG11:04:00:00,4,1.2
Wind Farm,31AUG11:05:00:00,5,1.1
Wind Farm,31AUG11:06:00:00,6,0.6
Wind Farm,31AUG11:07:00:00,7,0.8
Wind Farm,31AUG11:08:00:00,8,1.1
Wind Farm,31AUG11:09:00:00,9,1.4
Wind Farm,31AUG11:10:00:00,10,0.8
Wind Farm,31AUG11:11:00:00,11,1.2
Wind Farm,31AUG11:12:00:00,12,1.7
Wind Farm,31AUG11:13:00:00,13,2.1
Wind Farm,31AUG11:14:00:00,14,2.1
Wind Farm,31AUG11:15:00:00,15,2.1
Wind Farm,31AUG11:16:00:00,16,1.9
Wind Farm,31AUG11:17:00:00,17,2.5
Wind Farm,31AUG11:18:00:00,18,2.6
Wind Farm,31AUG11:19:00:00,19,2.9
Wind Farm,31AUG11:20:00:00,20,4.1
Wind Farm,31AUG11:21:00:00,21,5.9
Wind Farm,31AUG11:22:00:00,22,5.5
Wind Farm,31AUG11:23:00:00,23,5.9
Wind Farm,01SEP11:00:00:00,0,5.9
Wind Farm,01SEP11:01:00:00,1,5.9
Wind Farm,01SEP11:02:00:00,2,6.2
Wind Farm,01SEP11:03:00:00,3,7.4
Wind Farm,01SEP11:04:00:00,4,6.2
Wind Farm,01SEP11:05:00:00,5,5.6
Wind Farm,01SEP11:06:00:00,6,6.4
Wind Farm,01SEP11:07:00:00,7,6.2
Wind Farm,01SEP11:08:00:00,8,5.9
Wind Farm,01SEP11:09:00:00,9,5.2
Wind Farm,01SEP11:10:00:00,10,5.6
Wind Farm,01SEP11:11:00:00,11,6.3
Wind Farm,01SEP11:12:00:00,12,5.7
Wind Farm,01SEP11:13:00:00,13,4.8
Wind Farm,01SEP11:14:00:00,14,4.9
Wind Farm,01SEP11:15:00:00,15,4.9
Wind Farm,01SEP11:16:00:00,16,4.5
Wind Farm,01SEP11:17:00:00,17,5.0
Wind Farm,01SEP11:18:00:00,18,4.9
Wind Farm,01SEP11:19:00:00,19,5.3
Wind Farm,01SEP11:20:00:00,20,5.4
Wind Farm,01SEP11:21:00:00,21,6.6
Wind Farm,01SEP11:22:00:00,22,7.4
Wind Farm,01SEP11:23:00:00,23,6.9
Wind Farm,02SEP11:00:00:00,0,7.1
Wind Farm,02SEP11:01:00:00,1,6.0
Wind Farm,02SEP11:02:00:00,2,5.7
Wind Farm,02SEP11:03:00:00,3,4.5
Wind Farm,02SEP11:04:00:00,4,4.7
Wind Farm,02SEP11:05:00:00,5,5.5
Wind Farm,02SEP11:06:00:00,6,5.1
Wind Farm,02SEP11:07:00:00,7,3.9
Wind Farm,02SEP11:08:00:00,8,4.0
Wind Farm,02SEP11:09:00:00,9,3.5
Wind Farm,02SEP11:10:00:00,10,3.6
Wind Farm,02SEP11:11:00:00,11,3.5
Wind Farm,02SEP11:12:00:00,12,5.0
Wind Farm,02SEP11:13:00:00,13,6.0
Wind Farm,02SEP11:14:00:00,14,5.7
Wind Farm,02SEP11:15:00:00,15,5.0
Wind Farm,02SEP11:16:00:00,16,4.2
Wind Farm,02SEP11:17:00:00,17,4.3
Wind Farm,02SEP11:18:00:00,18,4.3
Wind Farm,02SEP11:19:00:00,19,3.8
Wind Farm,02SEP11:20:00:00,20,2.7
Wind Farm,02SEP11:21:00:00,21,2.8
Wind Farm,02SEP11:22:00:00,22,4.1
Wind Farm,02SEP11:23:00:00,23,2.7
Wind Farm,03SEP11:00:00:00,0,1.4
Wind Farm,03SEP11:01:00:00,1,1.3
Wind Farm,03SEP11:02:00:00,2,2.1
Wind Farm,03SEP11:03:00:00,3,2.6
Wind Farm,03SEP11:04:00:00,4,3.9
Wind Farm,03SEP11:05:00:00,5,5.3
Wind Farm,03SEP11:06:00:00,6,7.0
Wind Farm,03SEP11:07:00:00,7,7.0
Wind Farm,03SEP11:08:00:00,8,7.1
Wind Farm,03SEP11:09:00:00,9,4.3
Wind Farm,03SEP11:10:00:00,10,4.0
Wind Farm,03SEP11:11:00:00,11,4.7
Wind Farm,03SEP11:12:00:00,12,5.3
Wind Farm,03SEP11:13:00:00,13,4.9
Wind Farm,03SEP11:14:00:00,14,4.5
Wind Farm,03SEP11:15:00:00,15,4.3
Wind Farm,03SEP11:16:00:00,16,3.8
Wind Farm,03SEP11:17:00:00,17,3.4
Wind Farm,03SEP11:18:00:00,18,3.2
Wind Farm,03SEP11:19:00:00,19,3.0
Wind Farm,03SEP11:20:00:00,20,3.2
Wind Farm,03SEP11:21:00:00,21,4.6
Wind Farm,03SEP11:22:00:00,22,7.1
Wind Farm,03SEP11:23:00:00,23,10.5
Wind Farm,04SEP11:00:00:00,0,3.3
Wind Farm,04SEP11:01:00:00,1,2.0
Wind Farm,04SEP11:02:00:00,2,3.6
Wind Farm,04SEP11:03:00:00,3,4.8
Wind Farm,04SEP11:04:00:00,4,4.4
Wind Farm,04SEP11:05:00:00,5,4.1
Wind Farm,04SEP11:06:00:00,6,4.2
Wind Farm,04SEP11:07:00:00,7,5.5
Wind Farm,04SEP11:08:00:00,8,4.4
Wind Farm,04SEP11:09:00:00,9,2.3
Wind Farm,04SEP11:10:00:00,10,2.6
Wind Farm,04SEP11:11:00:00,11,2.4
Wind Farm,04SEP11:12:00:00,12,3.1
Wind Farm,04SEP11:13:00:00,13,3.6
Wind Farm,04SEP11:14:00:00,14,5.1
Wind Farm,04SEP11:15:00:00,15,6.2
Wind Farm,04SEP11:16:00:00,16,7.2
Wind Farm,04SEP11:17:00:00,17,6.7
Wind Farm,04SEP11:18:00:00,18,6.4
Wind Farm,04SEP11:19:00:00,19,5.8
Wind Farm,04SEP11:20:00:00,20,5.5
Wind Farm,04SEP11:21:00:00,21,6.6
Wind Farm,04SEP11:22:00:00,22,7.8
Wind Farm,04SEP11:23:00:00,23,6.9
Wind Farm,05SEP11:00:00:00,0,6.5
Wind Farm,05SEP11:01:00:00,1,6.5
Wind Farm,05SEP11:02:00:00,2,7.3
Wind Farm,05SEP11:03:00:00,3,7.5
Wind Farm,05SEP11:04:00:00,4,7.0
Wind Farm,05SEP11:05:00:00,5,8.3
Wind Farm,05SEP11:06:00:00,6,8.2
Wind Farm,05SEP11:07:00:00,7,7.4
Wind Farm,05SEP11:08:00:00,8,7.5
Wind Farm,05SEP11:09:00:00,9,8.2
Wind Farm,05SEP11:10:00:00,10,7.5
Wind Farm,05SEP11:11:00:00,11,8.8
Wind Farm,05SEP11:12:00:00,12,9.6
Wind Farm,05SEP11:13:00:00,13,9.7
Wind Farm,05SEP11:14:00:00,14,10.9
Wind Farm,05SEP11:15:00:00,15,8.0
Wind Farm,05SEP11:16:00:00,16,9.5
Wind Farm,05SEP11:17:00:00,17,10.3
Wind Farm,05SEP11:18:00:00,18,9.4
Wind Farm,05SEP11:19:00:00,19,8.0
Wind Farm,05SEP11:20:00:00,20,6.8
Wind Farm,05SEP11:21:00:00,21,6.9
Wind Farm,05SEP11:22:00:00,22,8.0
Wind Farm,05SEP11:23:00:00,23,8.0
Wind Farm,06SEP11:00:00:00,0,8.1
Wind Farm,06SEP11:01:00:00,1,7.5
Wind Farm,06SEP11:02:00:00,2,8.3
Wind Farm,06SEP11:03:00:00,3,8.8
Wind Farm,06SEP11:04:00:00,4,8.6
Wind Farm,06SEP11:05:00:00,5,8.8
Wind Farm,06SEP11:06:00:00,6,8.5
Wind Farm,06SEP11:07:00:00,7,9.5
Wind Farm,06SEP11:08:00:00,8,9.9
Wind Farm,06SEP11:09:00:00,9,10.7
Wind Farm,06SEP11:10:00:00,10,10.9
Wind Farm,06SEP11:11:00:00,11,10.7
Wind Farm,06SEP11:12:00:00,12,12.2
Wind Farm,06SEP11:13:00:00,13,13.3
Wind Farm,06SEP11:14:00:00,14,12.8
Wind Farm,06SEP11:15:00:00,15,12.2
Wind Farm,06SEP11:16:00:00,16,12.2
Wind Farm,06SEP11:17:00:00,17,11.5
