"Location","Year","Month","Day","Hour","Solar_Elevation"
"Solar Array",2010,8,21,14,57.2051646019898
"Solar Array",2010,8,21,15,58.0629360651919
"Solar Array",2010,8,21,16,53.9537199522362
"Solar Array",2010,8,21,17,46.3084565760797
"Solar Array",2010,8,21,18,36.7283932603658
"Solar Array",2010,8,21,19,26.2259158315067
"Solar Array",2010,8,21,20,15.3886654847287
"Solar Array",2010,8,21,21,4.61192789938292
"Solar Array",2010,8,21,22,-5.7603398314007
"Solar Array",2010,8,21,23,-15.3457505128509
"Solar Array",2010,8,21,24,-23.6551028070851
"Solar Array",2010,8,22,1,-30.0545970586663
"Solar Array",2010,8,22,2,-33.8241103413503
"Solar Array",2010,8,22,3,-34.3947925766311
"Solar Array",2010,8,22,4,-31.6688767820588
"Solar Array",2010,8,22,5,-26.0861947981533
"Solar Array",2010,8,22,6,-18.3519513119677
"Solar Array",2010,8,22,7,-9.14426819381251
"Solar Array",2010,8,22,8,0.99901069442609
"Solar Array",2010,8,22,9,11.6646208719879
"Solar Array",2010,8,22,10,22.5020033539256
"Solar Array",2010,8,22,11,33.1419270317769
"Solar Array",2010,8,22,12,43.0774326111107
"Solar Array",2010,8,22,13,51.4647576633624
"Solar Array",2010,8,22,14,56.8928941989709
"Solar Array",2010,8,22,15,57.7222526799963
"Solar Array",2010,8,22,16,53.6228994214751
"Solar Array",2010,8,22,17,46.0024670795931
"Solar Array",2010,8,22,18,36.4425642131644
"Solar Array",2010,8,22,19,25.9510129708294
"Solar Array",2010,8,22,20,15.1161450489201
"Solar Array",2010,8,22,21,4.33458655854969
"Solar Array",2010,8,22,22,-6.04856262883479
"Solar Array",2010,8,22,23,-15.6496166970066
"Solar Array",2010,8,22,24,-23.9769644965181
"Solar Array",2010,8,23,1,-30.3919482108339
"Solar Array",2010,8,23,2,-34.166838817492
"Solar Array",2010,8,23,3,-34.7262066912959
"Solar Array",2010,8,23,4,-31.9732295236737
"Solar Array",2010,8,23,5,-26.3561533278305
"Solar Array",2010,8,23,6,-18.588933559909
"Solar Array",2010,8,23,7,-9.35460199860343
"Solar Array",2010,8,23,8,0.807148179423322
"Solar Array",2010,8,23,9,11.4823309687099
"Solar Array",2010,8,23,10,22.3194650419296
"Solar Array",2010,8,23,11,32.9474409772067
"Solar Array",2010,8,23,12,42.8563047420636
"Solar Array",2010,8,23,13,51.2003656218565
"Solar Array",2010,8,23,14,56.5775872333807
"Solar Array",2010,8,23,15,57.3782931880761
"Solar Array",2010,8,23,16,53.2883259032609
"Solar Array",2010,8,23,17,45.6924557020416
"Solar Array",2010,8,23,18,36.1527373774925
"Solar Array",2010,8,23,19,25.6722620261889
"Solar Array",2010,8,23,20,14.8399418587881
"Solar Array",2010,8,23,21,4.05369522457003
"Solar Array",2010,8,23,22,-6.3402561980693
"Solar Array",2010,8,23,23,-15.9569347923765
"Solar Array",2010,8,23,24,-24.3023020586409
"Solar Array",2010,8,24,1,-30.7327655648337
"Solar Array",2010,8,24,2,-34.5128333468707
"Solar Array",2010,8,24,3,-35.0603708265412
"Solar Array",2010,8,24,4,-32.2796096929164
"Solar Array",2010,8,24,5,-26.627479043225
"Solar Array",2010,8,24,6,-18.8268493587331
"Solar Array",2010,8,24,7,-9.56567635775131
"Solar Array",2010,8,24,8,0.614538828617484
"Solar Array",2010,8,24,9,11.2991249225253
"Solar Array",2010,8,24,10,22.1356961107713
"Solar Array",2010,8,24,11,32.7512742456284
"Solar Array",2010,8,24,12,42.632947587443
"Solar Array",2010,8,24,13,50.9332397358292
"Solar Array",2010,8,24,14,56.2593052356981
"Solar Array",2010,8,24,15,57.031149975287
"Solar Array",2010,8,24,16,52.9501097271458
"Solar Array",2010,8,24,17,45.3785321149762
"Solar Array",2010,8,24,18,35.8590166172078
"Solar Array",2010,8,24,19,25.3897636336928
"Solar Array",2010,8,24,20,14.5601564581684
"Solar Array",2010,8,24,21,3.7693563020035
"Solar Array",2010,8,24,22,-6.63531568480553
"Solar Array",2010,8,24,23,-16.2675983952709
"Solar Array",2010,8,24,24,-24.6310099889999
"Solar Array",2010,8,25,1,-31.0769475107881
"Solar Array",2010,8,25,2,-34.8619969771191
"Solar Array",2010,8,25,3,-35.3971909128213
"Solar Array",2010,8,25,4,-32.587927836491
"Solar Array",2010,8,25,5,-26.9000936392419
"Solar Array",2010,8,25,6,-19.0656367112868
"Solar Array",2010,8,25,7,-9.7774466768104
"Solar Array",2010,8,25,8,0.421211465829941
"Solar Array",2010,8,25,9,11.115018696376
"Solar Array",2010,8,25,10,21.9507035310482
"Solar Array",2010,8,25,11,32.5534304953826
"Solar Array",2010,8,25,12,42.4073709966286
"Solar Array",2010,8,25,13,50.6634105077177
"Solar Array",2010,8,25,14,55.9381106152615
"Solar Array",2010,8,25,15,56.6809157825717
"Solar Array",2010,8,25,16,52.6083619221415
"Solar Array",2010,8,25,17,45.0608074916582
"Solar Array",2010,8,25,18,35.561507713533
"Solar Array",2010,8,25,19,25.1036204206501
"Solar Array",2010,8,25,20,14.2768913076372
"Solar Array",2010,8,25,21,3.48167398770333
"Solar Array",2010,8,25,22,-6.93363458448307
"Solar Array",2010,8,25,23,-16.5814996195559
"Solar Array",2010,8,25,24,-24.9629815384701
"Solar Array",2010,8,26,1,-31.424391551833
"Solar Array",2010,8,26,2,-35.2142323024423
"Solar Array",2010,8,26,3,-35.7365728307301
"Solar Array",2010,8,26,4,-32.898094884211
"Solar Array",2010,8,26,5,-27.1739196653291
"Solar Array",2010,8,26,6,-19.3052348163362
"Solar Array",2010,8,26,7,-9.98986967740214
"Solar Array",2010,8,26,8,0.227193680644135
"Solar Array",2010,8,26,9,10.9300272645006
"Solar Array",2010,8,26,10,21.7644936806513
"Solar Array",2010,8,26,11,32.3539133471271
"Solar Array",2010,8,26,12,42.1795854584473
"Solar Array",2010,8,26,13,50.3909095783441
"Solar Array",2010,8,26,14,55.6140666844359
"Solar Array",2010,8,26,15,56.3276837114508
"Solar Array",2010,8,26,16,52.263194166305
"Solar Array",2010,8,26,17,44.739394421292
"Solar Array",2010,8,26,18,35.2603182805139
"Solar Array",2010,8,26,19,24.8139369315154
"Solar Array",2010,8,26,20,13.990250720198
"Solar Array",2010,8,26,21,3.1907542149294
"Solar Array",2010,8,26,22,-7.23510478980937
"Solar Array",2010,8,26,23,-16.8985291350998
"Solar Array",2010,8,26,24,-25.2981087429968
"Solar Array",2010,8,27,1,-31.7749943291601
"Solar Array",2010,8,27,2,-35.5694414894437
"Solar Array",2010,8,27,3,-36.0784224390689
"Solar Array",2010,8,27,4,-33.2100221791286
"Solar Array",2010,8,27,5,-27.4488805522125
"Solar Array",2010,8,27,6,-19.5455840820667
"Solar Array",2010,8,27,7,-10.2029033916768
"Solar Array",2010,8,27,8,0.0325118538037543
"Solar Array",2010,8,27,9,10.7441646562521
"Solar Array",2010,8,27,10,21.5770724046161
"Solar Array",2010,8,27,11,32.1527264549796
"Solar Array",2010,8,27,12,41.9496021714256
"Solar Array",2010,8,27,13,50.1157697742848
"Solar Array",2010,8,27,14,55.2872376807172
"Solar Array",2010,8,27,15,55.9715472302426
"Solar Array",2010,8,27,16,51.9147187403849
"Solar Array",2010,8,27,17,44.4144068269479
"Solar Array",2010,8,27,18,34.955557682699
"Solar Array",2010,8,27,19,24.520819555283
"Solar Array",2010,8,27,20,13.7003407981523
"Solar Array",2010,8,27,21,2.89670459860628
"Solar Array",2010,8,27,22,-7.53961663706947
"Solar Array",2010,8,27,23,-17.2185762048363
"Solar Array",2010,8,27,24,-25.6362824517304
"Solar Array",2010,8,28,1,-32.1286516453774
"Solar Array",2010,8,28,2,-35.92752630157
"Solar Array",2010,8,28,3,-36.4226456020191
"Solar Array",2010,8,28,4,-33.5236215070931
"Solar Array",2010,8,28,5,-27.7249006379666
"Solar Array",2010,8,28,6,-19.7866261386207
"Solar Array",2010,8,28,7,-10.4165071556934
"Solar Array",2010,8,28,8,-0.162808816470616
"Solar Array",2010,8,28,9,10.5574440004387
"Solar Array",2010,8,28,10,21.3884450748596
"Solar Array",2010,8,28,11,31.9498735765726
"Solar Array",2010,8,28,12,41.7174331116002
"Solar Array",2010,8,28,13,49.8380251519733
"Solar Array",2010,8,28,14,54.9576887868274
"Solar Array",2010,8,28,15,55.6126001809038
"Solar Array",2010,8,28,16,51.563048485397
"Solar Array",2010,8,28,17,44.0859598872499
"Solar Array",2010,8,28,18,34.6473369552066
"Solar Array",2010,8,28,19,24.2243764544876
"Solar Array",2010,8,28,20,13.4072693712799
"Solar Array",2010,8,28,21,2.59963438182287
"Solar Array",2010,8,28,22,-7.84705895114836
"Solar Array",2010,8,28,23,-17.5415287203906
"Solar Array",2010,8,28,24,-25.9773923535142
"Solar Array",2010,8,29,1,-32.4852584861579
"Solar Array",2010,8,29,2,-36.2883881221665
"Solar Array",2010,8,29,3,-36.7691482154281
"Solar Array",2010,8,29,4,-33.8388051257864
"Solar Array",2010,8,29,5,-28.0019051934666
"Solar Array",2010,8,29,6,-20.0283038497125
"Solar Array",2010,8,29,7,-10.6306416017807
"Solar Array",2010,8,29,8,-0.358744287329401
"Solar Array",2010,8,29,9,10.3698775700825
"Solar Array",2010,8,29,10,21.1986166496892
"Solar Array",2010,8,29,11,31.7453586418996
"Solar Array",2010,8,29,12,41.4830910977964
"Solar Array",2010,8,29,13,49.5577110385524
"Solar Array",2010,8,29,14,54.625486148859
"Solar Array",2010,8,29,15,55.250936786414
"Solar Array",2010,8,29,16,51.208296763986
"Solar Array",2010,8,29,17,43.7541699618692
"Solar Array",2010,8,29,18,34.3357687263103
"Solar Array",2010,8,29,19,23.924717495943
"Solar Array",2010,8,29,20,13.1111459364425
"Solar Array",2010,8,29,21,2.29965438365508
"Solar Array",2010,8,29,22,-8.15731908920313
"Solar Array",2010,8,29,23,-17.8672732362319
"Solar Array",2010,8,29,24,-26.3213270016929
"Solar Array",2010,8,30,1,-32.8447090401424
"Solar Array",2010,8,30,2,-36.6519279761291
"Solar Array",2010,8,30,3,-37.1178362322441
"Solar Array",2010,8,30,4,-34.1554857932683
"Solar Array",2010,8,30,5,-28.2798204472574
"Solar Array",2010,8,30,6,-20.2705613233688
"Solar Array",2010,8,30,7,-10.8452686499406
"Solar Array",2010,8,30,8,-0.55527164339253
"Solar Array",2010,8,30,9,10.181476827494
"Solar Array",2010,8,30,10,21.0075917329665
"Solar Array",2010,8,30,11,31.5391858208332
"Solar Array",2010,8,30,12,41.2465898542942
"Solar Array",2010,8,30,13,49.2748640695082
"Solar Array",2010,8,30,14,54.2906968925351
"Solar Array",2010,8,30,15,54.8866516586198
"Solar Array",2010,8,30,16,50.8505774254217
"Solar Array",2010,8,30,17,43.4191545208465
"Solar Array",2010,8,30,18,34.0209671426551
"Solar Array",2010,8,30,19,23.6219541833316
"Solar Array",2010,8,30,20,12.8120815986884
"Solar Array",2010,8,30,21,1.99687694837299
"Solar Array",2010,8,30,22,-8.47028298295537
"Solar Array",2010,8,30,23,-18.1956950023246
"Solar Array",2010,8,30,24,-26.6679738372171
"Solar Array",2010,8,31,1,-33.206896717078
"Solar Array",2010,8,31,2,-37.0180465501528
"Solar Array",2010,8,31,3,-37.4686156871143
"Solar Array",2010,8,31,4,-34.4735767960763
"Solar Array",2010,8,31,5,-28.5585736098645
"Solar Array",2010,8,31,6,-20.5133439218213
"Solar Array",2010,8,31,7,-11.060351498345
"Solar Array",2010,8,31,8,-0.752369068164725
"Solar Array",2010,8,31,9,9.99225246958221
"Solar Array",2010,8,31,10,20.8153746328315
"Solar Array",2010,8,31,11,31.3313595892189
"Solar Array",2010,8,31,12,41.0079440708284
"Solar Array",2010,8,31,13,48.9895222231336
"Solar Array",2010,8,31,14,53.9533891376604
"Solar Array",2010,8,31,15,54.5198398064625
"Solar Array",2010,8,31,16,50.4900047740691
"Solar Array",2010,8,31,17,43.0810320777327
"Solar Array",2010,8,31,18,33.7030477971858
"Solar Array",2010,8,31,19,23.3161995917351
"Solar Array",2010,8,31,20,12.5101890139384
"Solar Array",2010,8,31,21,1.69141589607868
"Solar Array",2010,8,31,22,-8.78583517956989
"Solar Array",2010,8,31,23,-18.5266779952751
"Solar Array",2010,8,31,24,-27.0172192100409
"Solar Array",2010,9,1,1,-33.5717141641755
"Solar Array",2010,9,1,2,-37.3866442115707
"Solar Array",2010,9,1,3,-37.8213927201853
"Solar Array",2010,9,1,4,-34.7929919769135
"Solar Array",2010,9,1,5,-28.8380928975828
"Solar Array",2010,9,1,6,-20.7565982705841
"Solar Array",2010,9,1,7,-11.2758546129665
"Solar Array",2010,9,1,8,-0.95001581483163
"Solar Array",2010,9,1,9,9.80221447331647
"Solar Array",2010,9,1,10,20.6219694198986
"Solar Array",2010,9,1,11,31.1218847934578
"Solar Array",2010,9,1,12,40.7671694598684
"Solar Array",2010,9,1,13,48.7017248518799
"Solar Array",2010,9,1,14,53.61363201084
"Solar Array",2010,9,1,15,54.1505966445254
"Solar Array",2010,9,1,16,50.1266935411674
"Solar Array",2010,9,1,17,42.7399221265129
"Solar Array",2010,9,1,18,33.3821276598451
"Solar Array",2010,9,1,19,23.0075683041719
"Solar Array",2010,9,1,20,12.205582333298
"Solar Array",2010,9,1,21,1.38338647480226
"Solar Array",2010,9,1,22,-9.1038588811189
"Solar Array",2010,9,1,23,-18.8601049479698
"Solar Array",2010,9,1,24,-27.3689483988127
"Solar Array",2010,9,2,1,-33.9390532806781
"Solar Array",2010,9,2,2,-37.7576210257924
"Solar Array",2010,9,2,3,-38.1760736001212
"Solar Array",2010,9,2,4,-35.1136457619568
"Solar Array",2010,9,2,5,-29.1183075557545
"Solar Array",2010,9,2,6,-21.0002722667311
"Solar Array",2010,9,2,7,-11.4917437163828
"Solar Array",2010,9,2,8,-1.14819217648895
"Solar Array",2010,9,2,9,9.61137214127845
"Solar Array",2010,9,2,10,20.4273799848473
"Solar Array",2010,9,2,11,30.9107667135027
"Solar Array",2010,9,2,12,40.5242828111599
"Solar Array",2010,9,2,13,48.41151271067
"Solar Array",2010,9,2,14,53.2714956565447
"Solar Array",2010,9,2,15,53.77901800183
"Solar Array",2010,9,2,16,49.7607588597398
"Solar Array",2010,9,2,17,42.3959450822667
"Solar Array",2010,9,2,18,33.0583250110752
"Solar Array",2010,9,2,19,22.696176350192
"Solar Array",2010,9,2,20,11.8983771490277
"Solar Array",2010,9,2,21,1.07290531406507
"Solar Array",2010,9,2,22,-9.42423598263586
"Solar Array",2010,9,2,23,-19.1958573777292
"Solar Array",2010,9,2,24,-27.723045628873
"Solar Array",2010,9,3,1,-34.3088052306524
"Solar Array",2010,9,3,2,-38.1308767723488
"Solar Array",2010,9,3,3,-38.5325647463825
"Solar Array",2010,9,3,4,-35.4354531878207
"Solar Array",2010,9,3,5,-29.3991478815527
"Solar Array",2010,9,3,6,-21.2443150863912
"Solar Array",2010,9,3,7,-11.7079857757767
"Solar Array",2010,9,3,8,-1.34687945584774
"Solar Array",2010,9,3,9,9.41973414724552
"Solar Array",2010,9,3,10,20.2316100953451
"Solar Array",2010,9,3,11,30.6980111242119
"Solar Array",2010,9,3,12,40.2793020435056
"Solar Array",2010,9,3,13,48.1189279822562
"Solar Array",2010,9,3,14,52.9270512466098
"Solar Array",2010,9,3,15,53.4052001308271
"Solar Array",2010,9,3,16,49.3923162424632
"Solar Array",2010,9,3,17,42.0492222254781
"Solar Array",2010,9,3,18,32.7317593781322
"Solar Array",2010,9,3,19,22.3821411465447
"Solar Array",2010,9,3,20,11.5886904421815
"Solar Array",2010,9,3,21,0.760090379910139
"Solar Array",2010,9,3,22,-9.74684710878417
"Solar Array",2010,9,3,23,-19.5338156130154
"Solar Array",2010,9,3,24,-28.0793940885913
"Solar Array",2010,9,4,1,-34.6808604539976
"Solar Array",2010,9,4,2,-38.506310959555
"Solar Array",2010,9,4,3,-38.8907727507831
"Solar Array",2010,9,4,4,-35.7583299281961
"Solar Array",2010,9,4,5,-29.6805452462793
"Solar Array",2010,9,4,6,-21.4886771914552
"Solar Array",2010,9,4,7,-11.9245489901528
"Solar Array",2010,9,4,8,-1.54605993444875
"Solar Array",2010,9,4,9,9.22730858176386
"Solar Array",2010,9,4,10,20.0346634522507
"Solar Array",2010,9,4,11,30.4836243550103
"Solar Array",2010,9,4,12,40.0322462537896
"Solar Array",2010,9,4,13,47.8240142997166
"Solar Array",2010,9,4,14,52.5803709882494
"Solar Array",2010,9,4,15,53.029239716519
"Solar Array",2010,9,4,16,49.021481562311
"Solar Array",2010,9,4,17,41.6998756499047
"Solar Array",2010,9,4,18,32.4025514741983
"Solar Array",2010,9,4,19,22.065581439932
"Solar Array",2010,9,4,20,11.2766405319092
"Solar Array",2010,9,4,21,0.445060931361297
"Solar Array",2010,9,4,22,-10.0715716491837
"Solar Array",2010,9,4,23,-19.8738588187311
"Solar Array",2010,9,4,24,-28.4378759440798
"Solar Array",2010,9,5,1,-35.0551086757099
"Solar Array",2010,9,5,2,-38.8838228378054
"Solar Array",2010,9,5,3,-39.250604398363
"Solar Array",2010,9,5,4,-36.0821923201943
"Solar Array",2010,9,5,5,-29.9624321171684
"Solar Array",2010,9,5,6,-21.7333103354988
"Solar Array",2010,9,5,7,-12.1414027767735
"Solar Array",2010,9,5,8,-1.74571684140638
"Solar Array",2010,9,5,9,9.03410299767376
"Solar Array",2010,9,5,10,19.8365437450562
"Solar Array",2010,9,5,11,30.2676133478288
"Solar Array",2010,9,5,12,39.7831357632643
"Solar Array",2010,9,5,13,47.5268167661934
"Solar Array",2010,9,5,14,52.2315281306704
"Solar Array",2010,9,5,15,52.6512338856637
"Solar Array",2010,9,5,16,48.6483710357823
"Solar Array",2010,9,5,17,41.3480282138906
"Solar Array",2010,9,5,18,32.0708231402535
"Solar Array",2010,9,5,19,21.7466172518201
"Solar Array",2010,9,5,20,10.9623470263939
"Solar Array",2010,9,5,21,0.127937478281837
"Solar Array",2010,9,5,22,-10.3982877924534
"Solar Array",2010,9,5,23,-20.2158650201909
"Solar Array",2010,9,5,24,-28.7983723523395
"Solar Array",2010,9,6,1,-35.4314389134108
"Solar Array",2010,9,6,2,-39.263311411525
"Solar Array",2010,9,6,3,-39.6119666876021
"Solar Array",2010,9,6,4,-36.4069573904067
"Solar Array",2010,9,6,5,-30.2447420786933
"Solar Array",2010,9,6,6,-21.9781675689005
"Solar Array",2010,9,6,7,-12.358517756817
"Solar Array",2010,9,6,8,-1.94583432169728
"Solar Array",2010,9,6,9,8.8401244555677
"Solar Array",2010,9,6,10,19.6372547065415
"Solar Array",2010,9,6,11,30.0499857132978
"Solar Array",2010,9,6,12,39.5319921611194
"Solar Array",2010,9,6,13,47.227381971981
"Solar Array",2010,9,6,14,51.8805969703769
"Solar Array",2010,9,6,15,52.2712802160028
"Solar Array",2010,9,6,16,48.2731012085385
"Solar Array",2010,9,6,17,40.993803494987
"Solar Array",2010,9,6,18,31.7366972896509
"Solar Array",2010,9,6,19,21.4253698252808
"Solar Array",2010,9,6,20,10.6459307753768
"Solar Array",2010,9,6,21,-0.191158259435412
"Solar Array",2010,9,6,22,-10.7268725590398
"Solar Array",2010,9,6,23,-20.5597111258324
"Solar Array",2010,9,6,24,-29.1607634729066
"Solar Array",2010,9,7,1,-35.8097394831894
"Solar Array",2010,9,7,2,-39.6446754497933
"Solar Array",2010,9,7,3,-39.9747668500037
"Solar Array",2010,9,7,4,-36.7325428806928
"Solar Array",2010,9,7,5,-30.5274098533534
"Solar Array",2010,9,7,6,-22.2232032431298
"Solar Array",2010,9,7,7,-12.5758657402428
"Solar Array",2010,9,7,8,-2.14639740399166
"Solar Array",2010,9,7,9,8.64537956916953
"Solar Array",2010,9,7,10,19.4368001666217
"Solar Array",2010,9,7,11,29.8307497851893
"Solar Array",2010,9,7,12,39.2788383453814
"Solar Array",2010,9,7,13,46.9257580090825
"Solar Array",2010,9,7,14,51.5276528552407
"Solar Array",2010,9,7,15,51.8894767454632
"Solar Array",2010,9,7,16,47.8957889432453
"Solar Array",2010,9,7,17,40.6373257477368
"Solar Array",2010,9,7,18,31.4002978553199
"Solar Array",2010,9,7,19,21.1019615737943
"Solar Array",2010,9,7,20,10.3275138242099
"Solar Array",2010,9,7,21,-0.512103391421903
"Solar Array",2010,9,7,22,-11.0572018329279
"Solar Array",2010,9,7,23,-20.9052729487672
"Solar Array",2010,9,7,24,-29.5249284780746
"Solar Array",2010,9,8,1,-36.1898980037961
"Solar Array",2010,9,8,2,-40.0278134956722
"Solar Array",2010,9,8,3,-40.3389123690757
"Solar Array",2010,9,8,4,-37.0588672737041
"Solar Array",2010,9,8,5,-30.810371321912
"Solar Array",2010,9,8,6,-22.4683730141756
"Solar Array",2010,9,8,7,-12.7934197098419
"Solar Array",2010,9,8,8,-2.34739196802263
"Solar Array",2010,9,8,9,8.44987455062947
"Solar Array",2010,9,8,10,19.235184105384
"Solar Array",2010,9,8,11,29.6099146731102
"Solar Array",2010,9,8,12,39.0236985611911
"Solar Array",2010,9,8,13,46.6219944833535
"Solar Array",2010,9,8,14,51.1727721874223
"Solar Array",2010,9,8,15,51.5059219812818
"Solar Array",2010,9,8,16,47.5165514094384
"Solar Array",2010,9,8,17,40.2787198644607
"Solar Array",2010,9,8,18,31.0617497394943
"Solar Array",2010,9,8,19,20.7765160319471
"Solar Array",2010,9,8,20,10.0072193693555
"Solar Array",2010,9,8,21,-0.834773895221161
"Solar Array",2010,9,8,22,-11.3891503923357
"Solar Array",2010,9,8,23,-21.252425227287
"Solar Array",2010,9,8,24,-29.8907455617918
"Solar Array",2010,9,9,1,-36.5718013992391
"Solar Array",2010,9,9,2,-40.4126238742592
"Solar Array",2010,9,9,3,-40.7043109987301
"Solar Array",2010,9,9,4,-37.3858498181373
"Solar Array",2010,9,9,5,-31.0935635430531
"Solar Array",2010,9,9,6,-22.7136338450707
"Solar Array",2010,9,9,7,-13.0111538044431
"Solar Array",2010,9,9,8,-2.54880471147176
"Solar Array",2010,9,9,9,8.25361525575052
"Solar Array",2010,9,9,10,19.0324107053155
"Solar Array",2010,9,9,11,29.3874903134591
"Solar Array",2010,9,9,12,38.7665984365222
"Solar Array",2010,9,9,13,46.3161425243593
"Solar Array",2010,9,9,14,50.816032425222
"Solar Array",2010,9,9,15,51.1207149089987
"Solar Array",2010,9,9,16,47.1355060752173
"Solar Array",2010,9,9,17,39.9181113388669
"Solar Array",2010,9,9,18,30.7211787658547
"Solar Array",2010,9,9,19,20.4491578079239
"Solar Array",2010,9,9,20,9.68517171523344
"Solar Array",2010,9,9,21,-1.15904465362601
"Solar Array",2010,9,9,22,-11.7225919395152
"Solar Array",2010,9,9,23,-21.601041644439
"Solar Array",2010,9,9,24,-30.2580919473336
"Solar Array",2010,9,10,1,-36.9553358998461
"Solar Array",2010,9,10,2,-40.799004699503
"Solar Array",2010,9,10,3,-41.0708707811272
"Solar Array",2010,9,10,4,-37.7134105537136
"Solar Array",2010,9,10,5,-31.3769247724054
"Solar Array",2010,9,10,6,-22.9589440074538
"Solar Array",2010,9,10,7,-13.2290433012337
"Solar Array",2010,9,10,8,-2.75062311634625
"Solar Array",2010,9,10,9,8.05660722915714
"Solar Array",2010,9,10,10,18.8284844027395
"Solar Array",2010,9,10,11,29.1634875186747
"Solar Array",2010,9,10,12,38.5075650154121
"Solar Array",2010,9,10,13,46.0082547930748
"Solar Array",2010,9,10,14,50.4575120839316
"Solar Array",2010,9,10,15,50.7339550012678
"Solar Array",2010,9,10,16,46.7527707005721
"Solar Array",2010,9,10,17,39.5556262323065
"Solar Array",2010,9,10,18,30.3787116339556
"Solar Array",2010,9,10,19,20.1200125376867
"Solar Array",2010,9,10,20,9.36149623230109
"Solar Array",2010,9,10,21,-1.48478949108052
"Solar Array",2010,9,10,22,-12.0573991297946
"Solar Array",2010,9,10,23,-21.9509948468206
"Solar Array",2010,9,10,24,-30.6268438938715
"Solar Array",2010,9,11,1,-37.3403870418566
"Solar Array",2010,9,11,2,-41.1868538798034
"Solar Array",2010,9,11,3,-41.4385000639796
"Solar Array",2010,9,11,4,-38.0414703358601
"Solar Array",2010,9,11,5,-31.6603944808782
"Solar Array",2010,9,11,6,-23.2042630821162
"Solar Array",2010,9,11,7,-13.4470645971433
"Solar Array",2010,9,11,8,-2.95283541480812
"Solar Array",2010,9,11,9,7.8588557494397
"Solar Array",2010,9,11,10,18.623409938478
"Solar Array",2010,9,11,11,28.9379180248066
"Solar Array",2010,9,11,12,38.2466267887859
"Solar Array",2010,9,11,13,45.6983854875496
"Solar Array",2010,9,11,14,50.0972907357575
"Solar Array",2010,9,11,15,50.3457422264366
"Solar Array",2010,9,11,16,46.3684633321563
"Solar Array",2010,9,11,17,39.1913911424675
"Solar Array",2010,9,11,18,30.034475875787
"Solar Array",2010,9,11,19,19.7892068407159
"Solar Array",2010,9,11,20,9.03631931624456
"Solar Array",2010,9,11,21,-1.81188120929477
"Solar Array",2010,9,11,22,-12.3934436000156
"Solar Array",2010,9,11,23,-22.3021564627419
"Solar Array",2010,9,11,24,-30.9968767020699
"Solar Array",2010,9,12,1,-37.7268396656225
"Solar Array",2010,9,12,2,-41.5760691224389
"Solar Array",2010,9,12,3,-41.8071075173306
"Solar Array",2010,9,12,4,-38.3699508600721
"Solar Array",2010,9,12,5,-31.9439133722448
"Solar Array",2010,9,12,6,-23.449551958452
"Solar Array",2010,9,12,7,-13.6651951892344
"Solar Array",2010,9,12,8,-3.15543055441265
"Solar Array",2010,9,12,9,7.66036587430619
"Solar Array",2010,9,12,10,18.4171924077765
"Solar Array",2010,9,12,11,28.7107945374491
"Solar Array",2010,9,12,12,37.983813722956
"Solar Array",2010,9,12,13,45.386590346673
"Solar Array",2010,9,12,14,49.7354490088812
"Solar Array",2010,9,12,15,49.9561770568318
"Solar Array",2010,9,12,16,45.9827022993089
"Solar Array",2010,9,12,17,38.825533174322
"Solar Array",2010,9,12,18,29.6885998143145
"Solar Array",2010,9,12,19,19.456868277169
"Solar Array",2010,9,12,20,8.70976834813341
"Solar Array",2010,9,12,21,-2.14019162221736
"Solar Array",2010,9,12,22,-12.7305959965224
"Solar Array",2010,9,12,23,-22.6543971199219
"Solar Array",2010,9,12,24,-31.3680647188509
"Solar Array",2010,9,13,1,-38.1145779124961
"Solar Array",2010,9,13,2,-41.966547936846
"Solar Array",2010,9,13,3,-42.1766021498218
"Solar Array",2010,9,13,4,-38.6987746859262
"Solar Array",2010,9,13,5,-32.227423399892
"Solar Array",2010,9,13,6,-23.6947728327375
"Solar Array",2010,9,13,7,-13.8834136540334
"Solar Array",2010,9,13,8,-3.35839816270173
"Solar Array",2010,9,13,9,7.46114248578742
"Solar Array",2010,9,13,10,18.2098373095267
"Solar Array",2010,9,13,11,28.4821307760914
"Solar Array",2010,9,13,12,37.7191572858945
"Solar Array",2010,9,13,13,45.072926652163
"Solar Array",2010,9,13,14,49.3720685857154
"Solar Array",2010,9,13,15,49.565360476704
"Solar Array",2010,9,13,16,45.5956062111353
"Solar Array",2010,9,13,17,38.4581799130955
"Solar Array",2010,9,13,18,29.3412125238267
"Solar Array",2010,9,13,19,19.1231253063093
"Solar Array",2010,9,13,20,8.3819716553853
"Solar Array",2010,9,13,21,-2.4695915905322
"Solar Array",2010,9,13,22,-13.0687260028843
"Solar Array",2010,9,13,23,-23.0075864628995
"Solar Array",2010,9,13,24,-31.7402813414856
"Solar Array",2010,9,14,1,-38.5034852205009
"Solar Array",2010,9,14,2,-42.3581876367914
"Solar Array",2010,9,14,3,-42.5468933244527
"Solar Array",2010,9,14,4,-39.0278652606904
"Solar Array",2010,9,14,5,-32.5108677826575
"Solar Array",2010,9,14,6,-23.9398892051502
"Solar Array",2010,9,14,7,-14.1016996257261
"Solar Array",2010,9,14,8,-3.56172851109156
"Solar Array",2010,9,14,9,7.26119033554318
"Solar Array",2010,9,14,10,18.0013505948334
