Year,Month,Day,Hour,Sector,Electricity_KW_SQFT
Consumption,1,21,23,GROCERY,0.0017084448
Consumption,1,21,23,HEALTH_CARE,0.0025030509
Consumption,1,21,23,K12_SCHOOLS,0.0008076635
Consumption,1,21,23,LODGING,0.001598207
Consumption,1,21,23,OFFICE,0.0007628894
Consumption,1,21,23,RESIDENTIAL,0.0008037816
Consumption,1,21,23,STAND_ALONE_RETAIL,0.0004795807
Consumption,1,21,24,FOOD_SERVICE,0.0096858292
Consumption,1,21,24,GROCERY,0.0025982199
Consumption,1,21,24,HEALTH_CARE,0.002500327
Consumption,1,21,24,K12_SCHOOLS,0.0008096178
Consumption,1,21,24,LODGING,0.0011720874
Consumption,1,21,24,OFFICE,0.0008332211
Consumption,1,21,24,RESIDENTIAL,0.0006353507
Consumption,1,21,24,STAND_ALONE_RETAIL,0.0004832386
Consumption,1,22,1,FOOD_SERVICE,0.0054949127
Consumption,1,22,1,GROCERY,0.0020896058
Consumption,1,22,1,HEALTH_CARE,0.0023371525
Consumption,1,22,1,K12_SCHOOLS,0.0008079318
Consumption,1,22,1,LODGING,0.001082113
Consumption,1,22,1,OFFICE,0.0008094359
Consumption,1,22,1,RESIDENTIAL,0.0005322829
Consumption,1,22,1,STAND_ALONE_RETAIL,0.0004953298
Consumption,1,22,2,FOOD_SERVICE,0.0037868651
Consumption,1,22,2,GROCERY,0.0019211926
Consumption,1,22,2,HEALTH_CARE,0.0023125214
Consumption,1,22,2,K12_SCHOOLS,0.0008068219
Consumption,1,22,2,LODGING,0.0011165788
Consumption,1,22,2,OFFICE,0.0008934909
Consumption,1,22,2,RESIDENTIAL,0.0005185284
Consumption,1,22,2,STAND_ALONE_RETAIL,0.0005023609
Consumption,1,22,3,FOOD_SERVICE,0.003795202
Consumption,1,22,3,GROCERY,0.0020504915
Consumption,1,22,3,HEALTH_CARE,0.0023150173
Consumption,1,22,3,K12_SCHOOLS,0.0008164726
Consumption,1,22,3,LODGING,0.0010459708
Consumption,1,22,3,OFFICE,0.001021257
Consumption,1,22,3,RESIDENTIAL,0.0005115874
Consumption,1,22,3,STAND_ALONE_RETAIL,0.000507015
Consumption,1,22,4,FOOD_SERVICE,0.0038005824
Consumption,1,22,4,GROCERY,0.0020542351
Consumption,1,22,4,HEALTH_CARE,0.0022963862
Consumption,1,22,4,K12_SCHOOLS,0.0008112971
Consumption,1,22,4,LODGING,0.0010778584
Consumption,1,22,4,OFFICE,0.0011626581
Consumption,1,22,4,RESIDENTIAL,0.0005095833
Consumption,1,22,4,STAND_ALONE_RETAIL,0.0005102465
Consumption,1,22,5,FOOD_SERVICE,0.003860894
Consumption,1,22,5,GROCERY,0.0021234467
Consumption,1,22,5,HEALTH_CARE,0.0023813601
Consumption,1,22,5,K12_SCHOOLS,0.0008218596
Consumption,1,22,5,LODGING,0.0011228286
Consumption,1,22,5,OFFICE,0.0011238037
Consumption,1,22,5,RESIDENTIAL,0.0005706028
Consumption,1,22,5,STAND_ALONE_RETAIL,0.000512504
Consumption,1,22,6,FOOD_SERVICE,0.0054754712
Consumption,1,22,6,GROCERY,0.0021858351
Consumption,1,22,6,HEALTH_CARE,0.0024567104
Consumption,1,22,6,K12_SCHOOLS,0.0008147358
Consumption,1,22,6,LODGING,0.0012147063
Consumption,1,22,6,OFFICE,0.0011960544
Consumption,1,22,6,RESIDENTIAL,0.000701054
Consumption,1,22,6,STAND_ALONE_RETAIL,0.0005117053
Consumption,1,22,7,FOOD_SERVICE,0.0112672239
Consumption,1,22,7,GROCERY,0.0027571271
Consumption,1,22,7,HEALTH_CARE,0.002768738
Consumption,1,22,7,K12_SCHOOLS,0.0008217014
Consumption,1,22,7,LODGING,0.0016336924
Consumption,1,22,7,OFFICE,0.0011313718
Consumption,1,22,7,RESIDENTIAL,0.0008539791
Consumption,1,22,7,STAND_ALONE_RETAIL,0.0005132115
Consumption,1,22,8,FOOD_SERVICE,0.0112489312
Consumption,1,22,8,GROCERY,0.0029572886
Consumption,1,22,8,HEALTH_CARE,0.0028392963
Consumption,1,22,8,K12_SCHOOLS,0.0008107277
Consumption,1,22,8,LODGING,0.0019274132
Consumption,1,22,8,OFFICE,0.0012081018
Consumption,1,22,8,RESIDENTIAL,0.0009321455
Consumption,1,22,8,STAND_ALONE_RETAIL,0.0005125344
Consumption,1,22,9,FOOD_SERVICE,0.0082370024
Consumption,1,22,9,GROCERY,0.0034433258
Consumption,1,22,9,HEALTH_CARE,0.0031421069
Consumption,1,22,9,K12_SCHOOLS,0.0006997131
Consumption,1,22,9,LODGING,0.002231597
Consumption,1,22,9,OFFICE,0.0008202791
Consumption,1,22,9,RESIDENTIAL,0.0007096464
Consumption,1,22,9,STAND_ALONE_RETAIL,0.0008773588
Consumption,1,22,10,FOOD_SERVICE,0.0082405779
Consumption,1,22,10,GROCERY,0.0028338126
Consumption,1,22,10,HEALTH_CARE,0.003179778
Consumption,1,22,10,K12_SCHOOLS,0.000685615
Consumption,1,22,10,LODGING,0.0019367047
Consumption,1,22,10,OFFICE,0.0008862832
Consumption,1,22,10,RESIDENTIAL,0.0006254786
Consumption,1,22,10,STAND_ALONE_RETAIL,0.0008570092
Consumption,1,22,11,FOOD_SERVICE,0.0102399279
Consumption,1,22,11,GROCERY,0.0036062158
Consumption,1,22,11,HEALTH_CARE,0.0032827304
Consumption,1,22,11,K12_SCHOOLS,0.0006906729
Consumption,1,22,11,LODGING,0.0014434241
Consumption,1,22,11,OFFICE,0.0006915317
Consumption,1,22,11,RESIDENTIAL,0.0005354231
Consumption,1,22,11,STAND_ALONE_RETAIL,0.0014509204
Consumption,1,22,12,FOOD_SERVICE,0.0107026964
Consumption,1,22,12,GROCERY,0.00430125
Consumption,1,22,12,HEALTH_CARE,0.0033323298
Consumption,1,22,12,K12_SCHOOLS,0.0006841545
Consumption,1,22,12,LODGING,0.0013876326
Consumption,1,22,12,OFFICE,0.00068739
Consumption,1,22,12,RESIDENTIAL,0.0005368074
Consumption,1,22,12,STAND_ALONE_RETAIL,0.0014451055
Consumption,1,22,13,FOOD_SERVICE,0.0103289665
Consumption,1,22,13,GROCERY,0.0044633151
Consumption,1,22,13,HEALTH_CARE,0.0033728818
Consumption,1,22,13,K12_SCHOOLS,0.000673379
Consumption,1,22,13,LODGING,0.00136553
Consumption,1,22,13,OFFICE,0.0005556541
Consumption,1,22,13,RESIDENTIAL,0.0005286141
Consumption,1,22,13,STAND_ALONE_RETAIL,0.0018388264
Consumption,1,22,14,FOOD_SERVICE,0.0102478528
Consumption,1,22,14,GROCERY,0.0044032595
Consumption,1,22,14,HEALTH_CARE,0.0034003715
Consumption,1,22,14,K12_SCHOOLS,0.0006525434
Consumption,1,22,14,LODGING,0.0013518432
Consumption,1,22,14,OFFICE,0.0006176873
Consumption,1,22,14,RESIDENTIAL,0.0005146919
Consumption,1,22,14,STAND_ALONE_RETAIL,0.0018381407
Consumption,1,22,15,FOOD_SERVICE,0.0082480386
Consumption,1,22,15,GROCERY,0.0043174055
Consumption,1,22,15,HEALTH_CARE,0.0034305985
Consumption,1,22,15,K12_SCHOOLS,0.0006481511
Consumption,1,22,15,LODGING,0.0013405544
Consumption,1,22,15,OFFICE,0.0005883493
Consumption,1,22,15,RESIDENTIAL,0.0005099137
Consumption,1,22,15,STAND_ALONE_RETAIL,0.0018388447
Consumption,1,22,16,FOOD_SERVICE,0.0082420873
Consumption,1,22,16,GROCERY,0.004241286
Consumption,1,22,16,HEALTH_CARE,0.0034370535
Consumption,1,22,16,K12_SCHOOLS,0.000652572
Consumption,1,22,16,LODGING,0.0013266562
Consumption,1,22,16,OFFICE,0.0007410702
Consumption,1,22,16,RESIDENTIAL,0.0005490671
Consumption,1,22,16,STAND_ALONE_RETAIL,0.0018392577
Consumption,1,22,17,FOOD_SERVICE,0.0082094406
Consumption,1,22,17,GROCERY,0.0042410867
Consumption,1,22,17,HEALTH_CARE,0.0033498049
Consumption,1,22,17,K12_SCHOOLS,0.0006512776
Consumption,1,22,17,LODGING,0.0014083828
Consumption,1,22,17,OFFICE,0.0006865595
Consumption,1,22,17,RESIDENTIAL,0.0007664942
Consumption,1,22,17,STAND_ALONE_RETAIL,0.0018396357
Consumption,1,22,18,FOOD_SERVICE,0.0107159865
Consumption,1,22,18,GROCERY,0.0037589962
Consumption,1,22,18,HEALTH_CARE,0.0031860437
Consumption,1,22,18,K12_SCHOOLS,0.0007092651
Consumption,1,22,18,LODGING,0.0016264928
Consumption,1,22,18,OFFICE,0.0009372359
Consumption,1,22,18,RESIDENTIAL,0.0010543476
Consumption,1,22,18,STAND_ALONE_RETAIL,0.0015876395
Consumption,1,22,19,FOOD_SERVICE,0.0112235121
Consumption,1,22,19,GROCERY,0.0040522824
Consumption,1,22,19,HEALTH_CARE,0.0030968547
Consumption,1,22,19,K12_SCHOOLS,0.0007780659
Consumption,1,22,19,LODGING,0.001986631
Consumption,1,22,19,OFFICE,0.0010059535
Consumption,1,22,19,RESIDENTIAL,0.0011965302
Consumption,1,22,19,STAND_ALONE_RETAIL,0.0013532118
Consumption,1,22,20,FOOD_SERVICE,0.0112815167
Consumption,1,22,20,GROCERY,0.0036083108
Consumption,1,22,20,HEALTH_CARE,0.003074619
Consumption,1,22,20,K12_SCHOOLS,0.0007910734
Consumption,1,22,20,LODGING,0.0019700447
Consumption,1,22,20,OFFICE,0.00111909
Consumption,1,22,20,RESIDENTIAL,0.001167638
Consumption,1,22,20,STAND_ALONE_RETAIL,0.0004795807
Consumption,1,22,21,FOOD_SERVICE,0.0092758843
Consumption,1,22,21,GROCERY,0.0034135812
Consumption,1,22,21,HEALTH_CARE,0.00293381
Consumption,1,22,21,K12_SCHOOLS,0.0007898922
Consumption,1,22,21,LODGING,0.0021109623
Consumption,1,22,21,OFFICE,0.0010397611
Consumption,1,22,21,RESIDENTIAL,0.0011555423
Consumption,1,22,21,STAND_ALONE_RETAIL,0.0004795807
Consumption,1,22,22,FOOD_SERVICE,0.009249567
Consumption,1,22,22,GROCERY,0.0030960844
Consumption,1,22,22,HEALTH_CARE,0.0028873159
Consumption,1,22,22,K12_SCHOOLS,0.000794347
Consumption,1,22,22,LODGING,0.0020591748
Consumption,1,22,22,OFFICE,0.0012602127
Consumption,1,22,22,RESIDENTIAL,0.000995777
Consumption,1,22,22,STAND_ALONE_RETAIL,0.0004829422
Consumption,1,22,23,FOOD_SERVICE,0.0092081274
Consumption,1,22,23,GROCERY,0.0017136589
Consumption,1,22,23,HEALTH_CARE,0.0028578814
Consumption,1,22,23,K12_SCHOOLS,0.0008039245
Consumption,1,22,23,LODGING,0.0015441516
Consumption,1,22,23,OFFICE,0.0011480484
Consumption,1,22,23,RESIDENTIAL,0.0007938853
Consumption,1,22,23,STAND_ALONE_RETAIL,0.0004883933
Consumption,1,22,24,FOOD_SERVICE,0.0096880267
Consumption,1,22,24,GROCERY,0.0025088769
Consumption,1,22,24,HEALTH_CARE,0.00287867
Consumption,1,22,24,K12_SCHOOLS,0.0008053662
Consumption,1,22,24,LODGING,0.0010880003
Consumption,1,22,24,OFFICE,0.0012870985
Consumption,1,22,24,RESIDENTIAL,0.0006230094
Consumption,1,22,24,STAND_ALONE_RETAIL,0.0004903099
Consumption,1,23,1,FOOD_SERVICE,0.0054957043
Consumption,1,23,1,GROCERY,0.0019562593
Consumption,1,23,1,HEALTH_CARE,0.0029009248
Consumption,1,23,1,K12_SCHOOLS,0.0008039433
Consumption,1,23,1,LODGING,0.0009456312
Consumption,1,23,1,OFFICE,0.0012261176
Consumption,1,23,1,RESIDENTIAL,0.0005170431
Consumption,1,23,1,STAND_ALONE_RETAIL,0.0005187019
Consumption,1,23,2,FOOD_SERVICE,0.0037899708
Consumption,1,23,2,GROCERY,0.0020032888
Consumption,1,23,2,HEALTH_CARE,0.0028985206
Consumption,1,23,2,K12_SCHOOLS,0.0007953706
Consumption,1,23,2,LODGING,0.0009309293
Consumption,1,23,2,OFFICE,0.0013586648
Consumption,1,23,2,RESIDENTIAL,0.0005014098
Consumption,1,23,2,STAND_ALONE_RETAIL,0.0005200951
Consumption,1,23,3,FOOD_SERVICE,0.0037998034
Consumption,1,23,3,GROCERY,0.0019131208
Consumption,1,23,3,HEALTH_CARE,0.0028518872
Consumption,1,23,3,K12_SCHOOLS,0.0008058438
Consumption,1,23,3,LODGING,0.0009095463
Consumption,1,23,3,OFFICE,0.0012661612
Consumption,1,23,3,RESIDENTIAL,0.0004945507
Consumption,1,23,3,STAND_ALONE_RETAIL,0.0005225371
Consumption,1,23,4,FOOD_SERVICE,0.0038056648
Consumption,1,23,4,GROCERY,0.0020107756
Consumption,1,23,4,HEALTH_CARE,0.0028068275
Consumption,1,23,4,K12_SCHOOLS,0.0007958679
Consumption,1,23,4,LODGING,0.0009237969
Consumption,1,23,4,OFFICE,0.001423012
Consumption,1,23,4,RESIDENTIAL,0.0004914484
Consumption,1,23,4,STAND_ALONE_RETAIL,0.000523998
Consumption,1,23,5,FOOD_SERVICE,0.0038667459
Consumption,1,23,5,GROCERY,0.0021563879
Consumption,1,23,5,HEALTH_CARE,0.0031359108
Consumption,1,23,5,K12_SCHOOLS,0.0008096996
Consumption,1,23,5,LODGING,0.0009687261
Consumption,1,23,5,OFFICE,0.0012975121
Consumption,1,23,5,RESIDENTIAL,0.0005527782
Consumption,1,23,5,STAND_ALONE_RETAIL,0.0005260011
Consumption,1,23,6,FOOD_SERVICE,0.0054788651
Consumption,1,23,6,GROCERY,0.0020992901
Consumption,1,23,6,HEALTH_CARE,0.0031403745
Consumption,1,23,6,K12_SCHOOLS,0.0007985792
Consumption,1,23,6,LODGING,0.0011376082
Consumption,1,23,6,OFFICE,0.0014816809
Consumption,1,23,6,RESIDENTIAL,0.0006850475
Consumption,1,23,6,STAND_ALONE_RETAIL,0.0005258637
Consumption,1,23,7,FOOD_SERVICE,0.0112694956
Consumption,1,23,7,GROCERY,0.0030740698
Consumption,1,23,7,HEALTH_CARE,0.0040843631
Consumption,1,23,7,K12_SCHOOLS,0.0008965486
Consumption,1,23,7,LODGING,0.00172518
Consumption,1,23,7,OFFICE,0.0050862278
Consumption,1,23,7,RESIDENTIAL,0.0008388396
Consumption,1,23,7,STAND_ALONE_RETAIL,0.001078998
Consumption,1,23,8,FOOD_SERVICE,0.0112516
Consumption,1,23,8,GROCERY,0.0032786901
Consumption,1,23,8,HEALTH_CARE,0.0046032375
Consumption,1,23,8,K12_SCHOOLS,0.0017604661
Consumption,1,23,8,LODGING,0.0021210548
Consumption,1,23,8,OFFICE,0.0044716772
Consumption,1,23,8,RESIDENTIAL,0.000925162
Consumption,1,23,8,STAND_ALONE_RETAIL,0.001386516
Consumption,1,23,9,FOOD_SERVICE,0.0082393836
Consumption,1,23,9,GROCERY,0.0046677865
Consumption,1,23,9,HEALTH_CARE,0.0046949559
Consumption,1,23,9,K12_SCHOOLS,0.002250474
Consumption,1,23,9,LODGING,0.001743558
Consumption,1,23,9,OFFICE,0.0044557436
Consumption,1,23,9,RESIDENTIAL,0.0007494904
Consumption,1,23,9,STAND_ALONE_RETAIL,0.0016510848
Consumption,1,23,10,FOOD_SERVICE,0.0082435166
Consumption,1,23,10,GROCERY,0.0052086316
Consumption,1,23,10,HEALTH_CARE,0.0048204512
Consumption,1,23,10,K12_SCHOOLS,0.0022500203
Consumption,1,23,10,LODGING,0.0016892088
Consumption,1,23,10,OFFICE,0.00400927
Consumption,1,23,10,RESIDENTIAL,0.0006668246
Consumption,1,23,10,STAND_ALONE_RETAIL,0.0023526361
Consumption,1,23,11,FOOD_SERVICE,0.0102410291
Consumption,1,23,11,GROCERY,0.0049905257
Consumption,1,23,11,HEALTH_CARE,0.004910294
Consumption,1,23,11,K12_SCHOOLS,0.002303743
Consumption,1,23,11,LODGING,0.0013271065
Consumption,1,23,11,OFFICE,0.0037416874
Consumption,1,23,11,RESIDENTIAL,0.0005782652
Consumption,1,23,11,STAND_ALONE_RETAIL,0.0023473763
Consumption,1,23,12,FOOD_SERVICE,0.0107029451
Consumption,1,23,12,GROCERY,0.0056701099
Consumption,1,23,12,HEALTH_CARE,0.0049365174
Consumption,1,23,12,K12_SCHOOLS,0.0023136352
Consumption,1,23,12,LODGING,0.0013148884
Consumption,1,23,12,OFFICE,0.0034845588
Consumption,1,23,12,RESIDENTIAL,0.0005784587
Consumption,1,23,12,STAND_ALONE_RETAIL,0.002336759
Consumption,1,23,13,FOOD_SERVICE,0.0103278196
Consumption,1,23,13,GROCERY,0.0052203138
Consumption,1,23,13,HEALTH_CARE,0.0047432383
Consumption,1,23,13,K12_SCHOOLS,0.0023033153
Consumption,1,23,13,LODGING,0.0013260671
Consumption,1,23,13,OFFICE,0.0036126935
Consumption,1,23,13,RESIDENTIAL,0.0005722287
Consumption,1,23,13,STAND_ALONE_RETAIL,0.0023397474
Consumption,1,23,14,FOOD_SERVICE,0.0102470953
Consumption,1,23,14,GROCERY,0.0051491019
Consumption,1,23,14,HEALTH_CARE,0.0048680209
Consumption,1,23,14,K12_SCHOOLS,0.0022494179
Consumption,1,23,14,LODGING,0.0013328464
Consumption,1,23,14,OFFICE,0.0034290422
Consumption,1,23,14,RESIDENTIAL,0.0005653123
Consumption,1,23,14,STAND_ALONE_RETAIL,0.0023419238
Consumption,1,23,15,FOOD_SERVICE,0.008245839
Consumption,1,23,15,GROCERY,0.0050614218
Consumption,1,23,15,HEALTH_CARE,0.0048492883
Consumption,1,23,15,K12_SCHOOLS,0.002249324
Consumption,1,23,15,LODGING,0.0013368439
Consumption,1,23,15,OFFICE,0.0032897688
Consumption,1,23,15,RESIDENTIAL,0.0005619425
Consumption,1,23,15,STAND_ALONE_RETAIL,0.0023429884
Consumption,1,23,16,FOOD_SERVICE,0.0082387906
Consumption,1,23,16,GROCERY,0.0049840726
Consumption,1,23,16,HEALTH_CARE,0.0048554869
Consumption,1,23,16,K12_SCHOOLS,0.002221925
Consumption,1,23,16,LODGING,0.001323706
Consumption,1,23,16,OFFICE,0.0032093288
Consumption,1,23,16,RESIDENTIAL,0.0006009971
Consumption,1,23,16,STAND_ALONE_RETAIL,0.0023414108
Consumption,1,23,17,FOOD_SERVICE,0.0082067911
Consumption,1,23,17,GROCERY,0.0049838712
Consumption,1,23,17,HEALTH_CARE,0.0048864674
Consumption,1,23,17,K12_SCHOOLS,0.002220814
Consumption,1,23,17,LODGING,0.0014051576
Consumption,1,23,17,OFFICE,0.0032697667
Consumption,1,23,17,RESIDENTIAL,0.0008198764
Consumption,1,23,17,STAND_ALONE_RETAIL,0.0023437462
Consumption,1,23,18,FOOD_SERVICE,0.010714918
Consumption,1,23,18,GROCERY,0.0051346667
Consumption,1,23,18,HEALTH_CARE,0.0049018354
Consumption,1,23,18,K12_SCHOOLS,0.001694253
Consumption,1,23,18,LODGING,0.0016976649
Consumption,1,23,18,OFFICE,0.0033297252
Consumption,1,23,18,RESIDENTIAL,0.0010629283
Consumption,1,23,18,STAND_ALONE_RETAIL,0.0025117045
Consumption,1,23,19,FOOD_SERVICE,0.011222263
Consumption,1,23,19,GROCERY,0.0052727563
Consumption,1,23,19,HEALTH_CARE,0.0038167607
Consumption,1,23,19,K12_SCHOOLS,0.001752349
Consumption,1,23,19,LODGING,0.0019056294
Consumption,1,23,19,OFFICE,0.0029765505
Consumption,1,23,19,RESIDENTIAL,0.0011995733
Consumption,1,23,19,STAND_ALONE_RETAIL,0.0021716348
Consumption,1,23,20,FOOD_SERVICE,0.0112805825
Consumption,1,23,20,GROCERY,0.004912899
Consumption,1,23,20,HEALTH_CARE,0.0037972886
Consumption,1,23,20,K12_SCHOOLS,0.0017552926
Consumption,1,23,20,LODGING,0.0019345232
Consumption,1,23,20,OFFICE,0.0029849714
Consumption,1,23,20,RESIDENTIAL,0.0011704107
Consumption,1,23,20,STAND_ALONE_RETAIL,0.0021729967
Consumption,1,23,21,FOOD_SERVICE,0.0092761003
Consumption,1,23,21,GROCERY,0.0043618993
Consumption,1,23,21,HEALTH_CARE,0.0032096977
Consumption,1,23,21,K12_SCHOOLS,0.0017551862
Consumption,1,23,21,LODGING,0.0021089719
Consumption,1,23,21,OFFICE,0.0028779576
Consumption,1,23,21,RESIDENTIAL,0.0011581587
Consumption,1,23,21,STAND_ALONE_RETAIL,0.001972861
Consumption,1,23,22,FOOD_SERVICE,0.0092505506
Consumption,1,23,22,GROCERY,0.0030972576
Consumption,1,23,22,HEALTH_CARE,0.00301704
Consumption,1,23,22,K12_SCHOOLS,0.0007495902
Consumption,1,23,22,LODGING,0.0019897311
Consumption,1,23,22,OFFICE,0.002889727
Consumption,1,23,22,RESIDENTIAL,0.0009980411
Consumption,1,23,22,STAND_ALONE_RETAIL,0.0008290044
Consumption,1,23,23,FOOD_SERVICE,0.0092093235
Consumption,1,23,23,GROCERY,0.0017670108
Consumption,1,23,23,HEALTH_CARE,0.0027605564
Consumption,1,23,23,K12_SCHOOLS,0.0007481821
Consumption,1,23,23,LODGING,0.0014536376
Consumption,1,23,23,OFFICE,0.0007760237
Consumption,1,23,23,RESIDENTIAL,0.0007959982
Consumption,1,23,23,STAND_ALONE_RETAIL,0.0005035527
Consumption,1,23,24,FOOD_SERVICE,0.0096894684
Consumption,1,23,24,GROCERY,0.002561027
Consumption,1,23,24,HEALTH_CARE,0.0027984035
Consumption,1,23,24,K12_SCHOOLS,0.0007589932
Consumption,1,23,24,LODGING,0.0010663479
Consumption,1,23,24,OFFICE,0.0007260421
Consumption,1,23,24,RESIDENTIAL,0.0006247524
Consumption,1,23,24,STAND_ALONE_RETAIL,0.0005055363
Consumption,1,24,1,FOOD_SERVICE,0.0054978638
Consumption,1,24,1,GROCERY,0.0018716036
Consumption,1,24,1,HEALTH_CARE,0.0027527654
Consumption,1,24,1,K12_SCHOOLS,0.0007486331
Consumption,1,24,1,LODGING,0.0009779693
Consumption,1,24,1,OFFICE,0.0007260421
Consumption,1,24,1,RESIDENTIAL,0.0005186045
Consumption,1,24,1,STAND_ALONE_RETAIL,0.0005102059
Consumption,1,24,2,FOOD_SERVICE,0.0037928062
Consumption,1,24,2,GROCERY,0.0020060828
Consumption,1,24,2,HEALTH_CARE,0.0027677438
Consumption,1,24,2,K12_SCHOOLS,0.0007486398
Consumption,1,24,2,LODGING,0.0009565524
Consumption,1,24,2,OFFICE,0.0007797961
Consumption,1,24,2,RESIDENTIAL,0.0005022773
Consumption,1,24,2,STAND_ALONE_RETAIL,0.0005133078
Consumption,1,24,3,FOOD_SERVICE,0.0038029447
Consumption,1,24,3,GROCERY,0.0020083508
Consumption,1,24,3,HEALTH_CARE,0.0027961031
Consumption,1,24,3,K12_SCHOOLS,0.000757694
Consumption,1,24,3,LODGING,0.0009231115
Consumption,1,24,3,OFFICE,0.0008332965
Consumption,1,24,3,RESIDENTIAL,0.0004935881
Consumption,1,24,3,STAND_ALONE_RETAIL,0.0005146514
Consumption,1,24,4,FOOD_SERVICE,0.0038090016
Consumption,1,24,4,GROCERY,0.0019199588
Consumption,1,24,4,HEALTH_CARE,0.0028275477
Consumption,1,24,4,K12_SCHOOLS,0.0007667544
Consumption,1,24,4,LODGING,0.0009243237
Consumption,1,24,4,OFFICE,0.0008712205
Consumption,1,24,4,RESIDENTIAL,0.0004885404
Consumption,1,24,4,STAND_ALONE_RETAIL,0.0005174795
Consumption,1,24,5,FOOD_SERVICE,0.0040763789
Consumption,1,24,5,GROCERY,0.0025117008
Consumption,1,24,5,HEALTH_CARE,0.0033458924
Consumption,1,24,5,K12_SCHOOLS,0.0007765586
Consumption,1,24,5,LODGING,0.0009550627
Consumption,1,24,5,OFFICE,0.0008432216
Consumption,1,24,5,RESIDENTIAL,0.000547982
Consumption,1,24,5,STAND_ALONE_RETAIL,0.0005174228
Consumption,1,24,6,FOOD_SERVICE,0.0056861496
Consumption,1,24,6,GROCERY,0.0025178107
Consumption,1,24,6,HEALTH_CARE,0.0033774814
Consumption,1,24,6,K12_SCHOOLS,0.0007742747
Consumption,1,24,6,LODGING,0.0011119226
Consumption,1,24,6,OFFICE,0.0009285409
Consumption,1,24,6,RESIDENTIAL,0.0006787255
Consumption,1,24,6,STAND_ALONE_RETAIL,0.0005182814
Consumption,1,24,7,FOOD_SERVICE,0.0113677168
Consumption,1,24,7,GROCERY,0.0034534432
Consumption,1,24,7,HEALTH_CARE,0.0043027066
Consumption,1,24,7,K12_SCHOOLS,0.0008892233
Consumption,1,24,7,LODGING,0.0016942675
Consumption,1,24,7,OFFICE,0.0036804235
Consumption,1,24,7,RESIDENTIAL,0.0008311542
Consumption,1,24,7,STAND_ALONE_RETAIL,0.0010707241
Consumption,1,24,8,FOOD_SERVICE,0.011260851
Consumption,1,24,8,GROCERY,0.0035009032
Consumption,1,24,8,HEALTH_CARE,0.0049117055
Consumption,1,24,8,K12_SCHOOLS,0.0017485186
Consumption,1,24,8,LODGING,0.0021092912
Consumption,1,24,8,OFFICE,0.0033698416
Consumption,1,24,8,RESIDENTIAL,0.0009155517
Consumption,1,24,8,STAND_ALONE_RETAIL,0.001378582
Consumption,1,24,9,FOOD_SERVICE,0.0082446361
Consumption,1,24,9,GROCERY,0.0046787429
Consumption,1,24,9,HEALTH_CARE,0.005022876
Consumption,1,24,9,K12_SCHOOLS,0.0022434029
Consumption,1,24,9,LODGING,0.0016993667
Consumption,1,24,9,OFFICE,0.0036276216
Consumption,1,24,9,RESIDENTIAL,0.0007407186
Consumption,1,24,9,STAND_ALONE_RETAIL,0.0016437502
Consumption,1,24,10,FOOD_SERVICE,0.0082441584
Consumption,1,24,10,GROCERY,0.0052115623
Consumption,1,24,10,HEALTH_CARE,0.0050481555
Consumption,1,24,10,K12_SCHOOLS,0.0022488089
Consumption,1,24,10,LODGING,0.0016565854
Consumption,1,24,10,OFFICE,0.0033130809
Consumption,1,24,10,RESIDENTIAL,0.0006605109
Consumption,1,24,10,STAND_ALONE_RETAIL,0.0023478892
Consumption,1,24,11,FOOD_SERVICE,0.0102413664
Consumption,1,24,11,GROCERY,0.0049921252
Consumption,1,24,11,HEALTH_CARE,0.0049805264
Consumption,1,24,11,K12_SCHOOLS,0.0023034714
Consumption,1,24,11,LODGING,0.001306552
Consumption,1,24,11,OFFICE,0.0031596725
Consumption,1,24,11,RESIDENTIAL,0.0005750602
Consumption,1,24,11,STAND_ALONE_RETAIL,0.0023458402
Consumption,1,24,12,FOOD_SERVICE,0.0107033989
Consumption,1,24,12,GROCERY,0.0056712561
Consumption,1,24,12,HEALTH_CARE,0.0049476223
Consumption,1,24,12,K12_SCHOOLS,0.0023136679
Consumption,1,24,12,LODGING,0.0013074458
Consumption,1,24,12,OFFICE,0.0030578993
Consumption,1,24,12,RESIDENTIAL,0.0005779347
Consumption,1,24,12,STAND_ALONE_RETAIL,0.0023403293
Consumption,1,24,13,FOOD_SERVICE,0.0103308766
Consumption,1,24,13,GROCERY,0.0052215007
Consumption,1,24,13,HEALTH_CARE,0.0048256332
Consumption,1,24,13,K12_SCHOOLS,0.0023032496
Consumption,1,24,13,LODGING,0.0012605803
Consumption,1,24,13,OFFICE,0.0029433466
Consumption,1,24,13,RESIDENTIAL,0.0005611171
Consumption,1,24,13,STAND_ALONE_RETAIL,0.0023244863
Consumption,1,24,14,FOOD_SERVICE,0.0102503798
Consumption,1,24,14,GROCERY,0.0051539299
Consumption,1,24,14,HEALTH_CARE,0.0050090366
Consumption,1,24,14,K12_SCHOOLS,0.0022493916
Consumption,1,24,14,LODGING,0.001265241
Consumption,1,24,14,OFFICE,0.0027892351
Consumption,1,24,14,RESIDENTIAL,0.0005527399
Consumption,1,24,14,STAND_ALONE_RETAIL,0.0023245479
Consumption,1,24,15,FOOD_SERVICE,0.0082493395
Consumption,1,24,15,GROCERY,0.0050673326
Consumption,1,24,15,HEALTH_CARE,0.0050381761
