Date,Hour,Electricity_KW_HR
15AUG2011,11,668
15AUG2011,12,628
15AUG2011,13,1860
15AUG2011,14,2412
15AUG2011,15,2116
15AUG2011,16,5008
15AUG2011,17,4452
15AUG2011,18,5296
15AUG2011,19,3420
15AUG2011,20,2164
15AUG2011,21,2524
15AUG2011,22,2416
15AUG2011,23,1524
15AUG2011,24,2564
16AUG2011,1,4816
16AUG2011,2,5304
16AUG2011,3,3588
16AUG2011,4,2404
16AUG2011,5,928
16AUG2011,6,100
16AUG2011,7,148
16AUG2011,8,916
16AUG2011,9,384
16AUG2011,10,28
16AUG2011,11,248
16AUG2011,12,1444
16AUG2011,13,960
16AUG2011,14,1888
16AUG2011,15,1912
16AUG2011,16,3888
16AUG2011,17,4656
16AUG2011,18,3000
16AUG2011,19,2196
16AUG2011,20,3764
16AUG2011,21,1180
16AUG2011,22,1564
16AUG2011,23,2844
16AUG2011,24,6108
17AUG2011,1,6424
17AUG2011,2,4696
17AUG2011,3,5636
17AUG2011,4,2180
17AUG2011,5,1596
17AUG2011,6,1556
17AUG2011,7,1104
17AUG2011,8,396
17AUG2011,9,20
17AUG2011,10,0
17AUG2011,11,0
17AUG2011,12,0
17AUG2011,13,0
17AUG2011,14,0
17AUG2011,15,0
17AUG2011,16,520
17AUG2011,17,764
17AUG2011,18,480
17AUG2011,19,56
17AUG2011,20,1152
17AUG2011,21,3076
17AUG2011,22,6632
17AUG2011,23,6952
17AUG2011,24,3496
18AUG2011,1,8188
18AUG2011,2,6676
18AUG2011,3,8612
18AUG2011,4,8900
18AUG2011,5,11004
18AUG2011,6,7612
18AUG2011,7,9312
18AUG2011,8,9364
18AUG2011,9,8160
18AUG2011,10,6244
18AUG2011,11,2112
18AUG2011,12,1636
18AUG2011,13,1088
18AUG2011,14,1720
18AUG2011,15,1812
18AUG2011,16,3364
18AUG2011,17,7376
18AUG2011,18,9452
18AUG2011,19,464
18AUG2011,20,40
18AUG2011,21,56
18AUG2011,22,36
18AUG2011,23,584
18AUG2011,24,312
19AUG2011,1,9008
19AUG2011,2,6992
19AUG2011,3,7380
19AUG2011,4,6808
19AUG2011,5,4264
19AUG2011,6,13112
19AUG2011,7,6104
19AUG2011,8,5496
19AUG2011,9,5208
19AUG2011,10,3924
19AUG2011,11,896
19AUG2011,12,1468
19AUG2011,13,1792
19AUG2011,14,1376
19AUG2011,15,804
19AUG2011,16,1184
19AUG2011,17,1876
19AUG2011,18,1192
19AUG2011,19,644
19AUG2011,20,268
19AUG2011,21,164
19AUG2011,22,0
19AUG2011,23,0
19AUG2011,24,0
20AUG2011,1,252
20AUG2011,2,1080
20AUG2011,3,3208
20AUG2011,4,1272
20AUG2011,5,1140
20AUG2011,6,1152
20AUG2011,7,620
20AUG2011,8,472
20AUG2011,9,8
20AUG2011,10,0
20AUG2011,11,672
20AUG2011,12,2096
20AUG2011,13,1708
20AUG2011,14,1984
20AUG2011,15,1508
20AUG2011,16,1216
20AUG2011,17,1456
20AUG2011,18,2452
20AUG2011,19,676
20AUG2011,20,492
20AUG2011,21,820
20AUG2011,22,1624
20AUG2011,23,2328
20AUG2011,24,3304
21AUG2011,1,7528
21AUG2011,2,14688
21AUG2011,3,24044
21AUG2011,4,14604
21AUG2011,5,9768
21AUG2011,6,13992
21AUG2011,7,24244
21AUG2011,8,32184
21AUG2011,9,33412
21AUG2011,10,28616
21AUG2011,11,20496
21AUG2011,12,9536
21AUG2011,13,16916
21AUG2011,14,24380
21AUG2011,15,22236
21AUG2011,16,10276
21AUG2011,17,11168
21AUG2011,18,6072
21AUG2011,19,7420
21AUG2011,20,8384
21AUG2011,21,2904
21AUG2011,22,7408
21AUG2011,23,6096
21AUG2011,24,5772
22AUG2011,1,7052
22AUG2011,2,7772
22AUG2011,3,2044
22AUG2011,4,1632
22AUG2011,5,972
22AUG2011,6,672
22AUG2011,7,664
22AUG2011,8,1164
22AUG2011,9,672
22AUG2011,10,36
22AUG2011,11,148
22AUG2011,12,56
22AUG2011,13,1740
22AUG2011,14,896
22AUG2011,15,556
22AUG2011,16,1308
22AUG2011,17,4756
22AUG2011,18,7076
22AUG2011,19,15960
22AUG2011,20,18060
22AUG2011,21,16424
22AUG2011,22,6532
22AUG2011,23,7756
22AUG2011,24,3908
23AUG2011,1,23888
23AUG2011,2,58048
23AUG2011,3,36568
23AUG2011,4,2352
23AUG2011,5,32852
23AUG2011,6,20016
23AUG2011,7,14308
23AUG2011,8,14436
23AUG2011,9,14044
23AUG2011,10,16156
23AUG2011,11,23052
23AUG2011,12,13040
23AUG2011,13,2520
23AUG2011,14,6264
23AUG2011,15,6928
23AUG2011,16,12652
23AUG2011,17,16580
23AUG2011,18,14168
23AUG2011,19,10844
23AUG2011,20,9076
23AUG2011,21,2028
23AUG2011,22,5148
23AUG2011,23,8200
23AUG2011,24,1672
24AUG2011,1,5148
24AUG2011,2,6632
24AUG2011,3,8812
24AUG2011,4,8012
24AUG2011,5,6672
24AUG2011,6,6872
24AUG2011,7,8636
24AUG2011,8,15048
24AUG2011,9,17052
24AUG2011,10,15320
24AUG2011,11,11952
24AUG2011,12,13620
24AUG2011,13,14292
24AUG2011,14,19252
24AUG2011,15,18444
24AUG2011,16,14856
24AUG2011,17,14144
24AUG2011,18,14192
24AUG2011,19,18972
24AUG2011,20,6284
24AUG2011,21,5344
24AUG2011,22,3224
24AUG2011,23,1652
24AUG2011,24,512
25AUG2011,1,12
25AUG2011,2,648
25AUG2011,3,4588
25AUG2011,4,6220
25AUG2011,5,11208
25AUG2011,6,10072
25AUG2011,7,15516
25AUG2011,8,10196
25AUG2011,9,9520
25AUG2011,10,8196
25AUG2011,11,7856
25AUG2011,12,9648
25AUG2011,13,13972
25AUG2011,14,8512
25AUG2011,15,7192
25AUG2011,16,6648
25AUG2011,17,4456
25AUG2011,18,2596
25AUG2011,19,1328
25AUG2011,20,908
25AUG2011,21,52
25AUG2011,22,544
25AUG2011,23,156
25AUG2011,24,3596
26AUG2011,1,7884
26AUG2011,2,6828
26AUG2011,3,14052
26AUG2011,4,16664
26AUG2011,5,17876
26AUG2011,6,32168
26AUG2011,7,37504
26AUG2011,8,21988
26AUG2011,9,2236
26AUG2011,10,4300
26AUG2011,11,2872
26AUG2011,12,21764
26AUG2011,13,28076
26AUG2011,14,28108
26AUG2011,15,35512
26AUG2011,16,26644
26AUG2011,17,23108
26AUG2011,18,21272
26AUG2011,19,20036
26AUG2011,20,14324
26AUG2011,21,8544
26AUG2011,22,7636
26AUG2011,23,11016
26AUG2011,24,9872
27AUG2011,1,13016
27AUG2011,2,15004
27AUG2011,3,11836
27AUG2011,4,6540
27AUG2011,5,4404
27AUG2011,6,4372
27AUG2011,7,7944
27AUG2011,8,7668
27AUG2011,9,7572
27AUG2011,10,10448
27AUG2011,11,14620
27AUG2011,12,18492
27AUG2011,13,17996
27AUG2011,14,14700
27AUG2011,15,15548
27AUG2011,16,3180
27AUG2011,17,7556
27AUG2011,18,15240
27AUG2011,19,16284
27AUG2011,20,23208
27AUG2011,21,18308
27AUG2011,22,13368
27AUG2011,23,13092
27AUG2011,24,10848
28AUG2011,1,12760
28AUG2011,2,14460
28AUG2011,3,13436
28AUG2011,4,14080
28AUG2011,5,12092
28AUG2011,6,13104
28AUG2011,7,14716
28AUG2011,8,16664
28AUG2011,9,12736
28AUG2011,10,9876
28AUG2011,11,11156
28AUG2011,12,16992
28AUG2011,13,15748
28AUG2011,14,16084
28AUG2011,15,28052
28AUG2011,16,28128
28AUG2011,17,20204
28AUG2011,18,29228
28AUG2011,19,21472
28AUG2011,20,19940
28AUG2011,21,11092
28AUG2011,22,9964
28AUG2011,23,11404
28AUG2011,24,12208
29AUG2011,1,16732
29AUG2011,2,17772
29AUG2011,3,18680
29AUG2011,4,15720
29AUG2011,5,18276
29AUG2011,6,18216
29AUG2011,7,14708
29AUG2011,8,11952
29AUG2011,9,8784
29AUG2011,10,7960
29AUG2011,11,12200
29AUG2011,12,12316
29AUG2011,13,14696
29AUG2011,14,19740
29AUG2011,15,21884
29AUG2011,16,12284
29AUG2011,17,7060
29AUG2011,18,8508
29AUG2011,19,5392
29AUG2011,20,3488
29AUG2011,21,1792
29AUG2011,22,476
29AUG2011,23,300
29AUG2011,24,1516
30AUG2011,1,2204
30AUG2011,2,4076
30AUG2011,3,4592
30AUG2011,4,5000
30AUG2011,5,2884
30AUG2011,6,3104
30AUG2011,7,5196
30AUG2011,8,4920
30AUG2011,9,3900
30AUG2011,10,3292
30AUG2011,11,768
30AUG2011,12,1192
30AUG2011,13,2604
30AUG2011,14,2528
30AUG2011,15,1884
30AUG2011,16,808
30AUG2011,17,1224
30AUG2011,18,1424
30AUG2011,19,728
30AUG2011,20,684
30AUG2011,21,192
30AUG2011,22,28
30AUG2011,23,0
30AUG2011,24,0
31AUG2011,1,0
31AUG2011,2,0
31AUG2011,3,12
31AUG2011,4,0
31AUG2011,5,0
31AUG2011,6,0
31AUG2011,7,0
31AUG2011,8,0
31AUG2011,9,0
31AUG2011,10,0
31AUG2011,11,0
31AUG2011,12,0
31AUG2011,13,16
31AUG2011,14,116
31AUG2011,15,208
31AUG2011,16,188
31AUG2011,17,84
31AUG2011,18,372
31AUG2011,19,604
31AUG2011,20,892
31AUG2011,21,3160
31AUG2011,22,7960
31AUG2011,23,7444
31AUG2011,24,9136
01SEP2011,1,8596
01SEP2011,2,8240
01SEP2011,3,10860
01SEP2011,4,15084
01SEP2011,5,9960
01SEP2011,6,7976
01SEP2011,7,11212
01SEP2011,8,9916
01SEP2011,9,9008
01SEP2011,10,6448
01SEP2011,11,7096
01SEP2011,12,10168
01SEP2011,13,7748
01SEP2011,14,4332
01SEP2011,15,4348
01SEP2011,16,4676
01SEP2011,17,3652
01SEP2011,18,5080
01SEP2011,19,4588
01SEP2011,20,6268
01SEP2011,21,6724
01SEP2011,22,12336
01SEP2011,23,18280
01SEP2011,24,13480
02SEP2011,1,14400
02SEP2011,2,8756
02SEP2011,3,7936
02SEP2011,4,4212
02SEP2011,5,5160
02SEP2011,6,7660
02SEP2011,7,5632
02SEP2011,8,2844
02SEP2011,9,2976
02SEP2011,10,1988
02SEP2011,11,1928
02SEP2011,12,1660
02SEP2011,13,4812
02SEP2011,14,8064
02SEP2011,15,6844
02SEP2011,16,4992
02SEP2011,17,2712
02SEP2011,18,3112
02SEP2011,19,3196
02SEP2011,20,2176
02SEP2011,21,784
02SEP2011,22,968
02SEP2011,23,3036
02SEP2011,24,828
03SEP2011,1,0
03SEP2011,2,0
03SEP2011,3,120
03SEP2011,4,660
03SEP2011,5,2648
03SEP2011,6,6184
03SEP2011,7,12820
03SEP2011,8,12828
03SEP2011,9,13152
03SEP2011,10,3820
03SEP2011,11,2512
03SEP2011,12,4100
03SEP2011,13,5544
03SEP2011,14,4472
03SEP2011,15,3516
03SEP2011,16,3264
03SEP2011,17,2172
03SEP2011,18,1584
03SEP2011,19,1080
03SEP2011,20,1088
03SEP2011,21,1224
03SEP2011,22,4276
03SEP2011,23,16420
03SEP2011,24,31124
04SEP2011,1,3936
04SEP2011,2,112
04SEP2011,3,2208
04SEP2011,4,5240
04SEP2011,5,4240
04SEP2011,6,3156
04SEP2011,7,3124
04SEP2011,8,6396
04SEP2011,9,3948
04SEP2011,10,356
04SEP2011,11,496
04SEP2011,12,364
04SEP2011,13,1168
04SEP2011,14,1644
04SEP2011,15,5664
04SEP2011,16,9492
04SEP2011,17,14588
04SEP2011,18,12376
04SEP2011,19,10160
04SEP2011,20,7584
04SEP2011,21,6304
04SEP2011,22,11572
04SEP2011,23,20032
04SEP2011,24,13604
05SEP2011,1,11008
05SEP2011,2,10832
05SEP2011,3,14800
05SEP2011,4,16736
05SEP2011,5,14560
05SEP2011,6,23480
05SEP2011,7,22888
05SEP2011,8,16512
05SEP2011,9,16660
05SEP2011,10,21484
05SEP2011,11,17504
05SEP2011,12,26912
05SEP2011,13,34088
05SEP2011,14,33232
05SEP2011,15,40620
05SEP2011,16,21112
05SEP2011,17,32772
05SEP2011,18,36796
05SEP2011,19,32212
05SEP2011,20,20552
05SEP2011,21,12200
05SEP2011,22,13244
05SEP2011,23,20196
05SEP2011,24,20676
06SEP2011,1,22028
06SEP2011,2,17332
06SEP2011,3,23564
06SEP2011,4,29592
06SEP2011,5,26164
06SEP2011,6,26956
06SEP2011,7,24968
06SEP2011,8,33128
06SEP2011,9,37092
06SEP2011,10,42176
06SEP2011,11,48228
06SEP2011,12,41140
06SEP2011,13,48028
06SEP2011,14,51704
06SEP2011,15,49112
06SEP2011,16,47200
06SEP2011,17,49352
06SEP2011,18,47304
06SEP2011,19,45480
06SEP2011,20,46660
06SEP2011,21,42208
06SEP2011,22,53776
06SEP2011,23,11880
06SEP2011,24,0
07SEP2011,1,0
07SEP2011,2,4476
07SEP2011,3,49084
07SEP2011,4,33352
07SEP2011,5,28580
07SEP2011,6,31808
07SEP2011,7,26132
07SEP2011,8,27312
07SEP2011,9,25876
07SEP2011,10,22784
07SEP2011,11,21832
07SEP2011,12,24752
07SEP2011,13,23588
07SEP2011,14,29920
07SEP2011,15,22536
07SEP2011,16,40104
07SEP2011,17,42572
07SEP2011,18,38632
07SEP2011,19,41636
07SEP2011,20,23800
07SEP2011,21,33708
07SEP2011,22,25928
07SEP2011,23,30404
07SEP2011,24,31964
08SEP2011,1,32024
08SEP2011,2,32836
08SEP2011,3,22700
08SEP2011,4,28764
08SEP2011,5,32432
08SEP2011,6,38364
08SEP2011,7,28088
08SEP2011,8,24256
08SEP2011,9,19308
08SEP2011,10,19544
08SEP2011,11,21016
08SEP2011,12,26584
08SEP2011,13,29920
08SEP2011,14,30684
08SEP2011,15,30000
08SEP2011,16,21148
08SEP2011,17,17156
08SEP2011,18,15060
08SEP2011,19,13344
08SEP2011,20,16880
08SEP2011,21,16656
08SEP2011,22,19552
08SEP2011,23,13092
08SEP2011,24,9344
09SEP2011,1,5832
09SEP2011,2,7064
09SEP2011,3,11292
09SEP2011,4,10172
09SEP2011,5,9332
09SEP2011,6,10236
09SEP2011,7,7872
09SEP2011,8,7424
09SEP2011,9,5268
09SEP2011,10,5896
09SEP2011,11,3524
09SEP2011,12,6956
09SEP2011,13,10740
09SEP2011,14,8072
09SEP2011,15,7872
09SEP2011,16,9456
09SEP2011,17,5980
09SEP2011,18,4048
09SEP2011,19,4260
09SEP2011,20,1444
09SEP2011,21,1680
09SEP2011,22,1936
09SEP2011,23,2924
09SEP2011,24,3536
10SEP2011,1,4868
10SEP2011,2,3684
10SEP2011,3,7012
10SEP2011,4,9164
10SEP2011,5,11636
10SEP2011,6,13232
10SEP2011,7,14584
10SEP2011,8,14508
10SEP2011,9,8388
10SEP2011,10,8688
10SEP2011,11,14528
10SEP2011,12,9888
10SEP2011,13,7820
10SEP2011,14,11776
10SEP2011,15,15516
10SEP2011,16,11592
10SEP2011,17,10928
10SEP2011,18,14588
10SEP2011,19,14108
10SEP2011,20,15572
10SEP2011,21,17764
10SEP2011,22,28380
10SEP2011,23,15092
10SEP2011,24,6704
11SEP2011,1,4852
11SEP2011,2,9564
11SEP2011,3,7492
11SEP2011,4,6908
11SEP2011,5,4184
11SEP2011,6,3460
11SEP2011,7,11124
11SEP2011,8,12156
11SEP2011,9,20164
11SEP2011,10,19356
11SEP2011,11,19320
11SEP2011,12,18692
11SEP2011,13,16596
11SEP2011,14,14940
11SEP2011,15,17472
11SEP2011,16,8732
11SEP2011,17,12156
11SEP2011,18,25048
11SEP2011,19,17536
11SEP2011,20,9976
11SEP2011,21,11820
11SEP2011,22,14412
11SEP2011,23,14048
11SEP2011,24,16984
12SEP2011,1,22416
12SEP2011,2,16652
12SEP2011,3,16752
12SEP2011,4,27776
12SEP2011,5,24228
12SEP2011,6,29636
12SEP2011,7,33308
12SEP2011,8,35696
12SEP2011,9,42008
12SEP2011,10,44328
12SEP2011,11,51796
12SEP2011,12,51440
12SEP2011,13,45664
12SEP2011,14,49900
12SEP2011,15,49048
12SEP2011,16,46940
12SEP2011,17,47216
12SEP2011,18,30348
12SEP2011,19,40996
12SEP2011,20,39400
12SEP2011,21,19252
12SEP2011,22,26736
12SEP2011,23,16780
12SEP2011,24,20536
13SEP2011,1,34724
13SEP2011,2,23916
13SEP2011,3,19864
13SEP2011,4,17508
13SEP2011,5,16884
13SEP2011,6,16496
13SEP2011,7,11452
13SEP2011,8,13496
13SEP2011,9,18832
13SEP2011,10,20212
13SEP2011,11,17820
13SEP2011,12,17152
13SEP2011,13,17264
13SEP2011,14,16096
13SEP2011,15,21764
13SEP2011,16,15872
13SEP2011,17,27096
13SEP2011,18,20356
13SEP2011,19,20992
13SEP2011,20,20888
13SEP2011,21,12316
13SEP2011,22,15088
13SEP2011,23,31136
13SEP2011,24,28088
14SEP2011,1,22648
14SEP2011,2,24624
14SEP2011,3,22440
14SEP2011,4,11672
14SEP2011,5,9676
14SEP2011,6,14444
14SEP2011,7,14432
14SEP2011,8,12916
14SEP2011,9,14692
14SEP2011,10,6668
14SEP2011,11,6976
14SEP2011,12,8288
14SEP2011,13,14712
14SEP2011,14,15904
14SEP2011,15,18044
14SEP2011,16,12256
14SEP2011,17,11528
14SEP2011,18,9408
14SEP2011,19,5348
14SEP2011,20,5512
14SEP2011,21,13632
14SEP2011,22,8944
14SEP2011,23,8264
14SEP2011,24,6032
15SEP2011,1,5600
15SEP2011,2,6176
15SEP2011,3,6476
15SEP2011,4,5308
15SEP2011,5,5248
15SEP2011,6,5352
15SEP2011,7,3652
15SEP2011,8,2776
15SEP2011,9,1516
15SEP2011,10,860
15SEP2011,11,528
15SEP2011,12,724
15SEP2011,13,328
15SEP2011,14,172
15SEP2011,15,148
15SEP2011,16,0
15SEP2011,17,0
15SEP2011,18,0
15SEP2011,19,408
15SEP2011,20,1060
15SEP2011,21,1464
15SEP2011,22,5384
15SEP2011,23,10416
15SEP2011,24,8612
16SEP2011,1,13336
16SEP2011,2,9912
16SEP2011,3,13620
16SEP2011,4,14200
16SEP2011,5,9236
16SEP2011,6,10824
16SEP2011,7,9628
16SEP2011,8,10372
16SEP2011,9,11324
16SEP2011,10,7228
16SEP2011,11,1216
16SEP2011,12,4136
16SEP2011,13,1156
16SEP2011,14,2108
16SEP2011,15,1924
16SEP2011,16,4024
16SEP2011,17,4236
16SEP2011,18,3152
16SEP2011,19,7504
16SEP2011,20,9896
16SEP2011,21,16076
16SEP2011,22,17536
16SEP2011,23,12576
16SEP2011,24,13608
17SEP2011,1,9480
17SEP2011,2,13964
17SEP2011,3,15664
17SEP2011,4,16368
17SEP2011,5,13048
17SEP2011,6,13836
17SEP2011,7,14560
17SEP2011,8,15536
17SEP2011,9,13720
17SEP2011,10,11044
17SEP2011,11,7776
17SEP2011,12,18080
17SEP2011,13,19812
17SEP2011,14,18084
17SEP2011,15,26156
17SEP2011,16,28632
17SEP2011,17,27488
17SEP2011,18,21304
17SEP2011,19,18200
17SEP2011,20,16392
17SEP2011,21,9416
17SEP2011,22,15236
17SEP2011,23,24636
17SEP2011,24,25688
18SEP2011,1,5304
18SEP2011,2,11524
18SEP2011,3,11492
18SEP2011,4,10496
18SEP2011,5,11480
18SEP2011,6,12324
18SEP2011,7,12992
18SEP2011,8,16768
18SEP2011,9,14008
18SEP2011,10,13240
18SEP2011,11,12020
18SEP2011,12,19300
18SEP2011,13,20568
18SEP2011,14,13392
18SEP2011,15,20260
18SEP2011,16,16036
18SEP2011,17,11492
18SEP2011,18,9524
18SEP2011,19,13204
18SEP2011,20,4172
18SEP2011,21,5468
18SEP2011,22,7476
18SEP2011,23,7320
18SEP2011,24,5936
19SEP2011,1,6728
19SEP2011,2,4184
19SEP2011,3,3352
19SEP2011,4,3700
19SEP2011,5,1712
19SEP2011,6,1152
19SEP2011,7,1404
19SEP2011,8,3536
19SEP2011,9,4972
19SEP2011,10,4232
19SEP2011,11,3060
19SEP2011,12,6064
19SEP2011,13,10292
19SEP2011,14,9572
19SEP2011,15,6600
19SEP2011,16,4524
19SEP2011,17,5004
19SEP2011,18,3844
19SEP2011,19,3632
19SEP2011,20,4264
19SEP2011,21,9308
19SEP2011,22,8888
19SEP2011,23,9812
19SEP2011,24,12664
20SEP2011,1,12976
20SEP2011,2,11888
20SEP2011,3,12408
20SEP2011,4,8788
20SEP2011,5,13844
20SEP2011,6,10948
20SEP2011,7,10644
20SEP2011,8,8032
20SEP2011,9,10152
20SEP2011,10,7348
20SEP2011,11,8724
20SEP2011,12,14360
20SEP2011,13,14004
20SEP2011,14,13428
20SEP2011,15,12348
20SEP2011,16,11860
20SEP2011,17,9636
20SEP2011,18,9704
20SEP2011,19,4148
20SEP2011,20,5872
20SEP2011,21,7552
20SEP2011,22,7244
20SEP2011,23,8916
20SEP2011,24,8748
21SEP2011,1,9768
21SEP2011,2,6900
21SEP2011,3,7400
21SEP2011,4,6600
21SEP2011,5,6820
21SEP2011,6,7340
21SEP2011,7,9620
21SEP2011,8,12540
21SEP2011,9,10060
21SEP2011,10,10148
21SEP2011,11,7212
21SEP2011,12,5172
21SEP2011,13,9696
21SEP2011,14,13612
21SEP2011,15,14772
21SEP2011,16,19680
21SEP2011,17,16144
21SEP2011,18,15332
21SEP2011,19,12100
21SEP2011,20,15236
21SEP2011,21,9032
21SEP2011,22,10372
21SEP2011,23,10636
21SEP2011,24,12248
22SEP2011,1,14484
22SEP2011,2,19964
22SEP2011,3,14560
22SEP2011,4,11364
22SEP2011,5,8888
22SEP2011,6,10404
22SEP2011,7,11488
22SEP2011,8,8288
22SEP2011,9,7928
22SEP2011,10,8976
22SEP2011,11,7008
22SEP2011,12,13280
22SEP2011,13,10460
22SEP2011,14,7040
22SEP2011,15,7144
22SEP2011,16,10752
22SEP2011,17,5820
22SEP2011,18,9548
22SEP2011,19,5828
22SEP2011,20,6448
22SEP2011,21,4044
22SEP2011,22,5760
22SEP2011,23,5796
22SEP2011,24,3312
23SEP2011,1,3656
23SEP2011,2,3516
23SEP2011,3,2816
23SEP2011,4,4412
23SEP2011,5,5580
23SEP2011,6,5436
23SEP2011,7,4248
23SEP2011,8,3240
23SEP2011,9,2220
23SEP2011,10,972
23SEP2011,11,292
23SEP2011,12,396
23SEP2011,13,524
23SEP2011,14,960
23SEP2011,15,816
23SEP2011,16,312
23SEP2011,17,20
23SEP2011,18,0
23SEP2011,19,0
23SEP2011,20,0
23SEP2011,21,0
23SEP2011,22,0
23SEP2011,23,2388
23SEP2011,24,10324
24SEP2011,1,8576
24SEP2011,2,5844
24SEP2011,3,4656
24SEP2011,4,4076
24SEP2011,5,3848
24SEP2011,6,4136
24SEP2011,7,5088
24SEP2011,8,3496
24SEP2011,9,2904
24SEP2011,10,2328
24SEP2011,11,444
24SEP2011,12,4
24SEP2011,13,0
24SEP2011,14,76
24SEP2011,15,1572
24SEP2011,16,220
24SEP2011,17,184
24SEP2011,18,64
24SEP2011,19,144
24SEP2011,20,8
24SEP2011,21,0
24SEP2011,22,0
24SEP2011,23,20
24SEP2011,24,712
25SEP2011,1,1444
25SEP2011,2,1056
25SEP2011,3,824
25SEP2011,4,712
25SEP2011,5,1772
25SEP2011,6,1772
25SEP2011,7,2112
25SEP2011,8,3052
25SEP2011,9,5868
25SEP2011,10,6380
25SEP2011,11,1304
25SEP2011,12,724
25SEP2011,13,816
25SEP2011,14,964
25SEP2011,15,2892
25SEP2011,16,1948
25SEP2011,17,1820
25SEP2011,18,2248
25SEP2011,19,3600
25SEP2011,20,3504
25SEP2011,21,11248
25SEP2011,22,16308
25SEP2011,23,14484
25SEP2011,24,17088
26SEP2011,1,13048
26SEP2011,2,7300
26SEP2011,3,7300
26SEP2011,4,11168
26SEP2011,5,16236
26SEP2011,6,12408
26SEP2011,7,10708
26SEP2011,8,8316
26SEP2011,9,6192
26SEP2011,10,5960
26SEP2011,11,5860
26SEP2011,12,5212
26SEP2011,13,6632
26SEP2011,14,8968
26SEP2011,15,8992
26SEP2011,16,6020
26SEP2011,17,5444
26SEP2011,18,3860
26SEP2011,19,3120
26SEP2011,20,2220
26SEP2011,21,1120
26SEP2011,22,2472
26SEP2011,23,3072
26SEP2011,24,884
27SEP2011,1,136
27SEP2011,2,1056
27SEP2011,3,2696
27SEP2011,4,1180
27SEP2011,5,396
27SEP2011,6,0
27SEP2011,7,4
27SEP2011,8,0
27SEP2011,9,0
27SEP2011,10,56
27SEP2011,11,8
27SEP2011,12,0
27SEP2011,13,12
27SEP2011,14,0
27SEP2011,15,16
27SEP2011,16,260
27SEP2011,17,132
27SEP2011,18,72
27SEP2011,19,892
27SEP2011,20,2068
27SEP2011,21,3088
27SEP2011,22,5124
27SEP2011,23,7532
27SEP2011,24,8808
28SEP2011,1,11472
28SEP2011,2,7524
28SEP2011,3,7288
28SEP2011,4,3596
28SEP2011,5,3076
28SEP2011,6,3040
28SEP2011,7,3720
28SEP2011,8,5800
28SEP2011,9,8348
28SEP2011,10,11340
28SEP2011,11,2068
28SEP2011,12,284
28SEP2011,13,900
28SEP2011,14,900
28SEP2011,15,1364
28SEP2011,16,2304
28SEP2011,17,1152
28SEP2011,18,548
28SEP2011,19,1644
28SEP2011,20,8708
28SEP2011,21,16860
28SEP2011,22,16732
28SEP2011,23,17064
28SEP2011,24,10596
29SEP2011,1,12512
29SEP2011,2,15304
29SEP2011,3,18984
29SEP2011,4,9248
29SEP2011,5,14220
29SEP2011,6,18572
29SEP2011,7,21116
29SEP2011,8,17992
29SEP2011,9,16672
29SEP2011,10,14856
29SEP2011,11,5824
29SEP2011,12,1796
29SEP2011,13,1044
29SEP2011,14,1404
29SEP2011,15,1200
29SEP2011,16,1172
29SEP2011,17,1092
29SEP2011,18,1084
29SEP2011,19,368
29SEP2011,20,1668
29SEP2011,21,6048
29SEP2011,22,9392
29SEP2011,23,9936
29SEP2011,24,14732
30SEP2011,1,21544
30SEP2011,2,23252
30SEP2011,3,24336
30SEP2011,4,22712
30SEP2011,5,16608
30SEP2011,6,9636
30SEP2011,7,6068
30SEP2011,8,6688
30SEP2011,9,10640
30SEP2011,10,7696
30SEP2011,11,1820
30SEP2011,12,524
30SEP2011,13,96
30SEP2011,14,348
30SEP2011,15,472
30SEP2011,16,716
30SEP2011,17,696
30SEP2011,18,472
30SEP2011,19,388
30SEP2011,20,776
30SEP2011,21,896
30SEP2011,22,304
30SEP2011,23,4
30SEP2011,24,0
01OCT2011,1,64
01OCT2011,2,112
01OCT2011,3,404
01OCT2011,4,788
01OCT2011,5,264
01OCT2011,6,156
01OCT2011,7,104
01OCT2011,8,124
01OCT2011,9,40
01OCT2011,10,0
01OCT2011,11,0
01OCT2011,12,28
01OCT2011,13,16
01OCT2011,14,0
01OCT2011,15,0
01OCT2011,16,0
01OCT2011,17,0
01OCT2011,18,0
01OCT2011,19,0
01OCT2011,20,0
01OCT2011,21,408
01OCT2011,22,672
01OCT2011,23,1092
01OCT2011,24,2104
02OCT2011,1,1320
02OCT2011,2,1840
02OCT2011,3,1664
02OCT2011,4,288
02OCT2011,5,4
02OCT2011,6,0
02OCT2011,7,0
02OCT2011,8,0
02OCT2011,9,0
02OCT2011,10,0
02OCT2011,11,0
02OCT2011,12,0
02OCT2011,13,0
02OCT2011,14,0
02OCT2011,15,0
02OCT2011,16,76
02OCT2011,17,104
02OCT2011,18,36
02OCT2011,19,24
02OCT2011,20,332
02OCT2011,21,240
02OCT2011,22,0
02OCT2011,23,0
02OCT2011,24,0
03OCT2011,1,4
03OCT2011,2,4
03OCT2011,3,568
03OCT2011,4,1664
03OCT2011,5,3072
03OCT2011,6,6284
03OCT2011,7,7128
03OCT2011,8,8680
03OCT2011,9,10676
03OCT2011,10,9328
03OCT2011,11,6192
03OCT2011,12,6176
03OCT2011,13,3960
03OCT2011,14,5616
03OCT2011,15,8200
03OCT2011,16,7616
03OCT2011,17,6832
03OCT2011,18,6064
